,1_0_1,1_0_2
VHR2_37_100,12022,12022
YAP1_54_117,7658,7658
YAP1_63_126,7599,7599
YAP3_143_206,4305,4305
YAP5_57_120,8284,8284
YAP6_217_280,6024,6024
YAP7_125_188,6958,6958
YAP7_26_89,12352,12352
YAP7_124_187,7992,7992
YAP7_123_186,8634,8634
YHP1_170_233,11262,11262
YHP1_172_235,12213,12213
YOX1_173_236,10589,10589
YOX1_175_238,9311,9311
YOX1_172_235,11661,11661
YPL216W_369_432,18089,18089
YPL216W_44_107,10186,10186
YPL216W_373_436,15309,15309
ZAP1_688_751,24150,24150
ZAP1_598_661,18766,18766
ZAP1_747_810,10238,10238
ZAP1_775_838,11341,11341
ZAP1_804_867,9946,9946
ZAP1_560_623,13879,13879
ZAP1_597_660,17927,17927
ZAP1_686_749,26310,26310
ZAP1_718_781,13622,13622
ZAP1_803_866,7960,7960
ZAP1_734_797,13066,13066
ZAP1_773_836,9675,9675
