,1_0_1,1_0_2
AFT1_628_691,327,264
AFT1_627_690,402,319
AFT2_1_64,439,415
AFT2_12_75,287,320
AFT2_23_86,265,299
AFT2_34_97,213,307
AFT2_45_108,361,352
AFT2_56_119,398,454
AFT2_67_130,431,461
AFT2_78_141,434,415
AFT2_89_152,288,297
AFT2_100_163,212,214
AFT2_111_174,131,149
AFT2_122_185,362,388
AFT2_133_196,256,283
AFT2_144_207,291,375
AFT2_155_218,358,401
AFT2_166_229,182,202
AFT2_177_240,283,261
AFT2_188_251,231,303
AFT2_199_262,257,286
AFT2_210_273,145,181
AFT2_221_284,209,274
AFT2_232_295,448,470
AFT2_243_306,361,389
AFT2_254_317,406,431
AFT2_265_328,562,617
AFT2_276_339,614,595
AFT2_287_350,575,576
AFT2_298_361,428,347
AFT2_309_372,402,349
AFT2_320_383,316,304
AFT2_331_394,312,292
AFT2_342_405,260,303
AFT2_353_416,732,702
ARG56_1_64,391,411
ARG56_12_75,413,392
ARG56_23_86,332,273
ARG56_34_97,440,401
ARG56_45_108,549,525
ARG56_56_119,481,460
ARG56_67_130,805,827
ARG56_78_141,564,614
ARG56_89_152,630,532
ARG56_100_163,825,599
ARG56_111_174,651,574
ARG56_122_185,271,300
ARG56_133_196,477,372
ARG56_144_207,516,509
ARG56_155_218,490,460
ARG56_166_229,297,304
ARG56_177_240,636,564
ARG56_188_251,568,556
ARG56_199_262,615,595
ARG56_210_273,584,510
ARG56_221_284,583,501
ARG56_232_295,604,517
ARG56_243_306,503,418
ARG56_254_317,191,186
ARG56_265_328,430,437
ARG56_276_339,414,474
ARG56_287_350,277,330
ARG56_298_361,316,382
ARG56_309_372,274,365
ARG56_320_383,415,414
ARG56_331_394,445,416
ARG56_342_405,566,634
ARG56_353_416,394,433
ARG56_364_427,487,535
ARG56_375_438,556,600
ARG56_386_449,589,757
ARG56_397_460,613,452
ARG56_408_471,792,708
ARG56_419_482,660,532
ARG56_430_493,487,495
ARG56_441_504,427,395
ARG56_452_515,479,479
ARG56_463_526,393,411
ARG56_474_537,497,526
ARG56_485_548,488,562
ARG56_496_559,514,447
ARG56_507_570,680,602
ARG56_518_581,626,535
ARG56_529_592,323,298
ARG56_540_603,293,334
ARG56_551_614,263,262
ARG56_562_625,287,324
ARG56_573_636,321,407
ARG56_584_647,261,379
ARG56_595_658,499,467
ARG56_606_669,437,411
ARG56_617_680,570,494
ARG56_628_691,501,486
ARG56_639_702,596,445
ARG56_650_713,839,737
ARG56_661_724,617,527
ARG56_672_735,523,481
ARG56_683_746,464,482
ARG56_694_757,540,547
ARG56_705_768,440,444
ARG56_716_779,435,495
ARG56_727_790,361,361
ARG56_738_801,507,440
ARG56_749_812,353,414
ARG56_760_823,239,302
ARG56_771_834,354,447
ARG56_782_845,376,348
ARG56_793_856,536,489
ARG56_800_863,661,610
ARG80_1_64,664,606
ARG80_12_75,491,465
ARG80_23_86,500,415
ARG80_34_97,489,397
ARG80_45_108,403,352
ARG80_56_119,542,407
ARG80_67_130,560,474
ARG80_78_141,810,655
ARG80_89_152,726,583
ARG80_100_163,627,528
ARG80_111_174,873,739
ARG80_114_177,838,671
ARR1_1_64,111,167
ARR1_12_75,197,202
ARR1_23_86,287,353
ARR1_34_97,267,354
ARR1_45_108,326,302
ARR1_56_119,343,411
ARR1_67_130,602,528
ARR1_78_141,741,627
ARR1_89_152,887,765
ARR1_100_163,790,680
ARR1_111_174,456,505
ARR1_122_185,677,533
ARR1_133_196,512,472
ARR1_144_207,361,329
ARR1_155_218,315,327
ARR1_166_229,236,287
ARR1_177_240,395,391
ARR1_188_251,367,416
ARR1_199_262,517,538
ARR1_210_273,626,566
ARR1_221_284,509,501
ARR1_232_295,323,332
ARR1_231_294,359,388
ASG1_1_64,323,338
ASG1_12_75,406,399
ASG1_23_86,442,567
ASG1_34_97,344,394
ASG1_45_108,337,358
ASG1_56_119,387,336
ASG1_67_130,316,293
ASG1_78_141,338,329
ASG1_89_152,307,376
ASG1_100_163,338,317
ASG1_111_174,369,428
ASG1_122_185,618,552
ASG1_133_196,578,628
ASG1_144_207,401,398
ASG1_155_218,429,436
ASG1_166_229,148,184
ASG1_177_240,218,273
ASG1_188_251,252,255
ASG1_199_262,386,414
ASG1_210_273,552,517
ASG1_221_284,302,337
ASG1_232_295,371,468
ASG1_243_306,620,536
ASG1_254_317,640,612
ASG1_265_328,626,534
ASG1_276_339,348,333
ASG1_287_350,458,461
ASG1_298_361,745,603
ASG1_309_372,643,649
ASG1_320_383,631,547
ASG1_331_394,825,787
ASG1_342_405,533,590
ASG1_353_416,322,316
ASG1_364_427,518,559
ASG1_375_438,437,451
ASG1_386_449,465,534
ASG1_397_460,442,534
ASG1_408_471,379,353
ASG1_419_482,455,430
ASG1_430_493,239,218
ASG1_441_504,244,307
ASG1_452_515,210,275
ASG1_463_526,176,241
ASG1_474_537,181,271
ASG1_485_548,210,257
ASG1_496_559,368,462
ASG1_507_570,444,520
ASG1_518_581,299,358
ASG1_529_592,248,322
ASG1_540_603,437,496
ASG1_551_614,552,489
ASG1_562_625,330,347
ASG1_573_636,342,410
ASG1_584_647,242,259
ASG1_595_658,258,343
ASG1_606_669,192,266
ASG1_617_680,314,353
ASG1_628_691,428,404
ASG1_639_702,479,486
ASG1_650_713,332,450
ASG1_661_724,491,463
ASG1_672_735,466,457
ASG1_683_746,404,381
ASG1_694_757,345,396
ASG1_705_768,327,326
ASG1_716_779,294,340
ASG1_727_790,419,530
ASG1_738_801,267,273
ASG1_749_812,426,404
ASG1_760_823,332,444
ASG1_771_834,252,276
ASG1_782_845,144,169
ASG1_793_856,208,201
ASG1_804_867,9,1
ASG1_815_878,10,12
ASG1_826_889,4,7
ASG1_837_900,8,1
ASG1_848_911,7,12
ASG1_859_922,0,0
ASG1_870_933,38,112
ASG1_881_944,122,207
ASG1_892_955,262,263
ASG1_901_964,329,375
ASH1_1_64,460,440
ASH1_12_75,643,628
ASH1_23_86,379,442
ASH1_34_97,446,506
ASH1_45_108,517,593
ASH1_56_119,480,451
ASH1_67_130,386,381
ASH1_78_141,491,581
ASH1_89_152,659,579
ASH1_100_163,414,394
ASH1_111_174,475,487
ASH1_122_185,653,572
ASH1_133_196,363,314
ASH1_144_207,403,358
ASH1_155_218,374,369
ASH1_166_229,399,436
ASH1_177_240,392,346
ASH1_188_251,299,346
ASH1_199_262,496,479
ASH1_210_273,349,453
ASH1_221_284,289,428
ASH1_232_295,455,472
ASH1_243_306,694,601
ASH1_254_317,354,381
ASH1_265_328,334,402
ASH1_276_339,349,291
ASH1_287_350,383,325
ASH1_298_361,274,301
ASH1_309_372,216,194
ASH1_320_383,251,351
ASH1_331_394,207,244
ASH1_342_405,228,225
ASH1_353_416,341,350
ASH1_364_427,387,393
ASH1_375_438,379,476
ASH1_386_449,564,507
ASH1_397_460,650,480
ASH1_408_471,1002,790
ASH1_419_482,519,430
ASH1_430_493,458,373
ASH1_441_504,515,402
ASH1_452_515,703,560
ASH1_463_526,704,616
ASH1_474_537,384,346
ASH1_485_548,824,633
ASH1_496_559,364,304
ASH1_507_570,257,287
ASH1_518_581,410,407
ASH1_525_588,301,372
AZF1_1_64,486,410
AZF1_12_75,466,470
AZF1_23_86,558,485
AZF1_34_97,455,384
AZF1_45_108,576,605
AZF1_56_119,468,491
AZF1_67_130,697,597
AZF1_78_141,654,718
AZF1_89_152,666,482
AZF1_100_163,678,539
AZF1_111_174,540,423
AZF1_122_185,431,349
AZF1_133_196,720,591
AZF1_144_207,575,537
AZF1_155_218,512,502
AZF1_166_229,355,414
AZF1_177_240,461,525
AZF1_188_251,495,460
AZF1_199_262,468,439
AZF1_210_273,405,395
AZF1_221_284,402,414
AZF1_232_295,350,333
AZF1_243_306,294,366
AZF1_254_317,315,413
AZF1_265_328,348,335
AZF1_276_339,426,464
AZF1_287_350,314,329
AZF1_298_361,231,178
AZF1_309_372,298,302
AZF1_320_383,166,160
AZF1_331_394,258,265
AZF1_342_405,206,268
AZF1_353_416,295,285
AZF1_364_427,201,281
AZF1_375_438,221,319
AZF1_386_449,201,270
AZF1_397_460,229,268
AZF1_408_471,181,278
AZF1_419_482,252,352
AZF1_430_493,380,422
AZF1_441_504,371,387
AZF1_452_515,427,416
AZF1_463_526,332,468
AZF1_474_537,450,404
AZF1_485_548,446,392
AZF1_496_559,360,335
AZF1_507_570,280,274
AZF1_518_581,311,308
AZF1_529_592,277,306
AZF1_540_603,314,334
AZF1_551_614,469,438
AZF1_562_625,492,400
AZF1_573_636,739,635
AZF1_584_647,343,316
AZF1_595_658,460,337
AZF1_606_669,562,577
AZF1_617_680,432,432
AZF1_628_691,382,382
AZF1_639_702,245,278
AZF1_650_713,213,303
AZF1_661_724,439,467
AZF1_672_735,420,410
AZF1_683_746,205,251
AZF1_694_757,231,283
AZF1_705_768,243,252
AZF1_716_779,273,254
AZF1_727_790,334,369
AZF1_738_801,268,261
AZF1_749_812,455,454
AZF1_760_823,397,427
AZF1_771_834,339,361
AZF1_782_845,375,384
AZF1_793_856,389,354
AZF1_804_867,346,354
AZF1_815_878,338,388
AZF1_826_889,371,363
AZF1_837_900,388,425
AZF1_848_911,209,216
AZF1_851_914,271,316
BAS1_1_64,306,400
BAS1_12_75,378,299
BAS1_23_86,379,329
BAS1_34_97,506,512
BAS1_45_108,359,352
BAS1_56_119,346,382
BAS1_67_130,375,440
BAS1_78_141,406,374
BAS1_89_152,481,380
BAS1_100_163,448,370
BAS1_111_174,437,494
BAS1_122_185,286,274
BAS1_133_196,442,369
BAS1_144_207,274,292
BAS1_155_218,311,297
BAS1_166_229,243,292
BAS1_177_240,268,320
BAS1_188_251,299,319
BAS1_199_262,251,326
BAS1_210_273,294,365
BAS1_221_284,240,268
BAS1_232_295,332,372
BAS1_243_306,335,296
BAS1_254_317,315,350
BAS1_265_328,265,224
BAS1_276_339,343,361
BAS1_287_350,446,448
BAS1_298_361,500,423
BAS1_309_372,600,552
BAS1_320_383,539,437
BAS1_331_394,614,541
BAS1_342_405,484,513
BAS1_353_416,334,331
BAS1_364_427,387,417
BAS1_375_438,248,304
BAS1_386_449,354,313
BAS1_397_460,352,410
BAS1_408_471,282,377
BAS1_419_482,312,364
BAS1_430_493,213,227
BAS1_441_504,253,271
BAS1_452_515,295,357
BAS1_463_526,383,489
BAS1_474_537,233,250
BAS1_485_548,432,401
BAS1_496_559,315,328
BAS1_507_570,404,356
BAS1_518_581,457,466
BAS1_529_592,486,404
BAS1_540_603,471,428
BAS1_551_614,332,355
BAS1_562_625,326,326
BAS1_573_636,418,427
BAS1_584_647,723,689
BAS1_595_658,880,740
BAS1_606_669,456,435
BAS1_617_680,238,257
BAS1_628_691,277,254
BAS1_639_702,255,274
BAS1_650_713,232,300
BAS1_661_724,321,324
BAS1_672_735,465,471
BAS1_683_746,410,413
BAS1_694_757,387,376
BAS1_705_768,481,454
BAS1_716_779,441,410
BAS1_727_790,489,449
BAS1_738_801,421,334
BAS1_749_812,405,374
BAS1_748_811,482,387
CAD1_1_64,205,253
CAD1_12_75,218,210
CAD1_23_86,191,257
CAD1_34_97,363,308
CAD1_45_108,215,210
CAD1_56_119,211,220
CAD1_67_130,183,191
CAD1_78_141,215,263
CAD1_89_152,233,292
CAD1_100_163,277,392
CAD1_111_174,231,321
CAD1_122_185,347,355
CAD1_133_196,681,605
CAD1_144_207,563,550
CAD1_155_218,557,578
CAD1_166_229,590,542
CAD1_177_240,685,570
CAD1_188_251,589,492
CAD1_199_262,376,325
CAD1_210_273,282,276
CAD1_221_284,412,418
CAD1_232_295,569,588
CAD1_243_306,405,374
CAD1_254_317,427,365
CAD1_265_328,435,446
CAD1_276_339,620,491
CAD1_287_350,428,470
CAD1_298_361,547,565
CAD1_309_372,545,543
CAD1_320_383,463,456
CAD1_331_394,407,436
CAD1_342_405,401,387
CAD1_346_409,444,371
CBF1_1_64,277,273
CBF1_12_75,360,381
CBF1_23_86,468,386
CBF1_34_97,594,517
CBF1_45_108,511,371
CBF1_56_119,668,517
CBF1_67_130,481,460
CBF1_78_141,621,515
CBF1_89_152,393,392
CBF1_100_163,408,438
CBF1_111_174,522,439
CBF1_122_185,618,491
CBF1_133_196,557,465
CBF1_144_207,503,433
CBF1_155_218,397,393
CBF1_166_229,272,290
CBF1_177_240,327,334
CBF1_188_251,397,420
CBF1_199_262,555,419
CBF1_210_273,461,460
CBF1_221_284,318,326
CBF1_232_295,371,318
CBF1_243_306,375,367
CBF1_254_317,236,233
CBF1_265_328,204,231
CBF1_276_339,323,372
CBF1_287_350,284,255
CBF1_288_351,284,251
CIN5_1_64,255,310
CIN5_12_75,319,261
CIN5_23_86,498,474
CIN5_34_97,459,431
CIN5_45_108,453,419
CIN5_56_119,541,516
CIN5_67_130,458,478
CIN5_78_141,389,407
CIN5_89_152,375,433
CIN5_100_163,708,604
CIN5_111_174,985,793
CIN5_122_185,756,799
CIN5_133_196,430,402
CIN5_144_207,603,492
CIN5_155_218,580,509
CIN5_166_229,471,447
CIN5_177_240,310,274
CIN5_188_251,425,358
CIN5_199_262,303,285
CIN5_210_273,263,262
CIN5_221_284,155,200
CIN5_232_295,283,349
CMR3_1_64,156,178
CMR3_12_75,279,284
CMR3_23_86,322,347
CMR3_34_97,306,290
CMR3_45_108,482,494
CMR3_56_119,297,397
CMR3_67_130,366,407
CMR3_78_141,349,394
CMR3_89_152,659,601
CMR3_100_163,791,684
CMR3_111_174,536,516
CMR3_122_185,674,694
CMR3_133_196,666,519
CMR3_144_207,569,466
CMR3_155_218,404,406
CMR3_166_229,440,384
CMR3_177_240,556,554
CMR3_188_251,719,571
CMR3_199_262,744,619
CMR3_210_273,536,473
CMR3_221_284,637,442
CMR3_232_295,497,484
CMR3_243_306,546,526
CMR3_254_317,716,736
COM2_1_64,266,303
COM2_12_75,267,309
COM2_23_86,350,310
COM2_34_97,504,511
COM2_45_108,257,363
COM2_56_119,324,401
COM2_67_130,319,312
COM2_78_141,309,306
COM2_89_152,293,286
COM2_100_163,443,491
COM2_111_174,362,464
COM2_122_185,259,357
COM2_133_196,422,404
COM2_144_207,260,336
COM2_155_218,170,225
COM2_166_229,166,247
COM2_177_240,332,367
COM2_188_251,217,252
COM2_199_262,205,211
COM2_210_273,296,323
COM2_221_284,433,455
COM2_232_295,209,272
COM2_243_306,342,362
COM2_254_317,448,467
COM2_265_328,414,369
COM2_276_339,492,426
COM2_287_350,688,577
COM2_298_361,643,610
COM2_309_372,523,461
COM2_320_383,855,750
COM2_331_394,582,529
COM2_342_405,534,416
COM2_353_416,471,368
COM2_364_427,528,514
COM2_375_438,344,360
COM2_380_443,351,397
CRZ1_1_64,403,387
CRZ1_12_75,403,438
CRZ1_23_86,417,436
CRZ1_34_97,692,686
CRZ1_45_108,483,473
CRZ1_56_119,497,411
CRZ1_67_130,421,420
CRZ1_78_141,456,367
CRZ1_89_152,472,460
CRZ1_100_163,376,333
CRZ1_111_174,680,542
CRZ1_122_185,431,374
CRZ1_133_196,478,485
CRZ1_144_207,386,398
CRZ1_155_218,653,590
CRZ1_166_229,678,727
CRZ1_177_240,495,495
CRZ1_188_251,638,597
CRZ1_199_262,614,538
CRZ1_210_273,618,507
CRZ1_221_284,460,537
CRZ1_232_295,335,377
CRZ1_243_306,249,259
CRZ1_254_317,318,350
CRZ1_265_328,498,501
CRZ1_276_339,581,659
CRZ1_287_350,475,502
CRZ1_298_361,400,518
CRZ1_309_372,461,388
CRZ1_320_383,355,350
CRZ1_331_394,392,449
CRZ1_342_405,350,357
CRZ1_353_416,314,307
CRZ1_364_427,251,252
CRZ1_375_438,211,204
CRZ1_386_449,206,236
CRZ1_397_460,177,262
CRZ1_408_471,309,274
CRZ1_419_482,295,296
CRZ1_430_493,236,300
CRZ1_441_504,227,241
CRZ1_452_515,272,297
CRZ1_463_526,203,271
CRZ1_474_537,265,357
CRZ1_485_548,189,227
CRZ1_496_559,179,227
CRZ1_507_570,231,229
CRZ1_518_581,284,278
CRZ1_529_592,236,301
CRZ1_540_603,232,236
CRZ1_551_614,388,443
CRZ1_562_625,341,426
CRZ1_573_636,323,309
CRZ1_584_647,472,462
CRZ1_595_658,370,336
CRZ1_606_669,384,401
CRZ1_615_678,411,369
CST6_1_64,282,316
CST6_12_75,317,343
CST6_23_86,426,485
CST6_34_97,511,468
CST6_45_108,521,494
CST6_56_119,343,334
CST6_67_130,322,282
CST6_78_141,457,531
CST6_89_152,346,402
CST6_100_163,673,519
CST6_111_174,647,537
CST6_122_185,699,559
CST6_133_196,735,651
CST6_144_207,749,672
CST6_155_218,740,584
CST6_166_229,679,542
CST6_177_240,745,607
CST6_188_251,844,776
CST6_199_262,607,625
CST6_210_273,582,546
CST6_221_284,372,367
CST6_232_295,522,515
CST6_243_306,394,422
CST6_254_317,315,364
CST6_265_328,358,397
CST6_276_339,427,381
CST6_287_350,440,474
CST6_298_361,418,325
CST6_309_372,294,302
CST6_320_383,387,403
CST6_331_394,464,404
CST6_342_405,395,338
CST6_353_416,587,483
CST6_364_427,481,386
CST6_375_438,366,403
CST6_386_449,243,268
CST6_397_460,251,263
CST6_408_471,206,234
CST6_419_482,202,203
CST6_430_493,110,118
CST6_441_504,88,88
CST6_452_515,115,172
CST6_463_526,110,182
CST6_474_537,109,142
CST6_485_548,254,328
CST6_496_559,308,349
CST6_507_570,399,402
CST6_518_581,408,430
CST6_524_587,379,404
CTH1_1_64,223,263
CTH1_12_75,223,221
CTH1_23_86,182,264
CTH1_34_97,239,320
CTH1_45_108,316,391
CTH1_56_119,325,382
CTH1_67_130,428,427
CTH1_78_141,390,399
CTH1_89_152,296,398
CTH1_100_163,284,385
CTH1_111_174,297,313
CTH1_122_185,444,423
CTH1_133_196,511,520
CTH1_144_207,404,367
CTH1_155_218,289,318
CTH1_166_229,374,401
CTH1_177_240,241,243
CTH1_188_251,227,236
CTH1_199_262,264,308
CTH1_210_273,276,332
CTH1_221_284,287,344
CTH1_232_295,319,447
CTH1_243_306,395,403
CTH1_254_317,469,430
CTH1_262_325,405,462
CUP2_1_64,699,619
CUP2_12_75,877,648
CUP2_23_86,689,497
CUP2_34_97,662,584
CUP2_45_108,534,432
CUP2_56_119,517,365
CUP2_67_130,641,510
CUP2_78_141,843,745
CUP2_89_152,706,587
CUP2_100_163,675,535
CUP2_111_174,707,589
CUP2_122_185,673,575
CUP2_133_196,525,424
CUP2_144_207,522,452
CUP2_155_218,425,353
CUP2_162_225,418,415
CUP9_1_64,388,402
CUP9_12_75,679,599
CUP9_23_86,650,676
CUP9_34_97,966,722
