,1_0_1,1_0_2,1_60_1,1_60_2,2_0_1,2_0_2,2_60_1,2_60_2
ACE2_364_427,4,192,466,69,4,4,3,307
ACE2_375_438,478,397,749,146,2,3,1,297
ACE2_386_449,134,809,341,169,2,6,5,129
ACE2_397_460,795,234,162,156,1,3,1,303
ACE2_408_471,170,710,560,193,1,3,3,283
ACE2_419_482,395,816,392,164,2,4,5,561
ACE2_430_493,205,1302,491,163,6,3,8,348
ACE2_441_504,2,320,193,177,0,3,3,219
ACE2_452_515,27,1091,110,286,3,3,5,468
ACE2_463_526,18,452,213,128,3,3,4,282
ACE2_474_537,77,659,126,97,3,4,3,205
ACE2_485_548,626,648,13,212,3,3,9,97
ACE2_496_559,124,0,139,195,3,6,0,82
ACE2_507_570,60,279,470,345,2,6,2,436
ACE2_518_581,88,993,648,157,5,5,11,169
ACE2_529_592,94,453,455,291,1,1,6,960
ACE2_540_603,1,766,388,407,1,4,9,250
ACE2_551_614,208,44,328,190,3,1,0,268
ACE2_562_625,335,486,933,166,2,2,3,279
ACE2_573_636,1115,289,1153,665,3,4,1,437
ACE2_584_647,183,1964,345,222,3,2,17,210
ACE2_595_658,733,511,467,354,7,1,5,438
ACE2_606_669,292,310,415,84,1,5,3,70
ACE2_617_680,369,68,299,187,4,3,1,142
ACE2_628_691,61,572,1068,237,2,6,3,397
ACE2_639_702,37,1394,339,72,4,2,16,231
ACE2_650_713,413,0,435,22,2,4,0,239
ACE2_661_724,283,426,263,226,0,0,5,151
ACE2_672_735,358,601,464,174,1,3,6,242
ACE2_683_746,132,0,684,172,1,0,0,367
ACE2_694_757,302,437,518,31,1,1,5,72
ACE2_705_768,300,11,160,382,6,6,1,396
ACE2_707_770,462,465,668,301,3,2,8,345
ADR1_1_64,408,879,1112,31,3,2,4,424
ADR1_12_75,70,184,0,88,1,4,1,102
ADR1_23_86,118,0,413,34,1,3,0,410
ADR1_34_97,626,689,689,127,4,1,10,358
ADR1_45_108,427,149,288,164,3,0,2,650
ADR1_56_119,63,0,166,117,1,3,0,125
ADR1_67_130,424,170,1116,122,4,1,5,223
ADR1_78_141,223,0,803,354,2,2,0,155
ADR1_89_152,309,435,138,103,1,1,6,661
ADR1_100_163,10,1052,281,192,1,4,15,2
ADR1_111_174,273,512,105,32,3,4,3,258
ADR1_122_185,667,299,284,88,1,2,6,182
ADR1_133_196,223,0,424,133,4,0,0,80
ADR1_144_207,186,585,745,321,2,0,0,454
ADR1_155_218,148,259,406,296,2,1,3,413
ADR1_166_229,270,486,482,48,4,2,8,57
ADR1_177_240,484,585,333,139,1,2,3,2
ADR1_188_251,4,1032,525,182,4,2,10,493
ADR1_199_262,367,1626,233,99,3,4,13,387
ADR1_210_273,469,468,1009,176,2,4,14,305
ADR1_221_284,132,661,551,260,1,5,11,375
ADR1_232_295,616,830,1025,322,4,2,13,285
ADR1_243_306,509,478,832,463,2,2,1,860
ADR1_254_317,739,708,383,527,4,2,6,401
ADR1_265_328,591,676,336,623,1,4,8,850
ADR1_276_339,638,407,7,94,3,3,2,173
ADR1_287_350,566,475,614,476,2,4,5,833
ADR1_298_361,664,877,560,32,1,2,3,584
ADR1_309_372,224,1298,579,239,3,3,10,58
ADR1_320_383,325,316,395,231,4,0,4,341
ADR1_331_394,129,725,2,84,4,4,8,62
ADR1_342_405,4,671,416,54,2,2,4,289
ADR1_353_416,409,988,658,152,3,2,7,599
ADR1_364_427,377,1,734,326,1,6,0,53
ADR1_375_438,9,196,2,85,3,2,1,658
ADR1_386_449,110,282,669,76,4,4,3,344
ADR1_397_460,107,176,603,144,2,10,3,350
ADR1_408_471,582,262,164,242,1,6,2,99
ADR1_419_482,200,48,459,140,1,2,1,289
ADR1_430_493,11,0,174,1,0,0,0,130
ADR1_441_504,87,91,342,3,0,1,2,114
ADR1_452_515,295,426,597,146,4,1,3,331
ADR1_463_526,313,593,510,151,5,4,5,353
ADR1_474_537,2,6,156,64,3,2,0,309
ADR1_485_548,102,26,0,224,0,4,0,316
ADR1_496_559,3,106,144,134,1,1,0,92
ADR1_507_570,185,1021,281,59,1,1,20,266
ADR1_518_581,44,0,300,199,7,1,0,193
ADR1_529_592,231,899,81,313,3,1,8,363
ADR1_540_603,300,385,297,186,6,2,6,344
ADR1_551_614,182,306,663,114,4,1,2,210
ADR1_562_625,177,415,241,337,5,0,3,485
ADR1_573_636,115,413,62,114,5,5,3,210
ADR1_584_647,561,357,522,133,2,2,0,193
ADR1_595_658,1065,2059,1165,644,1,4,18,926
ADR1_606_669,344,1511,464,471,5,4,9,579
ADR1_617_680,642,358,936,437,2,0,1,624
ADR1_628_691,531,417,0,122,2,2,2,372
ADR1_639_702,557,751,193,128,1,1,6,485
ADR1_650_713,332,301,99,226,3,3,3,194
ADR1_661_724,141,714,116,161,2,1,7,264
ADR1_672_735,556,507,38,43,4,5,1,94
ADR1_683_746,126,0,83,117,3,5,0,338
ADR1_694_757,246,449,125,97,3,2,5,154
ADR1_705_768,68,797,424,206,3,2,4,281
ADR1_716_779,151,86,577,472,3,5,1,403
ADR1_727_790,500,621,776,198,1,1,10,326
ADR1_738_801,326,1270,541,141,2,4,8,254
ADR1_749_812,1028,201,1569,226,3,7,3,406
ADR1_760_823,627,781,454,310,2,2,10,771
ADR1_771_834,395,803,771,84,0,4,5,287
ADR1_782_845,526,32,716,161,3,3,0,407
ADR1_793_856,403,162,247,265,1,5,1,225
ADR1_804_867,287,518,276,81,0,2,6,263
ADR1_815_878,203,365,193,189,3,1,3,188
ADR1_826_889,32,692,249,170,2,3,5,159
ADR1_837_900,300,420,121,64,3,3,4,318
ADR1_848_911,440,319,476,73,3,2,1,226
ADR1_859_922,352,176,579,57,3,1,1,113
ADR1_870_933,6,227,346,95,1,1,0,167
ADR1_881_944,22,574,238,58,2,1,3,128
ADR1_892_955,286,174,318,72,0,1,1,221
ADR1_903_966,127,1,295,115,0,0,0,36
ADR1_914_977,39,902,105,63,3,2,4,142
ADR1_925_988,379,359,370,129,4,0,2,494
ADR1_936_999,371,99,68,20,1,1,2,124
ADR1_947_1010,228,76,6,120,1,2,2,134
ADR1_958_1021,320,1049,82,79,3,1,11,68
ADR1_969_1032,60,1,422,119,1,2,0,17
ADR1_980_1043,517,15,435,143,1,3,0,362
ADR1_991_1054,48,136,476,306,4,1,4,336
ADR1_1002_1065,223,87,1279,300,3,5,2,418
ADR1_1013_1076,457,1213,794,253,5,2,13,945
ADR1_1024_1087,1172,1153,1224,350,2,4,17,1259
ADR1_1035_1098,661,670,593,175,3,7,4,239
ADR1_1046_1109,263,750,654,139,3,0,10,328
ADR1_1057_1120,651,9,214,180,1,1,0,203
ADR1_1068_1131,342,131,260,60,6,5,3,486
ADR1_1079_1142,222,640,393,179,1,0,3,382
ADR1_1090_1153,140,0,188,2,2,1,0,205
ADR1_1101_1164,180,312,274,138,1,4,0,331
ADR1_1112_1175,328,690,334,127,4,3,4,298
ADR1_1123_1186,335,492,253,217,2,2,4,168
ADR1_1134_1197,155,315,653,206,1,3,4,111
ADR1_1145_1208,72,634,15,106,2,4,6,185
ADR1_1156_1219,401,613,772,243,2,3,3,462
ADR1_1167_1230,228,949,204,384,8,7,9,599
ADR1_1178_1241,1211,972,239,403,4,4,9,678
ADR1_1189_1252,754,426,543,308,2,4,2,549
ADR1_1200_1263,301,2190,1798,390,6,3,16,375
ADR1_1211_1274,498,0,226,244,3,4,0,343
ADR1_1222_1285,302,536,216,338,5,0,5,199
ADR1_1233_1296,387,1842,405,198,2,1,22,86
ADR1_1244_1307,47,530,690,93,4,3,8,319
ADR1_1255_1318,205,141,427,95,2,5,1,303
ADR1_1260_1323,209,1181,344,123,2,1,11,167
AFT1_1_64,273,1,445,390,5,6,0,575
AFT1_12_75,468,557,651,123,4,3,2,301
AFT1_23_86,102,0,357,401,1,6,0,540
AFT1_34_97,118,258,355,124,7,2,2,185
AFT1_45_108,805,306,397,420,1,7,2,365
AFT1_56_119,340,815,649,268,6,3,7,336
AFT1_67_130,276,331,365,337,2,2,3,596
AFT1_78_141,255,875,217,256,5,0,6,135
AFT1_89_152,9,0,205,87,4,2,0,428
AFT1_100_163,326,0,45,75,0,5,0,133
AFT1_111_174,103,607,208,104,2,4,3,347
AFT1_122_185,389,336,67,75,0,4,2,146
AFT1_133_196,468,792,396,232,0,3,5,232
AFT1_144_207,255,0,193,124,3,2,0,84
AFT1_155_218,4,219,105,90,1,1,4,449
AFT1_166_229,278,428,11,68,3,2,9,256
AFT1_177_240,91,599,240,62,5,2,5,253
AFT1_188_251,20,133,329,112,0,3,0,121
AFT1_199_262,55,270,441,167,0,5,5,275
AFT1_210_273,48,0,178,30,1,1,0,43
AFT1_221_284,76,0,124,11,1,1,0,92
AFT1_232_295,512,0,170,163,1,0,0,365
AFT1_243_306,184,914,414,83,2,1,13,157
AFT1_254_317,586,368,136,105,4,3,1,259
AFT1_265_328,628,546,682,272,6,4,2,496
AFT1_276_339,1034,1310,442,253,5,6,10,226
AFT1_287_350,109,574,662,198,5,2,4,246
AFT1_298_361,167,1372,15,160,1,0,20,14
AFT1_309_372,701,701,545,167,2,3,7,552
AFT1_320_383,740,487,428,0,5,5,3,1
AFT1_331_394,419,563,103,99,3,1,6,298
AFT1_342_405,508,857,952,444,2,7,4,890
AFT1_353_416,1008,1372,1307,823,1,1,13,1441
AFT1_364_427,704,2010,640,623,3,5,19,988
AFT1_375_438,136,165,744,220,1,6,3,96
AFT1_386_449,541,465,844,179,5,3,9,203
AFT1_397_460,85,289,207,143,3,3,1,315
AFT1_408_471,196,836,212,329,3,2,11,376
AFT1_419_482,281,221,363,244,1,2,1,874
AFT1_430_493,792,1021,944,780,1,6,16,269
AFT1_441_504,501,966,485,134,4,6,8,263
AFT1_452_515,174,539,801,140,2,2,5,300
AFT1_463_526,325,296,28,338,3,3,3,266
AFT1_474_537,47,1168,439,162,2,3,8,8
AFT1_485_548,176,305,93,46,1,4,3,211
AFT1_496_559,465,512,373,31,4,1,2,168
AFT1_507_570,456,511,310,309,4,2,6,483
AFT1_518_581,200,655,354,202,5,2,5,206
AFT1_529_592,431,303,381,50,3,5,9,96
AFT1_540_603,693,626,881,412,0,1,10,390
AFT1_551_614,134,1901,360,206,2,3,22,478
AFT1_562_625,180,339,0,75,0,2,4,271
AFT1_573_636,594,612,66,243,2,3,3,45
AFT1_584_647,152,568,450,245,2,0,5,524
AFT1_595_658,357,699,228,338,1,5,8,228
AFT1_606_669,262,322,254,363,2,1,4,14
AFT1_617_680,118,301,314,321,0,2,3,64
AFT1_628_691,610,177,152,56,4,5,1,98
AFT1_627_690,78,0,890,49,4,1,0,260
AFT2_1_64,440,147,349,414,2,1,1,1006
AFT2_12_75,272,1042,1204,462,2,7,6,412
AFT2_23_86,736,237,357,80,2,2,0,546
AFT2_34_97,269,417,308,192,3,3,6,269
AFT2_45_108,400,380,61,176,1,7,3,250
AFT2_56_119,243,0,276,168,4,2,0,493
AFT2_67_130,268,249,635,41,2,2,2,138
AFT2_78_141,363,537,151,275,1,8,8,521
AFT2_89_152,0,392,245,108,3,7,1,138
AFT2_100_163,282,293,856,265,1,0,2,198
AFT2_111_174,117,318,0,43,1,2,4,568
AFT2_122_185,341,706,333,7,0,3,10,313
AFT2_133_196,382,112,210,36,3,1,2,169
AFT2_144_207,209,109,547,60,2,5,2,597
AFT2_155_218,459,258,801,147,3,1,1,245
AFT2_166_229,365,118,472,7,0,4,1,213
AFT2_177_240,555,553,553,179,1,2,8,399
AFT2_188_251,332,347,148,86,2,1,1,150
AFT2_199_262,286,184,226,196,5,0,0,242
AFT2_210_273,65,0,341,96,1,2,0,559
AFT2_221_284,247,388,532,202,1,1,2,254
AFT2_232_295,384,670,400,105,1,5,5,276
AFT2_243_306,990,836,502,222,5,1,10,527
AFT2_254_317,602,1127,1548,715,2,1,12,1080
AFT2_265_328,1032,1252,869,425,2,4,14,1907
AFT2_276_339,827,1379,1569,339,3,4,13,1399
AFT2_287_350,345,376,1236,421,5,3,5,752
AFT2_298_361,1257,913,824,708,4,3,6,855
AFT2_309_372,495,1184,453,621,1,1,10,736
AFT2_320_383,218,410,736,272,7,3,5,490
AFT2_331_394,235,1049,410,470,1,3,14,331
AFT2_342_405,282,607,326,157,1,0,4,365
AFT2_353_416,1121,1701,1968,806,6,5,16,924
ARG56_1_64,362,1153,826,292,3,1,7,435
ARG56_12_75,64,183,773,97,1,3,2,490
ARG56_23_86,363,312,353,328,1,1,2,508
ARG56_34_97,376,0,117,135,0,1,1,213
ARG56_45_108,702,433,476,218,6,1,2,84
ARG56_56_119,28,439,444,84,3,4,4,353
ARG56_67_130,221,729,681,485,4,2,7,154
ARG56_78_141,249,1224,620,206,4,4,20,428
ARG56_89_152,632,1009,168,328,3,4,9,284
ARG56_100_163,96,383,64,204,5,7,3,103
ARG56_111_174,97,70,601,241,1,6,3,292
ARG56_122_185,340,823,156,139,3,5,8,132
ARG56_133_196,476,940,463,185,0,2,12,496
ARG56_144_207,606,660,829,209,3,0,10,187
ARG56_155_218,6,0,116,95,4,0,0,255
ARG56_166_229,797,64,187,288,2,2,2,228
ARG56_177_240,510,186,248,284,3,3,2,91
ARG56_188_251,160,197,319,525,3,2,3,170
ARG56_199_262,609,2126,486,318,3,3,18,427
ARG56_210_273,928,191,786,140,2,3,2,828
ARG56_221_284,330,618,325,167,5,2,1,57
ARG56_232_295,349,1385,326,467,3,4,10,349
ARG56_243_306,542,1314,0,220,4,6,9,97
ARG56_254_317,3,0,85,38,2,1,1,49
ARG56_265_328,59,831,214,133,2,3,8,335
ARG56_276_339,134,59,182,80,2,4,0,512
ARG56_287_350,30,0,295,61,1,2,0,200
ARG56_298_361,261,0,504,60,6,0,0,53
ARG56_309_372,321,810,638,209,4,1,11,590
ARG56_320_383,317,392,1070,234,1,2,6,517
ARG56_331_394,477,268,138,166,4,4,3,498
ARG56_342_405,393,526,584,142,2,6,1,528
ARG56_353_416,460,0,415,65,4,3,0,424
ARG56_364_427,222,0,582,88,5,3,0,339
ARG56_375_438,1060,2,154,141,6,5,0,413
ARG56_386_449,796,313,274,230,5,3,4,346
ARG56_397_460,331,975,197,80,2,5,11,443
ARG56_408_471,615,3,0,628,1,8,0,169
ARG56_419_482,317,976,850,238,5,7,15,376
ARG56_430_493,165,480,0,256,2,0,2,115
ARG56_441_504,52,300,0,97,3,4,4,88
ARG56_452_515,394,497,95,325,3,1,8,95
ARG56_463_526,24,0,725,154,1,5,0,28
ARG56_474_537,456,276,748,363,4,5,4,468
ARG56_485_548,208,0,423,166,3,0,0,285
ARG56_496_559,1,1365,574,249,0,3,11,131
ARG56_507_570,332,951,271,264,3,2,13,556
ARG56_518_581,308,261,222,674,3,3,2,663
ARG56_529_592,2,82,336,124,1,2,0,420
ARG56_540_603,224,0,146,51,2,2,0,57
ARG56_551_614,133,415,212,87,2,1,0,351
ARG56_562_625,45,63,256,159,0,8,2,602
ARG56_573_636,234,318,162,279,2,4,3,328
ARG56_584_647,205,289,534,59,2,5,1,211
ARG56_595_658,3,180,860,211,2,4,3,347
ARG56_606_669,462,0,734,91,1,4,0,216
ARG56_617_680,334,589,159,417,1,4,5,522
ARG56_628_691,553,541,488,195,1,2,3,226
ARG56_639_702,245,167,24,217,2,4,5,182
ARG56_650_713,542,1025,455,0,5,4,12,370
ARG56_661_724,523,663,429,745,6,4,2,737
ARG56_672_735,115,77,218,208,4,3,0,538
ARG56_683_746,264,527,274,301,5,3,6,154
ARG56_694_757,255,2150,583,305,3,3,13,383
ARG56_705_768,165,327,326,414,3,3,1,237
ARG56_716_779,274,180,896,191,6,2,1,114
ARG56_727_790,98,302,198,263,4,4,1,262
ARG56_738_801,785,898,99,153,6,4,11,90
ARG56_749_812,324,324,83,50,2,2,2,196
ARG56_760_823,102,0,548,29,2,2,0,250
ARG56_771_834,273,508,403,156,2,5,6,671
ARG56_782_845,519,1195,118,259,0,2,4,295
ARG56_793_856,107,950,456,254,3,1,8,291
ARG56_800_863,24,451,760,266,1,3,4,180
ARG80_1_64,185,535,33,280,10,7,6,537
ARG80_12_75,253,630,162,200,4,4,2,206
ARG80_23_86,451,610,0,210,6,0,5,606
ARG80_34_97,90,496,339,202,1,5,7,183
ARG80_45_108,880,1060,120,258,1,3,6,172
ARG80_56_119,458,380,208,207,5,4,2,331
ARG80_67_130,74,1529,183,251,1,1,20,396
ARG80_78_141,423,476,154,187,11,5,0,312
ARG80_89_152,236,668,345,100,2,6,4,98
ARG80_100_163,233,286,823,608,6,5,4,743
ARG80_111_174,193,1591,374,435,3,6,8,279
ARG80_114_177,728,147,397,375,3,5,0,433
ARR1_1_64,271,586,222,0,2,1,7,54
ARR1_12_75,370,3,561,25,2,0,0,106
ARR1_23_86,4,0,259,36,2,3,0,207
ARR1_34_97,371,49,390,94,2,1,0,220
ARR1_45_108,339,523,292,120,3,3,6,187
ARR1_56_119,320,0,310,178,7,0,1,187
ARR1_67_130,567,1371,610,261,2,4,15,789
ARR1_78_141,297,1336,329,186,4,5,7,430
ARR1_89_152,370,828,431,44,4,6,10,489
ARR1_100_163,727,1115,561,114,3,6,7,779
ARR1_111_174,377,956,274,437,5,4,11,610
ARR1_122_185,728,140,481,125,4,5,3,328
ARR1_133_196,139,761,222,358,4,3,20,192
ARR1_144_207,233,1206,305,40,1,4,11,348
ARR1_155_218,67,2,317,158,1,3,0,476
ARR1_166_229,221,270,379,51,0,3,1,382
ARR1_177_240,561,1,143,103,2,1,0,132
ARR1_188_251,302,126,310,223,1,4,2,68
ARR1_199_262,276,0,234,270,4,3,0,375
ARR1_210_273,107,155,181,236,3,4,0,503
ARR1_221_284,886,467,880,279,5,4,5,149
ARR1_232_295,0,486,252,130,0,1,5,301
ARR1_231_294,479,316,378,86,0,5,4,469
ASG1_1_64,215,23,255,21,2,1,1,278
ASG1_12_75,189,0,250,184,0,8,0,284
ASG1_23_86,248,535,600,185,6,4,1,352
ASG1_34_97,337,160,271,136,2,4,3,432
ASG1_45_108,149,170,144,26,1,2,0,123
ASG1_56_119,2,2,303,22,1,1,0,302
ASG1_67_130,33,0,254,31,3,1,0,232
ASG1_78_141,215,672,1,50,0,3,5,179
ASG1_89_152,242,683,314,89,1,4,6,406
ASG1_100_163,58,565,0,244,7,1,7,208
ASG1_111_174,638,0,180,113,4,5,0,417
ASG1_122_185,110,1160,240,207,4,2,10,283
ASG1_133_196,484,592,792,22,4,3,9,323
ASG1_144_207,104,279,101,97,5,4,1,342
ASG1_155_218,343,1,545,28,1,2,0,140
ASG1_166_229,230,260,77,45,0,2,0,167
ASG1_177_240,274,331,468,74,0,3,2,181
ASG1_188_251,637,219,786,224,0,0,4,688
ASG1_199_262,215,77,367,335,0,3,2,568
ASG1_210_273,7,0,623,171,3,3,0,431
ASG1_221_284,12,0,421,142,0,1,0,189
ASG1_232_295,700,390,480,91,3,4,2,239
ASG1_243_306,266,572,944,261,5,9,1,122
ASG1_254_317,636,527,365,720,5,4,6,596
ASG1_265_328,411,2,393,329,7,1,0,656
ASG1_276_339,107,796,1031,208,3,4,8,725
ASG1_287_350,400,317,265,190,3,6,10,478
ASG1_298_361,152,1715,330,133,4,5,17,666
ASG1_309_372,3,897,497,204,5,2,8,666
ASG1_320_383,575,250,277,315,5,2,3,484
ASG1_331_394,382,0,796,91,2,5,1,429
ASG1_342_405,744,993,646,180,4,5,6,297
ASG1_353_416,264,381,467,61,1,1,3,527
ASG1_364_427,106,187,294,92,3,3,1,318
ASG1_375_438,671,367,231,234,3,5,3,653
ASG1_386_449,283,604,814,134,2,2,3,36
ASG1_397_460,812,664,671,405,6,3,7,545
ASG1_408_471,165,156,483,120,4,2,1,696
ASG1_419_482,48,784,826,68,1,5,9,438
ASG1_430_493,3,0,93,131,3,0,0,2
ASG1_441_504,4,0,5,0,2,0,0,62
ASG1_452_515,117,395,31,79,3,0,7,1
ASG1_463_526,300,0,9,9,2,4,0,186
ASG1_474_537,393,164,453,65,3,2,0,363
ASG1_485_548,244,580,781,111,0,4,4,162
ASG1_496_559,76,413,349,301,4,3,2,931
ASG1_507_570,562,283,936,129,4,4,3,303
ASG1_518_581,73,166,426,54,0,4,2,232
ASG1_529_592,335,258,558,135,0,3,9,556
ASG1_540_603,269,760,383,136,2,5,6,441
ASG1_551_614,225,289,587,170,4,1,3,207
