,1_0_1,1_0_2,1_180_1,1_180_2,2_0_1,2_0_2,2_180_1,2_180_2
GTS1_182_245,8042,6546,7029,6301,6919,8655,8714,6434
GTS1_174_237,4003,3337,3599,3108,5164,5840,5397,3972
GZF3_116_179,7773,5533,6258,5796,7604,9226,9381,6567
GZF3_118_181,9873,8046,8449,9327,10079,11232,12368,8739
GZF3_123_186,5422,4430,4803,4673,6227,7005,6973,4945
HAA1_1_64,9527,8087,8564,7699,9672,10247,12155,7540
HAC1_26_89,8826,7740,9405,8668,9974,12418,12111,7819
HAP2_155_218,4873,5028,4984,3403,6301,6681,6749,4298
HAP3_41_104,12962,9931,11415,9995,13467,15964,16311,10683
HAP4_41_104,23318,19188,21752,20083,21345,25653,26496,17834
HCM1_119_182,10098,8500,9261,7974,10224,12727,11846,8466
HCM1_120_183,19276,18453,20321,17722,20771,24505,25320,15682
HCM1_121_184,11772,9618,10831,9847,11379,14777,14562,9705
HEL2_53_116,7422,6099,6323,5961,7135,7423,8067,5103
HEL2_202_265,13460,12744,13091,12225,14009,18000,17006,10556
HEL2_230_293,25805,20612,22730,22306,23745,26780,28179,18543
HEL2_261_324,14604,11995,12159,12405,12505,14927,14724,10666
HEL2_51_114,7812,6068,6721,6230,8823,8579,11089,7539
HMLALPHA2_130_193,5322,4896,4934,4979,6230,6747,7142,5065
HMLALPHA2_134_197,7567,6377,6647,6746,8427,8829,9719,6178
HMO1_111_174,7937,7059,7274,6698,8431,9144,11178,6753
HMO1_112_175,9130,8015,8929,8152,9993,10984,11487,7831
HMO1_107_170,9226,7704,9167,7213,9618,9997,10944,7748
HMS1_274_337,5227,4315,4828,4997,5395,7362,7192,5024
HMS1_279_342,5113,4220,5172,5227,5554,6861,6900,4950
HMS1_286_349,14870,12435,13511,12985,14232,16330,18371,11235
HMS2_26_89,16009,13432,14610,13732,16151,18782,20085,14380
HMS2_25_88,10810,9879,10637,7960,12595,13747,13674,8353
HSF1_194_257,11636,9578,9977,10462,11731,14965,15304,10811
INO2_237_300,14204,12827,13307,12080,13768,15721,17125,11015
INO2_235_298,14191,12035,13494,12489,12361,14298,15892,10309
INO4_45_108,5882,4785,4925,5017,6031,7077,7124,5075
ITC1_417_480,14820,11307,12328,12977,14251,16575,17109,12859
ITC1_43_106,9050,9527,11314,8744,9827,13511,14066,8254
ITC1_421_484,16070,12354,13947,15410,14374,15695,17694,13259
IXR1_364_427,15516,12943,14244,15545,15264,16566,17634,12522
IXR1_436_499,6080,4732,5499,5118,6865,6582,7407,4977
IXR1_437_500,9300,7015,7845,7658,8853,11084,9893,7289
IXR1_366_429,13187,10673,12008,11778,13467,14432,16968,12369
IXR1_435_498,3976,3807,3532,3751,4417,5027,5240,3869
MAC1_1_64,14354,10782,13677,12031,14513,17282,19109,12317
MATALPHA1_81_144,18262,13317,14440,16732,20400,18387,21205,16410
MBP1_25_88,10582,7916,8706,9006,9450,11370,11776,8796
MBP1_394_457,28628,24188,26564,24659,27269,28645,33006,22453
MBP1_377_440,19319,16627,18177,16911,20138,21329,25015,16165
MBP1_413_476,16186,12830,15174,12650,16826,19853,21447,13760
MBP1_495_558,8647,5926,7156,7427,8289,9516,9793,7526
MBP1_33_96,9959,7924,8479,9527,10115,11471,12670,8884
MCM1_17_80,14005,11472,11935,12563,13538,15241,15601,10827
MCM1_14_77,9928,9263,10111,10138,10836,12900,13619,9198
MCM1_28_91,6797,5255,5831,4934,7554,9407,9382,6623
MDS3_155_218,6662,5580,6104,6028,8708,9261,9582,6409
MET28_99_162,10222,8391,9847,8945,9217,10800,10755,7234
MET28_104_167,7705,7046,7731,6552,8005,9294,10062,6751
MET28_103_166,8462,7174,8313,6540,8065,9536,9432,6071
MET31_91_154,4130,3448,3813,3162,4915,5405,5940,3569
MET32_94_157,12329,10633,11194,11170,11762,14834,15807,10933
MGA2_534_597,23486,20177,23068,18229,24949,28985,28336,17664
MGA2_710_773,13633,11822,12047,13548,14244,18333,16422,13138
MGA2_702_765,8909,6178,6797,7294,9531,10006,10944,8069
MGA2_735_798,17415,13666,14889,17165,17888,21839,22464,17571
MGA2_546_609,14100,12014,11944,12378,14520,16999,17103,11612
MGA2_720_783,27482,20622,22737,24942,25749,30380,31658,22965
MIG1_35_98,10453,11216,11665,8421,13467,17694,16718,9594
MIG2_14_77,6990,5995,6574,5458,7689,9672,9668,6562
MIG3_12_75,10398,8451,9093,8500,8376,9175,10400,7164
MOT2_26_89,12737,10886,11733,11440,12464,13978,15289,10444
MOT2_152_215,4061,3556,4009,3770,4517,4351,5323,3338
MOT2_28_91,11005,8891,9505,9747,12079,13307,13851,9569
MOT3_340_403,11091,8121,10077,10254,11940,14424,14396,10341
MSN1_286_349,18213,14872,15770,15362,16317,19181,18968,13305
MSN2_641_704,8510,8154,9839,7947,10435,10292,12242,7765
MSN4_567_630,15074,12344,13888,13020,14688,16510,17402,12105
NFI1_29_92,5754,4204,4221,4713,4986,5200,5701,4559
NFI1_326_389,18898,16724,18541,17782,21837,24041,26528,16710
NFI1_28_91,4742,4118,4045,5177,4758,6393,5846,4300
NFI1_342_405,18133,14682,16389,16908,18724,21617,21632,16086
NHP6A_24_87,13289,11233,12389,11635,13532,13044,14366,10526
NHP6A_16_79,10410,9589,9642,5342,12305,12203,12074,6480
NHP6B_30_93,6175,5379,6435,6150,8458,10326,9984,6556
NHP6B_23_86,8889,5906,6884,6162,8355,10350,10768,6482
NRG1_168_231,8518,7581,7701,6970,8583,10897,9766,7115
NRG2_150_213,12611,10818,11277,11657,12507,14307,14491,10777
NSI1_346_409,5046,3871,3939,3954,5266,5888,6348,3930
NSI1_275_338,5128,3987,4965,4869,6186,7028,7056,4852
NSI1_336_399,10904,8330,10323,10005,10056,10890,12704,8753
NSI1_411_474,14247,11478,12920,12828,14268,14730,16683,11780
NSI1_489_552,20977,19603,22887,19311,19852,23265,25740,15291
NSI1_324_387,8640,7111,7254,6717,9112,10170,10125,6711
OTU1_238_301,8723,7219,8576,6649,9193,10934,12310,7160
PDC2_73_136,22813,17648,19512,23413,20789,22062,25405,17700
PDC2_72_135,17232,12394,13938,16046,14970,17423,19113,15200
PHD1_199_262,20116,17481,22036,16993,21718,23956,25623,15455
PHD1_218_281,32353,26209,31055,28240,31612,34375,35565,24436
PHO2_74_137,6731,5662,5772,5424,6156,7660,6979,4497
PHO2_76_139,7244,6274,6971,6127,7372,7646,8613,5670
PHO2_68_131,13517,11273,12517,10503,12571,13282,14169,9873
PHO2_10_73,6064,5275,5773,4763,4867,5422,6438,3768
PHO4_247_310,6867,6225,4517,980,11417,3308,4206,1351
PHO4_249_312,8654,7750,4805,914,12235,3010,4048,1561
PLM2_95_158,7582,6660,7292,6857,8075,10657,9881,6397
PLM2_96_159,10145,7992,9315,7993,11188,11555,13042,9019
PLM2_86_149,7068,5544,5786,5649,7073,8859,7667,5444
PMD1_126_189,16345,15234,16246,15664,18019,21610,21907,14867
PZF1_87_150,25436,21867,24609,21456,24031,25235,29254,20503
PZF1_59_122,14148,10296,12737,11304,14092,16497,16362,10724
PZF1_345_408,2417,1825,2104,2133,2513,2707,2912,2018
PZF1_143_206,9297,7684,8159,8125,10343,13081,12342,9299
PZF1_30_93,12138,10942,12617,10645,12228,14989,16060,10125
PZF1_115_178,16152,13559,15709,11846,15211,18984,19144,11395
PZF1_142_205,11970,9137,9382,9745,11012,11680,13431,9235
PZF1_175_238,8106,6668,6993,6851,8532,10230,10040,6971
PZF1_201_264,9120,7284,8217,8377,10338,12393,12789,8824
PZF1_233_296,10893,9516,10035,10138,11246,11740,13872,10167
PZF1_33_96,14007,10687,11920,11464,12405,14489,13621,10033
PZF1_68_131,23344,20629,22067,16290,22517,25724,27074,18046
PZF1_114_177,10914,10871,10856,8393,11025,13541,13806,8165
PZF1_158_221,14055,12755,13982,13585,15735,17668,18278,13827
RAP1_355_418,14868,12318,13031,12272,13621,14276,16022,11937
RAP1_752_815,16292,13299,15130,14500,15983,20756,20552,15100
RAP1_136_199,6398,6211,5411,4635,6230,7512,7761,5697
RAP1_130_193,20342,17298,19432,19483,20573,25657,25218,18717
RAP1_354_417,8866,6698,7803,7699,9034,9797,10751,7182
RAP1_369_432,7118,5196,6302,6002,7946,8211,9683,6636
REB1_476_539,3732,2580,3271,2787,4473,4822,4989,2963
REB1_405_468,5314,4461,4972,4694,4819,6118,6255,4790
REB1_466_529,9338,7346,8913,8426,8254,10439,10858,7189
REB1_720_783,6519,5588,5868,6241,7253,9012,8050,6029
REB1_456_519,10498,8881,9851,8613,10067,12180,11589,8335
REB1_677_740,15442,11218,13179,13878,13226,15314,16678,12971
REI1_182_245,20768,15648,19104,17278,21005,25128,24368,16004
REI1_1_64,12508,10351,10956,9624,12805,12722,13760,9298
REI1_143_206,14926,14977,17036,13932,15070,19055,20011,12113
REI1_195_258,13918,10942,12720,11582,14207,15929,17091,11686
REI1_176_239,22147,17409,21084,18841,22840,25014,27014,19490
RFX1_289_352,25625,20709,22574,22052,22761,24542,27299,18532
RFX1_291_354,27015,22688,25691,23862,24677,28150,30697,21605
RGM1_15_78,13533,12003,14723,12595,14622,17789,18817,12107
RIM101_192_255,12530,10168,12003,12757,12285,16437,16283,11159
RIM101_127_190,2744,2839,3160,2944,4405,4503,4993,4143
RIM101_162_225,19895,16346,19503,17491,21292,21770,23905,15241
RIM101_191_254,11610,10045,10756,10768,11911,13267,15020,9696
RIM101_129_192,2970,2643,2810,2442,3857,4190,4626,2824
RIM101_184_247,13668,12025,12515,12612,13713,15734,16574,11099
RLM1_1_64,19209,15498,17888,17562,19603,22430,23806,15833
RME1_156_219,9773,9579,10785,10104,10715,12181,13184,7634
RME1_188_251,8473,5890,7115,6557,8054,9810,10165,7439
RME1_237_300,9992,8447,9430,11387,10289,12319,12515,9454
ROX1_16_79,6229,5050,5610,5691,7388,8858,8490,5952
ROX1_19_82,5156,4300,4421,4415,4920,5770,6358,4105
RPH1_702_765,12228,9338,9451,10392,10262,12414,11243,8645
RPN4_423_486,17721,14508,15197,13604,18022,20170,21430,14734
RSF2_145_208,10989,9545,10057,7915,11842,13102,14590,8149
RTG1_38_101,18017,13304,15147,14265,16660,18284,18310,12026
RTG1_24_87,10477,9575,10233,8193,12640,13477,13805,8971
RTG1_29_92,8852,9186,8868,6748,11997,10887,12294,7370
RTG3_283_346,4605,4165,3920,3993,4813,5295,5590,3951
RTG3_289_352,4391,3286,3287,4197,4239,5146,5194,3646
RTG3_295_358,10178,8979,10245,11390,10780,13032,13543,9378
SFL1_72_135,18233,15849,18204,15237,19271,21423,22192,13780
SFP1_606_669,16647,15478,16931,14339,13865,20934,20104,12268
SFP1_182_245,26810,22136,24870,25596,28401,31583,33216,24221
SFP1_579_642,6230,5042,5563,5830,7002,7143,7879,5911
SFP1_620_683,4945,4416,4210,4299,5449,6537,7077,4659
SIZ1_20_83,12947,12212,12102,11496,14191,18308,16910,11945
SIZ1_349_412,19807,16279,18288,18537,19912,21988,23598,16129
SIZ1_19_82,13993,11798,12673,10971,13326,17132,17677,10874
SIZ1_367_430,15705,11521,12860,13649,13213,14960,16108,11548
SKO1_421_484,4815,3390,3418,3484,4133,4972,5109,3278
SKO1_1_64,32184,25887,30448,27743,30086,34214,36872,25732
SKO1_431_494,8084,6356,7404,7178,7739,9118,10021,6501
SKO1_423_486,3426,2834,3291,3572,3627,3927,4263,3095
SMP1_1_64,16181,13360,14380,15833,16117,17206,18548,13502
SOK2_446_509,12517,9787,10331,10528,11904,12838,14109,9919
SPT10_156_219,13021,10647,10789,11688,12577,14547,15953,11546
SPT10_338_401,14625,11074,11973,11274,13453,16357,15985,10116
SPT15_164_227,14434,11797,13067,12512,14407,15593,18185,13585
SPT15_75_138,5775,4913,5416,5518,6371,8137,7995,5544
SPT15_79_142,17643,14283,16765,15257,18690,19332,22863,15524
SPT15_163_226,9540,9382,10236,9997,11456,13898,14454,10070
SPT23_513_576,10151,9816,11997,9498,14388,15864,17195,10921
SPT23_702_765,18300,17160,17953,17388,19567,24004,22571,16556
SPT23_692_755,20034,16403,17344,16936,22592,23213,24876,17570
SPT23_725_788,16485,12233,13478,14043,15427,16559,18795,13446
SPT23_522_585,23577,18978,22238,20350,23404,27646,28298,19301
SPT23_710_773,12080,9111,9703,9972,12322,13330,14501,9924
SRD1_157_220,3023,2961,2696,2414,3083,3970,3634,2665
STB3_51_114,14725,13827,14554,15559,15740,16756,18543,14172
STP1_139_202,26049,21923,24860,21408,25493,29460,32203,21244
STP1_180_243,14156,13262,14349,8592,17034,17011,17805,9483
STP1_143_206,10505,9306,9741,8820,12905,15094,15564,9205
STP2_183_246,6687,4421,5304,4394,6874,6543,8557,5119
STP2_224_287,7347,6540,7463,7304,9486,10985,11101,7462
STP2_188_251,7310,6006,6650,6006,8150,9191,9410,6583
STP3_137_200,9717,8755,9060,5336,9206,9998,9732,5764
STP4_283_346,15728,13678,15376,12153,15126,16038,19140,11330
STP4_255_318,25681,22462,26725,19465,24322,26422,30942,17768
STP4_401_464,21653,18289,21212,19498,19724,22689,25681,16685
STP4_270_333,16085,14896,15993,15382,16588,17058,20577,12932
SWI4_59_122,9380,6638,7278,9183,8575,9657,9514,7455
SWI4_503_566,15093,11907,12652,14617,14273,15894,16316,12902
SWI4_624_687,9264,6261,7726,8079,9896,9254,11736,8411
SWI4_70_133,14301,10022,11446,11423,12265,13901,14985,11277
SWI5_548_611,9226,7719,8727,8533,9720,12006,11686,8415
TBF1_405_468,11922,8587,10453,9696,11291,12671,14567,9656
TBF1_407_470,14490,10831,12896,13337,13248,14412,16793,11403
TDA9_57_120,17940,14052,16652,15101,17655,20869,21509,13749
TEC1_132_195,8920,6979,7942,8150,8981,9216,9969,7625
TEC1_127_190,5843,4675,5113,5318,6684,7260,7186,5369
TIS11_151_214,17637,16462,18120,14476,17256,22035,23248,14212
TIS11_189_252,23830,19938,23538,20273,25016,28079,31001,20545
TIS11_153_216,18116,16093,18593,15107,20102,22774,23343,15384
TOD6_66_129,12840,10270,12031,10694,13718,15415,15351,9553
TOD6_386_449,15862,13489,14771,15218,14642,17181,19398,13555
TOD6_69_132,17464,13282,15566,14977,16842,18951,21049,14317
TOS4_111_174,12663,11691,12993,10983,14549,17370,18552,11923
TOS4_112_175,19989,17545,19607,17045,20642,22496,24768,16857
TOS4_115_178,12511,9791,10680,9299,12367,13735,14435,10069
TOS8_200_263,6876,5692,6106,6310,7421,7584,8433,5370
TOS8_196_259,4411,4430,4615,4053,5571,6737,6462,3857
TOS8_186_249,13778,11609,12023,11808,12634,13966,15349,9816
TYE7_193_256,21440,15916,19431,16707,19141,20684,23238,14763
TYE7_198_261,13088,10131,11808,9587,12240,13798,15980,10390
USV1_39_102,12818,9769,11383,10407,11653,14769,14364,9442
VHR1_31_94,7060,5856,6348,7064,8076,9755,9692,6286
VHR2_37_100,5034,4418,4364,4359,6050,8157,7189,4388
YAP1_54_117,8501,6528,7160,6538,8549,9726,10011,6308
YAP1_63_126,7952,6041,7051,6739,7913,9197,9432,6365
YAP3_143_206,2115,1238,1905,1557,2275,2698,2473,1756
YAP5_57_120,2543,2663,2962,2587,3247,4105,3892,2421
YAP6_217_280,5990,4493,5115,5652,5734,5719,6749,5001
YAP7_125_188,3908,3004,3378,2900,4085,4510,5252,2802
YAP7_26_89,6400,5729,5997,5314,7171,7921,8502,5717
YAP7_124_187,4477,3390,3741,3051,3840,5959,4677,3129
YAP7_123_186,4439,3931,3889,3574,4990,6354,5926,3645
YHP1_170_233,4059,4391,5142,4447,5733,8292,7968,4809
YHP1_172_235,11283,8664,9367,9247,10277,10934,12026,8055
YOX1_173_236,6500,7239,7645,7098,8783,9755,10069,7010
YOX1_175_238,4184,4283,5142,4292,5137,7133,5867,4276
YOX1_172_235,13481,12147,14112,11664,14433,16261,17594,11623
YPL216W_369_432,21991,18018,19242,20769,21822,24595,26028,19784
YPL216W_44_107,13745,11148,12262,12638,12344,13952,15386,11589
YPL216W_373_436,9947,7834,8267,8947,10047,11043,11427,7885
ZAP1_688_751,9982,9601,11361,9456,13143,13786,15148,10654
ZAP1_598_661,11557,10303,11526,11642,13805,14067,16118,12493
ZAP1_747_810,5419,4789,4964,4898,5616,7352,6758,4897
ZAP1_775_838,11031,8700,10193,10962,11994,13736,14292,10449
ZAP1_804_867,9484,6987,7727,8624,8473,10342,9748,8033
ZAP1_560_623,7362,5952,6145,6352,8029,9643,8520,5693
ZAP1_597_660,15709,14379,17026,13842,14507,18491,19379,11608
ZAP1_686_749,22916,18401,21882,17513,23449,23539,27585,17714
ZAP1_718_781,12036,10776,11155,10728,11693,13029,15067,8633
ZAP1_803_866,10381,7933,8532,9763,10412,11382,12465,8515
ZAP1_734_797,14397,11517,13600,11452,14404,14894,18080,10787
ZAP1_773_836,10925,7545,8883,9314,10508,12625,12140,9224
