,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
ITC1_43_106,4781,10368,14962,10751,16701,8378
ITC1_421_484,2491,8155,9875,10235,14080,4952
IXR1_364_427,3034,5248,9779,8725,11928,6573
IXR1_436_499,2273,5191,6991,6008,9616,4509
IXR1_437_500,2452,6118,9149,7641,13193,2432
IXR1_366_429,3385,3672,6722,4783,6333,3738
IXR1_435_498,1612,3599,5331,4016,7830,4688
MAC1_1_64,1830,1030,1934,2108,1896,965
MATALPHA1_81_144,868,11241,8472,12094,22692,2649
MBP1_25_88,683,1613,2855,2881,3122,1454
MBP1_394_457,6434,12816,22030,14448,25973,12382
MBP1_377_440,16502,23181,32582,23014,37828,19534
MBP1_413_476,6789,10612,11607,10044,17734,7395
MBP1_495_558,763,4907,4344,4164,9201,1908
MBP1_33_96,1733,8205,8293,7268,11766,3286
MCM1_17_80,1077,1488,2493,2470,4335,1115
MCM1_14_77,688,1595,1870,1566,3095,914
MCM1_28_91,2045,3158,3965,3301,4539,3026
MDS3_155_218,1546,7008,6833,7427,14478,3015
MET28_99_162,1663,669,1461,1885,960,915
MET28_104_167,1057,773,1697,930,1622,756
MET28_103_166,1817,1017,2109,1064,2144,2340
MET31_91_154,2528,4134,6400,4276,6405,4018
MET32_94_157,1474,2052,3618,2782,3566,2174
MGA2_534_597,15938,22094,31705,30053,38038,19141
MGA2_710_773,1185,12581,11925,11642,21489,5492
MGA2_702_765,747,4077,4166,4607,7250,1490
MGA2_735_798,1919,14263,17176,13770,32168,7075
MGA2_546_609,4623,14488,17631,16284,25428,10091
MGA2_720_783,1921,6040,9998,8417,13271,4650
MIG1_35_98,13130,8340,19795,14753,18305,13806
MIG2_14_77,1249,778,1412,1072,1361,1086
MIG3_12_75,2768,2947,6163,7030,4789,3764
MOT2_26_89,1673,6581,9583,9521,13660,4353
MOT2_152_215,891,3013,4110,3956,5138,1653
MOT2_28_91,1694,4084,6440,8637,8864,3414
MOT3_340_403,1124,1899,2719,1363,3309,1140
MSN1_286_349,3520,12541,17895,11915,25837,9599
MSN2_641_704,6806,4282,7240,9556,5904,6286
MSN4_567_630,1814,3925,5540,8621,6121,3085
NFI1_29_92,525,3897,3312,4234,6748,699
NFI1_326_389,8519,23974,34513,23795,45459,19730
NFI1_28_91,471,3920,3599,4567,7455,1764
NFI1_342_405,3340,7110,12742,9928,14562,6481
NHP6A_24_87,4969,8104,14657,11131,12367,8588
NHP6A_16_79,5042,4551,12279,10416,10218,7137
NHP6B_30_93,3297,5575,8634,4912,9923,5024
NHP6B_23_86,3381,6301,10306,8695,13087,6328
NRG1_168_231,4495,4760,10961,10060,9127,6365
NRG2_150_213,4838,3983,10020,11132,8199,5063
NSI1_346_409,517,229,614,493,389,134
NSI1_275_338,627,3158,3489,2811,6779,1512
NSI1_336_399,1667,546,458,742,321,376
NSI1_411_474,931,1014,1840,1896,2217,936
NSI1_489_552,9744,18049,31329,19617,33579,20531
NSI1_324_387,500,2546,3078,3336,5781,1149
OTU1_238_301,9415,8278,14373,7528,16337,10255
PDC2_73_136,1578,17651,14370,15878,29779,3474
PDC2_72_135,1377,14688,12314,14619,24567,8304
PHD1_199_262,10103,9243,16205,9444,16981,9540
PHD1_218_281,19474,30386,40236,25177,53451,25172
PHO2_74_137,1166,1238,2674,2359,2923,1659
PHO2_76_139,1694,2352,4642,3286,3440,2559
PHO2_68_131,2574,1354,3279,3142,2198,2118
PHO2_10_73,1905,3025,6092,4557,5663,2786
PHO4_247_310,19610,4453,13340,9229,7108,2854
PHO4_249_312,20846,4545,13667,6363,6829,3111
PLM2_95_158,5634,10585,15850,12461,18986,11392
PLM2_96_159,4803,10546,14793,11140,20025,5337
PLM2_86_149,3864,8493,12289,9039,15364,6103
PMD1_126_189,2725,4080,7203,4108,10976,4072
PZF1_87_150,4571,8507,15468,8798,15313,9085
PZF1_59_122,3289,4854,9430,5191,9101,5330
PZF1_345_408,204,1125,1277,1286,2464,840
PZF1_143_206,2453,7172,8639,8235,12620,2737
PZF1_30_93,4018,2563,6594,7130,6300,4200
PZF1_115_178,8910,12680,20993,17922,28162,7862
PZF1_142_205,1981,9930,11026,10107,15623,6500
PZF1_175_238,1973,7572,10412,8147,14304,5812
PZF1_201_264,2774,3217,3280,2531,4843,1968
PZF1_233_296,906,2297,2411,2078,3270,1148
PZF1_33_96,5396,3355,6861,6675,5737,4033
PZF1_68_131,5705,3914,12156,8658,9241,7066
PZF1_114_177,5456,10085,16665,11249,19496,14625
PZF1_158_221,3864,5247,12717,10763,10640,7395
RAP1_355_418,3298,11993,17222,13383,22018,5306
RAP1_752_815,5233,14607,20438,14065,23916,12276
RAP1_136_199,4364,2507,4537,2624,5475,2185
RAP1_130_193,2457,2613,3060,2716,5711,2063
RAP1_354_417,2191,8987,11593,9174,17159,10723
RAP1_369_432,2088,4866,7050,6248,9152,4179
REB1_476_539,607,2063,2480,2330,3412,1626
REB1_405_468,852,1209,1725,1295,2506,1023
REB1_466_529,1774,1273,2128,2217,2735,1531
REB1_720_783,1162,317,229,546,543,217
REB1_456_519,1139,1484,2672,3010,3388,1563
REB1_677_740,2690,1797,2338,1323,3449,1048
REI1_182_245,4188,12194,17197,12401,23755,10146
REI1_1_64,8864,3825,11556,14113,10193,7662
REI1_143_206,4039,7530,12090,7912,14791,8271
REI1_195_258,1380,2037,3542,2171,4046,1894
REI1_176_239,3262,11983,14456,11198,18362,8712
RFX1_289_352,1300,1440,2205,1551,2394,1173
RFX1_291_354,2087,1690,3117,3415,3262,2447
RGM1_15_78,2659,2325,4166,3530,4158,2434
RIM101_192_255,1203,3122,5936,6148,5011,1517
RIM101_127_190,841,1480,1358,1182,2214,775
RIM101_162_225,3554,5739,8433,6195,9718,5499
RIM101_191_254,2343,3065,5839,6681,4282,4398
RIM101_129_192,754,1190,1774,1419,2541,822
RIM101_184_247,1393,1966,3911,2943,2728,2124
RLM1_1_64,2894,9452,18321,13631,22747,9856
RME1_156_219,10082,10309,17896,12774,22444,12024
RME1_188_251,3052,814,1975,1343,1826,1106
RME1_237_300,377,1043,894,1189,2144,279
ROX1_16_79,1110,4605,6696,5447,8290,3879
ROX1_19_82,1689,4801,4985,4505,7935,2607
RPH1_702_765,3067,1576,2546,2856,2439,1424
RPN4_423_486,3933,12705,19864,16308,24508,10218
RSF2_145_208,7444,10347,13683,9493,17703,9279
RTG1_38_101,1849,4275,7586,4772,7794,3980
RTG1_24_87,1757,5588,7923,5964,11098,3694
RTG1_29_92,2739,9956,12516,10870,18485,6034
RTG3_283_346,505,1861,2062,1485,3046,860
RTG3_289_352,1387,1719,1714,1331,2190,624
RTG3_295_358,519,1980,1988,1652,4172,781
SFL1_72_135,3041,3139,3842,4259,4875,2481
SFP1_606_669,2398,2713,3978,3282,4967,2178
SFP1_182_245,3592,16887,27137,24292,36930,13112
SFP1_579_642,1242,2830,4315,3675,4410,2118
SFP1_620_683,701,1863,2344,1860,4350,1190
SIZ1_20_83,5640,7176,10668,7137,15716,3735
SIZ1_349_412,1967,8917,9340,8587,15976,4599
SIZ1_19_82,5199,8368,10199,9443,15132,9932
SIZ1_367_430,901,4610,4945,6160,8130,1958
SKO1_421_484,881,2975,2425,3177,4983,1095
SKO1_1_64,18215,11321,33487,32962,22223,21898
SKO1_431_494,569,6309,4677,5495,11695,1808
SKO1_423_486,278,2486,2586,2657,5338,861
SMP1_1_64,850,3302,4366,4263,5859,2124
SOK2_446_509,1572,3564,5266,4334,7222,2942
SPT10_156_219,965,1385,1010,1350,2096,784
SPT10_338_401,951,1516,2539,1876,2392,1534
SPT15_164_227,3391,6446,7503,7325,10383,2683
SPT15_75_138,2913,2848,3825,2362,3716,2292
SPT15_79_142,5087,5379,9989,5840,10075,6143
SPT15_163_226,2945,5299,6210,6323,9156,5495
SPT23_513_576,2739,2573,5111,3028,4813,2964
SPT23_702_765,3953,13531,12707,15484,19979,6849
SPT23_692_755,1493,12046,12503,13605,21210,4507
SPT23_725_788,1176,2958,4781,3612,5824,1810
SPT23_522_585,1413,1526,1729,1514,2530,1659
SPT23_710_773,1267,7950,7642,7264,12376,3199
SRD1_157_220,1440,3452,3356,2509,5333,2069
STB3_51_114,2157,3178,3785,2849,5880,2110
STP1_139_202,13747,15021,34109,22354,31052,21225
STP1_180_243,3921,4362,7404,5539,9272,5521
STP1_143_206,11064,9599,16748,12445,20775,9352
STP2_183_246,3151,6965,9957,7569,13895,5213
STP2_224_287,3334,7416,10062,8290,14313,5793
STP2_188_251,995,6520,8701,6979,11078,3678
STP3_137_200,4488,4359,10988,7700,9704,6633
STP4_283_346,9292,5321,14730,12527,9653,9361
STP4_255_318,7888,5428,12674,15742,7507,7296
STP4_401_464,7740,20765,25020,17430,37702,14832
STP4_270_333,3741,2441,5958,8008,6184,3857
SWI4_59_122,1098,598,729,1539,789,464
SWI4_503_566,540,2340,1907,2507,3841,712
SWI4_624_687,820,3675,4273,4056,7332,2206
SWI4_70_133,676,1630,1937,1808,2977,1001
SWI5_548_611,1660,5749,6808,7632,9536,3971
TBF1_405_468,2095,1377,1941,2164,1661,1052
TBF1_407_470,2293,1017,1526,1211,2097,764
TDA9_57_120,3806,3089,4822,3504,4498,3714
TEC1_132_195,1132,1159,1069,1208,1503,727
TEC1_127_190,479,1093,981,1044,1304,348
TIS11_151_214,1959,3944,7858,7748,8410,4545
TIS11_189_252,9960,12880,21067,14041,22830,13991
TIS11_153_216,3981,6170,11646,10376,12087,7156
TOD6_66_129,6777,5979,15223,17142,11119,9075
TOD6_386_449,1275,2266,2308,3535,2805,1417
TOD6_69_132,5341,4005,7298,7691,7386,5669
TOS4_111_174,3040,6497,7101,5350,9636,7238
TOS4_112_175,5785,9699,11045,9220,14737,3014
TOS4_115_178,2143,4236,6146,5720,7608,2789
TOS8_200_263,3645,4323,7809,5404,8810,3705
TOS8_196_259,1436,3745,6350,5031,6142,3078
TOS8_186_249,2472,5173,11204,12219,9795,5416
TYE7_193_256,3462,4601,9949,7265,9052,5553
TYE7_198_261,6388,8064,15311,9345,18354,8012
USV1_39_102,4547,3552,6436,7674,6078,4932
VHR1_31_94,1080,3519,4700,2726,7228,2385
VHR2_37_100,870,4665,5341,3805,9729,2368
YAP1_54_117,944,776,993,1002,1251,781
YAP1_63_126,2662,929,1639,1517,1343,1627
YAP3_143_206,861,429,507,514,734,334
YAP5_57_120,577,699,1555,648,1838,1203
YAP6_217_280,485,2703,3061,3150,4877,1303
YAP7_125_188,932,850,1593,1225,1354,589
YAP7_26_89,5396,6957,12796,7962,14056,7741
YAP7_124_187,936,899,1857,751,953,934
YAP7_123_186,696,687,1042,543,2060,1188
YHP1_170_233,2317,857,1916,1940,2239,1695
YHP1_172_235,1309,1406,1823,1671,2039,920
YOX1_173_236,3010,2816,5815,5881,5414,1975
YOX1_175_238,5653,3241,5327,3303,6723,3507
YOX1_172_235,3854,5176,10655,9474,8942,7502
YPL216W_369_432,1832,7305,7258,8559,11558,2989
YPL216W_44_107,1158,8796,7833,8064,13619,3507
YPL216W_373_436,4393,4178,4461,4906,5168,2078
ZAP1_688_751,8830,11841,19558,11967,23401,12432
ZAP1_598_661,4967,15578,18274,15577,26218,5650
ZAP1_747_810,1139,5697,5680,5889,8830,2877
ZAP1_775_838,2025,7348,12107,9969,13656,5437
ZAP1_804_867,1008,5716,4571,4257,8870,1411
ZAP1_560_623,1140,6056,5522,5952,10068,2214
ZAP1_597_660,3428,14198,18160,16712,22986,13659
ZAP1_686_749,10965,11830,29614,24966,23329,19379
ZAP1_718_781,3586,6455,11304,12188,11259,7060
ZAP1_803_866,781,3377,4166,3510,7549,2861
ZAP1_734_797,5729,6074,14226,12162,13474,8043
ZAP1_773_836,1279,5285,8194,6452,10249,3184
