,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
ABF1_668_731,49,5,110,22,133,48
ABF2_1_64,510,472,559,498,867,557
ABF2_12_75,350,813,542,552,818,592
ABF2_23_86,147,399,505,625,370,285
ABF2_34_97,138,387,283,239,667,231
ABF2_45_108,115,264,159,246,364,257
ABF2_56_119,291,493,137,572,525,351
ABF2_67_130,17,108,350,391,248,69
ABF2_78_141,12,432,1304,457,181,495
ABF2_89_152,7,32,95,4,54,21
ABF2_100_163,129,0,180,63,2,66
ABF2_111_174,322,238,403,448,454,288
ABF2_120_183,231,119,17,336,464,151
ACA1_1_64,135,309,3,465,488,288
ACA1_12_75,81,572,232,564,163,323
ACA1_23_86,216,821,256,519,941,700
ACA1_34_97,1071,1083,800,1709,907,585
ACA1_45_108,1019,820,701,951,1697,541
ACA1_56_119,662,732,589,529,435,676
ACA1_67_130,598,684,533,772,754,448
ACA1_78_141,863,757,608,848,804,683
ACA1_89_152,406,451,555,737,546,496
ACA1_100_163,117,214,509,282,93,310
ACA1_111_174,87,341,726,418,192,499
ACA1_122_185,148,141,3,13,673,219
ACA1_133_196,535,627,1110,991,1270,867
ACA1_144_207,1273,573,580,817,527,994
ACA1_155_218,1076,1072,581,814,1448,1169
ACA1_166_229,529,312,959,1299,567,515
ACA1_177_240,922,887,650,841,809,508
ACA1_188_251,796,1035,888,1116,1632,777
ACA1_199_262,1109,542,753,766,792,550
ACA1_210_273,654,452,390,751,467,684
ACA1_221_284,131,339,219,428,554,341
ACA1_232_295,803,340,736,912,985,595
ACA1_243_306,508,1077,988,869,585,725
ACA1_254_317,845,1004,725,1425,1140,1383
ACA1_265_328,382,599,279,323,359,556
ACA1_276_339,785,521,332,1230,1335,849
ACA1_287_350,266,251,57,237,200,180
ACA1_298_361,350,417,285,1073,757,305
ACA1_309_372,155,199,287,193,102,303
ACA1_320_383,42,112,40,157,107,111
ACA1_331_394,140,346,263,409,76,225
ACA1_342_405,456,351,108,152,363,379
ACA1_353_416,490,428,481,651,298,258
ACA1_364_427,56,0,0,6,1,23
ACA1_375_438,55,0,1,0,0,0
ACA1_386_449,5,0,1,0,0,0
ACA1_397_460,89,0,1,2,1,0
ACA1_408_471,0,58,0,0,1,7
ACA1_419_482,0,10,44,0,48,0
ACA1_426_489,3,22,0,2,0,12
ACE2_1_64,213,277,252,529,158,464
ACE2_12_75,188,32,0,53,147,112
ACE2_23_86,42,119,295,226,171,112
ACE2_34_97,88,70,81,179,0,36
ACE2_45_108,115,224,244,102,147,129
ACE2_56_119,189,66,247,491,118,305
ACE2_67_130,169,109,175,259,113,270
ACE2_78_141,47,179,162,130,189,145
ACE2_89_152,64,333,62,675,270,247
ACE2_100_163,191,391,132,197,783,408
ACE2_111_174,197,95,196,285,0,111
ACE2_122_185,67,107,75,195,148,140
ACE2_133_196,75,188,6,58,212,85
ACE2_144_207,58,91,130,54,62,86
ACE2_155_218,0,62,172,87,0,65
ACE2_166_229,31,38,1,1,0,1
ACE2_177_240,0,29,3,4,0,61
ACE2_188_251,88,57,0,84,72,160
ACE2_199_262,90,91,14,27,215,205
ACE2_210_273,37,24,99,0,0,0
ACE2_221_284,54,87,12,250,5,22
ACE2_232_295,256,385,283,288,502,319
ACE2_243_306,21,243,20,486,108,259
ACE2_254_317,259,237,240,709,297,331
ACE2_265_328,322,322,409,603,573,428
ACE2_276_339,576,502,511,617,479,433
ACE2_287_350,288,518,454,513,369,292
ACE2_298_361,130,276,209,591,610,301
ACE2_309_372,20,446,274,320,128,166
ACE2_320_383,193,143,144,24,160,93
ACE2_331_394,34,278,125,225,120,132
ACE2_342_405,56,362,477,233,292,311
ACE2_353_416,43,127,280,627,286,249
ACE2_364_427,19,314,46,119,359,203
ACE2_375_438,656,467,594,778,907,1070
ACE2_386_449,301,212,208,19,355,186
ACE2_397_460,585,623,784,517,381,587
ACE2_408_471,771,522,228,195,731,492
ACE2_419_482,853,487,597,643,584,571
ACE2_430_493,692,249,550,428,174,379
ACE2_441_504,242,348,55,583,356,445
ACE2_452_515,223,479,252,295,85,431
ACE2_463_526,469,639,857,963,726,715
ACE2_474_537,538,819,581,718,863,601
ACE2_485_548,115,152,285,306,64,161
ACE2_496_559,388,463,677,848,572,460
ACE2_507_570,279,438,593,591,727,432
ACE2_518_581,22,232,97,364,179,191
ACE2_529_592,52,15,55,8,0,8
ACE2_540_603,88,14,53,219,0,76
ACE2_551_614,2,117,263,111,1,96
ACE2_562_625,19,61,0,11,2,107
ACE2_573_636,194,125,229,61,132,42
ACE2_584_647,857,579,438,704,728,488
ACE2_595_658,409,399,444,430,722,372
ACE2_606_669,609,376,614,576,1251,578
ACE2_617_680,100,78,127,9,148,54
ACE2_628_691,331,193,134,329,369,109
ACE2_639_702,146,322,242,102,220,165
ACE2_650_713,67,237,139,58,307,241
ACE2_661_724,413,216,191,6,184,95
ACE2_672_735,128,132,383,305,366,126
ACE2_683_746,27,49,47,233,4,109
ACE2_694_757,262,269,614,913,871,433
ACE2_705_768,45,104,2,22,35,50
ACE2_707_770,316,327,364,84,375,84
ADR1_1_64,48,246,95,568,434,128
ADR1_12_75,165,95,58,158,247,117
ADR1_23_86,111,40,0,76,77,51
ADR1_34_97,108,54,304,134,1,26
ADR1_45_108,65,68,143,134,99,60
ADR1_56_119,35,141,222,69,72,147
ADR1_67_130,120,202,92,126,93,91
ADR1_78_141,168,159,126,339,126,193
ADR1_89_152,303,533,186,390,741,253
ADR1_100_163,437,145,362,445,597,116
ADR1_111_174,227,44,116,180,72,172
ADR1_122_185,407,51,187,218,51,236
ADR1_133_196,360,205,89,201,291,237
ADR1_144_207,288,250,309,647,429,388
ADR1_155_218,302,99,338,343,89,175
ADR1_166_229,34,154,477,245,123,205
ADR1_177_240,104,284,113,490,569,344
ADR1_188_251,207,221,719,336,568,368
ADR1_199_262,172,167,191,109,61,381
ADR1_210_273,217,323,356,415,200,253
ADR1_221_284,565,358,234,1067,234,352
ADR1_232_295,591,833,923,584,1605,699
ADR1_243_306,832,554,1024,1073,598,623
ADR1_254_317,183,520,292,733,300,449
ADR1_265_328,25,197,332,115,52,172
ADR1_276_339,14,329,87,513,71,126
ADR1_287_350,156,205,79,598,43,98
ADR1_298_361,141,362,294,915,369,275
ADR1_309_372,630,865,626,962,1469,695
ADR1_320_383,89,143,63,158,469,296
ADR1_331_394,155,288,36,206,85,213
ADR1_342_405,27,67,0,188,328,121
ADR1_353_416,120,305,380,192,145,165
ADR1_364_427,122,225,399,459,220,321
ADR1_375_438,259,341,476,466,166,390
ADR1_386_449,233,287,301,888,359,482
ADR1_397_460,62,123,96,452,123,120
ADR1_408_471,73,217,48,233,188,184
ADR1_419_482,135,123,157,277,352,108
ADR1_430_493,87,122,78,60,379,226
ADR1_441_504,131,197,178,146,466,135
ADR1_452_515,51,211,294,35,17,179
ADR1_463_526,55,479,407,439,111,230
ADR1_474_537,21,469,86,356,40,130
ADR1_485_548,30,30,0,3,2,105
ADR1_496_559,183,243,226,184,345,218
ADR1_507_570,256,416,333,210,229,400
ADR1_518_581,188,519,205,194,557,235
ADR1_529_592,471,109,108,223,300,201
ADR1_540_603,560,728,603,561,465,316
ADR1_551_614,267,629,193,414,217,181
ADR1_562_625,490,435,536,830,291,452
ADR1_573_636,94,400,376,515,286,239
ADR1_584_647,227,454,612,665,386,498
ADR1_595_658,509,1153,964,1058,1309,805
ADR1_606_669,468,935,766,962,1427,536
ADR1_617_680,493,1249,829,565,1193,890
ADR1_628_691,236,744,488,1275,394,344
ADR1_639_702,289,1022,774,1209,803,482
ADR1_650_713,699,582,493,367,496,622
ADR1_661_724,119,740,536,309,126,211
ADR1_672_735,266,190,150,153,188,164
ADR1_683_746,70,303,159,728,478,208
ADR1_694_757,29,281,211,34,215,214
ADR1_705_768,402,391,322,546,79,464
ADR1_716_779,169,493,281,529,558,285
ADR1_727_790,417,735,528,622,419,442
ADR1_738_801,81,326,75,56,252,69
ADR1_749_812,435,272,325,144,276,427
ADR1_760_823,129,644,260,331,606,224
ADR1_771_834,504,1070,514,1010,1544,846
ADR1_782_845,377,542,469,583,717,253
ADR1_793_856,230,812,1255,1440,1212,584
ADR1_804_867,286,736,621,607,1096,460
ADR1_815_878,249,533,442,767,250,421
ADR1_826_889,516,866,298,1072,307,489
ADR1_837_900,84,360,60,179,353,102
ADR1_848_911,8,61,258,257,251,119
ADR1_859_922,52,278,45,133,186,110
ADR1_870_933,35,130,283,196,116,34
ADR1_881_944,45,78,3,4,0,20
ADR1_892_955,37,98,103,37,89,101
ADR1_903_966,2,23,63,1,44,45
ADR1_914_977,43,27,0,10,121,11
ADR1_925_988,3,10,0,0,0,0
ADR1_936_999,262,258,135,258,61,83
ADR1_947_1010,0,18,1,2,0,14
ADR1_958_1021,87,385,227,182,168,318
ADR1_969_1032,18,283,314,62,237,199
ADR1_980_1043,4,7,67,113,135,71
ADR1_991_1054,182,235,92,275,208,118
ADR1_1002_1065,337,285,303,1186,313,278
ADR1_1013_1076,65,88,6,325,3,39
ADR1_1024_1087,191,664,555,525,442,611
ADR1_1035_1098,324,1298,315,915,1225,575
ADR1_1046_1109,252,589,409,443,326,317
ADR1_1057_1120,107,784,306,976,847,318
ADR1_1068_1131,154,1217,594,952,724,598
ADR1_1079_1142,255,496,287,531,222,444
ADR1_1090_1153,64,245,243,282,225,152
ADR1_1101_1164,46,490,457,347,394,214
ADR1_1112_1175,211,487,395,442,233,175
ADR1_1123_1186,73,424,337,395,274,199
ADR1_1134_1197,0,136,3,184,79,70
ADR1_1145_1208,96,8,8,121,83,44
ADR1_1156_1219,323,178,311,146,35,195
ADR1_1167_1230,1,0,4,21,0,94
ADR1_1178_1241,109,231,33,78,215,108
ADR1_1189_1252,125,278,288,367,91,222
ADR1_1200_1263,311,408,218,679,266,337
ADR1_1211_1274,286,558,406,256,687,358
ADR1_1222_1285,452,535,446,305,372,656
ADR1_1233_1296,382,602,236,352,610,386
ADR1_1244_1307,68,163,304,416,250,176
ADR1_1255_1318,146,16,72,11,38,70
ADR1_1260_1323,125,175,81,181,112,68
AFT1_1_64,223,492,528,646,734,312
AFT1_12_75,636,486,1175,646,1013,892
AFT1_23_86,224,618,389,749,1113,402
AFT1_34_97,200,307,2,512,156,150
AFT1_45_108,1548,1176,1250,1245,1277,1368
AFT1_56_119,449,351,515,422,418,331
AFT1_67_130,830,1024,874,571,1366,1008
AFT1_78_141,77,430,140,1035,503,332
AFT1_89_152,155,356,361,455,320,346
AFT1_100_163,336,247,254,51,290,114
AFT1_111_174,199,208,173,125,284,282
AFT1_122_185,260,522,236,82,348,323
AFT1_133_196,289,323,275,594,197,188
AFT1_144_207,253,155,131,13,163,197
AFT1_155_218,37,36,82,262,122,89
AFT1_166_229,322,340,223,770,288,438
AFT1_177_240,126,26,66,189,1,78
AFT1_188_251,60,158,41,230,2,87
AFT1_199_262,100,62,0,133,0,71
AFT1_210_273,1,209,2,4,1,21
AFT1_221_284,87,26,13,32,2,10
AFT1_232_295,71,244,207,49,325,113
AFT1_243_306,32,235,256,214,188,265
AFT1_254_317,53,134,115,116,147,106
AFT1_265_328,417,387,427,545,1223,269
AFT1_276_339,860,578,1123,1073,1413,962
AFT1_287_350,247,742,354,366,168,513
AFT1_298_361,348,201,180,224,186,291
AFT1_309_372,264,526,764,433,382,254
AFT1_320_383,348,504,361,268,67,340
AFT1_331_394,323,247,125,315,255,81
AFT1_342_405,132,131,105,258,48,217
AFT1_353_416,350,280,272,209,154,150
AFT1_364_427,73,219,11,354,102,285
AFT1_375_438,437,716,483,446,584,715
AFT1_386_449,387,677,698,1102,550,596
AFT1_397_460,154,331,711,389,599,291
AFT1_408_471,254,256,106,152,305,203
AFT1_419_482,554,453,116,288,391,316
AFT1_430_493,521,533,285,402,329,572
AFT1_441_504,674,701,352,701,857,562
AFT1_452_515,444,620,493,747,460,391
AFT1_463_526,225,169,343,534,286,269
AFT1_474_537,74,337,279,4,352,226
AFT1_485_548,364,930,526,733,351,543
AFT1_496_559,103,449,271,498,236,258
AFT1_507_570,199,553,474,413,488,350
AFT1_518_581,248,505,213,308,365,435
AFT1_529_592,397,816,300,792,645,688
AFT1_540_603,681,793,830,757,649,632
AFT1_551_614,461,650,932,896,793,388
AFT1_562_625,454,570,301,281,631,208
AFT1_573_636,534,787,476,812,662,429
AFT1_584_647,316,581,548,621,597,557
AFT1_595_658,640,633,511,300,735,489
AFT1_606_669,548,335,474,230,591,319
AFT1_617_680,486,220,0,237,317,169
AFT1_628_691,314,310,326,485,57,151
AFT1_627_690,120,164,334,87,59,279
AFT2_1_64,165,120,77,104,3,130
AFT2_12_75,34,44,234,90,79,150
AFT2_23_86,213,109,121,538,202,161
AFT2_34_97,74,489,414,617,452,293
AFT2_45_108,271,670,538,353,389,535
AFT2_56_119,157,348,132,716,450,177
AFT2_67_130,299,477,730,1030,531,270
AFT2_78_141,90,492,219,283,457,375
AFT2_89_152,113,43,3,10,2,50
AFT2_100_163,14,151,127,90,238,22
AFT2_111_174,12,78,0,5,83,84
AFT2_122_185,27,46,0,310,0,128
AFT2_133_196,32,155,62,126,164,59
AFT2_144_207,44,303,246,191,476,283
AFT2_155_218,132,453,243,286,655,212
AFT2_166_229,65,587,452,162,679,237
AFT2_177_240,215,290,987,1141,157,457
AFT2_188_251,201,209,250,365,363,198
AFT2_199_262,138,328,1,454,292,260
AFT2_210_273,44,91,163,296,6,239
AFT2_221_284,69,72,211,214,0,68
AFT2_232_295,29,61,149,238,174,86
AFT2_243_306,8,100,85,22,2,110
AFT2_254_317,83,53,193,152,141,107
AFT2_265_328,13,91,70,375,285,64
AFT2_276_339,120,63,215,435,149,118
AFT2_287_350,376,437,288,394,517,545
AFT2_298_361,742,190,155,622,411,280
AFT2_309_372,416,207,145,115,511,134
AFT2_320_383,494,148,0,127,112,305
AFT2_331_394,98,101,204,67,0,37
AFT2_342_405,171,180,165,229,65,103
AFT2_353_416,203,332,219,66,231,280
ARG56_1_64,870,873,810,1333,1100,852
ARG56_12_75,695,1357,886,911,1617,822
ARG56_23_86,480,1154,895,757,708,527
ARG56_34_97,209,497,171,239,393,185
ARG56_45_108,10,144,56,224,624,84
ARG56_56_119,37,135,128,298,173,58
ARG56_67_130,249,273,419,568,97,100
ARG56_78_141,43,348,13,154,402,250
ARG56_89_152,1127,1346,704,1075,848,612
ARG56_100_163,411,465,253,784,710,333
ARG56_111_174,176,153,179,93,125,86
ARG56_122_185,37,150,54,243,353,247
ARG56_133_196,1,97,83,6,101,26
ARG56_144_207,338,404,628,649,312,414
ARG56_155_218,70,64,85,4,0,20
ARG56_166_229,73,184,115,75,25,16
ARG56_177_240,782,113,18,232,102,75
ARG56_188_251,140,137,83,165,72,245
ARG56_199_262,105,241,878,295,231,234
ARG56_210_273,630,606,729,1018,971,803
ARG56_221_284,1043,860,1550,924,1358,673
ARG56_232_295,559,544,510,749,707,392
ARG56_243_306,0,86,152,482,519,93
ARG56_254_317,9,134,149,79,121,69
ARG56_265_328,183,147,4,123,698,63
ARG56_276_339,23,145,9,124,42,90
ARG56_287_350,70,214,66,344,37,98
ARG56_298_361,3,95,14,188,254,69
ARG56_309_372,50,28,55,36,82,37
ARG56_320_383,196,281,77,625,178,296
ARG56_331_394,109,111,117,325,0,65
ARG56_342_405,25,135,192,90,87,121
ARG56_353_416,146,311,261,621,253,242
ARG56_364_427,167,410,239,989,436,288
ARG56_375_438,173,270,222,273,377,256
ARG56_386_449,107,358,332,79,236,249
ARG56_397_460,359,683,554,1391,502,425
ARG56_408_471,361,660,243,345,746,408
ARG56_419_482,650,736,782,938,781,421
ARG56_430_493,91,19,338,1,292,145
ARG56_441_504,70,135,371,56,1,113
ARG56_452_515,20,73,2,112,58,13
ARG56_463_526,146,196,121,354,296,86
ARG56_474_537,100,472,0,374,158,192
ARG56_485_548,255,380,0,461,489,201
ARG56_496_559,665,632,1390,600,523,952
ARG56_507_570,1158,940,1054,555,1663,1169
ARG56_518_581,205,220,214,380,419,134
ARG56_529_592,30,111,123,129,367,58
ARG56_540_603,6,45,0,122,53,25
ARG56_551_614,62,55,177,63,10,153
ARG56_562_625,18,114,261,204,327,66
ARG56_573_636,38,135,38,239,88,60
ARG56_584_647,26,185,135,181,18,88
ARG56_595_658,254,581,278,588,370,277
ARG56_606_669,481,363,622,725,414,449
ARG56_617_680,685,389,167,496,941,620
ARG56_628_691,199,430,675,524,429,312
ARG56_639_702,439,829,429,645,710,626
ARG56_650_713,613,604,139,172,389,465
ARG56_661_724,546,1227,340,774,812,743
ARG56_672_735,422,550,359,470,401,218
ARG56_683_746,350,555,452,1029,784,406
ARG56_694_757,427,925,525,647,546,499
ARG56_705_768,406,574,537,338,563,452
ARG56_716_779,374,389,258,246,356,337
ARG56_727_790,372,1067,724,818,868,571
ARG56_738_801,261,372,228,541,840,464
ARG56_749_812,170,181,181,366,452,242
ARG56_760_823,140,378,115,81,346,168
ARG56_771_834,211,267,503,503,141,273
ARG56_782_845,354,725,261,290,249,438
ARG56_793_856,360,606,425,392,1229,299
ARG56_800_863,90,352,126,425,126,209
ARG80_1_64,349,331,136,425,313,384
ARG80_12_75,349,477,639,625,257,305
ARG80_23_86,446,185,281,250,590,150
ARG80_34_97,656,385,193,276,381,238
ARG80_45_108,643,406,86,276,78,539
ARG80_56_119,242,544,823,377,322,480
ARG80_67_130,1212,854,573,1551,2373,960
ARG80_78_141,461,674,434,797,1385,516
ARG80_89_152,861,678,516,438,729,488
ARG80_100_163,1204,1069,1084,642,766,1176
ARG80_111_174,564,986,551,946,1507,909
ARG80_114_177,602,790,296,259,433,548
ARR1_1_64,30,39,114,224,0,42
ARR1_12_75,211,441,180,339,232,227
ARR1_23_86,183,190,238,324,123,108
ARR1_34_97,103,83,77,1,21,102
ARR1_45_108,260,341,200,285,399,164
ARR1_56_119,297,562,522,1027,364,591
ARR1_67_130,1080,1353,1392,1192,2669,1051
ARR1_78_141,1211,936,911,499,1351,634
ARR1_89_152,466,738,897,800,477,665
ARR1_100_163,738,722,549,1600,392,637
ARR1_111_174,400,545,378,427,706,371
ARR1_122_185,664,861,1513,1054,954,943
ARR1_133_196,929,920,1305,1369,1296,809
ARR1_144_207,657,865,296,1088,644,476
ARR1_155_218,269,342,185,14,326,198
ARR1_166_229,58,349,385,281,166,233
ARR1_177_240,184,151,280,249,139,198
ARR1_188_251,53,113,229,301,98,116
ARR1_199_262,98,100,54,170,55,118
ARR1_210_273,58,10,3,66,0,24
ARR1_221_284,697,472,425,335,718,215
ARR1_232_295,312,464,284,429,130,84
ARR1_231_294,19,245,340,265,121,225
ASG1_1_64,153,74,97,122,1,95
ASG1_12_75,38,111,0,2,100,14
ASG1_23_86,161,388,415,105,83,137
ASG1_34_97,108,457,241,702,421,345
ASG1_45_108,198,321,591,111,232,205
ASG1_56_119,160,351,354,212,714,235
ASG1_67_130,451,559,648,889,877,377
ASG1_78_141,151,117,83,244,153,184
ASG1_89_152,409,484,616,690,342,431
ASG1_100_163,226,648,432,945,432,400
ASG1_111_174,210,324,231,415,61,436
ASG1_122_185,282,320,370,271,658,426
ASG1_133_196,197,431,360,1041,411,333
ASG1_144_207,292,450,367,675,305,269
ASG1_155_218,250,503,330,748,628,339
ASG1_166_229,135,91,1,1,0,83
ASG1_177_240,132,150,39,12,129,71
ASG1_188_251,57,47,51,91,95,135
ASG1_199_262,215,189,349,751,428,339
ASG1_210_273,351,422,938,1112,813,652
ASG1_221_284,321,701,394,444,610,236
ASG1_232_295,209,496,501,695,313,580
ASG1_243_306,560,1061,666,610,1406,991
ASG1_254_317,327,1007,687,210,847,439
ASG1_265_328,609,971,767,1009,1813,622
ASG1_276_339,512,905,1086,492,1051,798
ASG1_287_350,479,997,421,616,2016,837
ASG1_298_361,192,453,484,522,444,293
ASG1_309_372,193,551,881,374,335,359
ASG1_320_383,395,275,160,364,409,174
ASG1_331_394,111,180,483,395,189,289
ASG1_342_405,122,496,198,548,186,326
ASG1_353_416,264,512,66,205,278,242
ASG1_364_427,192,203,207,296,83,142
ASG1_375_438,99,584,593,523,478,429
ASG1_386_449,269,486,628,252,210,367
ASG1_397_460,118,512,306,465,501,616
ASG1_408_471,583,365,765,245,505,596
ASG1_419_482,778,967,1272,1293,1498,639
ASG1_430_493,332,464,259,199,440,354
ASG1_441_504,27,195,75,318,64,57
ASG1_452_515,106,177,420,136,97,143
ASG1_463_526,30,225,92,163,315,48
ASG1_474_537,64,469,173,506,586,220
ASG1_485_548,104,424,188,589,197,140
ASG1_496_559,362,229,143,341,131,156
ASG1_507_570,112,435,519,328,287,175
ASG1_518_581,49,271,13,406,92,103
ASG1_529_592,72,221,328,259,290,161
ASG1_540_603,252,952,242,514,984,514
ASG1_551_614,176,894,668,634,561,402
ASG1_562_625,64,350,82,59,261,90
ASG1_573_636,116,134,258,492,120,263
ASG1_584_647,101,383,348,333,441,163
ASG1_595_658,117,158,161,296,225,10
ASG1_606_669,62,187,29,14,0,174
ASG1_617_680,27,52,2,174,209,55
ASG1_628_691,86,202,413,256,446,210
ASG1_639_702,21,127,1,11,172,72
ASG1_650_713,111,560,298,774,398,177
ASG1_661_724,117,228,112,212,0,189
ASG1_672_735,521,714,314,988,969,651
ASG1_683_746,481,186,613,941,89,376
ASG1_694_757,200,231,200,106,267,102
ASG1_705_768,84,163,116,49,1,117
ASG1_716_779,529,67,168,0,84,94
ASG1_727_790,134,179,222,362,2,64
ASG1_738_801,319,55,233,153,84,257
ASG1_749_812,265,129,75,375,2,199
ASG1_760_823,135,308,22,485,162,219
ASG1_771_834,411,384,400,261,590,343
ASG1_782_845,41,133,346,276,122,74
ASG1_793_856,10,145,39,161,636,107
ASG1_804_867,1,14,144,0,0,66
ASG1_815_878,0,0,6,2,0,1
ASG1_826_889,2,0,0,0,0,0
ASG1_837_900,36,4,36,0,0,2
ASG1_848_911,0,29,0,0,0,0
ASG1_859_922,0,0,0,0,0,0
ASG1_870_933,1,17,40,0,16,9
ASG1_881_944,13,145,0,34,71,71
ASG1_892_955,81,38,2,94,1,56
ASG1_901_964,100,173,27,185,207,138
ASH1_1_64,1093,1436,1338,1622,1319,1190
ASH1_12_75,170,669,214,848,560,453
ASH1_23_86,188,613,101,659,715,305
ASH1_34_97,477,670,998,1043,1241,801
ASH1_45_108,262,312,366,428,333,429
ASH1_56_119,791,862,1334,908,902,1025
ASH1_67_130,339,750,284,499,970,559
ASH1_78_141,260,289,171,320,556,190
ASH1_89_152,540,842,705,2064,968,711
ASH1_100_163,425,1171,992,917,772,969
ASH1_111_174,531,1038,483,754,1209,655
ASH1_122_185,541,706,354,702,330,484
ASH1_133_196,1083,613,359,585,237,541
ASH1_144_207,382,556,41,395,443,214
ASH1_155_218,273,672,239,748,247,259
ASH1_166_229,262,413,93,453,299,267
ASH1_177_240,72,394,332,557,359,332
ASH1_188_251,97,153,165,252,22,211
ASH1_199_262,24,63,83,86,200,85
ASH1_210_273,192,663,118,493,463,332
ASH1_221_284,123,353,460,665,82,303
ASH1_232_295,202,689,747,1124,1066,474
ASH1_243_306,695,776,325,168,546,486
ASH1_254_317,232,570,718,580,415,655
ASH1_265_328,520,1061,684,399,1206,580
ASH1_276_339,214,708,671,96,743,254
ASH1_287_350,151,211,382,311,311,360
ASH1_298_361,42,29,169,199,96,35
ASH1_309_372,1,142,0,39,48,40
ASH1_320_383,25,112,66,45,1,93
ASH1_331_394,54,56,10,18,1,6
ASH1_342_405,77,224,65,5,109,128
ASH1_353_416,10,201,2,162,93,116
ASH1_364_427,136,314,237,350,103,173
ASH1_375_438,96,316,502,76,8,208
ASH1_386_449,65,91,338,591,173,68
ASH1_397_460,700,442,580,525,1600,447
ASH1_408_471,2029,826,1011,1310,1251,1089
ASH1_419_482,1090,711,1161,831,612,1212
ASH1_430_493,759,339,516,603,581,551
ASH1_441_504,578,682,759,903,548,591
ASH1_452_515,1045,438,338,772,316,1160
ASH1_463_526,697,568,911,757,343,710
ASH1_474_537,426,182,321,162,422,284
ASH1_485_548,442,194,120,503,1408,306
ASH1_496_559,55,188,161,18,370,154
ASH1_507_570,1,47,50,16,1,35
ASH1_518_581,94,123,92,137,140,93
ASH1_525_588,93,152,371,120,267,144
AZF1_1_64,538,535,767,78,175,467
AZF1_12_75,89,186,348,270,190,165
AZF1_23_86,272,181,573,274,146,488
AZF1_34_97,438,452,290,836,307,214
AZF1_45_108,5,417,116,152,121,171
AZF1_56_119,307,621,423,189,474,275
AZF1_67_130,973,1094,848,1224,1295,725
AZF1_78_141,762,780,701,530,1383,713
AZF1_89_152,701,544,648,618,468,466
AZF1_100_163,653,595,418,938,718,221
AZF1_111_174,262,732,347,648,955,693
AZF1_122_185,215,518,413,252,713,515
AZF1_133_196,539,696,1499,807,762,805
AZF1_144_207,659,506,643,1338,1147,765
AZF1_155_218,134,409,420,183,298,133
AZF1_166_229,104,475,329,402,414,270
AZF1_177_240,209,272,180,208,453,177
AZF1_188_251,172,77,195,139,165,198
AZF1_199_262,7,27,126,1,1,59
AZF1_210_273,44,151,5,275,416,153
AZF1_221_284,96,70,120,230,65,46
AZF1_232_295,135,386,448,712,277,434
AZF1_243_306,78,261,174,180,123,95
