,1_0_1,1_0_2
TIS11_151_214,10044,6660
TIS11_189_252,12008,7939
TIS11_153_216,10105,6896
TOD6_66_129,9753,6622
TOD6_386_449,6279,4473
TOD6_69_132,8363,5996
TOS4_111_174,9777,7011
TOS4_112_175,10277,7228
TOS4_115_178,10114,6871
TOS8_200_263,5654,4090
TOS8_196_259,7162,4982
TOS8_186_249,6505,4638
TYE7_193_256,7464,5171
TYE7_198_261,8132,5593
USV1_39_102,9542,6712
VHR1_31_94,6420,4544
VHR2_37_100,7887,5748
YAP1_54_117,2730,1961
YAP1_63_126,2991,2236
YAP3_143_206,2535,1859
YAP5_57_120,4552,2990
YAP6_217_280,3501,2785
YAP7_125_188,4599,3133
YAP7_26_89,6932,4530
YAP7_124_187,5278,3605
YAP7_123_186,5050,3373
YHP1_170_233,6917,4824
YHP1_172_235,7080,4692
YOX1_173_236,6508,4183
YOX1_175_238,4755,3150
YOX1_172_235,7360,4836
YPL216W_369_432,9531,7013
YPL216W_44_107,5691,4220
YPL216W_373_436,9362,6902
ZAP1_688_751,13137,8899
ZAP1_598_661,10547,7958
ZAP1_747_810,6699,4793
ZAP1_775_838,6535,4502
ZAP1_804_867,5990,4554
ZAP1_560_623,8662,6402
ZAP1_597_660,12020,8771
ZAP1_686_749,14256,9044
ZAP1_718_781,8471,5936
ZAP1_803_866,3763,2716
ZAP1_734_797,8690,6098
ZAP1_773_836,5628,3959
