,1_0_1,1_0_2
ACA1_67_130,668,389
ACA1_78_141,720,544
ACA1_89_152,511,330
ACA1_100_163,543,363
ACA1_111_174,447,330
ACA1_122_185,500,252
ACA1_133_196,851,367
ACA1_144_207,750,322
ACA1_155_218,1076,608
ACA1_166_229,1020,491
ACA1_177_240,870,477
ACA1_188_251,671,432
ACA1_199_262,981,471
ACA1_210_273,752,453
ACA1_221_284,824,529
ACA1_232_295,751,449
ACA1_243_306,640,533
ACA1_254_317,507,375
ACA1_265_328,360,294
ACA1_276_339,570,382
ACA1_287_350,419,300
ACA1_298_361,540,376
ACA1_309_372,227,208
ACA1_320_383,215,162
ACA1_331_394,258,288
ACA1_342_405,515,330
ACA1_353_416,315,232
ACA1_364_427,242,225
ACA1_375_438,202,147
ACA1_386_449,168,130
ACA1_397_460,125,127
ACA1_408_471,167,172
ACA1_419_482,143,170
ACA1_426_489,161,179
ACE2_1_64,405,297
ACE2_12_75,154,127
ACE2_23_86,277,282
ACE2_34_97,200,237
ACE2_45_108,297,252
ACE2_56_119,241,180
ACE2_67_130,325,266
ACE2_78_141,254,266
ACE2_89_152,254,281
ACE2_100_163,419,273
ACE2_111_174,325,269
ACE2_122_185,283,209
ACE2_133_196,224,197
ACE2_144_207,206,179
ACE2_155_218,260,241
ACE2_166_229,204,169
ACE2_177_240,157,157
ACE2_188_251,344,206
ACE2_199_262,236,203
ACE2_210_273,167,182
ACE2_221_284,320,230
ACE2_232_295,608,325
ACE2_243_306,498,364
ACE2_254_317,374,282
ACE2_265_328,361,321
ACE2_276_339,474,329
ACE2_287_350,332,305
ACE2_298_361,305,283
ACE2_309_372,147,163
ACE2_320_383,138,167
ACE2_331_394,161,218
ACE2_342_405,158,211
ACE2_353_416,193,288
ACE2_364_427,217,278
ACE2_375_438,661,469
ACE2_386_449,658,380
ACE2_397_460,810,436
ACE2_408_471,627,366
ACE2_419_482,869,482
ACE2_430_493,670,459
ACE2_441_504,527,303
ACE2_452_515,559,427
ACE2_463_526,491,298
ACE2_474_537,387,272
ACE2_485_548,349,293
ACE2_496_559,581,342
ACE2_507_570,520,362
ACE2_518_581,293,259
ACE2_529_592,429,322
ACE2_540_603,563,336
ACE2_551_614,499,381
ACE2_562_625,227,214
ACE2_573_636,476,291
ACE2_584_647,722,395
ACE2_595_658,567,369
ACE2_606_669,370,267
ACE2_617_680,382,258
ACE2_628_691,424,260
ACE2_639_702,442,327
ACE2_650_713,279,241
ACE2_661_724,209,184
ACE2_672_735,309,228
ACE2_683_746,274,187
ACE2_694_757,386,260
ACE2_705_768,765,477
ACE2_707_770,750,449
ADR1_1_64,512,320
ADR1_12_75,253,230
ADR1_23_86,203,230
ADR1_34_97,279,267
ADR1_45_108,353,235
ADR1_56_119,297,247
ADR1_67_130,175,192
ADR1_78_141,366,302
ADR1_89_152,404,257
ADR1_100_163,379,228
ADR1_111_174,383,275
ADR1_122_185,444,285
ADR1_133_196,402,258
ADR1_144_207,412,345
ADR1_155_218,336,296
ADR1_166_229,253,256
ADR1_177_240,496,293
ADR1_188_251,460,369
ADR1_199_262,491,395
ADR1_210_273,742,525
ADR1_221_284,594,387
ADR1_232_295,568,341
ADR1_243_306,493,366
ADR1_254_317,477,365
ADR1_265_328,415,312
ADR1_276_339,358,312
ADR1_287_350,421,369
ADR1_298_361,434,337
ADR1_309_372,584,474
ADR1_320_383,492,332
ADR1_331_394,447,360
ADR1_342_405,471,338
ADR1_353_416,265,235
ADR1_364_427,375,344
ADR1_375_438,389,326
ADR1_386_449,366,281
ADR1_397_460,407,367
ADR1_408_471,395,307
ADR1_419_482,406,350
ADR1_430_493,275,293
ADR1_441_504,384,351
ADR1_452_515,366,288
ADR1_463_526,321,315
ADR1_474_537,193,275
ADR1_485_548,483,309
ADR1_496_559,238,173
ADR1_507_570,341,273
ADR1_518_581,308,285
ADR1_529_592,318,247
ADR1_540_603,373,282
ADR1_551_614,274,253
ADR1_562_625,346,286
ADR1_573_636,438,318
ADR1_584_647,294,256
ADR1_595_658,571,437
ADR1_606_669,645,450
ADR1_617_680,592,423
ADR1_628_691,396,314
ADR1_639_702,290,308
ADR1_650_713,719,439
ADR1_661_724,620,401
ADR1_672_735,534,388
ADR1_683_746,448,375
ADR1_694_757,366,290
ADR1_705_768,337,278
ADR1_716_779,451,334
ADR1_727_790,369,382
ADR1_738_801,471,442
ADR1_749_812,749,492
ADR1_760_823,415,355
ADR1_771_834,555,360
ADR1_782_845,333,242
ADR1_793_856,634,443
ADR1_804_867,339,252
ADR1_815_878,399,401
ADR1_826_889,349,293
ADR1_837_900,280,299
ADR1_848_911,224,218
ADR1_859_922,130,176
ADR1_870_933,252,268
ADR1_881_944,229,236
ADR1_892_955,259,298
ADR1_903_966,148,163
ADR1_914_977,264,210
ADR1_925_988,118,158
ADR1_936_999,207,183
ADR1_947_1010,261,162
ADR1_958_1021,266,210
ADR1_969_1032,179,239
ADR1_980_1043,221,256
ADR1_991_1054,365,335
ADR1_1002_1065,311,344
ADR1_1013_1076,325,290
ADR1_1024_1087,373,332
ADR1_1035_1098,349,311
ADR1_1046_1109,337,305
ADR1_1057_1120,210,212
ADR1_1068_1131,330,315
ADR1_1079_1142,256,310
ADR1_1090_1153,167,228
ADR1_1101_1164,242,244
ADR1_1112_1175,400,360
ADR1_1123_1186,244,203
ADR1_1134_1197,268,310
ADR1_1145_1208,283,256
ADR1_1156_1219,501,321
ADR1_1167_1230,615,484
ADR1_1178_1241,607,475
ADR1_1189_1252,542,430
ADR1_1200_1263,624,473
ADR1_1211_1274,564,332
ADR1_1222_1285,553,350
ADR1_1233_1296,439,322
ADR1_1244_1307,311,255
ADR1_1255_1318,356,325
ADR1_1260_1323,338,354
AFT1_1_64,923,473
AFT1_12_75,886,546
AFT1_23_86,584,335
AFT1_34_97,636,339
AFT1_45_108,672,441
AFT1_56_119,543,338
AFT1_67_130,448,355
AFT1_78_141,526,432
AFT1_89_152,385,283
AFT1_100_163,240,173
AFT1_111_174,257,216
AFT1_122_185,238,204
AFT1_133_196,338,250
AFT1_144_207,242,169
AFT1_155_218,312,279
AFT1_166_229,305,262
AFT1_177_240,387,270
AFT1_188_251,430,360
AFT1_199_262,192,164
AFT1_210_273,223,158
AFT1_221_284,250,220
AFT1_232_295,281,237
AFT1_243_306,225,294
AFT1_254_317,260,337
AFT1_265_328,936,594
AFT1_276_339,922,549
AFT1_287_350,596,374
AFT1_298_361,385,310
AFT1_309_372,422,268
AFT1_320_383,373,331
AFT1_331_394,353,248
AFT1_342_405,393,330
AFT1_353_416,679,507
AFT1_364_427,760,507
AFT1_375_438,607,365
AFT1_386_449,728,510
AFT1_397_460,523,382
AFT1_408_471,564,407
AFT1_419_482,568,398
AFT1_430_493,708,471
AFT1_441_504,838,508
AFT1_452_515,525,373
AFT1_463_526,356,296
AFT1_474_537,435,279
AFT1_485_548,483,326
AFT1_496_559,392,343
AFT1_507_570,443,390
AFT1_518_581,381,323
AFT1_529_592,362,308
AFT1_540_603,494,280
AFT1_551_614,544,348
AFT1_562_625,399,289
AFT1_573_636,683,413
AFT1_584_647,651,387
AFT1_595_658,553,289
AFT1_606_669,521,256
AFT1_617_680,395,226
AFT1_628_691,380,201
AFT1_627_690,419,250
AFT2_1_64,446,360
AFT2_12_75,360,314
AFT2_23_86,258,196
AFT2_34_97,241,207
AFT2_45_108,397,312
AFT2_56_119,320,274
AFT2_67_130,392,325
AFT2_78_141,486,371
AFT2_89_152,365,257
AFT2_100_163,320,260
AFT2_111_174,164,187
AFT2_122_185,220,193
AFT2_133_196,262,216
AFT2_144_207,247,316
AFT2_155_218,305,334
AFT2_166_229,120,196
AFT2_177_240,170,185
AFT2_188_251,253,181
AFT2_199_262,148,136
AFT2_210_273,105,147
AFT2_221_284,202,256
AFT2_232_295,413,271
AFT2_243_306,339,267
AFT2_254_317,443,380
AFT2_265_328,522,465
AFT2_276_339,608,462
AFT2_287_350,406,305
AFT2_298_361,428,289
AFT2_309_372,412,271
AFT2_320_383,339,236
AFT2_331_394,263,237
AFT2_342_405,293,264
AFT2_353_416,593,434
ARG56_1_64,389,310
ARG56_12_75,493,391
ARG56_23_86,402,231
ARG56_34_97,567,321
ARG56_45_108,527,373
ARG56_56_119,628,406
ARG56_67_130,640,385
ARG56_78_141,565,449
ARG56_89_152,749,389
ARG56_100_163,830,420
ARG56_111_174,585,420
ARG56_122_185,323,266
ARG56_133_196,538,327
ARG56_144_207,565,383
ARG56_155_218,506,333
ARG56_166_229,326,245
ARG56_177_240,544,296
ARG56_188_251,622,412
ARG56_199_262,661,425
ARG56_210_273,572,371
ARG56_221_284,647,407
ARG56_232_295,568,332
ARG56_243_306,587,343
ARG56_254_317,203,175
ARG56_265_328,291,234
ARG56_276_339,307,276
ARG56_287_350,227,200
ARG56_298_361,226,279
ARG56_309_372,229,285
ARG56_320_383,419,273
ARG56_331_394,437,343
ARG56_342_405,429,358
ARG56_353_416,442,325
ARG56_364_427,482,417
ARG56_375_438,526,426
ARG56_386_449,520,547
ARG56_397_460,769,490
ARG56_408_471,752,453
ARG56_419_482,650,466
ARG56_430_493,458,307
ARG56_441_504,472,336
ARG56_452_515,567,366
ARG56_463_526,423,354
ARG56_474_537,501,395
ARG56_485_548,574,372
ARG56_496_559,606,340
ARG56_507_570,844,538
ARG56_518_581,703,401
ARG56_529_592,384,242
ARG56_540_603,318,194
ARG56_551_614,229,189
ARG56_562_625,377,258
ARG56_573_636,186,263
ARG56_584_647,235,255
ARG56_595_658,500,357
ARG56_606_669,540,332
ARG56_617_680,629,377
ARG56_628_691,538,402
ARG56_639_702,664,360
ARG56_650_713,982,544
ARG56_661_724,548,412
ARG56_672_735,490,344
ARG56_683_746,527,326
ARG56_694_757,787,428
ARG56_705_768,482,441
ARG56_716_779,447,370
ARG56_727_790,344,294
ARG56_738_801,449,297
ARG56_749_812,336,254
ARG56_760_823,307,257
ARG56_771_834,328,289
ARG56_782_845,495,346
ARG56_793_856,590,375
ARG56_800_863,619,395
ARG80_1_64,795,391
ARG80_12_75,608,358
ARG80_23_86,520,314
ARG80_34_97,573,279
ARG80_45_108,451,284
ARG80_56_119,663,364
ARG80_67_130,759,366
ARG80_78_141,955,564
ARG80_89_152,792,473
ARG80_100_163,780,452
ARG80_111_174,1019,568
ARG80_114_177,830,397
ARR1_1_64,182,162
ARR1_12_75,135,159
ARR1_23_86,252,258
ARR1_34_97,264,269
ARR1_45_108,377,370
ARR1_56_119,382,420
ARR1_67_130,496,368
ARR1_78_141,818,462
ARR1_89_152,1157,633
ARR1_100_163,840,530
ARR1_111_174,601,357
ARR1_122_185,768,450
ARR1_133_196,723,459
ARR1_144_207,407,277
ARR1_155_218,356,268
ARR1_166_229,281,220
ARR1_177_240,353,231
ARR1_188_251,395,342
ARR1_199_262,481,414
ARR1_210_273,515,330
ARR1_221_284,402,288
ARR1_232_295,278,223
ARR1_231_294,360,295
ASG1_1_64,238,191
ASG1_12_75,286,274
ASG1_23_86,397,373
ASG1_34_97,345,315
ASG1_45_108,267,226
ASG1_56_119,427,248
ASG1_67_130,419,283
ASG1_78_141,220,186
ASG1_89_152,316,230
ASG1_100_163,364,284
ASG1_111_174,394,332
ASG1_122_185,566,390
ASG1_133_196,572,418
ASG1_144_207,344,310
ASG1_155_218,261,323
ASG1_166_229,145,137
ASG1_177_240,177,187
ASG1_188_251,238,243
ASG1_199_262,338,259
ASG1_210_273,430,357
ASG1_221_284,319,387
ASG1_232_295,321,291
ASG1_243_306,660,407
ASG1_254_317,682,401
ASG1_265_328,653,421
ASG1_276_339,472,333
ASG1_287_350,487,334
ASG1_298_361,608,380
ASG1_309_372,612,385
ASG1_320_383,574,390
ASG1_331_394,600,465
ASG1_342_405,383,422
ASG1_353_416,316,295
ASG1_364_427,429,329
ASG1_375_438,507,392
ASG1_386_449,425,371
ASG1_397_460,450,359
ASG1_408_471,471,344
ASG1_419_482,542,342
ASG1_430_493,254,182
ASG1_441_504,215,202
ASG1_452_515,188,213
ASG1_463_526,116,171
ASG1_474_537,149,240
ASG1_485_548,181,163
ASG1_496_559,471,367
ASG1_507_570,374,386
ASG1_518_581,256,277
ASG1_529_592,269,262
ASG1_540_603,341,312
ASG1_551_614,482,388
ASG1_562_625,307,308
ASG1_573_636,264,284
ASG1_584_647,175,152
ASG1_595_658,204,171
ASG1_606_669,178,179
ASG1_617_680,206,262
ASG1_628_691,359,324
ASG1_639_702,416,340
ASG1_650_713,340,358
ASG1_661_724,539,370
ASG1_672_735,438,353
ASG1_683_746,347,301
ASG1_694_757,384,295
ASG1_705_768,240,214
ASG1_716_779,311,245
ASG1_727_790,333,300
ASG1_738_801,392,277
ASG1_749_812,475,383
ASG1_760_823,392,318
ASG1_771_834,306,255
ASG1_782_845,102,108
ASG1_793_856,147,140
ASG1_804_867,5,3
ASG1_815_878,12,10
ASG1_826_889,5,2
ASG1_837_900,19,6
ASG1_848_911,7,4
ASG1_859_922,0,2
ASG1_870_933,15,94
ASG1_881_944,82,116
ASG1_892_955,284,215
ASG1_901_964,387,316
ASH1_1_64,619,371
ASH1_12_75,492,404
ASH1_23_86,391,365
ASH1_34_97,443,419
ASH1_45_108,498,440
ASH1_56_119,537,393
ASH1_67_130,413,288
ASH1_78_141,433,349
ASH1_89_152,664,419
ASH1_100_163,355,284
ASH1_111_174,511,321
ASH1_122_185,563,379
ASH1_133_196,411,327
ASH1_144_207,455,319
ASH1_155_218,463,274
ASH1_166_229,422,262
ASH1_177_240,288,207
ASH1_188_251,319,296
ASH1_199_262,371,346
ASH1_210_273,316,293
ASH1_221_284,245,302
ASH1_232_295,468,358
ASH1_243_306,726,445
ASH1_254_317,377,270
ASH1_265_328,313,292
ASH1_276_339,356,239
ASH1_287_350,389,221
ASH1_298_361,249,174
ASH1_309_372,188,187
ASH1_320_383,164,213
ASH1_331_394,211,154
ASH1_342_405,281,242
ASH1_353_416,368,305
ASH1_364_427,433,395
ASH1_375_438,438,372
ASH1_386_449,644,382
ASH1_397_460,790,475
ASH1_408_471,1127,584
ASH1_419_482,605,292
ASH1_430_493,641,339
ASH1_441_504,703,333
ASH1_452_515,887,458
ASH1_463_526,824,483
ASH1_474_537,616,310
ASH1_485_548,802,367
ASH1_496_559,419,227
ASH1_507_570,278,203
ASH1_518_581,373,316
ASH1_525_588,339,294
AZF1_1_64,510,279
AZF1_12_75,520,314
AZF1_23_86,588,402
AZF1_34_97,458,373
AZF1_45_108,587,485
AZF1_56_119,504,360
AZF1_67_130,780,551
AZF1_78_141,624,406
AZF1_89_152,651,358
AZF1_100_163,891,386
AZF1_111_174,854,472
AZF1_122_185,648,366
AZF1_133_196,564,342
AZF1_144_207,612,385
AZF1_155_218,485,297
AZF1_166_229,355,298
AZF1_177_240,370,428
AZF1_188_251,400,287
AZF1_199_262,446,306
AZF1_210_273,374,265
AZF1_221_284,379,270
AZF1_232_295,454,327
AZF1_243_306,310,304
AZF1_254_317,255,235
AZF1_265_328,260,278
AZF1_276_339,358,328
AZF1_287_350,261,235
AZF1_298_361,325,226
AZF1_309_372,269,216
AZF1_320_383,188,128
AZF1_331_394,195,169
AZF1_342_405,227,204
AZF1_353_416,243,239
AZF1_364_427,217,190
AZF1_375_438,180,208
AZF1_386_449,221,202
AZF1_397_460,227,221
AZF1_408_471,193,182
AZF1_419_482,225,212
AZF1_430_493,294,223
AZF1_441_504,399,302
AZF1_452_515,314,246
AZF1_463_526,295,338
AZF1_474_537,539,269
AZF1_485_548,518,308
AZF1_496_559,413,238
AZF1_507_570,310,215
AZF1_518_581,387,253
AZF1_529_592,285,237
AZF1_540_603,358,249
AZF1_551_614,483,326
AZF1_562_625,596,345
AZF1_573_636,643,463
AZF1_584_647,379,317
AZF1_595_658,449,326
AZF1_606_669,384,301
AZF1_617_680,401,366
AZF1_628_691,330,303
AZF1_639_702,229,236
AZF1_650_713,144,230
AZF1_661_724,358,262
AZF1_672_735,356,279
AZF1_683_746,279,261
AZF1_694_757,199,182
AZF1_705_768,288,224
AZF1_716_779,246,208
AZF1_727_790,302,228
AZF1_738_801,274,228
AZF1_749_812,461,301
AZF1_760_823,390,328
AZF1_771_834,312,248
AZF1_782_845,422,330
AZF1_793_856,442,290
AZF1_804_867,308,272
AZF1_815_878,301,263
AZF1_826_889,464,320
AZF1_837_900,381,276
AZF1_848_911,253,208
AZF1_851_914,287,256
BAS1_1_64,284,222
BAS1_12_75,366,256
BAS1_23_86,387,260
BAS1_34_97,416,392
BAS1_45_108,402,294
BAS1_56_119,420,281
BAS1_67_130,323,256
BAS1_78_141,393,260
BAS1_89_152,428,286
BAS1_100_163,553,303
BAS1_111_174,455,356
BAS1_122_185,486,286
BAS1_133_196,451,318
BAS1_144_207,344,251
BAS1_155_218,303,266
BAS1_166_229,248,227
BAS1_177_240,255,214
BAS1_188_251,490,207
BAS1_199_262,197,196
BAS1_210_273,262,252
BAS1_221_284,179,221
BAS1_232_295,355,275
BAS1_243_306,359,243
BAS1_254_317,337,264
BAS1_265_328,241,228
BAS1_276_339,324,264
BAS1_287_350,478,371
BAS1_298_361,570,370
BAS1_309_372,526,367
BAS1_320_383,459,318
BAS1_331_394,538,325
BAS1_342_405,592,413
BAS1_353_416,442,349
BAS1_364_427,436,392
BAS1_375_438,234,268
BAS1_386_449,304,290
BAS1_397_460,355,327
BAS1_408_471,288,235
BAS1_419_482,202,255
BAS1_430_493,282,273
BAS1_441_504,254,216
BAS1_452_515,340,298
BAS1_463_526,322,336
BAS1_474_537,284,241
BAS1_485_548,516,322
BAS1_496_559,375,289
BAS1_507_570,476,352
BAS1_518_581,446,313
BAS1_529_592,444,265
BAS1_540_603,469,265
BAS1_551_614,370,261
BAS1_562_625,303,221
BAS1_573_636,484,347
BAS1_584_647,689,381
BAS1_595_658,874,486
BAS1_606_669,448,303
BAS1_617_680,310,231
BAS1_628_691,295,235
BAS1_639_702,236,183
BAS1_650_713,202,199
BAS1_661_724,199,290
BAS1_672_735,422,312
BAS1_683_746,418,260
BAS1_694_757,443,299
BAS1_705_768,465,261
BAS1_716_779,498,334
BAS1_727_790,530,273
BAS1_738_801,487,231
BAS1_749_812,508,297
BAS1_748_811,421,269
CAD1_1_64,343,243
CAD1_12_75,222,171
CAD1_23_86,212,152
CAD1_34_97,300,182
CAD1_45_108,301,217
CAD1_56_119,204,162
CAD1_67_130,205,166
CAD1_78_141,172,208
CAD1_89_152,221,258
CAD1_100_163,187,218
CAD1_111_174,261,238
CAD1_122_185,478,356
CAD1_133_196,690,381
CAD1_144_207,633,404
CAD1_155_218,574,321
CAD1_166_229,507,346
CAD1_177_240,725,455
CAD1_188_251,546,307
CAD1_199_262,510,410
CAD1_210_273,497,382
CAD1_221_284,411,304
CAD1_232_295,577,400
CAD1_243_306,376,303
CAD1_254_317,397,328
CAD1_265_328,381,267
CAD1_276_339,599,373
CAD1_287_350,357,338
CAD1_298_361,530,392
CAD1_309_372,538,356
CAD1_320_383,521,379
CAD1_331_394,493,287
CAD1_342_405,388,270
CAD1_346_409,429,293
CBF1_1_64,246,221
CBF1_12_75,487,245
CBF1_23_86,565,297
CBF1_34_97,676,371
CBF1_45_108,714,403
CBF1_56_119,778,438
CBF1_67_130,615,374
CBF1_78_141,607,340
CBF1_89_152,511,258
CBF1_100_163,580,298
CBF1_111_174,510,324
CBF1_122_185,606,423
CBF1_133_196,674,370
CBF1_144_207,647,345
CBF1_155_218,461,296
CBF1_166_229,348,226
CBF1_177_240,373,217
CBF1_188_251,339,267
CBF1_199_262,570,385
CBF1_210_273,351,289
CBF1_221_284,331,224
CBF1_232_295,482,305
CBF1_243_306,361,202
CBF1_254_317,268,202
CBF1_265_328,187,151
CBF1_276_339,282,203
CBF1_287_350,263,176
CBF1_288_351,356,234
CIN5_1_64,292,268
CIN5_12_75,355,295
CIN5_23_86,395,321
CIN5_34_97,725,438
CIN5_45_108,496,358
CIN5_56_119,485,302
CIN5_67_130,506,337
CIN5_78_141,459,308
CIN5_89_152,393,338
CIN5_100_163,567,368
CIN5_111_174,764,500
CIN5_122_185,827,595
CIN5_133_196,525,354
CIN5_144_207,577,345
CIN5_155_218,618,483
CIN5_166_229,485,378
CIN5_177_240,339,234
CIN5_188_251,419,325
CIN5_199_262,506,329
CIN5_210_273,215,182
CIN5_221_284,186,140
CIN5_232_295,234,245
CMR3_1_64,262,237
CMR3_12_75,255,247
CMR3_23_86,347,331
CMR3_34_97,371,259
CMR3_45_108,448,289
CMR3_56_119,296,276
CMR3_67_130,338,258
CMR3_78_141,346,313
CMR3_89_152,732,385
CMR3_100_163,710,456
CMR3_111_174,546,367
CMR3_122_185,570,439
CMR3_133_196,805,480
CMR3_144_207,627,330
CMR3_155_218,562,337
CMR3_166_229,705,411
CMR3_177_240,837,393
CMR3_188_251,968,436
CMR3_199_262,757,343
CMR3_210_273,710,411
CMR3_221_284,810,450
CMR3_232_295,503,350
CMR3_243_306,563,370
CMR3_254_317,664,419
COM2_1_64,276,243
COM2_12_75,359,252
COM2_23_86,370,282
COM2_34_97,410,299
COM2_45_108,315,310
COM2_56_119,392,291
COM2_67_130,326,290
COM2_78_141,358,239
COM2_89_152,308,270
COM2_100_163,339,311
COM2_111_174,374,325
COM2_122_185,264,257
COM2_133_196,439,313
COM2_144_207,191,237
COM2_155_218,191,275
COM2_166_229,139,211
COM2_177_240,376,261
COM2_188_251,231,262
COM2_199_262,182,211
COM2_210_273,247,271
COM2_221_284,290,227
COM2_232_295,253,229
COM2_243_306,329,272
COM2_254_317,360,251
COM2_265_328,387,267
COM2_276_339,500,326
COM2_287_350,660,498
COM2_298_361,872,550
COM2_309_372,808,504
COM2_320_383,850,545
COM2_331_394,929,572
COM2_342_405,444,267
COM2_353_416,554,354
COM2_364_427,456,329
COM2_375_438,440,299
COM2_380_443,393,309
CRZ1_1_64,412,282
CRZ1_12_75,319,272
CRZ1_23_86,411,358
CRZ1_34_97,528,368
CRZ1_45_108,638,420
CRZ1_56_119,605,419
CRZ1_67_130,390,293
CRZ1_78_141,421,242
CRZ1_89_152,421,211
CRZ1_100_163,327,223
CRZ1_111_174,607,343
CRZ1_122_185,530,321
CRZ1_133_196,574,395
CRZ1_144_207,413,312
CRZ1_155_218,806,533
CRZ1_166_229,687,527
CRZ1_177_240,428,339
CRZ1_188_251,551,403
CRZ1_199_262,615,454
CRZ1_210_273,568,358
CRZ1_221_284,432,314
CRZ1_232_295,356,300
CRZ1_243_306,222,219
CRZ1_254_317,224,222
CRZ1_265_328,472,387
CRZ1_276_339,404,408
CRZ1_287_350,405,315
CRZ1_298_361,382,354
CRZ1_309_372,460,305
CRZ1_320_383,396,315
CRZ1_331_394,454,379
CRZ1_342_405,326,249
CRZ1_353_416,218,194
CRZ1_364_427,235,200
CRZ1_375_438,227,207
CRZ1_386_449,198,200
CRZ1_397_460,208,216
CRZ1_408_471,254,222
CRZ1_419_482,282,243
CRZ1_430_493,249,198
CRZ1_441_504,183,221
CRZ1_452_515,178,184
CRZ1_463_526,169,211
CRZ1_474_537,194,272
CRZ1_485_548,217,154
CRZ1_496_559,151,189
CRZ1_507_570,281,197
CRZ1_518_581,293,266
CRZ1_529_592,219,260
CRZ1_540_603,193,181
CRZ1_551_614,297,263
CRZ1_562_625,361,258
CRZ1_573_636,358,279
CRZ1_584_647,445,263
CRZ1_595_658,461,319
CRZ1_606_669,545,311
CRZ1_615_678,443,260
CST6_1_64,446,258
CST6_12_75,345,310
CST6_23_86,467,449
CST6_34_97,381,344
CST6_45_108,589,429
CST6_56_119,401,339
CST6_67_130,458,344
CST6_78_141,469,432
CST6_89_152,375,238
CST6_100_163,748,396
CST6_111_174,786,377
CST6_122_185,895,473
CST6_133_196,908,499
CST6_144_207,708,413
CST6_155_218,766,440
CST6_166_229,671,406
CST6_177_240,953,522
CST6_188_251,872,528
CST6_199_262,584,454
CST6_210_273,473,347
CST6_221_284,489,346
CST6_232_295,505,321
CST6_243_306,478,312
CST6_254_317,300,253
CST6_265_328,347,232
CST6_276_339,381,264
CST6_287_350,383,336
CST6_298_361,356,256
CST6_309_372,350,250
CST6_320_383,292,230
CST6_331_394,527,306
CST6_342_405,507,322
CST6_353_416,477,317
CST6_364_427,632,340
CST6_375_438,425,249
CST6_386_449,462,237
CST6_397_460,312,216
CST6_408_471,245,184
CST6_419_482,146,167
CST6_430_493,141,145
CST6_441_504,91,92
CST6_452_515,55,105
CST6_463_526,79,159
CST6_474_537,94,113
CST6_485_548,209,243
CST6_496_559,248,290
CST6_507_570,348,341
CST6_518_581,423,341
CST6_524_587,310,271
CTH1_1_64,219,210
CTH1_12_75,191,183
CTH1_23_86,167,218
CTH1_34_97,170,210
CTH1_45_108,260,245
CTH1_56_119,348,269
CTH1_67_130,367,303
CTH1_78_141,364,304
CTH1_89_152,297,291
CTH1_100_163,280,264
CTH1_111_174,350,261
CTH1_122_185,434,310
CTH1_133_196,651,403
CTH1_144_207,351,230
CTH1_155_218,246,240
CTH1_166_229,347,259
CTH1_177_240,196,197
CTH1_188_251,187,205
CTH1_199_262,289,248
CTH1_210_273,266,267
CTH1_221_284,239,232
CTH1_232_295,270,283
CTH1_243_306,428,242
CTH1_254_317,488,315
CTH1_262_325,402,258
CUP2_1_64,825,374
CUP2_12_75,1001,435
CUP2_23_86,1002,502
CUP2_34_97,1030,447
CUP2_45_108,615,318
CUP2_56_119,678,284
CUP2_67_130,879,423
CUP2_78_141,803,426
CUP2_89_152,1067,583
CUP2_100_163,1044,509
CUP2_111_174,927,431
CUP2_122_185,792,425
CUP2_133_196,583,338
CUP2_144_207,611,400
CUP2_155_218,470,230
CUP2_162_225,495,376
CUP9_1_64,316,289
CUP9_12_75,700,405
CUP9_23_86,684,492
CUP9_34_97,1023,522
