,1_0_1,1_0_2,1_60_1,1_60_2,2_0_1,2_0_2,2_60_1,2_60_2
ACA1_188_251,732,175,745,330,9,189,350,318
ACA1_199_262,1743,255,569,490,9,652,669,416
ACA1_210_273,1109,103,481,636,2,258,265,331
ACA1_221_284,1550,812,678,1084,3,407,514,656
ACA1_232_295,1246,580,1128,1125,10,981,841,912
ACA1_243_306,166,479,226,230,4,49,296,275
ACA1_254_317,1070,538,266,226,0,113,242,40
ACA1_265_328,272,359,400,48,1,63,166,267
ACA1_276_339,1139,185,524,512,7,166,196,199
ACA1_287_350,148,258,119,196,0,37,237,62
ACA1_298_361,627,184,504,225,1,128,106,238
ACA1_309_372,232,230,248,158,1,5,189,28
ACA1_320_383,279,189,306,108,2,19,103,97
ACA1_331_394,111,146,343,307,1,119,219,417
ACA1_342_405,164,140,334,155,1,61,64,454
ACA1_353_416,45,118,427,370,2,172,194,301
ACA1_364_427,67,197,241,167,3,35,179,158
ACA1_375_438,2,57,104,277,1,25,167,455
ACA1_386_449,364,8,190,227,2,44,93,317
ACA1_397_460,1,5,225,355,0,79,156,60
ACA1_408_471,825,348,678,358,1,19,441,246
ACA1_419_482,531,51,235,495,0,106,556,241
ACA1_426_489,1006,182,826,381,2,12,538,544
ACE2_1_64,671,450,390,203,2,112,180,285
ACE2_12_75,0,58,13,145,0,10,39,0
ACE2_23_86,443,189,218,183,0,9,71,88
ACE2_34_97,223,20,199,190,0,10,130,271
ACE2_45_108,192,0,104,346,0,39,99,0
ACE2_56_119,419,149,79,266,2,33,54,326
ACE2_67_130,535,450,109,287,2,10,239,172
ACE2_78_141,879,282,133,543,2,54,181,98
ACE2_89_152,680,314,292,387,0,16,161,216
ACE2_100_163,593,9,361,723,0,40,200,399
ACE2_111_174,1069,146,540,367,4,85,630,140
ACE2_122_185,254,0,159,77,0,4,140,194
ACE2_133_196,639,68,199,484,3,21,328,472
ACE2_144_207,228,153,535,212,1,57,254,270
ACE2_155_218,485,185,591,386,0,63,257,380
ACE2_166_229,321,102,27,126,1,86,146,263
ACE2_177_240,183,70,170,58,0,187,125,1
ACE2_188_251,54,169,570,116,2,116,284,281
ACE2_199_262,8,77,473,808,5,164,205,79
ACE2_210_273,1299,196,653,791,8,165,702,368
ACE2_221_284,110,79,251,426,5,21,648,576
ACE2_232_295,252,28,899,128,1,112,347,896
ACE2_243_306,1070,466,360,585,0,62,483,97
ACE2_254_317,810,770,371,642,4,156,669,1021
ACE2_265_328,737,550,351,545,2,165,393,541
ACE2_276_339,7,159,330,288,1,394,26,304
ACE2_287_350,446,296,694,197,0,92,157,280
ACE2_298_361,484,238,222,253,0,54,197,392
ACE2_309_372,2,134,79,121,0,18,32,259
ACE2_320_383,4,80,1,83,0,40,48,53
ACE2_331_394,100,2,1,57,2,30,167,80
ACE2_342_405,329,288,128,299,0,6,89,116
ACE2_353_416,100,86,217,344,0,24,235,200
ACE2_364_427,264,4,194,204,2,18,174,255
ACE2_375_438,786,627,152,276,2,66,198,366
ACE2_386_449,537,10,422,262,0,52,204,138
ACE2_397_460,904,9,420,497,1,205,253,431
ACE2_408_471,162,227,438,610,1,165,229,399
ACE2_419_482,683,277,203,337,0,316,97,303
ACE2_430_493,494,414,462,407,5,215,106,90
ACE2_441_504,5,678,142,285,4,54,148,278
ACE2_452_515,356,24,366,431,2,119,356,427
ACE2_463_526,495,7,530,209,3,38,110,221
ACE2_474_537,580,84,221,191,3,144,227,42
ACE2_485_548,36,54,284,154,7,86,181,275
ACE2_496_559,310,252,644,112,4,168,319,382
ACE2_507_570,472,14,91,509,1,272,105,311
ACE2_518_581,300,279,45,185,3,37,45,430
ACE2_529_592,704,101,487,570,3,162,171,114
ACE2_540_603,1309,274,152,208,3,87,244,156
ACE2_551_614,6,103,300,258,3,72,364,54
ACE2_562_625,744,178,224,351,2,101,171,167
ACE2_573_636,2226,480,422,614,9,346,367,1004
ACE2_584_647,1273,136,70,44,3,224,125,527
ACE2_595_658,889,860,380,512,4,26,202,99
ACE2_606_669,289,208,194,280,1,34,77,4
ACE2_617_680,194,97,99,153,3,39,78,83
ACE2_628_691,519,281,603,191,5,44,174,157
ACE2_639_702,238,404,116,300,3,77,394,133
ACE2_650_713,176,157,200,314,0,43,53,141
ACE2_661_724,128,183,253,164,4,26,157,202
ACE2_672_735,686,140,133,290,2,4,148,1
ACE2_683_746,330,227,649,361,8,118,229,276
ACE2_694_757,399,133,209,389,0,20,76,97
ACE2_705_768,1766,200,230,797,4,324,371,542
ACE2_707_770,822,150,73,304,2,11,350,202
ADR1_1_64,757,508,388,295,2,57,167,183
ADR1_12_75,222,147,83,145,2,21,98,207
ADR1_23_86,146,69,152,168,0,23,68,139
ADR1_34_97,869,111,465,222,1,46,688,703
ADR1_45_108,1411,309,87,825,2,114,466,344
ADR1_56_119,4,170,318,288,3,13,206,282
ADR1_67_130,956,300,386,444,0,15,436,278
ADR1_78_141,897,361,388,490,1,61,221,264
ADR1_89_152,210,1,46,274,2,133,301,154
ADR1_100_163,2,71,286,92,4,151,30,64
ADR1_111_174,717,142,3,145,1,127,68,462
ADR1_122_185,5,231,80,440,1,78,385,274
ADR1_133_196,525,438,26,170,3,81,149,531
ADR1_144_207,616,176,304,204,5,74,208,99
ADR1_155_218,674,129,544,529,5,93,285,531
ADR1_166_229,196,69,120,489,0,47,117,189
ADR1_177_240,764,105,431,220,1,3,258,351
ADR1_188_251,333,303,976,398,5,34,185,159
ADR1_199_262,852,315,390,863,1,123,217,425
ADR1_210_273,367,235,483,298,2,180,269,147
ADR1_221_284,688,477,390,741,0,311,529,438
ADR1_232_295,520,384,194,199,4,69,27,621
ADR1_243_306,686,258,744,964,5,134,434,523
ADR1_254_317,118,323,708,288,4,106,683,506
ADR1_265_328,498,298,499,1041,3,223,573,1147
ADR1_276_339,244,133,576,164,2,31,117,440
ADR1_287_350,800,219,486,1135,3,189,459,1395
ADR1_298_361,364,169,305,236,0,24,149,423
ADR1_309_372,544,233,390,315,1,136,45,625
ADR1_320_383,81,360,265,279,5,25,149,293
ADR1_331_394,4,156,115,234,0,59,141,258
ADR1_342_405,210,63,635,445,1,107,115,175
ADR1_353_416,119,299,385,404,1,72,206,415
ADR1_364_427,874,274,280,210,5,101,99,69
ADR1_375_438,959,99,171,359,1,39,217,310
ADR1_386_449,654,100,426,86,0,33,144,208
ADR1_397_460,665,450,112,188,1,27,175,202
ADR1_408_471,1210,247,200,483,2,61,119,269
ADR1_419_482,571,351,517,449,1,36,56,237
ADR1_430_493,86,353,108,36,0,42,55,292
ADR1_441_504,736,682,249,182,0,8,72,401
ADR1_452_515,284,187,113,118,0,37,75,183
ADR1_463_526,389,314,145,254,1,24,96,246
ADR1_474_537,389,64,151,163,0,16,310,34
ADR1_485_548,493,111,225,311,1,135,125,148
ADR1_496_559,313,10,96,77,2,1,98,0
ADR1_507_570,403,470,157,106,0,3,244,155
ADR1_518_581,264,204,83,243,2,42,166,618
ADR1_529_592,583,101,296,332,3,99,109,193
ADR1_540_603,742,127,400,137,3,106,310,390
ADR1_551_614,814,12,596,294,3,169,212,479
ADR1_562_625,809,136,359,533,3,212,441,403
ADR1_573_636,582,20,393,317,2,343,337,334
ADR1_584_647,822,576,405,270,6,171,280,417
ADR1_595_658,274,431,526,1158,5,163,574,220
ADR1_606_669,551,200,402,100,4,43,245,380
ADR1_617_680,511,189,92,262,8,155,163,255
ADR1_628_691,1030,470,266,100,1,125,175,278
ADR1_639_702,737,170,606,135,3,99,123,78
ADR1_650_713,491,211,737,385,2,306,173,406
ADR1_661_724,2138,297,185,300,3,93,98,176
ADR1_672_735,863,186,408,412,0,253,265,308
ADR1_683_746,180,127,259,284,1,176,40,327
ADR1_694_757,1080,52,255,276,3,44,281,260
ADR1_705_768,857,340,452,359,3,56,240,437
ADR1_716_779,1288,154,743,247,6,148,300,474
ADR1_727_790,582,423,525,557,3,154,458,201
ADR1_738_801,392,16,414,477,1,37,89,230
ADR1_749_812,390,24,415,611,2,307,508,368
ADR1_760_823,960,691,392,480,6,178,442,335
ADR1_771_834,773,284,298,367,0,105,265,597
ADR1_782_845,193,127,131,282,4,19,164,270
ADR1_793_856,651,400,368,531,2,278,114,476
ADR1_804_867,176,299,503,347,2,87,80,180
ADR1_815_878,129,278,67,480,0,152,94,296
ADR1_826_889,325,117,213,164,2,96,212,203
ADR1_837_900,601,194,697,257,2,52,307,379
ADR1_848_911,150,33,32,281,0,8,24,547
ADR1_859_922,159,92,147,198,2,65,159,161
ADR1_870_933,647,3,219,23,2,102,267,64
ADR1_881_944,348,46,146,222,1,12,177,219
ADR1_892_955,1139,203,280,665,2,30,101,600
ADR1_903_966,574,52,12,152,0,2,53,199
ADR1_914_977,565,362,225,459,0,4,360,535
ADR1_925_988,396,151,263,131,0,5,296,293
ADR1_936_999,348,170,1,51,2,95,86,235
ADR1_947_1010,311,117,200,85,2,20,145,131
ADR1_958_1021,61,228,217,146,0,48,215,129
ADR1_969_1032,823,172,210,363,0,9,151,288
ADR1_980_1043,209,226,817,245,1,64,208,260
ADR1_991_1054,0,5,413,274,4,31,41,263
ADR1_1002_1065,675,85,910,644,2,137,421,747
ADR1_1013_1076,910,203,451,733,2,78,287,332
ADR1_1024_1087,886,642,589,637,5,140,621,486
ADR1_1035_1098,428,411,447,691,1,135,237,240
ADR1_1046_1109,1063,157,337,340,0,102,486,595
ADR1_1057_1120,702,118,1030,333,1,44,165,400
ADR1_1068_1131,694,75,409,209,1,35,195,199
ADR1_1079_1142,136,185,3,97,5,24,172,518
ADR1_1090_1153,331,58,263,425,0,36,108,237
ADR1_1101_1164,481,204,165,358,1,84,148,209
ADR1_1112_1175,712,135,515,176,2,14,220,508
ADR1_1123_1186,823,9,685,279,4,4,53,66
ADR1_1134_1197,319,95,252,340,0,52,87,2
ADR1_1145_1208,673,270,351,313,4,100,159,219
ADR1_1156_1219,786,375,57,218,3,4,333,328
ADR1_1167_1230,299,427,96,895,4,123,290,652
ADR1_1178_1241,1186,342,460,670,4,220,418,440
ADR1_1189_1252,337,369,708,678,4,155,270,388
ADR1_1200_1263,1005,512,595,668,5,306,453,738
ADR1_1211_1274,146,333,370,272,3,265,194,345
ADR1_1222_1285,45,38,459,785,3,180,161,227
ADR1_1233_1296,522,218,202,461,0,44,287,308
ADR1_1244_1307,214,199,213,219,2,50,135,501
ADR1_1255_1318,743,148,419,671,0,43,366,305
ADR1_1260_1323,395,280,250,277,1,55,355,374
AFT1_1_64,1310,486,572,529,4,327,398,142
AFT1_12_75,1238,186,225,170,2,104,371,682
AFT1_23_86,572,176,332,91,4,93,231,82
AFT1_34_97,1410,120,538,232,0,163,253,117
AFT1_45_108,524,1,325,414,6,567,290,0
AFT1_56_119,991,253,630,318,1,136,541,270
AFT1_67_130,722,181,169,244,8,76,261,232
AFT1_78_141,331,112,468,285,7,69,228,132
AFT1_89_152,179,177,72,117,1,138,244,312
AFT1_100_163,273,3,89,69,1,54,230,126
AFT1_111_174,53,1,163,265,4,37,132,84
AFT1_122_185,413,79,165,24,0,100,178,432
AFT1_133_196,1,88,63,78,3,40,186,248
AFT1_144_207,942,219,0,258,5,0,190,133
AFT1_155_218,552,4,89,196,1,52,136,65
AFT1_166_229,304,3,73,92,1,67,61,78
AFT1_177_240,591,0,352,79,1,5,221,0
AFT1_188_251,477,94,691,521,0,216,188,97
AFT1_199_262,291,242,82,375,0,79,126,41
AFT1_210_273,530,2,88,136,0,7,119,131
AFT1_221_284,146,425,134,367,0,0,206,5
AFT1_232_295,478,89,446,303,5,75,285,349
AFT1_243_306,194,166,319,354,1,9,288,274
AFT1_254_317,242,105,275,206,2,8,55,362
AFT1_265_328,1157,188,743,398,3,538,130,175
AFT1_276_339,904,613,109,610,2,159,398,779
AFT1_287_350,146,273,58,172,1,208,115,450
AFT1_298_361,399,30,180,593,1,158,140,104
AFT1_309_372,277,79,386,233,1,96,302,412
AFT1_320_383,454,80,333,121,0,73,107,238
AFT1_331_394,215,299,341,56,1,154,247,389
AFT1_342_405,1416,411,530,460,4,126,461,470
AFT1_353_416,1559,134,1677,1398,11,246,1300,1211
AFT1_364_427,1589,487,1037,794,7,499,955,1097
AFT1_375_438,559,660,415,203,2,125,303,355
AFT1_386_449,731,286,147,430,6,157,285,288
AFT1_397_460,1277,566,6,658,1,68,261,328
AFT1_408_471,903,189,392,579,5,12,153,110
AFT1_419_482,1107,396,218,718,2,93,53,1124
AFT1_430_493,886,236,601,438,6,268,282,354
AFT1_441_504,1081,223,473,573,1,99,480,305
AFT1_452_515,1012,184,88,466,1,72,146,373
AFT1_463_526,1433,105,354,241,2,87,319,141
AFT1_474_537,510,150,351,142,4,115,170,630
AFT1_485_548,521,273,186,409,1,51,170,524
AFT1_496_559,6,131,201,63,1,44,244,49
AFT1_507_570,1384,432,371,338,5,124,355,306
AFT1_518_581,499,295,267,405,4,33,295,207
AFT1_529_592,910,104,87,346,1,78,228,299
AFT1_540_603,6,231,332,306,5,99,225,146
AFT1_551_614,957,523,348,729,3,1,221,265
AFT1_562_625,1117,4,297,183,1,37,78,190
AFT1_573_636,208,278,267,249,1,138,189,91
AFT1_584_647,2442,282,129,622,4,222,245,689
AFT1_595_658,234,108,281,168,3,124,99,184
AFT1_606_669,135,11,249,235,2,239,234,121
AFT1_617_680,295,119,352,379,3,123,91,119
AFT1_628_691,5,193,186,274,0,95,172,180
AFT1_627_690,1,39,95,290,1,166,97,495
AFT2_1_64,1036,366,253,690,2,213,552,606
AFT2_12_75,660,743,443,461,5,24,291,195
AFT2_23_86,885,643,516,596,0,114,272,270
AFT2_34_97,289,365,59,429,3,14,193,169
AFT2_45_108,426,239,152,553,2,59,162,243
AFT2_56_119,363,39,395,206,2,49,114,134
AFT2_67_130,392,72,50,226,0,56,205,298
AFT2_78_141,451,74,326,520,2,168,226,295
AFT2_89_152,427,106,1,313,2,46,132,316
AFT2_100_163,368,332,290,361,0,57,120,239
AFT2_111_174,477,1,269,355,0,122,218,154
AFT2_122_185,23,229,123,21,0,36,158,229
AFT2_133_196,240,39,121,303,0,13,79,60
AFT2_144_207,534,1,425,223,0,4,336,210
AFT2_155_218,116,156,258,584,2,82,304,306
AFT2_166_229,257,150,108,188,0,17,182,6
AFT2_177_240,75,260,345,426,2,67,302,668
AFT2_188_251,632,103,173,414,1,48,69,498
AFT2_199_262,821,371,162,156,1,23,207,500
AFT2_210_273,731,44,255,230,0,35,259,465
AFT2_221_284,733,478,583,441,3,65,294,495
AFT2_232_295,802,328,573,457,2,19,405,674
AFT2_243_306,529,573,251,527,1,14,340,865
AFT2_254_317,424,465,948,918,9,124,871,612
AFT2_265_328,1291,437,1225,884,4,149,970,879
AFT2_276_339,1437,390,1192,960,9,348,1396,1949
AFT2_287_350,1381,261,962,954,0,109,450,740
AFT2_298_361,1304,173,359,575,11,403,171,713
AFT2_309_372,587,223,332,197,4,141,490,719
AFT2_320_383,568,347,311,319,2,289,223,822
AFT2_331_394,188,72,583,684,5,105,412,375
AFT2_342_405,749,187,423,520,1,56,509,443
AFT2_353_416,1310,676,566,788,16,566,941,1520
ARG56_1_64,312,22,230,471,6,202,203,217
ARG56_12_75,635,101,93,422,1,76,163,87
ARG56_23_86,318,222,306,153,2,205,146,98
ARG56_34_97,907,295,43,402,0,140,171,58
ARG56_45_108,410,314,264,169,3,142,277,116
ARG56_56_119,1,134,108,297,3,63,108,188
ARG56_67_130,845,450,210,254,8,108,107,286
ARG56_78_141,1010,541,250,91,2,148,584,436
ARG56_89_152,373,266,280,696,5,204,402,664
ARG56_100_163,129,29,164,507,3,130,97,159
ARG56_111_174,1052,334,347,350,3,32,245,492
ARG56_122_185,178,158,377,45,1,60,201,70
ARG56_133_196,416,163,284,250,3,157,141,147
ARG56_144_207,1128,38,197,450,4,193,318,605
ARG56_155_218,470,51,127,123,1,52,251,19
ARG56_166_229,782,236,254,148,5,46,163,24
ARG56_177_240,706,451,181,554,3,123,358,244
ARG56_188_251,1040,112,191,394,4,105,203,395
ARG56_199_262,114,249,487,383,5,427,342,386
ARG56_210_273,427,695,989,776,2,250,438,419
ARG56_221_284,1791,115,540,366,1,187,403,368
ARG56_232_295,589,188,420,551,5,753,141,436
ARG56_243_306,536,116,465,463,4,152,339,119
ARG56_254_317,133,165,601,19,0,59,45,68
ARG56_265_328,584,186,93,5,2,7,101,153
ARG56_276_339,568,126,140,174,0,80,20,83
ARG56_287_350,609,221,45,177,0,19,181,554
ARG56_298_361,208,6,404,423,3,14,115,252
ARG56_309_372,421,141,670,655,4,77,468,528
ARG56_320_383,1631,306,107,585,3,188,368,334
ARG56_331_394,89,372,679,490,1,320,361,366
ARG56_342_405,434,448,452,146,0,173,409,147
ARG56_353_416,698,158,199,276,0,54,232,282
ARG56_364_427,271,566,271,251,1,100,191,320
ARG56_375_438,81,240,329,533,3,29,261,226
ARG56_386_449,1141,140,822,243,1,41,199,425
ARG56_397_460,394,242,145,212,0,90,211,349
ARG56_408_471,67,150,319,421,3,163,141,586
ARG56_419_482,1541,56,239,400,1,272,48,503
ARG56_430_493,1399,127,106,331,2,46,227,149
ARG56_441_504,403,229,309,295,1,34,266,130
ARG56_452_515,748,454,436,702,7,95,339,394
ARG56_463_526,156,406,291,56,2,65,83,363
ARG56_474_537,446,171,129,683,2,104,230,143
ARG56_485_548,957,295,367,609,3,118,176,149
ARG56_496_559,1106,103,140,229,2,38,96,124
ARG56_507_570,324,328,321,878,8,299,380,586
ARG56_518_581,146,299,385,632,10,290,456,583
ARG56_529_592,682,12,46,391,0,90,287,0
ARG56_540_603,173,40,198,117,1,20,27,1
ARG56_551_614,390,31,14,210,0,95,4,162
ARG56_562_625,363,2,87,322,2,11,232,275
ARG56_573_636,378,153,274,312,4,24,199,207
ARG56_584_647,218,113,248,204,1,5,180,82
ARG56_595_658,795,482,219,911,0,224,166,79
ARG56_606_669,122,258,92,421,1,218,89,306
ARG56_617_680,659,248,797,415,7,52,192,331
ARG56_628_691,3,181,405,214,2,101,266,580
ARG56_639_702,897,154,254,260,4,64,225,137
ARG56_650_713,385,459,530,550,0,241,298,196
ARG56_661_724,140,289,378,396,8,161,89,111
ARG56_672_735,972,136,172,324,3,107,287,539
ARG56_683_746,704,382,623,142,3,74,126,78
ARG56_694_757,434,130,778,522,0,168,160,130
ARG56_705_768,660,213,341,366,6,229,346,127
ARG56_716_779,1447,498,168,405,2,40,238,463
ARG56_727_790,348,197,423,268,1,95,95,266
ARG56_738_801,680,485,637,185,1,11,119,468
ARG56_749_812,617,311,247,173,2,53,282,81
ARG56_760_823,850,127,397,220,0,50,236,289
ARG56_771_834,297,186,56,237,0,102,22,257
ARG56_782_845,373,429,219,262,4,217,81,444
ARG56_793_856,239,247,261,461,4,92,65,5
ARG56_800_863,770,189,316,144,2,93,274,143
ARG80_1_64,499,371,499,389,6,318,125,135
ARG80_12_75,433,326,250,408,3,217,265,212
ARG80_23_86,251,28,353,137,2,66,141,40
ARG80_34_97,4,217,369,114,4,152,125,380
ARG80_45_108,409,170,158,561,3,288,85,3
ARG80_56_119,804,25,113,698,3,99,181,261
ARG80_67_130,1097,410,212,488,1,217,110,545
ARG80_78_141,330,38,518,426,4,32,194,632
ARG80_89_152,70,269,219,522,2,236,255,224
ARG80_100_163,986,271,335,174,4,192,354,432
ARG80_111_174,170,1,4,225,7,209,109,114
ARG80_114_177,478,433,583,163,2,123,224,334
ARR1_1_64,2,394,1,103,0,77,53,330
ARR1_12_75,220,1,25,95,1,18,2,109
ARR1_23_86,998,133,168,178,0,6,170,71
ARR1_34_97,464,171,276,28,1,41,108,35
ARR1_45_108,1172,267,203,214,1,183,95,186
ARR1_56_119,779,257,438,409,1,45,375,111
ARR1_67_130,1367,189,118,405,4,128,442,329
ARR1_78_141,1106,799,117,303,1,198,266,337
ARR1_89_152,503,647,497,425,4,314,485,340
ARR1_100_163,190,357,227,360,2,140,198,624
ARR1_111_174,1138,281,423,468,3,62,466,393
ARR1_122_185,412,300,315,629,2,312,230,811
ARR1_133_196,807,453,158,385,0,52,313,302
ARR1_144_207,483,175,180,210,1,33,116,118
ARR1_155_218,289,142,86,264,5,4,137,238
ARR1_166_229,48,142,206,69,0,101,39,85
ARR1_177_240,194,367,259,142,2,63,155,170
ARR1_188_251,515,389,8,223,5,1,332,134
ARR1_199_262,674,157,393,342,3,80,377,97
ARR1_210_273,763,425,579,266,3,18,308,327
ARR1_221_284,1114,311,368,298,4,44,296,311
ARR1_232_295,355,3,189,124,3,145,148,51
ARR1_231_294,1286,209,569,219,2,12,148,539
ASG1_1_64,382,14,272,361,0,12,57,195
ASG1_12_75,160,111,186,110,0,61,86,106
ASG1_23_86,131,258,620,62,2,79,343,78
ASG1_34_97,197,385,185,200,3,88,87,349
ASG1_45_108,324,228,169,28,0,1,213,48
ASG1_56_119,63,211,273,229,1,159,226,5
ASG1_67_130,162,207,22,373,1,69,81,127
ASG1_78_141,134,325,76,107,1,110,37,23
ASG1_89_152,161,96,263,344,1,63,260,54
ASG1_100_163,562,59,120,40,2,34,79,147
ASG1_111_174,182,42,563,557,1,50,193,0
ASG1_122_185,392,256,415,415,1,182,333,341
ASG1_133_196,354,379,4,438,0,50,99,410
ASG1_144_207,1120,143,354,238,2,77,308,145
ASG1_155_218,745,301,236,297,1,36,278,477
ASG1_166_229,137,138,0,170,1,32,58,292
ASG1_177_240,746,255,162,286,1,10,239,209
ASG1_188_251,342,126,421,423,2,117,510,600
ASG1_199_262,793,469,311,429,5,50,304,347
ASG1_210_273,1254,270,307,176,1,75,234,78
ASG1_221_284,525,452,231,253,1,49,359,318
ASG1_232_295,120,117,257,298,0,32,335,59
ASG1_243_306,240,221,143,453,3,97,123,403
ASG1_254_317,249,399,418,341,5,115,385,398
ASG1_265_328,711,300,43,533,6,208,398,745
ASG1_276_339,458,450,194,315,4,172,172,390
ASG1_287_350,915,135,422,516,4,176,295,585
ASG1_298_361,315,264,68,415,2,36,178,213
ASG1_309_372,929,348,253,405,6,143,321,448
ASG1_320_383,602,251,228,331,5,204,174,176
ASG1_331_394,832,256,242,478,0,137,213,816
ASG1_342_405,255,652,601,287,2,102,424,388
ASG1_353_416,602,543,415,289,1,5,97,356
ASG1_364_427,417,285,301,454,1,26,51,238
ASG1_375_438,616,216,177,701,2,158,449,377
ASG1_386_449,936,426,395,366,1,88,175,184
ASG1_397_460,613,218,768,770,3,220,366,437
ASG1_408_471,2060,402,386,375,2,53,325,498
ASG1_419_482,112,288,72,633,2,82,337,736
ASG1_430_493,115,300,236,78,1,48,117,29
ASG1_441_504,320,73,265,158,0,6,89,99
ASG1_452_515,140,34,72,305,2,15,42,216
ASG1_463_526,41,230,2,116,0,0,205,32
ASG1_474_537,61,31,180,393,0,19,137,1
ASG1_485_548,331,102,64,297,1,105,155,74
ASG1_496_559,588,0,142,143,3,122,213,29
ASG1_507_570,144,475,287,447,0,37,250,383
ASG1_518_581,368,0,303,167,0,23,102,145
ASG1_529_592,406,482,795,261,0,83,371,944
ASG1_540_603,523,517,368,417,4,58,427,449
ASG1_551_614,908,346,100,223,3,109,205,127
ASG1_562_625,428,200,233,179,0,36,188,342
