,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
FHL1_472_535,9997,14935,18324,10567,21413,10891
FHL1_473_536,3715,6361,20744,3892,25773,13740
FKH1_314_377,8855,4959,9204,10673,5626,5889
FKH1_88_151,3957,5199,7411,5022,8332,4754
FKH1_78_141,4502,6434,9545,8016,12136,6311
FKH1_315_378,5108,3224,12326,5950,9148,7756
FKH1_316_379,1906,1449,5675,2332,4177,2947
FKH2_351_414,2197,3575,6581,1893,7577,3472
FKH2_97_160,4409,5786,13591,3906,12488,8686
FKH2_86_149,4339,5854,11614,4560,14341,7162
FKH2_353_416,2152,2860,5174,1825,6622,3994
FZF1_1_64,2674,1262,2892,3079,2098,2311
FZF1_52_115,3194,3724,10995,4831,13841,7060
FZF1_22_85,2436,1401,3143,3555,2460,1769
FZF1_51_114,6606,6666,9459,8680,6769,5511
FZF1_135_198,1930,1481,2143,3239,2221,1864
FZF1_228_291,11011,8171,20667,15036,14789,13135
FZF1_16_79,3880,3339,5102,5234,5029,4425
FZF1_45_108,2647,2663,5965,3156,5628,4755
GAT1_295_358,9005,8553,17066,17075,15850,11435
GAT1_40_103,12458,8119,28370,15832,17604,13883
GAT1_297_360,11477,5918,15525,20424,10142,9425
GAT1_300_363,12048,6939,17273,22149,13506,10568
GAT3_56_119,2975,3953,6631,3358,7748,4559
GAT3_62_125,1008,2037,6660,1128,7538,3742
GAT3_61_124,3747,5385,6639,3372,8062,3876
GAT4_46_109,2332,1807,3521,2955,3800,2727
GCN4_218_281,3238,2213,4540,3038,4186,2797
GCR1_643_706,9338,9216,14541,15810,16783,10626
GIS1_827_890,2492,2713,6003,2765,3668,3607
GLN3_291_354,2821,2079,3865,2876,3138,2908
GLN3_293_356,1988,1431,2575,1598,2848,2320
GLN3_296_359,2179,1810,4751,1785,3833,2796
GTS1_181_244,4345,4306,5800,5381,5280,3740
GTS1_182_245,1109,1956,6513,2451,6573,4748
GTS1_174_237,1701,2691,4687,3697,4095,2653
GZF3_116_179,3573,3363,5404,4329,5532,3699
GZF3_118_181,3546,2448,4236,4265,3960,3376
GZF3_123_186,2155,2571,4359,3151,4029,2555
HAA1_1_64,1200,1525,1544,1622,2088,1197
HAC1_26_89,2591,2368,5605,4640,4211,3578
HAP2_155_218,2480,2105,3369,3452,4954,2602
HAP3_41_104,7556,6458,10573,10620,11079,7344
HAP4_41_104,7027,2974,12212,9688,8032,7373
HCM1_119_182,11497,16548,13854,15205,17279,8999
HCM1_120_183,7899,12931,23400,11521,31435,14543
HCM1_121_184,2598,4225,13350,5378,14158,8487
HEL2_53_116,998,1064,2160,1531,2083,1296
HEL2_202_265,3883,2428,5507,6055,4508,4053
HEL2_230_293,7911,7759,19208,9178,18231,11064
HEL2_261_324,5026,5191,10707,5634,11938,6249
HEL2_51_114,2878,3516,7103,3688,6650,4303
HMLALPHA2_130_193,1688,2275,3376,2424,3287,2300
HMLALPHA2_134_197,1005,1459,2251,1207,2518,1773
HMO1_111_174,7107,3358,8297,9766,5709,5347
HMO1_112_175,2211,1178,6312,3087,3805,3931
HMO1_107_170,5922,3263,9508,9487,6024,5255
HMS1_274_337,868,2184,3455,1134,3834,2437
HMS1_279_342,1792,2850,5707,1586,6654,3901
HMS1_286_349,4117,4017,8651,5081,7666,5622
HMS2_26_89,4424,7332,16954,8556,20941,11719
HMS2_25_88,14083,16768,15676,21794,18980,10661
HSF1_194_257,2419,3013,6252,2145,7427,3563
INO2_237_300,1320,1066,1582,410,1879,1080
INO2_235_298,951,706,685,346,811,1016
INO4_45_108,1958,1970,4352,1700,4876,2643
ITC1_417_480,7657,10390,17096,10085,20411,11223
ITC1_43_106,6708,7628,15173,8943,13789,8396
ITC1_421_484,7126,9289,15021,7178,17249,8891
IXR1_364_427,5103,4492,11006,7647,9310,7019
IXR1_436_499,4062,4666,8369,5171,9620,5907
IXR1_437_500,2087,2891,10083,3059,9222,5689
IXR1_366_429,3134,2595,6060,4128,4639,3616
IXR1_435_498,4557,4627,6020,6376,4506,3574
MAC1_1_64,460,888,1729,718,1411,1298
MATALPHA1_81_144,2869,5441,13733,1940,13831,7945
MBP1_25_88,2963,1660,4371,2024,2544,2124
MBP1_394_457,8452,10141,20849,14479,19604,13191
MBP1_377_440,14471,16370,30037,21405,34066,18609
MBP1_413_476,6122,8221,13427,9020,15755,9493
MBP1_495_558,1983,2970,5314,1450,5727,3321
MBP1_33_96,3894,4760,9775,4553,11265,5781
MCM1_17_80,1947,1937,3267,1088,3450,2239
MCM1_14_77,1015,1367,1775,1502,2293,1613
MCM1_28_91,2767,2312,3567,3855,4087,2806
MDS3_155_218,3169,5354,8665,3771,10042,5735
MET28_99_162,785,681,1043,1216,1121,793
MET28_104_167,383,647,1410,460,1458,912
MET28_103_166,1685,1388,1640,1501,1599,1186
MET31_91_154,3380,3701,6398,5850,6308,4568
MET32_94_157,1311,1651,2480,2191,2647,1755
MGA2_534_597,18005,21320,32477,29712,39176,21897
MGA2_710_773,3732,6915,16444,4797,17162,8236
MGA2_702_765,1755,3004,5070,1497,5471,3285
MGA2_735_798,5273,6860,15050,5336,15500,9144
MGA2_546_609,7878,11074,18679,12588,21286,12531
MGA2_720_783,4511,5584,14582,4898,11650,8241
MIG1_35_98,10297,7081,16845,16529,11962,9589
MIG2_14_77,1932,1238,2086,2553,1997,1728
MIG3_12_75,4254,2419,7122,6749,5188,4681
MOT2_26_89,2992,3844,9400,3776,7625,5179
MOT2_152_215,2130,2923,5053,3068,5476,3606
MOT2_28_91,3833,2408,6326,3717,4984,4743
MOT3_340_403,1270,1315,3511,1497,2835,1754
MSN1_286_349,9436,9849,18873,12162,20721,12229
MSN2_641_704,6530,3564,7838,9650,5086,5324
MSN4_567_630,3800,2526,4814,4537,3883,3072
NFI1_29_92,898,1422,5392,628,5426,2849
NFI1_326_389,13585,18346,31835,21124,35544,19466
NFI1_28_91,3049,3298,4303,2134,4456,2958
NFI1_342_405,6471,4643,14351,7620,9855,7814
NHP6A_24_87,7271,6744,18415,13837,14246,9977
NHP6A_16_79,6892,4565,13711,12536,8501,7300
NHP6B_30_93,4152,4290,6485,7185,8112,5407
NHP6B_23_86,4994,4230,9962,8961,9858,6366
NRG1_168_231,6760,3251,10578,12010,6624,6376
NRG2_150_213,5791,2607,8096,8497,4740,4830
NSI1_346_409,407,244,385,320,357,378
NSI1_275_338,2210,2973,4497,2588,4804,3038
NSI1_336_399,485,556,631,1297,802,482
NSI1_411_474,1350,1222,2873,1593,2431,1595
NSI1_489_552,12340,11124,27469,18439,24085,15547
NSI1_324_387,1239,1654,4950,1095,4920,2601
OTU1_238_301,7305,8055,14701,13969,14172,9392
PDC2_73_136,4138,7344,21485,3576,25857,11949
PDC2_72_135,9757,14317,16146,7961,16506,8914
PHD1_199_262,8190,8113,14432,14107,15616,9608
PHD1_218_281,20794,22122,45367,34077,50386,26050
PHO2_74_137,1627,1485,2780,1918,2443,1966
PHO2_76_139,3277,2645,4976,3352,3587,3217
PHO2_68_131,3106,1317,3381,3561,1816,1888
PHO2_10_73,3025,2267,8155,4349,5325,4335
PHO4_247_310,6551,1630,3401,5385,8897,3922
PHO4_249_312,8558,1466,3078,6339,8281,3320
PLM2_95_158,8674,9984,11209,12213,12714,7163
PLM2_96_159,3179,4337,12673,5865,15333,7609
PLM2_86_149,4313,4807,8675,6710,8833,5910
PMD1_126_189,4377,5730,9874,6130,8731,6396
PZF1_87_150,7284,6945,18279,8456,14295,10655
PZF1_59_122,4825,4829,9084,6155,9046,5429
PZF1_345_408,613,844,1853,789,1983,1154
PZF1_143_206,2650,3923,12055,3173,14199,7091
PZF1_30_93,5364,3317,8697,9172,5587,5466
PZF1_115_178,4777,5495,19975,8221,18834,13803
PZF1_142_205,6840,9927,11882,7580,14653,7635
PZF1_175_238,4134,5930,10845,6568,11696,7495
PZF1_201_264,1337,2899,5009,3031,5460,2697
PZF1_233_296,970,1427,3353,1945,2894,2021
PZF1_33_96,5378,3158,6851,9474,4489,3976
PZF1_68_131,5431,4630,13619,12461,7500,8242
PZF1_114_177,14290,12373,17743,18117,16413,10585
PZF1_158_221,7163,4492,12462,11430,9922,7823
RAP1_355_418,4686,5182,21406,5662,17356,12422
RAP1_752_815,7679,8156,19500,14494,19158,12100
RAP1_136_199,1415,1824,2468,1550,3252,1974
RAP1_130_193,1459,1693,4566,2319,3367,2325
RAP1_354_417,9785,10988,12486,11478,13633,7940
RAP1_369_432,4392,5738,7637,8159,8478,5905
REB1_476_539,2032,1404,2227,1802,2714,2101
REB1_405_468,1952,1788,4059,2455,3673,2774
REB1_466_529,1867,1525,3379,2561,1883,1924
REB1_720_783,641,501,816,155,1027,573
REB1_456_519,1216,1371,3883,2096,2601,2096
REB1_677_740,2250,2037,3742,1975,3896,2677
REI1_182_245,7355,10170,19911,11931,20927,12263
REI1_1_64,5675,3585,7595,10360,6307,5240
REI1_143_206,4561,4275,11071,6843,9428,6761
REI1_195_258,1875,3805,5555,3711,6034,3819
REI1_176_239,6504,9167,17194,9406,16504,11172
RFX1_289_352,1103,827,2278,734,1256,1405
RFX1_291_354,2993,1761,4335,3558,3267,3059
RGM1_15_78,2655,2283,3460,3109,3324,2341
RIM101_192_255,3058,1802,8502,3160,4785,4977
RIM101_127_190,937,1201,2108,1176,1854,903
RIM101_162_225,6081,6491,11233,8918,11547,7286
RIM101_191_254,7493,3957,8322,9349,5213,4082
RIM101_129_192,849,1136,1801,1902,1521,1350
RIM101_184_247,2623,1827,5831,4545,4237,3230
RLM1_1_64,8438,7214,17244,10206,12186,10041
RME1_156_219,9067,7492,15678,13495,14120,9947
RME1_188_251,825,748,1085,709,1438,732
RME1_237_300,542,688,1317,438,1053,1038
ROX1_16_79,3379,3774,8077,3623,7566,4785
ROX1_19_82,2283,2780,4902,2522,5644,2857
RPH1_702_765,2002,1228,2676,2038,1910,1548
RPN4_423_486,9848,9523,25073,10987,20654,14619
RSF2_145_208,6862,7921,14602,12196,13989,9383
RTG1_38_101,4845,5444,11155,7038,9294,6731
RTG1_24_87,4205,4283,7839,4551,7722,5515
RTG1_29_92,5136,6595,13877,5643,16105,8208
RTG3_283_346,1095,1641,2921,1923,3433,1757
RTG3_289_352,530,1381,1863,710,2500,1442
RTG3_295_358,1014,1358,3426,520,3097,1858
SFL1_72_135,4748,5009,7754,8336,8418,6657
SFP1_606_669,2784,2587,6752,3513,4174,3384
SFP1_182_245,11520,11769,31727,13195,26716,19323
SFP1_579_642,3206,2297,5492,3589,4336,3730
SFP1_620_683,2105,1789,2870,1905,2528,1992
SIZ1_20_83,3401,5197,12123,5120,13450,9054
SIZ1_349_412,5018,6811,12098,6164,14804,7460
SIZ1_19_82,10363,11331,14253,15697,15162,8197
SIZ1_367_430,2063,2788,4468,2158,4500,3432
SKO1_421_484,996,1819,4081,834,3983,2303
SKO1_1_64,15733,8445,30918,31070,17833,17656
SKO1_431_494,1306,3158,6696,1707,8323,3359
SKO1_423_486,729,1116,2653,520,3274,1713
SMP1_1_64,3203,2581,6257,3229,4464,3855
SOK2_446_509,2951,3664,6126,4621,6962,4369
SPT10_156_219,820,1202,1458,1791,1575,1013
SPT10_338_401,1429,1510,2897,1609,2616,1809
SPT15_164_227,3010,4641,11672,4124,13218,8168
SPT15_75_138,2778,2406,4370,5302,3886,2999
SPT15_79_142,6317,6410,12513,10079,10431,8053
SPT15_163_226,7135,9173,8325,10414,9154,5210
SPT23_513_576,1936,2608,2884,3565,3209,2743
SPT23_702_765,10163,15923,22892,12367,31057,13820
SPT23_692_755,9092,15484,26603,9118,30526,13036
SPT23_725_788,1548,3814,3763,1848,4949,3452
SPT23_522_585,1580,1217,2677,1553,2636,2058
SPT23_710_773,5046,7470,12243,4828,15461,7513
SRD1_157_220,1907,2576,3705,2245,4892,2619
STB3_51_114,1998,2674,6261,2885,5532,3792
STP1_139_202,12624,9051,24406,18634,17291,14143
STP1_180_243,5905,4131,9486,8242,9070,5165
STP1_143_206,5047,8828,14520,11273,15150,9536
STP2_183_246,4293,4797,9105,4850,11763,6382
STP2_224_287,5047,6331,12579,6678,11344,6893
STP2_188_251,2661,3014,7327,2902,7195,4070
STP3_137_200,6786,4821,12208,9773,8972,7379
STP4_283_346,7844,5477,14544,14905,9717,8221
STP4_255_318,9667,3597,12491,14548,8832,7114
STP4_401_464,13882,15842,28464,18143,30805,16795
STP4_270_333,4767,2175,3574,6005,2587,3051
SWI4_59_122,479,377,1026,437,841,499
SWI4_503_566,1147,1948,3817,697,4629,2460
SWI4_624_687,2214,3388,7498,3436,6119,3985
SWI4_70_133,1279,1359,3203,1520,2755,1745
SWI5_548_611,3393,4119,9282,4037,7301,5688
TBF1_405_468,1094,788,1458,1494,1449,1395
TBF1_407_470,772,1253,2395,1298,1185,1270
TDA9_57_120,5963,4304,6310,5799,5833,4488
TEC1_132_195,711,634,1760,670,1084,1042
TEC1_127_190,395,696,924,354,913,795
TIS11_151_214,4361,2890,8939,8206,7054,5540
TIS11_189_252,8930,9470,20195,15673,19438,12434
TIS11_153_216,5964,5229,16409,10106,11148,7774
TOD6_66_129,8718,4659,14204,12873,9493,8872
TOD6_386_449,2127,1800,3881,3024,2604,2860
TOD6_69_132,5594,3803,7389,9864,7031,4964
TOS4_111_174,8857,11496,9651,12168,12794,7418
TOS4_112_175,2513,3929,10710,3965,13259,7611
TOS4_115_178,4786,4620,7679,4901,8908,5073
TOS8_200_263,3785,4296,7103,4180,6821,4902
TOS8_196_259,2819,3353,6407,4046,5890,4007
TOS8_186_249,6467,3396,12087,11333,6939,6164
TYE7_193_256,3824,3676,9143,6967,5726,5296
TYE7_198_261,5892,6747,13776,11370,13249,8267
USV1_39_102,5963,3007,7268,7634,6872,5168
VHR1_31_94,2212,3987,5448,3705,5965,4498
VHR2_37_100,2289,2742,5143,2746,6487,3173
YAP1_54_117,634,901,922,283,1200,680
YAP1_63_126,413,423,397,997,636,695
YAP3_143_206,228,366,574,235,322,366
YAP5_57_120,681,996,1421,1735,1314,959
YAP6_217_280,1265,1571,4291,860,3638,2408
YAP7_125_188,304,445,1100,760,1083,706
YAP7_26_89,5008,5359,10666,8834,9747,6257
YAP7_124_187,803,777,911,966,889,495
YAP7_123_186,2031,1453,1298,1855,1229,973
YHP1_170_233,1902,1104,2390,2623,1515,1863
YHP1_172_235,987,1887,3216,2441,3266,1960
YOX1_173_236,1510,1553,5394,2683,4151,3829
YOX1_175_238,2754,1741,4787,4475,4193,2539
YOX1_172_235,7867,6189,13074,13729,9432,7143
YPL216W_369_432,4834,7090,13084,5003,14947,6439
YPL216W_44_107,3809,8702,12899,4970,19288,8138
YPL216W_373_436,2270,3138,6614,2324,6290,3494
ZAP1_688_751,11455,11444,19531,16610,18591,13830
ZAP1_598_661,4362,6970,21785,7060,23296,13036
ZAP1_747_810,3538,3563,7223,3787,7096,4462
ZAP1_775_838,4029,4095,15218,4942,9307,7906
ZAP1_804_867,963,1543,6103,1280,6665,3322
ZAP1_560_623,3593,5119,9296,3374,11173,5829
ZAP1_597_660,13384,16191,21419,18420,22283,12146
ZAP1_686_749,12869,8070,25335,21691,16431,14750
ZAP1_718_781,7039,4089,13493,8146,9389,7347
ZAP1_803_866,3128,3777,6192,3212,5413,3980
ZAP1_734_797,6883,5322,14490,12586,8817,8535
ZAP1_773_836,4329,4221,12840,4547,8687,6473
