,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
CUP9_164_227,3790,3039,3584,6694,5007,1207
CUP9_160_223,7540,5176,8483,15561,12812,2619
DAL80_16_79,4846,6772,10099,12342,11491,3811
DAL80_18_81,5930,13419,6999,9928,9146,10634
DAL80_25_88,3363,3720,6654,8720,8543,2309
DOT6_63_126,4911,4524,15047,23805,21050,2515
ECM23_120_183,5106,5780,6458,12896,9116,4514
ENV11_78_141,3204,708,3252,4304,6704,256
ENV11_77_140,2780,578,3046,12007,6308,328
FHL1_469_532,4393,1279,7897,12744,11796,470
FHL1_307_370,2869,1877,5997,8540,7450,768
FHL1_296_359,11575,7348,19818,29604,27897,3007
FHL1_472_535,7069,2981,9317,31513,14769,1491
FHL1_473_536,9216,2790,12571,12311,20544,1199
FKH1_314_377,8272,4383,15914,39010,19404,2631
FKH1_88_151,5351,2855,3701,6661,5342,1009
FKH1_78_141,13707,9895,15750,24035,22493,4493
FKH1_315_378,18393,4499,14249,23055,24032,1600
FKH1_316_379,7267,1565,10516,10245,18084,733
FKH2_351_414,3928,1112,3729,6942,8061,390
FKH2_97_160,19158,2498,9792,23480,20037,683
FKH2_86_149,7917,5049,6469,13292,10444,3302
FKH2_353_416,2073,1160,2567,5094,4975,581
FZF1_1_64,3296,812,7213,11005,9403,456
FZF1_52_115,4463,1837,7722,6929,9820,1132
FZF1_22_85,1120,1440,2737,3978,3399,768
FZF1_51_114,9135,3089,10677,26108,15550,1370
FZF1_135_198,9721,5326,22715,37812,29953,3056
FZF1_228_291,11071,15790,10438,16460,11100,7552
FZF1_16_79,2579,2967,7692,10002,8358,2118
FZF1_45_108,1053,600,1783,3417,2793,309
GAT1_295_358,8250,9492,6860,9840,9550,5326
GAT1_40_103,18253,6953,19515,32466,27140,2800
GAT1_297_360,10042,9589,17660,25573,21409,4705
GAT1_300_363,13933,14351,10847,18466,13453,8178
GAT3_56_119,7069,1725,2378,8570,4092,517
GAT3_62_125,4966,1799,4458,5192,8358,1131
GAT3_61_124,2585,709,7559,21855,15280,269
GAT4_46_109,2060,1230,5861,10405,10401,671
GCN4_218_281,9645,8499,7347,12362,10378,3994
GCR1_643_706,10958,11526,9007,14567,12028,5342
GIS1_827_890,1205,451,4271,7432,7738,183
GLN3_291_354,8373,1192,9005,20784,14400,589
GLN3_293_356,5148,867,4614,10131,6869,378
GLN3_296_359,6393,1136,9115,23952,21143,352
GTS1_181_244,2960,3229,5688,12810,8991,1624
GTS1_182_245,3583,3122,7149,5457,9664,1047
GTS1_174_237,1763,1452,1923,2563,2178,692
GZF3_116_179,5219,3700,5927,8763,7225,1604
GZF3_118_181,6618,5038,7606,12785,11178,3737
GZF3_123_186,2516,1308,3269,5441,5287,718
HAA1_1_64,7822,6640,9099,15077,10125,2953
HAC1_26_89,11831,25297,6802,12047,9100,21161
HAP2_155_218,4031,3048,7964,9903,10491,1624
HAP3_41_104,7644,12719,13038,19020,16632,8051
HAP4_41_104,8948,3958,11455,21714,14674,2400
HCM1_119_182,4446,2719,5637,21159,7459,1089
HCM1_120_183,17039,8873,12403,19643,17852,3009
HCM1_121_184,12516,8445,10146,8225,13244,3872
HEL2_53_116,5253,2363,5930,11372,8784,875
HEL2_202_265,10373,4862,10787,22589,14427,2646
HEL2_230_293,19922,7802,18184,34446,22899,3127
HEL2_261_324,10789,2242,10172,23245,15490,657
HEL2_51_114,3375,1866,3129,5448,4107,1058
HMLALPHA2_130_193,3883,1131,3852,7260,6378,441
HMLALPHA2_134_197,6894,2516,5705,10652,9196,1245
HMO1_111_174,4339,3409,7646,27536,7884,2123
HMO1_112_175,4343,2768,13905,13052,18312,2022
HMO1_107_170,9760,9225,6958,15419,6216,6318
HMS1_274_337,5197,938,2619,6749,3944,418
HMS1_279_342,4860,863,2244,5944,3585,319
HMS1_286_349,8099,2588,4788,10280,6095,1084
HMS2_26_89,10303,16454,17699,15737,22028,9987
HMS2_25_88,8201,9415,9066,30504,11692,5349
HSF1_194_257,7150,1517,11082,19726,17983,455
INO2_237_300,7973,2800,12750,23692,20341,1410
INO2_235_298,9036,4152,9242,17560,12054,2800
INO4_45_108,5823,1355,4507,7150,5611,503
ITC1_417_480,8755,2546,7622,15603,12149,987
ITC1_43_106,3273,1532,6909,13093,9955,698
ITC1_421_484,9792,4982,10186,20525,15591,2678
IXR1_364_427,12258,5250,11919,24532,18222,1841
IXR1_436_499,4747,1808,4632,13777,7445,624
IXR1_437_500,5488,3279,9517,9062,15141,1030
IXR1_366_429,6059,1851,7705,14801,10631,973
IXR1_435_498,1773,1548,4473,11395,6212,478
MAC1_1_64,7292,2428,5321,9465,7724,1054
MATALPHA1_81_144,11191,1326,5611,17549,14543,383
MBP1_25_88,7452,1850,3619,6656,4982,669
MBP1_394_457,25093,17935,25381,43665,35151,10174
MBP1_377_440,13013,11360,28030,37386,34177,5301
MBP1_413_476,12470,7268,11448,19519,15861,3297
MBP1_495_558,4401,890,5531,10878,9010,309
MBP1_33_96,3242,1043,5241,10983,6895,446
MCM1_17_80,9432,2545,7586,18225,13193,1282
MCM1_14_77,8938,1916,8288,19539,14115,769
MCM1_28_91,4541,3746,4484,8081,6520,1509
MDS3_155_218,5056,1642,6320,11092,9856,624
MET28_99_162,10685,8407,8111,15306,9162,4201
MET28_104_167,7042,3798,8348,6997,9918,2186
MET28_103_166,5999,2418,6235,21300,7943,1266
MET31_91_154,2677,5624,3635,7011,5232,3867
MET32_94_157,7095,2855,7298,13859,8730,1174
MGA2_534_597,11947,14020,17150,27134,23666,8036
MGA2_710_773,9412,1900,7615,16561,13240,623
MGA2_702_765,3478,1075,4020,9812,8406,371
MGA2_735_798,8874,2125,9054,18681,13755,749
MGA2_546_609,12313,7344,12794,19082,17335,3078
MGA2_720_783,12248,2190,19691,41432,35982,802
MIG1_35_98,10863,11467,13345,20065,15964,6795
MIG2_14_77,2844,1801,9929,14738,13614,1094
MIG3_12_75,5937,2631,10173,15499,13729,1312
MOT2_26_89,9723,6795,8398,17098,16404,3675
MOT2_152_215,1451,624,4009,6189,6167,375
MOT2_28_91,3191,1267,5475,10009,8015,717
MOT3_340_403,4866,1494,6598,15472,9365,534
MSN1_286_349,18168,9275,11517,19552,18153,3356
MSN2_641_704,3991,3548,9765,14451,11846,1991
MSN4_567_630,5633,1543,15893,30291,27742,485
NFI1_29_92,2012,423,2364,2770,4603,89
NFI1_326_389,9964,6345,11574,22097,15443,2901
NFI1_28_91,1200,963,2056,6865,4079,107
NFI1_342_405,9206,2600,10336,21973,15330,947
NHP6A_24_87,12577,24618,13833,24333,16794,25565
NHP6A_16_79,13437,9680,6828,14095,9448,3850
NHP6B_30_93,4731,4864,7243,11666,9207,2608
NHP6B_23_86,2946,1985,3450,6775,4805,921
NRG1_168_231,4986,4260,7715,12478,10010,1763
NRG2_150_213,5301,2468,10788,13640,13585,1147
NSI1_346_409,3655,1677,3107,5581,4407,967
NSI1_275_338,2914,1600,2620,4997,3771,707
NSI1_336_399,5355,1760,8792,15541,12612,619
NSI1_411_474,12800,5003,8851,17732,12571,2035
NSI1_489_552,18155,15047,15179,27774,16836,6889
NSI1_324_387,5716,1192,2843,8481,6645,429
OTU1_238_301,6437,11508,9961,16795,11489,7147
PDC2_73_136,8433,1461,5152,6861,10141,706
PDC2_72_135,7307,1535,7967,25667,14493,524
PHD1_199_262,13790,17522,13682,19911,12826,9392
PHD1_218_281,14420,12099,28022,44710,34575,6218
PHO2_74_137,877,355,2187,3592,2928,141
PHO2_76_139,4770,1591,4981,8634,7311,732
PHO2_68_131,15269,15500,7247,15095,10427,11841
PHO2_10_73,10674,8768,6034,12424,8632,4891
PHO4_247_310,2833,3365,5619,11858,11161,6193
PHO4_249_312,6482,17919,4431,15374,14491,24019
PLM2_95_158,2446,1630,5609,12705,7543,4218
PLM2_96_159,5059,8384,4102,4050,5377,4881
PLM2_86_149,5727,4070,2869,4685,3883,1941
PMD1_126_189,8229,3401,16158,26047,22377,1555
PZF1_87_150,20498,11996,22489,43905,30556,5896
PZF1_59_122,7920,4938,12363,19362,16431,2609
PZF1_345_408,2635,407,1005,2395,1950,121
PZF1_143_206,4625,1688,7522,7345,11764,583
PZF1_30_93,6411,3413,7284,14346,8083,1969
PZF1_115_178,11135,8278,17571,13924,23320,3595
PZF1_142_205,8727,3524,9059,23270,13765,1704
PZF1_175_238,3783,1540,5547,14113,10342,631
PZF1_201_264,8443,2938,4063,8424,5145,1306
PZF1_233_296,8829,2068,5112,12862,8545,655
PZF1_33_96,11851,8468,8407,14977,10290,3216
PZF1_68_131,17063,12147,22280,37973,27546,6631
PZF1_114_177,10458,7750,8838,29602,11527,4209
PZF1_158_221,8347,3963,8076,18306,11716,1871
RAP1_355_418,7125,2840,13531,10589,18448,1133
RAP1_752_815,9048,7211,14909,23232,20518,3290
RAP1_136_199,5449,2573,5365,8327,9035,821
RAP1_130_193,13179,5946,18563,29285,24699,2208
RAP1_354_417,3776,1892,2810,16120,4043,698
RAP1_369_432,3303,1556,8737,13645,13231,645
REB1_476_539,2737,3561,1189,3105,1274,1977
REB1_405_468,2238,8747,7899,13048,9207,7341
REB1_466_529,5241,1664,5674,11127,8766,701
REB1_720_783,6376,1113,1927,7225,3307,622
REB1_456_519,5955,1692,10292,17074,13107,834
REB1_677_740,15853,8399,8779,16958,13738,3993
REI1_182_245,6562,3632,19177,32505,28214,1989
REI1_1_64,12602,15627,8740,16664,11804,10851
REI1_143_206,6155,3115,16526,29349,22208,1437
REI1_195_258,10795,4762,9107,16371,12562,2271
REI1_176_239,12394,5704,16856,29248,21895,2515
RFX1_289_352,15755,6780,20930,35472,30654,3509
RFX1_291_354,17085,8114,19530,32849,23915,3226
RGM1_15_78,8677,10054,10561,19687,15187,5932
RIM101_192_255,3502,1038,4576,4267,5532,488
RIM101_127_190,2530,1051,3795,6065,5900,392
RIM101_162_225,12555,9395,16257,37922,20667,5077
RIM101_191_254,7394,9298,4517,15387,7085,6354
RIM101_129_192,1680,1449,4995,8398,7973,618
RIM101_184_247,7299,2288,6617,13281,9596,916
RLM1_1_64,7998,3117,9843,16814,12866,1449
RME1_156_219,15980,14192,8446,15624,9137,6156
RME1_188_251,5255,3626,4518,7780,6326,1604
RME1_237_300,6204,1003,2115,5884,3864,505
ROX1_16_79,7605,4150,4235,9526,5835,2640
ROX1_19_82,3979,3147,4970,8025,7782,3230
RPH1_702_765,3398,673,4913,10238,9452,280
RPN4_423_486,17246,7025,22938,37001,34971,2796
RSF2_145_208,8795,8014,5357,8884,7378,3396
RTG1_38_101,8367,2051,6477,16100,8285,794
RTG1_24_87,9590,3128,3642,10115,5649,1527
RTG1_29_92,4716,1930,3000,6804,4166,758
RTG3_283_346,1728,908,3120,7253,6285,553
RTG3_289_352,2282,510,1199,3978,2223,143
RTG3_295_358,6229,466,5411,15535,13356,153
SFL1_72_135,17771,15791,20174,30741,27278,6821
SFP1_606_669,14969,6357,9667,18305,15126,2611
SFP1_182_245,30417,24511,17637,32721,27891,13193
SFP1_579_642,3395,1486,6257,11380,8156,605
SFP1_620_683,2369,740,1609,3465,2431,384
SIZ1_20_83,7396,5200,9430,8369,11580,1979
SIZ1_349_412,7982,1997,10200,19561,13372,699
SIZ1_19_82,8386,8302,11635,30279,16605,4496
SIZ1_367_430,8001,1191,5558,15701,10097,390
SKO1_421_484,1300,308,1675,3749,3141,86
SKO1_1_64,20760,21154,18106,33486,20539,11481
SKO1_431_494,3232,501,4263,10985,8841,134
SKO1_423_486,2143,334,1538,4712,3745,79
SMP1_1_64,7200,1602,8331,15385,11731,603
SOK2_446_509,11051,5389,9475,15920,15293,2276
SPT10_156_219,8012,2987,12740,22955,19260,950
SPT10_338_401,6952,2131,5568,13387,6988,795
SPT15_164_227,11594,6726,9350,8150,15045,2375
SPT15_75_138,4061,6187,6163,10765,8906,4634
SPT15_79_142,6761,4466,12631,20215,16919,2750
SPT15_163_226,6735,3124,11139,26505,15032,1405
SPT23_513_576,11062,11405,15182,21637,19350,4834
SPT23_702_765,13904,4797,14802,24270,21421,1803
SPT23_692_755,8614,2244,8441,17019,13193,827
SPT23_725_788,8591,13714,4309,8866,5701,8450
SPT23_522_585,10399,5235,18748,31847,25150,2935
SPT23_710_773,7351,1733,8208,17509,15541,1484
SRD1_157_220,2542,1107,2197,4108,3237,835
STB3_51_114,10267,2570,7061,14403,10214,836
STP1_139_202,20583,17191,15641,25893,18498,8318
STP1_180_243,11196,8913,23713,32830,30887,5008
STP1_143_206,8411,8141,11075,16353,14448,4120
STP2_183_246,1821,3120,7750,13003,12272,1275
STP2_224_287,4930,2963,9317,14738,14405,1255
STP2_188_251,6546,10700,7560,13544,11869,5413
STP3_137_200,7399,7754,17722,24884,23817,5084
STP4_283_346,11506,10153,13251,22194,16249,5016
STP4_255_318,12162,6265,15680,32044,20151,2916
STP4_401_464,10644,5715,19240,33413,26742,2207
STP4_270_333,7962,5550,15116,22167,20033,3989
SWI4_59_122,4378,397,3389,9103,6467,137
SWI4_503_566,4306,460,3632,10172,8384,124
SWI4_624_687,4819,1453,5642,9446,8638,430
SWI4_70_133,8188,1773,5556,14041,8848,609
SWI5_548_611,4626,1843,6473,12333,9261,651
TBF1_405_468,4514,1451,8746,18237,13509,540
TBF1_407_470,8007,1684,6403,14083,10527,530
TDA9_57_120,14988,12391,16891,25971,21182,5506
TEC1_132_195,4109,820,3472,7830,5766,585
TEC1_127_190,3436,671,3890,7498,6808,170
TIS11_151_214,13756,4980,9579,22323,11230,1866
TIS11_189_252,19642,16093,37428,53152,46616,7630
TIS11_153_216,12570,4632,21465,36684,31295,1776
TOD6_66_129,8605,6330,10386,16661,15196,2502
TOD6_386_449,6606,1781,12867,25841,20468,1027
TOD6_69_132,13056,11678,29127,41546,38633,5833
TOS4_111_174,7399,4852,11876,31025,13761,2540
TOS4_112_175,14441,12072,16824,14002,21327,6336
TOS4_115_178,2569,1332,7102,10649,8654,611
TOS8_200_263,3933,1294,4883,10622,8704,578
TOS8_196_259,2673,1903,4880,9254,7550,584
TOS8_186_249,5725,1918,7983,14815,11348,925
TYE7_193_256,12499,8317,9459,17647,10466,3855
TYE7_198_261,8883,7539,13421,23018,16071,3722
USV1_39_102,11523,7721,9218,14049,10576,3859
VHR1_31_94,4591,1795,7430,11491,9748,777
VHR2_37_100,2913,1301,2839,5898,4619,481
YAP1_54_117,4651,2551,5408,10994,7708,1328
YAP1_63_126,4011,1616,2318,4835,3104,869
YAP3_143_206,2631,1212,806,1868,1262,1043
YAP5_57_120,3639,2601,1849,2657,1535,913
YAP6_217_280,4654,505,1979,4506,3344,153
YAP7_125_188,4986,4853,4270,3245,5788,2070
YAP7_26_89,2646,3103,4524,7535,5757,2163
YAP7_124_187,2680,2000,5999,7628,7846,925
YAP7_123_186,2699,4308,4643,12246,6338,3193
YHP1_170_233,3653,2326,12718,16599,16891,865
YHP1_172_235,3593,1878,10944,16397,12584,1584
YOX1_173_236,5631,2649,9603,7698,12430,1068
YOX1_175_238,2749,2408,7380,11939,11629,2182
YOX1_172_235,15154,9446,14245,31021,18576,4289
YPL216W_369_432,19752,4108,8106,20317,12890,1423
YPL216W_44_107,13502,11367,4441,9536,6661,6098
YPL216W_373_436,4127,805,7484,15838,14272,273
ZAP1_688_751,12874,11608,7644,13410,9353,4831
ZAP1_598_661,14232,5982,11447,11499,18032,2298
ZAP1_747_810,6333,1922,5179,10747,9302,643
ZAP1_775_838,6410,1823,6098,13738,10569,1179
ZAP1_804_867,7168,932,4188,5240,8719,253
ZAP1_560_623,3453,898,5567,11348,8975,329
ZAP1_597_660,10964,7465,9862,30473,13087,3091
ZAP1_686_749,19914,12627,21626,43420,28106,7097
ZAP1_718_781,10916,9367,8525,17566,12301,5075
ZAP1_803_866,4322,663,7760,22119,14154,300
ZAP1_734_797,9113,4597,10517,18264,14557,2783
ZAP1_773_836,10159,1615,3748,8317,6622,565
