,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
OTU1_238_301,10520,10106,15508,22532,10231,12184
PDC2_73_136,9926,10191,1668,28148,16378,2129
PDC2_72_135,8985,11667,4205,26143,13648,5705
PHD1_199_262,12648,12099,20653,28446,14415,14122
PHD1_218_281,16691,17455,20003,42193,22965,16469
PHO2_74_137,5999,4399,2928,12675,7239,2892
PHO2_76_139,5199,5840,3998,13694,7213,2773
PHO2_68_131,7862,9688,4218,18380,9741,5603
PHO2_10_73,4745,4402,4742,14229,7171,4213
PHO4_247_310,13709,1072,22693,22144,9849,15984
PHO4_249_312,12550,573,18204,19967,10526,19431
PLM2_95_158,8124,8629,10645,22482,10404,10764
PLM2_96_159,10299,8781,4178,25917,11469,4050
PLM2_86_149,7703,7320,6281,16272,8755,5601
PMD1_126_189,9952,10186,6534,27489,13782,7601
PZF1_87_150,15743,14276,9838,31670,18086,10712
PZF1_59_122,12452,11833,11839,26550,13479,8981
PZF1_345_408,2644,2593,1273,6030,4778,1141
PZF1_143_206,7076,7657,1845,15163,8689,1762
PZF1_30_93,9620,8090,8784,22592,12006,7790
PZF1_115_178,12469,13395,5445,28691,14929,4645
PZF1_142_205,8054,8928,4885,20042,11501,5645
PZF1_175_238,7655,7800,3978,16946,7984,4018
PZF1_201_264,7700,9266,3200,23420,10282,4540
PZF1_233_296,8380,7805,2338,22986,11322,3348
PZF1_33_96,8003,8180,8554,17275,10598,7159
PZF1_68_131,14198,14491,18724,38502,17814,12504
PZF1_114_177,9517,8852,11306,24232,10847,11858
PZF1_158_221,9098,9653,6243,21921,11249,5945
RAP1_355_418,10671,10635,3454,22951,12935,3592
RAP1_752_815,10099,9599,9670,20566,14317,8810
RAP1_136_199,7905,7065,3883,18952,8086,4723
RAP1_130_193,9793,11982,6291,27339,15991,6902
RAP1_354_417,7846,9411,8291,18344,9736,7908
RAP1_369_432,8767,7101,5305,16926,8619,5133
REB1_476_539,4902,4654,3448,7829,5607,3010
REB1_405_468,6270,5450,2948,14785,7945,2855
REB1_466_529,5405,5636,4169,12997,7033,3804
REB1_720_783,4352,5393,1098,12281,6946,1539
REB1_456_519,7019,7214,4207,16676,6421,4264
REB1_677_740,7369,8473,4346,22093,10442,6523
REI1_182_245,11110,11117,9380,27871,15583,8005
REI1_1_64,11921,11023,10803,26100,13021,9814
REI1_143_206,10759,8818,10536,23712,12419,8926
REI1_195_258,9051,8395,7363,21574,10747,6014
REI1_176_239,12539,12588,9211,30343,17482,8275
RFX1_289_352,11522,11319,7071,30102,15610,7318
RFX1_291_354,13272,14944,11263,37381,16963,10796
RGM1_15_78,9732,10492,6627,20918,11958,7384
RIM101_192_255,6887,8164,1876,18526,9747,1799
RIM101_127_190,4862,4631,2826,10953,5259,2958
RIM101_162_225,12967,13900,11163,31921,16541,10202
RIM101_191_254,6907,7733,7068,18383,11787,5706
RIM101_129_192,4783,4741,2484,9364,5019,2961
RIM101_184_247,6723,9046,3218,20379,10407,4261
RLM1_1_64,13095,14595,7259,27886,15984,8440
RME1_156_219,10519,9144,11707,23817,10663,8526
RME1_188_251,6642,6821,6572,16377,8536,5008
RME1_237_300,5361,6237,491,15363,11091,1229
ROX1_16_79,5860,6886,3894,13215,8446,3293
ROX1_19_82,5648,5441,3383,15052,6586,3198
RPH1_702_765,7868,8500,2182,19667,12074,2868
RPN4_423_486,12057,11598,6928,30671,13664,6791
RSF2_145_208,12969,11090,14563,27768,13053,13386
RTG1_38_101,9807,9470,4502,23485,11969,6040
RTG1_24_87,9683,7482,5749,24584,10542,5626
RTG1_29_92,9922,8245,4789,23332,11626,5114
RTG3_283_346,3810,5145,1601,11014,5980,2701
RTG3_289_352,3649,5616,692,10460,5469,1028
RTG3_295_358,3879,6443,465,13625,7034,1239
SFL1_72_135,13846,12345,15794,29882,14964,13871
SFP1_606_669,8679,8716,3930,26506,11975,4572
SFP1_182_245,16779,13130,5477,32937,20282,8208
SFP1_579_642,5576,5695,4959,12575,6868,3180
SFP1_620_683,5177,6198,2706,13369,6761,2880
SIZ1_20_83,12349,10808,7265,26664,13601,5606
SIZ1_349_412,11312,11378,6151,25775,14408,4995
SIZ1_19_82,10547,10658,19002,29098,13629,14465
SIZ1_367_430,7648,8354,1585,18852,12497,2707
SKO1_421_484,3649,3971,1386,9272,5543,1304
SKO1_1_64,19104,18839,24428,49035,22273,17705
SKO1_431_494,5310,5595,559,14036,6980,1374
SKO1_423_486,2533,4676,312,8647,5366,667
SMP1_1_64,9586,10642,2344,25090,13863,3556
SOK2_446_509,7027,7074,3868,18047,8956,4644
SPT10_156_219,7522,8819,4584,18526,9247,5214
SPT10_338_401,8769,8738,3708,17953,7902,4430
SPT15_164_227,10150,11057,4349,28200,14094,3777
SPT15_75_138,7554,7639,8595,17647,9176,7350
SPT15_79_142,10462,9246,12608,25616,12438,9622
SPT15_163_226,10774,12051,11093,27181,12860,11786
SPT23_513_576,11933,10349,12919,25685,10778,11493
SPT23_702_765,9664,11718,5817,27897,15315,7428
SPT23_692_755,10279,11336,3345,28335,15915,4333
SPT23_725_788,8058,10231,4177,22603,13024,3529
SPT23_522_585,13602,15226,15191,33155,15262,12788
SPT23_710_773,7398,7848,2593,21177,12426,4031
SRD1_157_220,4433,4316,2270,9455,5202,3124
STB3_51_114,7331,8248,4329,19413,9660,3957
STP1_139_202,15207,14662,16411,40026,18915,14760
STP1_180_243,15014,12560,13857,31740,17094,13629
STP1_143_206,11133,11065,11521,29046,13606,12077
STP2_183_246,9081,8081,5872,17596,9699,4875
STP2_224_287,8142,10342,6358,20791,12527,4980
STP2_188_251,7197,6946,3884,17387,8926,4007
STP3_137_200,10908,9442,10976,23575,11408,9749
STP4_283_346,11332,11385,13777,28010,12603,10632
STP4_255_318,12456,14327,14858,30768,16069,12584
STP4_401_464,11739,12082,11497,32344,14471,8399
STP4_270_333,10734,10666,10366,28158,12963,10212
SWI4_59_122,3416,4779,651,12189,6416,2007
SWI4_503_566,7421,8656,1077,19915,12667,1519
SWI4_624_687,7578,7966,2026,19620,9997,3940
SWI4_70_133,5971,5837,2859,17697,8762,2792
SWI5_548_611,7777,7340,3040,18805,10761,4529
TBF1_405_468,6685,6583,2789,16123,8360,3535
TBF1_407_470,7809,8564,3148,16467,8928,3889
TDA9_57_120,13579,12523,16366,28966,13956,13623
TEC1_132_195,4502,5381,1473,10708,6039,2065
TEC1_127_190,4248,4751,2783,10358,6608,2171
TIS11_151_214,10247,9836,8507,25417,15300,7992
TIS11_189_252,15859,15549,20292,36233,19484,14593
TIS11_153_216,10690,12513,7557,26140,12088,7352
TOD6_66_129,11306,9119,12677,29481,15224,9067
TOD6_386_449,7705,9752,3734,22148,12465,3874
TOD6_69_132,10973,13874,11911,26341,11218,11166
TOS4_111_174,12863,12139,16999,27993,14478,16481
TOS4_112_175,15437,15388,7094,36626,14735,6808
TOS4_115_178,10633,11317,7501,24827,13040,7485
TOS8_200_263,7002,6704,3558,19869,8060,4034
TOS8_196_259,5942,5460,3497,12798,7245,4096
TOS8_186_249,7745,8797,4566,20356,11442,4298
TYE7_193_256,11002,11922,10300,23600,13825,10878
TYE7_198_261,11202,11008,13721,25168,11522,9554
USV1_39_102,10806,11335,12781,25719,14021,9883
VHR1_31_94,6651,6862,3243,16270,8683,3709
VHR2_37_100,6034,5424,2143,14336,8266,3285
YAP1_54_117,4850,4887,4787,11278,6225,3604
YAP1_63_126,4580,4191,3540,12316,5347,3676
YAP3_143_206,2290,2004,1323,7017,3384,1510
YAP5_57_120,5041,4127,4514,8134,5067,4730
YAP6_217_280,2819,3812,1235,9224,6182,853
YAP7_125_188,4443,4049,2355,7823,5109,2149
YAP7_26_89,7017,6405,9832,17755,7908,7000
YAP7_124_187,4878,4611,4744,10564,5261,4568
YAP7_123_186,6125,4989,7315,9975,4743,6865
YHP1_170_233,6662,8117,8274,15855,6972,6550
YHP1_172_235,7784,7742,6072,20537,10303,6602
YOX1_173_236,6588,6180,3500,17491,7001,2857
YOX1_175_238,4865,4432,3792,10932,6335,3402
YOX1_172_235,8149,8817,10784,20479,10379,9236
YPL216W_369_432,11300,14038,4670,31273,17056,6097
YPL216W_44_107,7630,7721,2309,18550,9511,3361
YPL216W_373_436,6540,7969,3543,19043,11360,3398
ZAP1_688_751,13216,10654,15196,32158,13826,12348
ZAP1_598_661,10547,11523,3664,27678,13401,3007
ZAP1_747_810,5286,5814,1836,11682,8498,2271
ZAP1_775_838,7043,8418,3673,17198,10450,2921
ZAP1_804_867,5027,6550,785,16395,9842,943
ZAP1_560_623,6499,7062,2086,16885,11598,2855
ZAP1_597_660,13147,11962,11729,31546,16218,11895
ZAP1_686_749,16422,16364,17112,39447,18065,14509
ZAP1_718_781,8792,9849,7277,20644,11125,6057
ZAP1_803_866,6218,6669,1726,16673,9308,2621
ZAP1_734_797,10098,10354,7319,24677,11917,7412
ZAP1_773_836,6687,7246,1733,16633,9002,3142
