,1_0_1,1_0_2
ADR1_980_1043,148,234
ADR1_991_1054,298,408
ADR1_1002_1065,328,456
ADR1_1013_1076,211,232
ADR1_1024_1087,782,931
ADR1_1035_1098,1649,1166
ADR1_1046_1109,871,1066
ADR1_1057_1120,379,534
ADR1_1068_1131,668,795
ADR1_1079_1142,442,520
ADR1_1090_1153,234,331
ADR1_1101_1164,270,309
ADR1_1112_1175,794,809
ADR1_1123_1186,500,403
ADR1_1134_1197,190,185
ADR1_1145_1208,173,193
ADR1_1156_1219,493,441
ADR1_1167_1230,304,311
ADR1_1178_1241,608,1865
ADR1_1189_1252,578,628
ADR1_1200_1263,1237,1292
ADR1_1211_1274,2222,2001
ADR1_1222_1285,1274,1259
ADR1_1233_1296,1614,1506
ADR1_1244_1307,705,653
ADR1_1255_1318,227,190
ADR1_1260_1323,251,263
AFT1_1_64,3378,2878
AFT1_12_75,4083,3356
AFT1_23_86,2173,1963
AFT1_34_97,1495,1238
AFT1_45_108,3436,3050
AFT1_56_119,1853,1522
AFT1_67_130,2727,2478
AFT1_78_141,1816,1625
AFT1_89_152,1760,1641
AFT1_100_163,655,537
AFT1_111_174,767,709
AFT1_122_185,1422,1154
AFT1_133_196,1593,1267
AFT1_144_207,1113,941
AFT1_155_218,398,344
AFT1_166_229,1892,1528
AFT1_177_240,512,437
AFT1_188_251,479,468
AFT1_199_262,273,265
AFT1_210_273,599,477
AFT1_221_284,171,143
AFT1_232_295,678,625
AFT1_243_306,271,411
AFT1_254_317,335,397
AFT1_265_328,2220,1925
AFT1_276_339,3793,3372
AFT1_287_350,2314,2056
AFT1_298_361,1601,1312
AFT1_309_372,1952,1607
AFT1_320_383,1752,1613
AFT1_331_394,1268,1107
AFT1_342_405,855,631
AFT1_353_416,972,809
AFT1_364_427,2074,1988
AFT1_375_438,2561,2322
AFT1_386_449,1949,1928
AFT1_397_460,1180,1030
AFT1_408_471,1393,1220
AFT1_419_482,1634,1477
AFT1_430_493,2079,2010
AFT1_441_504,2819,2839
AFT1_452_515,1809,1733
AFT1_463_526,736,698
AFT1_474_537,1290,1224
AFT1_485_548,1946,1817
AFT1_496_559,740,768
AFT1_507_570,887,934
AFT1_518_581,1455,1406
AFT1_529_592,1743,1487
AFT1_540_603,3064,2753
AFT1_551_614,1899,1670
AFT1_562_625,1665,1456
AFT1_573_636,2194,2042
AFT1_584_647,2601,2610
AFT1_595_658,4215,3670
AFT1_606_669,2210,1807
AFT1_617_680,1110,848
AFT1_628_691,1746,750
AFT1_627_690,570,1077
AFT2_1_64,850,767
AFT2_12_75,510,450
AFT2_23_86,788,778
AFT2_34_97,723,712
AFT2_45_108,1332,1466
AFT2_56_119,925,960
AFT2_67_130,825,883
AFT2_78_141,811,640
AFT2_89_152,408,365
AFT2_100_163,504,537
AFT2_111_174,988,173
AFT2_122_185,272,277
AFT2_133_196,439,435
AFT2_144_207,572,635
AFT2_155_218,793,1161
AFT2_166_229,369,569
AFT2_177_240,620,670
AFT2_188_251,499,532
AFT2_199_262,977,890
AFT2_210_273,355,381
AFT2_221_284,289,318
AFT2_232_295,1100,894
AFT2_243_306,218,256
AFT2_254_317,918,690
AFT2_265_328,419,386
AFT2_276_339,1028,840
AFT2_287_350,2100,1893
AFT2_298_361,1284,1048
AFT2_309_372,1670,1318
AFT2_320_383,860,748
AFT2_331_394,634,392
AFT2_342_405,641,684
AFT2_353_416,1358,1271
ARG56_1_64,2274,2064
ARG56_12_75,1942,1891
ARG56_23_86,2092,1908
ARG56_34_97,1136,1013
ARG56_45_108,777,773
ARG56_56_119,689,545
ARG56_67_130,884,985
ARG56_78_141,594,631
ARG56_89_152,2908,2810
ARG56_100_163,2908,2507
ARG56_111_174,778,534
ARG56_122_185,936,773
ARG56_133_196,448,461
ARG56_144_207,960,902
ARG56_155_218,370,303
ARG56_166_229,446,428
ARG56_177_240,750,624
ARG56_188_251,713,664
ARG56_199_262,965,841
ARG56_210_273,2394,2091
ARG56_221_284,3504,2777
ARG56_232_295,2383,2009
ARG56_243_306,908,698
ARG56_254_317,465,487
ARG56_265_328,393,303
ARG56_276_339,370,428
ARG56_287_350,260,263
ARG56_298_361,123,138
ARG56_309_372,289,297
ARG56_320_383,1157,990
ARG56_331_394,686,670
ARG56_342_405,400,298
ARG56_353_416,586,743
ARG56_364_427,1024,1008
ARG56_375_438,778,1040
ARG56_386_449,626,714
ARG56_397_460,3381,2817
ARG56_408_471,2967,2502
ARG56_419_482,2461,2165
ARG56_430_493,918,868
ARG56_441_504,474,488
ARG56_452_515,607,645
ARG56_463_526,698,608
ARG56_474_537,955,1102
ARG56_485_548,1675,1710
ARG56_496_559,3051,2848
ARG56_507_570,3536,3312
ARG56_518_581,2026,1714
ARG56_529_592,398,759
ARG56_540_603,337,380
ARG56_551_614,361,415
ARG56_562_625,466,467
ARG56_573_636,194,261
ARG56_584_647,222,241
ARG56_595_658,1181,1222
ARG56_606_669,2186,2013
ARG56_617_680,1230,1761
ARG56_628_691,1510,1479
ARG56_639_702,2134,1731
ARG56_650_713,2711,2502
ARG56_661_724,2192,1965
ARG56_672_735,1833,1774
ARG56_683_746,1604,1326
ARG56_694_757,2802,2677
ARG56_705_768,1821,1740
ARG56_716_779,1783,1747
ARG56_727_790,2595,1815
ARG56_738_801,1368,1167
ARG56_749_812,1212,1282
ARG56_760_823,654,726
ARG56_771_834,706,822
ARG56_782_845,1663,1642
ARG56_793_856,2515,2173
ARG56_800_863,1325,1445
ARG80_1_64,3022,2464
ARG80_12_75,2096,1747
ARG80_23_86,1375,1114
ARG80_34_97,2546,2135
ARG80_45_108,2464,1869
ARG80_56_119,3051,2334
ARG80_67_130,3352,2841
ARG80_78_141,3638,3241
ARG80_89_152,4077,3321
ARG80_100_163,4517,3883
ARG80_111_174,6690,5638
ARG80_114_177,4926,4166
ARR1_1_64,436,353
ARR1_12_75,978,823
ARR1_23_86,755,709
ARR1_34_97,205,197
ARR1_45_108,880,833
ARR1_56_119,1048,1071
ARR1_67_130,2847,2626
ARR1_78_141,3005,2641
ARR1_89_152,3784,3384
ARR1_100_163,2731,2359
ARR1_111_174,1336,1233
ARR1_122_185,2503,2363
ARR1_133_196,2934,2877
ARR1_144_207,1681,1688
ARR1_155_218,1104,714
ARR1_166_229,678,682
ARR1_177_240,704,770
ARR1_188_251,409,454
ARR1_199_262,494,402
ARR1_210_273,150,156
ARR1_221_284,1022,892
ARR1_232_295,928,550
ARR1_231_294,458,862
ASG1_1_64,886,682
ASG1_12_75,252,285
ASG1_23_86,702,890
ASG1_34_97,998,1048
ASG1_45_108,720,745
ASG1_56_119,1868,1686
ASG1_67_130,2223,1871
ASG1_78_141,1158,1190
ASG1_89_152,968,961
ASG1_100_163,1814,1990
ASG1_111_174,873,929
ASG1_122_185,1395,1467
ASG1_133_196,1308,1310
ASG1_144_207,738,796
ASG1_155_218,792,752
ASG1_166_229,193,153
ASG1_177_240,412,404
ASG1_188_251,513,583
ASG1_199_262,1925,1776
ASG1_210_273,1589,1517
ASG1_221_284,1200,1189
ASG1_232_295,1161,1070
ASG1_243_306,1767,1677
ASG1_254_317,2351,1797
ASG1_265_328,2097,1872
ASG1_276_339,1834,1781
ASG1_287_350,2670,2833
ASG1_298_361,1770,1333
ASG1_309_372,1352,1233
ASG1_320_383,988,926
ASG1_331_394,778,850
ASG1_342_405,534,526
ASG1_353_416,591,613
ASG1_364_427,798,736
ASG1_375_438,715,718
ASG1_386_449,620,729
ASG1_397_460,977,1135
ASG1_408_471,2097,1824
ASG1_419_482,1408,1433
ASG1_430_493,668,769
ASG1_441_504,264,255
ASG1_452_515,256,349
ASG1_463_526,238,267
ASG1_474_537,374,503
ASG1_485_548,659,792
ASG1_496_559,308,358
ASG1_507_570,575,554
ASG1_518_581,365,363
ASG1_529_592,340,388
ASG1_540_603,756,857
ASG1_551_614,848,982
ASG1_562_625,468,634
ASG1_573_636,247,303
ASG1_584_647,423,557
ASG1_595_658,450,390
ASG1_606_669,549,386
ASG1_617_680,204,272
ASG1_628_691,525,600
ASG1_639_702,261,272
ASG1_650_713,494,575
ASG1_661_724,1035,1081
ASG1_672_735,1796,1525
ASG1_683_746,1368,1237
ASG1_694_757,1237,1116
ASG1_705_768,344,360
ASG1_716_779,302,263
ASG1_727_790,350,241
ASG1_738_801,698,638
ASG1_749_812,438,428
ASG1_760_823,613,668
ASG1_771_834,1350,1285
ASG1_782_845,267,288
ASG1_793_856,612,642
ASG1_804_867,210,152
ASG1_815_878,30,16
ASG1_826_889,10,11
ASG1_837_900,58,72
ASG1_848_911,1,2
ASG1_859_922,0,0
ASG1_870_933,10,6
ASG1_881_944,104,139
ASG1_892_955,303,1328
ASG1_901_964,478,556
ASH1_1_64,2687,2499
ASH1_12_75,1530,1338
ASH1_23_86,1091,1146
ASH1_34_97,1461,1526
ASH1_45_108,1089,1115
ASH1_56_119,2048,1795
ASH1_67_130,1594,1431
ASH1_78_141,967,938
ASH1_89_152,2460,2187
ASH1_100_163,1356,1322
ASH1_111_174,1828,1826
ASH1_122_185,2923,2563
ASH1_133_196,2455,2095
ASH1_144_207,1746,1523
ASH1_155_218,1822,1508
ASH1_166_229,1620,1404
ASH1_177_240,1111,1027
ASH1_188_251,456,432
ASH1_199_262,285,362
ASH1_210_273,821,1072
ASH1_221_284,360,516
ASH1_232_295,1948,1851
ASH1_243_306,2962,2720
ASH1_254_317,2088,1948
ASH1_265_328,1742,1377
ASH1_276_339,2443,1963
ASH1_287_350,927,861
ASH1_298_361,191,164
ASH1_309_372,314,265
ASH1_320_383,119,159
ASH1_331_394,246,163
ASH1_342_405,369,343
ASH1_353_416,221,281
ASH1_364_427,822,833
ASH1_375_438,1021,951
ASH1_386_449,793,662
ASH1_397_460,2671,2168
ASH1_408_471,5876,4966
ASH1_419_482,5399,4266
ASH1_430_493,3280,2777
ASH1_441_504,4334,3535
ASH1_452_515,3893,3136
ASH1_463_526,4803,3714
ASH1_474_537,2230,1766
ASH1_485_548,2276,2000
ASH1_496_559,1154,932
ASH1_507_570,217,261
ASH1_518_581,659,634
ASH1_525_588,536,601
AZF1_1_64,2309,2156
AZF1_12_75,1173,1160
AZF1_23_86,1405,1270
AZF1_34_97,1707,1732
AZF1_45_108,735,714
AZF1_56_119,1063,1209
AZF1_67_130,2935,2792
AZF1_78_141,3182,2461
AZF1_89_152,3864,3219
AZF1_100_163,4671,3869
AZF1_111_174,3004,2803
AZF1_122_185,2399,2197
AZF1_133_196,2877,2376
AZF1_144_207,2105,1891
AZF1_155_218,840,924
AZF1_166_229,772,821
AZF1_177_240,504,493
AZF1_188_251,897,741
AZF1_199_262,373,363
AZF1_210_273,1063,1076
AZF1_221_284,653,555
AZF1_232_295,771,864
AZF1_243_306,495,531
AZF1_254_317,426,592
AZF1_265_328,571,642
AZF1_276_339,822,980
AZF1_287_350,1015,1010
AZF1_298_361,1293,5252
AZF1_309_372,684,558
AZF1_320_383,206,192
AZF1_331_394,442,304
AZF1_342_405,128,129
AZF1_353_416,400,413
AZF1_364_427,259,253
AZF1_375_438,300,273
AZF1_386_449,586,620
AZF1_397_460,80,119
AZF1_408_471,18,39
AZF1_419_482,379,352
AZF1_430_493,292,245
AZF1_441_504,736,566
AZF1_452_515,204,191
AZF1_463_526,500,539
AZF1_474_537,703,548
AZF1_485_548,429,376
AZF1_496_559,480,368
AZF1_507_570,548,450
AZF1_518_581,616,554
AZF1_529_592,398,382
AZF1_540_603,1061,972
AZF1_551_614,1971,1729
AZF1_562_625,2005,1619
AZF1_573_636,1572,1431
AZF1_584_647,1251,922
AZF1_595_658,1363,1378
AZF1_606_669,1270,1154
AZF1_617_680,294,433
AZF1_628_691,551,589
AZF1_639_702,501,517
AZF1_650_713,262,316
AZF1_661_724,542,584
AZF1_672_735,441,338
AZF1_683_746,354,372
AZF1_694_757,281,243
AZF1_705_768,457,520
AZF1_716_779,287,289
AZF1_727_790,365,363
AZF1_738_801,858,748
AZF1_749_812,1461,1187
AZF1_760_823,377,713
AZF1_771_834,217,190
AZF1_782_845,539,305
AZF1_793_856,864,719
AZF1_804_867,509,452
AZF1_815_878,580,1156
AZF1_826_889,1753,1630
AZF1_837_900,1110,946
AZF1_848_911,1853,1532
AZF1_851_914,689,667
BAS1_1_64,392,331
BAS1_12_75,416,433
BAS1_23_86,625,547
BAS1_34_97,1857,1612
BAS1_45_108,1621,1378
BAS1_56_119,1211,1170
BAS1_67_130,945,1261
BAS1_78_141,415,380
BAS1_89_152,1132,1068
BAS1_100_163,454,369
BAS1_111_174,314,308
BAS1_122_185,854,717
BAS1_133_196,933,751
BAS1_144_207,682,675
BAS1_155_218,248,217
BAS1_166_229,268,255
BAS1_177_240,135,150
BAS1_188_251,634,555
BAS1_199_262,317,271
BAS1_210_273,388,327
BAS1_221_284,236,230
BAS1_232_295,281,248
BAS1_243_306,1424,1380
BAS1_254_317,1510,1373
BAS1_265_328,621,603
BAS1_276_339,666,694
BAS1_287_350,906,885
BAS1_298_361,1450,1295
BAS1_309_372,1179,1043
BAS1_320_383,657,509
BAS1_331_394,980,532
BAS1_342_405,460,373
BAS1_353_416,1098,933
BAS1_364_427,1032,1165
BAS1_375_438,411,442
BAS1_386_449,1196,1080
BAS1_397_460,1150,1152
BAS1_408_471,713,671
BAS1_419_482,622,701
BAS1_430_493,464,490
BAS1_441_504,686,706
BAS1_452_515,657,615
BAS1_463_526,383,428
BAS1_474_537,830,827
BAS1_485_548,1018,865
BAS1_496_559,314,321
BAS1_507_570,1194,1297
BAS1_518_581,1316,1205
BAS1_529_592,2222,1765
BAS1_540_603,905,966
BAS1_551_614,950,998
BAS1_562_625,752,762
BAS1_573_636,1235,973
BAS1_584_647,1942,1646
BAS1_595_658,1416,1283
BAS1_606_669,912,848
BAS1_617_680,1210,1201
BAS1_628_691,523,830
BAS1_639_702,417,340
BAS1_650_713,165,187
BAS1_661_724,387,480
BAS1_672_735,579,590
BAS1_683_746,1525,1275
BAS1_694_757,2287,2003
BAS1_705_768,788,592
BAS1_716_779,1090,924
BAS1_727_790,834,686
BAS1_738_801,391,412
BAS1_749_812,1139,481
BAS1_748_811,239,668
CAD1_1_64,546,440
CAD1_12_75,0,0
CAD1_23_86,263,175
CAD1_34_97,303,299
CAD1_45_108,162,188
CAD1_56_119,150,420
CAD1_67_130,108,111
CAD1_78_141,917,560
CAD1_89_152,600,748
CAD1_100_163,557,540
CAD1_111_174,147,163
CAD1_122_185,916,769
CAD1_133_196,291,273
CAD1_144_207,549,488
CAD1_155_218,921,742
CAD1_166_229,880,734
CAD1_177_240,2274,1884
CAD1_188_251,2582,2305
CAD1_199_262,2234,1838
CAD1_210_273,2846,2430
CAD1_221_284,1257,1074
CAD1_232_295,2889,2660
CAD1_243_306,2283,1964
CAD1_254_317,1134,976
CAD1_265_328,1057,926
CAD1_276_339,881,730
CAD1_287_350,944,918
CAD1_298_361,1342,1064
CAD1_309_372,3454,2801
CAD1_320_383,3524,2885
CAD1_331_394,1735,1563
CAD1_342_405,2129,2023
CAD1_346_409,1915,1656
CBF1_1_64,746,730
CBF1_12_75,939,843
CBF1_23_86,1500,1226
CBF1_34_97,2012,1697
CBF1_45_108,2516,2111
CBF1_56_119,3345,2710
CBF1_67_130,3287,2699
CBF1_78_141,1882,1631
CBF1_89_152,2281,2035
CBF1_100_163,1719,1541
CBF1_111_174,2930,2377
CBF1_122_185,1362,1152
CBF1_133_196,3290,2470
CBF1_144_207,507,393
CBF1_155_218,984,838
CBF1_166_229,567,641
CBF1_177_240,759,691
CBF1_188_251,959,749
CBF1_199_262,1625,1455
CBF1_210_273,2253,1831
CBF1_221_284,1651,1363
CBF1_232_295,2087,1837
CBF1_243_306,946,903
CBF1_254_317,317,308
CBF1_265_328,181,207
CBF1_276_339,469,287
CBF1_287_350,217,377
CBF1_288_351,605,298
CIN5_1_64,212,258
CIN5_12_75,750,665
CIN5_23_86,854,727
CIN5_34_97,2271,2119
CIN5_45_108,610,604
CIN5_56_119,1069,1048
CIN5_67_130,1610,1472
CIN5_78_141,805,964
CIN5_89_152,913,1236
CIN5_100_163,2417,2026
CIN5_111_174,3168,3551
CIN5_122_185,3684,3627
CIN5_133_196,1978,1924
CIN5_144_207,2478,2197
CIN5_155_218,3342,2824
CIN5_166_229,1932,1757
CIN5_177_240,2663,2405
CIN5_188_251,1585,1393
CIN5_199_262,1795,1740
CIN5_210_273,985,939
CIN5_221_284,125,160
CIN5_232_295,241,248
CMR3_1_64,1388,523
CMR3_12_75,382,254
CMR3_23_86,1143,1050
CMR3_34_97,840,797
CMR3_45_108,794,784
CMR3_56_119,677,831
CMR3_67_130,996,1251
CMR3_78_141,1099,957
CMR3_89_152,3537,3100
CMR3_100_163,2085,1921
CMR3_111_174,3358,2883
CMR3_122_185,1706,1512
CMR3_133_196,3581,3286
CMR3_144_207,4019,2939
CMR3_155_218,2244,1660
CMR3_166_229,3441,2780
CMR3_177_240,5010,3864
CMR3_188_251,4191,3468
CMR3_199_262,4196,3240
CMR3_210_273,3301,2851
CMR3_221_284,1662,1550
CMR3_232_295,2083,1719
CMR3_243_306,2196,1868
CMR3_254_317,1830,1688
COM2_1_64,884,845
COM2_12_75,1273,1242
COM2_23_86,1510,1524
COM2_34_97,1614,1320
COM2_45_108,457,434
COM2_56_119,1310,1217
COM2_67_130,1024,1012
COM2_78_141,1472,1393
COM2_89_152,743,652
COM2_100_163,514,512
COM2_111_174,742,666
COM2_122_185,584,533
COM2_133_196,648,611
COM2_144_207,524,363
COM2_155_218,432,459
COM2_166_229,249,256
COM2_177_240,677,660
COM2_188_251,241,300
COM2_199_262,389,723
COM2_210_273,500,544
COM2_221_284,788,774
COM2_232_295,899,889
COM2_243_306,1000,1042
COM2_254_317,1658,1353
COM2_265_328,958,803
COM2_276_339,2814,1398
COM2_287_350,2266,5096
COM2_298_361,3682,3416
COM2_309_372,2447,2165
COM2_320_383,3192,2603
COM2_331_394,4499,3795
COM2_342_405,1807,1500
COM2_353_416,722,544
COM2_364_427,204,206
COM2_375_438,1087,811
COM2_380_443,892,897
CRZ1_1_64,423,319
CRZ1_12_75,287,194
CRZ1_23_86,663,645
CRZ1_34_97,1408,1431
CRZ1_45_108,2389,1981
CRZ1_56_119,2459,2315
CRZ1_67_130,1330,1247
CRZ1_78_141,2301,1892
CRZ1_89_152,1404,1309
CRZ1_100_163,1466,1290
CRZ1_111_174,3002,2509
CRZ1_122_185,2156,1598
CRZ1_133_196,1719,1437
CRZ1_144_207,2127,1859
CRZ1_155_218,2881,2482
CRZ1_166_229,2998,2905
CRZ1_177_240,2507,1170
CRZ1_188_251,3401,3230
CRZ1_199_262,2073,2154
CRZ1_210_273,1562,1413
CRZ1_221_284,1240,1200
CRZ1_232_295,1128,1147
CRZ1_243_306,500,437
CRZ1_254_317,975,1332
CRZ1_265_328,720,725
CRZ1_276_339,1192,665
CRZ1_287_350,1560,1103
CRZ1_298_361,1684,1522
CRZ1_309_372,2800,2205
CRZ1_320_383,1719,1595
CRZ1_331_394,1856,1816
CRZ1_342_405,1013,833
CRZ1_353_416,570,659
CRZ1_364_427,1303,1502
CRZ1_375_438,613,604
CRZ1_386_449,667,506
CRZ1_397_460,161,246
CRZ1_408_471,1476,1394
CRZ1_419_482,865,810
CRZ1_430_493,93,89
CRZ1_441_504,298,218
CRZ1_452_515,272,261
CRZ1_463_526,136,1463
CRZ1_474_537,168,216
CRZ1_485_548,321,301
CRZ1_496_559,594,645
CRZ1_507_570,1036,797
CRZ1_518_581,387,959
CRZ1_529_592,326,306
CRZ1_540_603,360,421
CRZ1_551_614,825,930
CRZ1_562_625,995,973
CRZ1_573_636,1063,1104
CRZ1_584_647,1014,876
CRZ1_595_658,1842,1417
CRZ1_606_669,977,899
CRZ1_615_678,978,904
CST6_1_64,1570,1400
CST6_12_75,892,869
CST6_23_86,1239,1027
CST6_34_97,1281,1214
CST6_45_108,1344,1212
CST6_56_119,845,1087
CST6_67_130,849,1033
CST6_78_141,1049,1199
CST6_89_152,1050,994
CST6_100_163,2157,2383
CST6_111_174,1982,1524
CST6_122_185,2530,2062
CST6_133_196,3319,2802
CST6_144_207,2665,2276
CST6_155_218,2590,2156
CST6_166_229,1244,1055
CST6_177_240,1879,1795
CST6_188_251,1998,1807
CST6_199_262,693,705
CST6_210_273,3519,1763
CST6_221_284,1171,1758
CST6_232_295,1472,1351
