,1_0_1,1_0_2,1_60_1,1_60_2,2_0_1,2_0_2,2_60_1,2_60_2
ADR1_463_526,20,127,414,134,1,600,393,367
ADR1_474_537,5,178,195,220,0,106,206,61
ADR1_485_548,17,4,234,262,3,237,218,96
ADR1_496_559,14,14,127,101,2,242,51,129
ADR1_507_570,42,341,507,298,1,239,347,60
ADR1_518_581,2,175,277,182,2,329,267,173
ADR1_529_592,28,119,338,163,5,129,162,145
ADR1_540_603,26,169,292,242,3,660,352,332
ADR1_551_614,20,169,369,361,2,341,128,141
ADR1_562_625,4,53,466,61,0,701,487,548
ADR1_573_636,68,188,229,209,2,377,206,203
ADR1_584_647,83,388,693,228,2,287,806,143
ADR1_595_658,212,375,729,318,4,834,746,516
ADR1_606_669,55,368,349,373,6,268,357,216
ADR1_617_680,104,580,311,276,4,148,108,430
ADR1_628_691,2,573,204,239,2,2,169,207
ADR1_639_702,56,330,325,107,7,133,113,233
ADR1_650_713,91,369,213,120,1,395,646,105
ADR1_661_724,73,229,490,367,3,641,411,157
ADR1_672_735,229,62,218,296,3,516,283,215
ADR1_683_746,74,222,233,77,0,327,580,340
ADR1_694_757,7,97,337,147,2,295,511,418
ADR1_705_768,23,43,446,208,1,853,506,216
ADR1_716_779,44,314,243,187,5,171,259,383
ADR1_727_790,50,416,483,217,4,389,507,329
ADR1_738_801,39,3,268,330,5,591,348,179
ADR1_749_812,20,235,417,429,6,153,780,546
ADR1_760_823,74,714,361,167,3,544,627,279
ADR1_771_834,69,328,309,231,7,398,284,286
ADR1_782_845,21,16,225,114,5,299,106,134
ADR1_793_856,68,888,307,267,1,487,298,531
ADR1_804_867,14,439,234,147,4,13,319,111
ADR1_815_878,18,377,380,193,4,368,192,258
ADR1_826_889,17,59,434,20,4,0,226,245
ADR1_837_900,60,58,352,135,1,138,96,259
ADR1_848_911,9,311,176,113,0,30,126,346
ADR1_859_922,5,508,37,110,1,45,200,187
ADR1_870_933,1,250,225,198,3,203,261,200
ADR1_881_944,5,249,145,325,1,343,195,102
ADR1_892_955,16,82,82,56,2,3,502,338
ADR1_903_966,52,119,83,86,4,154,238,180
ADR1_914_977,40,288,303,368,2,323,529,127
ADR1_925_988,8,466,278,200,0,242,243,326
ADR1_936_999,18,235,77,39,2,1,62,147
ADR1_947_1010,9,244,245,350,4,2,334,159
ADR1_958_1021,21,123,335,255,0,1,200,283
ADR1_969_1032,44,181,262,260,1,5,188,214
ADR1_980_1043,22,316,244,276,5,108,698,192
ADR1_991_1054,113,273,474,519,1,66,100,505
ADR1_1002_1065,57,635,766,183,2,367,217,488
ADR1_1013_1076,22,211,576,227,2,224,330,534
ADR1_1024_1087,70,648,530,711,4,296,768,444
ADR1_1035_1098,68,344,478,383,3,645,332,370
ADR1_1046_1109,161,152,584,203,2,939,216,285
ADR1_1057_1120,52,1152,347,136,1,231,280,451
ADR1_1068_1131,22,205,294,462,3,423,183,420
ADR1_1079_1142,24,184,272,94,2,51,505,313
ADR1_1090_1153,9,307,166,139,1,85,168,67
ADR1_1101_1164,17,14,349,255,1,1,142,164
ADR1_1112_1175,43,115,249,115,3,122,240,238
ADR1_1123_1186,40,335,557,411,0,74,220,298
ADR1_1134_1197,7,156,101,116,1,207,274,247
ADR1_1145_1208,41,3,321,264,3,179,380,224
ADR1_1156_1219,37,275,299,262,1,12,52,26
ADR1_1167_1230,66,653,489,59,9,321,437,372
ADR1_1178_1241,98,773,624,384,4,357,643,574
ADR1_1189_1252,50,411,560,737,5,387,866,417
ADR1_1200_1263,55,117,755,159,6,790,104,493
ADR1_1211_1274,79,268,54,170,3,499,48,187
ADR1_1222_1285,79,108,42,162,3,69,212,99
ADR1_1233_1296,107,88,568,191,1,39,301,436
ADR1_1244_1307,22,194,604,74,1,17,411,386
ADR1_1255_1318,40,85,437,358,4,168,214,336
ADR1_1260_1323,28,304,535,111,3,223,353,391
AFT1_1_64,63,282,500,268,7,223,100,163
AFT1_12_75,289,273,700,357,6,299,203,281
AFT1_23_86,24,226,301,331,6,471,401,373
AFT1_34_97,18,366,361,312,5,329,43,66
AFT1_45_108,73,487,477,258,8,540,774,239
AFT1_56_119,143,321,382,323,9,203,401,730
AFT1_67_130,33,367,294,257,2,97,433,362
AFT1_78_141,127,7,65,170,6,121,66,314
AFT1_89_152,15,257,466,26,5,85,150,98
AFT1_100_163,16,20,104,102,1,2,79,123
AFT1_111_174,10,299,77,55,0,515,186,187
AFT1_122_185,56,175,36,102,2,37,339,93
AFT1_133_196,131,67,236,112,1,177,77,186
AFT1_144_207,2,170,109,19,1,90,257,210
AFT1_155_218,16,177,245,105,2,167,360,123
AFT1_166_229,37,73,350,102,2,197,120,136
AFT1_177_240,77,255,222,21,2,168,146,208
AFT1_188_251,68,393,423,496,6,457,224,219
AFT1_199_262,13,140,183,61,1,6,4,111
AFT1_210_273,44,138,99,58,0,157,105,70
AFT1_221_284,6,287,127,32,0,65,385,84
AFT1_232_295,25,227,244,189,2,452,347,65
AFT1_243_306,17,159,105,45,1,148,74,142
AFT1_254_317,4,184,155,34,2,202,137,227
AFT1_265_328,59,338,353,113,4,106,665,587
AFT1_276_339,207,222,536,304,7,438,632,454
AFT1_287_350,78,432,413,436,5,939,251,236
AFT1_298_361,69,495,251,153,3,616,517,288
AFT1_309_372,43,288,534,39,3,110,345,217
AFT1_320_383,31,88,260,95,3,154,332,327
AFT1_331_394,61,176,276,181,3,205,236,108
AFT1_342_405,179,421,890,598,2,231,750,539
AFT1_353_416,104,725,1014,827,8,110,1023,582
AFT1_364_427,129,634,1263,789,8,233,977,670
AFT1_375_438,91,91,505,251,7,172,313,358
AFT1_386_449,34,285,317,372,5,490,481,263
AFT1_397_460,238,173,401,392,3,676,453,164
AFT1_408_471,83,39,485,269,4,487,339,249
AFT1_419_482,33,188,551,384,8,35,308,299
AFT1_430_493,146,252,453,374,7,864,538,338
AFT1_441_504,223,190,639,240,5,136,271,379
AFT1_452_515,44,327,373,125,4,326,199,226
AFT1_463_526,27,76,447,319,0,61,357,320
AFT1_474_537,111,351,305,37,5,84,122,316
AFT1_485_548,65,59,255,216,1,1,290,154
AFT1_496_559,16,223,348,50,5,270,323,299
AFT1_507_570,10,260,381,253,2,7,365,543
AFT1_518_581,4,437,129,203,3,7,231,248
AFT1_529_592,23,96,273,104,3,169,217,314
AFT1_540_603,28,167,542,215,5,4,241,220
AFT1_551_614,4,380,507,255,4,222,395,266
AFT1_562_625,33,226,198,117,2,150,105,108
AFT1_573_636,10,279,444,285,2,184,228,605
AFT1_584_647,36,45,209,148,5,121,274,370
AFT1_595_658,78,343,341,92,3,38,232,23
AFT1_606_669,2,291,121,115,2,52,143,169
AFT1_617_680,94,130,512,152,4,154,185,78
AFT1_628_691,99,14,201,94,6,4,296,55
AFT1_627_690,7,399,252,113,6,141,256,208
AFT2_1_64,63,654,1393,567,5,1027,372,561
AFT2_12_75,37,129,618,222,1,415,470,381
AFT2_23_86,66,97,320,460,2,58,299,244
AFT2_34_97,53,320,527,103,1,266,438,259
AFT2_45_108,79,43,207,189,3,106,291,109
AFT2_56_119,18,235,197,243,3,57,252,358
AFT2_67_130,2,177,214,43,1,179,138,133
AFT2_78_141,79,144,582,189,5,151,212,434
AFT2_89_152,91,197,337,3,4,16,43,335
AFT2_100_163,33,234,235,70,2,61,268,122
AFT2_111_174,37,26,178,189,1,3,103,76
AFT2_122_185,12,333,604,257,2,0,335,288
AFT2_133_196,5,16,260,118,3,46,0,192
AFT2_144_207,14,2,313,274,0,58,475,257
AFT2_155_218,42,19,229,123,5,409,151,277
AFT2_166_229,13,2,260,94,3,5,98,25
AFT2_177_240,13,24,321,335,0,56,319,198
AFT2_188_251,9,253,307,58,1,156,212,141
AFT2_199_262,14,4,249,168,3,182,278,78
AFT2_210_273,27,185,490,362,0,482,431,273
AFT2_221_284,47,242,624,316,1,463,345,274
AFT2_232_295,79,3,470,695,6,359,703,351
AFT2_243_306,35,260,391,647,3,807,873,424
AFT2_254_317,55,779,1288,310,2,415,1126,772
AFT2_265_328,146,1180,1247,1012,5,340,1117,1195
AFT2_276_339,189,601,1407,845,10,1033,2101,815
AFT2_287_350,12,393,638,397,7,624,355,458
AFT2_298_361,273,334,421,410,2,205,527,321
AFT2_309_372,4,243,222,162,5,272,334,442
AFT2_320_383,35,39,439,213,3,323,126,424
AFT2_331_394,87,448,354,242,3,500,350,326
AFT2_342_405,71,420,609,553,2,309,624,224
AFT2_353_416,62,950,1897,1068,7,890,1597,522
ARG56_1_64,67,252,332,307,2,425,486,221
ARG56_12_75,48,229,302,181,1,20,121,147
ARG56_23_86,60,38,289,314,6,111,408,380
ARG56_34_97,59,206,171,88,5,750,278,204
ARG56_45_108,64,209,508,281,4,31,271,317
ARG56_56_119,94,237,200,383,4,694,411,299
ARG56_67_130,80,490,231,188,6,179,467,343
ARG56_78_141,77,481,391,379,7,263,328,285
ARG56_89_152,122,570,569,110,3,2,197,351
ARG56_100_163,113,55,324,168,11,288,280,88
ARG56_111_174,56,240,189,139,6,250,568,101
ARG56_122_185,71,1,82,276,3,76,49,125
ARG56_133_196,152,277,185,266,5,33,139,279
ARG56_144_207,75,87,407,447,5,149,440,402
ARG56_155_218,12,421,230,271,3,179,213,148
ARG56_166_229,92,10,167,104,4,337,239,36
ARG56_177_240,87,331,465,180,1,296,456,120
ARG56_188_251,41,122,690,8,6,27,227,314
ARG56_199_262,171,252,226,214,4,373,534,642
ARG56_210_273,69,386,650,561,3,159,864,199
ARG56_221_284,190,683,441,229,6,316,299,326
ARG56_232_295,255,411,419,134,9,171,692,323
ARG56_243_306,90,483,171,215,4,433,259,499
ARG56_254_317,13,45,110,56,1,1,69,60
ARG56_265_328,19,254,216,7,1,505,263,222
ARG56_276_339,16,356,248,65,2,423,228,119
ARG56_287_350,113,93,227,316,3,3,369,361
ARG56_298_361,9,194,393,180,2,2,144,110
ARG56_309_372,67,421,1122,934,1,129,491,467
ARG56_320_383,12,489,379,583,2,793,372,213
ARG56_331_394,110,513,474,321,4,306,682,537
ARG56_342_405,39,300,161,163,4,427,487,225
ARG56_353_416,39,354,602,79,2,546,445,117
ARG56_364_427,211,112,402,213,3,327,423,179
ARG56_375_438,24,470,320,107,6,207,298,279
ARG56_386_449,31,581,357,226,2,173,602,250
ARG56_397_460,26,315,185,291,6,202,609,335
ARG56_408_471,190,414,574,117,5,529,163,160
ARG56_419_482,9,312,330,314,4,111,352,426
ARG56_430_493,3,128,178,45,4,13,109,57
ARG56_441_504,6,203,64,106,6,172,177,177
ARG56_452_515,123,92,230,206,4,612,90,622
ARG56_463_526,67,246,389,132,0,93,272,217
ARG56_474_537,8,291,172,257,1,312,320,169
ARG56_485_548,23,284,468,211,3,259,396,239
ARG56_496_559,86,523,537,193,6,115,338,200
ARG56_507_570,114,369,223,352,2,81,181,330
ARG56_518_581,63,206,887,666,4,737,158,715
ARG56_529_592,148,452,296,112,1,162,143,290
ARG56_540_603,2,52,103,149,1,81,92,46
ARG56_551_614,18,9,335,105,1,25,281,196
ARG56_562_625,3,226,61,57,3,151,173,124
ARG56_573_636,34,292,382,218,4,166,329,146
ARG56_584_647,13,400,181,139,4,256,210,274
ARG56_595_658,27,461,340,122,5,195,241,154
ARG56_606_669,226,164,397,90,4,136,92,73
ARG56_617_680,63,590,324,362,6,163,153,325
ARG56_628_691,50,219,165,84,4,44,328,251
ARG56_639_702,1,159,273,286,7,3,237,269
ARG56_650_713,106,214,452,267,6,341,349,344
ARG56_661_724,150,653,519,490,5,67,296,258
ARG56_672_735,50,608,287,277,5,245,167,65
ARG56_683_746,78,442,424,224,5,479,182,418
ARG56_694_757,93,190,224,128,7,592,372,188
ARG56_705_768,177,431,114,119,4,354,195,262
ARG56_716_779,22,149,350,352,1,239,486,225
ARG56_727_790,24,141,241,140,2,519,252,381
ARG56_738_801,3,24,386,217,3,441,374,331
ARG56_749_812,21,196,157,134,3,81,184,402
ARG56_760_823,17,271,249,211,1,30,315,94
ARG56_771_834,37,321,180,95,3,213,57,225
ARG56_782_845,35,281,201,101,5,74,200,358
ARG56_793_856,40,358,211,182,5,574,245,124
ARG56_800_863,47,509,34,350,3,578,569,349
ARG80_1_64,61,16,495,168,5,300,112,222
ARG80_12_75,79,159,191,163,6,62,216,223
ARG80_23_86,26,104,211,184,3,207,246,128
ARG80_34_97,93,523,510,84,13,4,237,180
ARG80_45_108,15,624,124,87,5,181,316,108
ARG80_56_119,162,326,122,206,8,0,252,276
ARG80_67_130,259,760,356,422,5,129,418,362
ARG80_78_141,16,428,298,178,9,584,327,475
ARG80_89_152,132,364,360,162,2,58,212,218
ARG80_100_163,199,282,560,85,6,928,382,191
ARG80_111_174,86,461,341,127,9,172,454,187
ARG80_114_177,51,584,186,235,6,290,455,327
ARR1_1_64,12,189,178,137,2,1,302,199
ARR1_12_75,5,71,126,239,2,44,164,202
ARR1_23_86,31,82,205,177,3,210,147,264
ARR1_34_97,12,267,386,203,1,128,133,79
ARR1_45_108,29,293,167,87,2,255,271,254
ARR1_56_119,31,559,818,264,5,297,339,354
ARR1_67_130,215,1135,800,543,5,301,300,308
ARR1_78_141,82,257,626,310,9,374,681,310
ARR1_89_152,131,693,427,382,2,464,531,495
ARR1_100_163,104,246,306,492,4,384,370,186
ARR1_111_174,193,171,458,298,4,269,134,307
ARR1_122_185,113,296,262,193,7,218,541,284
ARR1_133_196,171,85,385,210,8,458,226,303
ARR1_144_207,147,5,154,97,1,157,272,137
ARR1_155_218,105,74,336,72,4,46,267,144
ARR1_166_229,112,323,192,124,2,197,183,181
ARR1_177_240,42,457,161,190,4,6,34,196
ARR1_188_251,7,609,230,93,6,351,267,209
ARR1_199_262,42,973,441,80,4,302,194,355
ARR1_210_273,16,646,576,430,9,428,298,296
ARR1_221_284,36,504,257,375,3,229,348,403
ARR1_232_295,152,443,138,104,3,119,431,135
ARR1_231_294,63,526,297,127,6,7,410,123
ASG1_1_64,17,71,176,130,0,110,367,190
ASG1_12_75,59,298,178,113,5,71,153,278
ASG1_23_86,12,423,362,213,3,498,607,131
ASG1_34_97,29,249,151,303,7,223,273,120
ASG1_45_108,11,19,132,79,3,199,95,185
ASG1_56_119,41,194,55,77,2,194,167,173
ASG1_67_130,12,3,168,69,6,8,142,10
ASG1_78_141,34,2,114,152,1,106,10,169
ASG1_89_152,49,405,264,236,5,380,97,194
ASG1_100_163,38,136,151,0,1,2,220,266
ASG1_111_174,96,364,274,330,3,4,244,188
ASG1_122_185,44,193,414,228,5,133,441,241
ASG1_133_196,6,698,719,169,6,133,20,289
ASG1_144_207,7,231,302,405,0,402,310,477
ASG1_155_218,8,418,675,114,6,346,338,255
ASG1_166_229,13,75,100,124,2,160,130,136
ASG1_177_240,69,260,300,141,2,219,264,161
ASG1_188_251,30,263,528,302,1,260,298,694
ASG1_199_262,32,456,228,319,1,461,447,228
ASG1_210_273,83,551,259,449,4,369,220,157
ASG1_221_284,29,567,154,120,5,2,90,462
ASG1_232_295,28,634,256,221,3,202,138,465
ASG1_243_306,46,261,674,477,5,410,157,158
ASG1_254_317,57,353,255,354,1,271,607,257
ASG1_265_328,91,154,210,192,6,230,366,403
ASG1_276_339,145,426,623,113,3,18,306,970
ASG1_287_350,59,585,633,247,2,315,325,268
ASG1_298_361,105,210,201,234,6,531,364,257
ASG1_309_372,84,797,229,553,2,504,650,267
ASG1_320_383,15,136,785,71,8,2,476,159
ASG1_331_394,284,107,353,515,8,743,404,468
ASG1_342_405,58,656,679,312,2,95,356,549
ASG1_353_416,117,368,425,462,2,266,274,131
ASG1_364_427,31,126,288,176,2,57,196,260
ASG1_375_438,40,513,572,447,0,912,252,276
ASG1_386_449,60,623,610,402,4,356,408,238
ASG1_397_460,27,240,348,554,5,405,586,305
ASG1_408_471,33,373,401,296,5,274,367,229
ASG1_419_482,107,606,168,75,1,153,510,265
ASG1_430_493,3,25,328,66,2,329,333,251
ASG1_441_504,7,143,148,232,1,27,281,185
ASG1_452_515,13,89,65,35,2,3,74,87
ASG1_463_526,12,29,236,83,1,314,73,151
ASG1_474_537,7,339,314,146,3,313,81,158
ASG1_485_548,11,14,234,133,2,264,218,151
ASG1_496_559,91,247,660,357,1,139,282,280
ASG1_507_570,65,619,513,123,2,624,213,161
ASG1_518_581,13,264,339,86,1,6,91,31
ASG1_529_592,60,253,445,274,1,469,524,371
ASG1_540_603,36,678,662,312,2,245,319,477
ASG1_551_614,61,613,424,434,3,81,551,296
ASG1_562_625,10,485,108,235,4,520,203,452
ASG1_573_636,52,146,233,132,1,110,385,204
ASG1_584_647,2,53,171,31,1,141,206,250
ASG1_595_658,29,464,201,73,2,189,113,123
