,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
ACE2_12_75,32,32,470,426,230,176
ACE2_23_86,51,85,154,2,60,157
ACE2_34_97,132,115,190,181,44,102
ACE2_45_108,330,189,394,446,145,241
ACE2_56_119,165,14,100,223,30,39
ACE2_67_130,119,249,298,201,89,221
ACE2_78_141,239,354,371,614,72,281
ACE2_89_152,293,244,524,135,68,174
ACE2_100_163,100,229,714,118,139,301
ACE2_111_174,186,180,659,185,86,216
ACE2_122_185,146,26,123,48,31,97
ACE2_133_196,183,9,64,80,19,16
ACE2_144_207,34,94,142,81,10,92
ACE2_155_218,102,44,26,1,13,6
ACE2_166_229,17,21,28,12,9,30
ACE2_177_240,3,0,12,11,6,0
ACE2_188_251,7,2,7,1,2,0
ACE2_199_262,31,18,397,15,146,303
ACE2_210_273,7,0,10,5,3,0
ACE2_221_284,178,9,93,8,24,57
ACE2_232_295,268,129,576,126,120,264
ACE2_243_306,184,68,118,114,51,96
ACE2_254_317,403,116,434,82,112,125
ACE2_265_328,175,202,437,125,97,153
ACE2_276_339,279,526,1532,997,463,372
ACE2_287_350,236,757,925,217,195,579
ACE2_298_361,345,503,1063,836,232,552
ACE2_309_372,278,192,439,217,81,204
ACE2_320_383,215,96,359,211,46,127
ACE2_331_394,11,65,127,169,20,95
ACE2_342_405,124,155,360,396,22,197
ACE2_353_416,234,246,488,307,43,308
ACE2_364_427,181,61,148,60,6,84
ACE2_375_438,272,301,618,650,396,263
ACE2_386_449,414,333,909,540,438,585
ACE2_397_460,358,822,1960,858,872,747
ACE2_408_471,75,164,350,62,96,106
ACE2_419_482,168,352,889,219,560,285
ACE2_430_493,248,341,679,145,250,339
ACE2_441_504,289,428,914,275,375,382
ACE2_452_515,139,68,173,34,52,70
ACE2_463_526,499,533,1420,1158,565,801
ACE2_474_537,415,471,831,375,164,470
ACE2_485_548,21,53,254,398,83,155
ACE2_496_559,444,332,548,564,145,280
ACE2_507_570,504,401,821,642,337,543
ACE2_518_581,569,563,957,527,289,559
ACE2_529_592,15,11,13,42,29,2
ACE2_540_603,157,215,557,223,163,233
ACE2_551_614,181,53,361,284,83,132
ACE2_562_625,328,241,558,307,244,223
ACE2_573_636,15,140,133,12,92,116
ACE2_584_647,1015,738,1711,1536,618,1041
ACE2_595_658,126,252,685,531,106,319
ACE2_606_669,696,280,666,641,198,460
ACE2_617_680,49,18,206,332,69,53
ACE2_628_691,33,7,208,20,34,43
ACE2_639_702,273,152,475,229,104,127
ACE2_650_713,356,175,272,885,109,238
ACE2_661_724,46,219,421,137,162,203
ACE2_672_735,22,36,146,7,60,51
ACE2_683_746,41,74,166,258,56,64
ACE2_694_757,677,375,1161,547,246,612
ACE2_705_768,102,213,478,263,136,141
ACE2_707_770,124,201,667,387,180,145
ADR1_1_64,153,114,284,73,79,94
ADR1_12_75,139,62,240,23,217,190
ADR1_23_86,11,29,116,230,26,60
ADR1_34_97,44,49,108,114,52,86
ADR1_45_108,272,95,148,68,69,141
ADR1_56_119,12,32,32,3,13,6
ADR1_67_130,79,17,17,17,10,14
ADR1_78_141,319,401,903,548,160,282
ADR1_89_152,161,155,368,125,103,112
ADR1_100_163,51,20,56,49,16,7
ADR1_111_174,82,80,184,79,40,87
ADR1_122_185,578,156,338,750,96,229
ADR1_133_196,82,180,184,42,38,118
ADR1_144_207,157,292,386,377,125,251
ADR1_155_218,231,163,495,245,185,125
ADR1_166_229,90,59,45,53,20,61
ADR1_177_240,517,129,466,186,138,271
ADR1_188_251,90,90,422,527,89,172
ADR1_199_262,286,180,622,72,102,248
ADR1_210_273,344,88,618,234,230,167
ADR1_221_284,808,389,698,558,271,357
ADR1_232_295,653,405,1524,845,549,740
ADR1_243_306,852,604,1518,1458,215,683
ADR1_254_317,709,166,650,204,277,490
ADR1_265_328,103,38,170,11,25,51
ADR1_276_339,118,138,285,109,86,118
ADR1_287_350,121,64,169,251,8,60
ADR1_298_361,244,467,679,554,154,405
ADR1_309_372,880,1040,1740,1268,558,985
ADR1_320_383,141,5,61,90,119,35
ADR1_331_394,109,75,496,314,129,137
ADR1_342_405,76,172,148,102,27,94
ADR1_353_416,18,6,48,96,1,7
ADR1_364_427,92,56,202,302,54,85
ADR1_375_438,732,444,605,557,164,472
ADR1_386_449,284,173,615,597,49,166
ADR1_397_460,83,192,424,474,67,200
ADR1_408_471,250,189,358,373,63,139
ADR1_419_482,13,20,150,14,17,15
ADR1_430_493,348,190,235,240,39,161
ADR1_441_504,152,139,479,279,59,246
ADR1_452_515,147,356,481,377,70,194
ADR1_463_526,277,297,504,457,60,181
ADR1_474_537,324,315,555,484,118,285
ADR1_485_548,118,141,84,9,58,34
ADR1_496_559,121,152,386,208,136,126
ADR1_507_570,104,207,525,118,136,255
ADR1_518_581,129,352,391,575,77,271
ADR1_529_592,482,170,1000,449,124,276
ADR1_540_603,327,161,454,409,117,221
ADR1_551_614,338,256,525,507,173,393
ADR1_562_625,264,107,373,250,89,141
ADR1_573_636,223,149,600,469,171,310
ADR1_584_647,322,438,871,424,278,322
ADR1_595_658,100,116,388,182,122,290
ADR1_606_669,825,821,568,356,264,574
ADR1_617_680,791,901,1150,1079,350,818
ADR1_628_691,379,509,486,404,180,298
ADR1_639_702,454,346,627,331,98,130
ADR1_650_713,278,171,294,530,213,375
ADR1_661_724,180,214,495,279,276,290
ADR1_672_735,299,136,432,191,167,91
ADR1_683_746,439,276,706,317,175,496
ADR1_694_757,79,59,267,374,18,111
ADR1_705_768,241,277,862,668,206,393
ADR1_716_779,971,689,1001,1240,273,433
ADR1_727_790,986,983,1469,1214,355,590
ADR1_738_801,239,141,137,63,54,157
ADR1_749_812,112,174,258,236,112,183
ADR1_760_823,34,39,130,227,79,125
ADR1_771_834,1605,1072,1607,692,726,978
ADR1_782_845,763,569,1030,1373,332,484
ADR1_793_856,583,557,1105,1087,284,546
ADR1_804_867,529,547,934,946,221,413
ADR1_815_878,426,628,958,1337,252,549
ADR1_826_889,787,619,742,813,215,540
ADR1_837_900,129,52,291,347,45,58
ADR1_848_911,24,89,505,275,66,123
ADR1_859_922,209,219,375,396,88,159
ADR1_870_933,15,22,48,5,4,1
ADR1_881_944,4,14,39,5,3,26
ADR1_892_955,38,143,177,8,37,62
ADR1_903_966,3,0,111,8,8,59
ADR1_914_977,29,66,79,251,14,52
ADR1_925_988,7,0,1,11,0,0
ADR1_936_999,38,28,6,7,7,10
ADR1_947_1010,47,41,37,1,14,24
ADR1_958_1021,201,236,226,278,75,184
ADR1_969_1032,36,25,25,13,17,28
ADR1_980_1043,13,23,108,2,12,45
ADR1_991_1054,442,370,679,410,176,460
ADR1_1002_1065,355,299,691,644,55,320
ADR1_1013_1076,281,165,242,96,21,96
ADR1_1024_1087,466,205,672,509,358,369
ADR1_1035_1098,565,843,987,1462,314,440
ADR1_1046_1109,812,564,1046,1120,212,483
ADR1_1057_1120,413,516,682,652,127,380
ADR1_1068_1131,690,855,882,815,197,471
ADR1_1079_1142,509,375,390,405,67,258
ADR1_1090_1153,636,383,951,882,112,503
ADR1_1101_1164,339,311,608,423,73,311
ADR1_1112_1175,65,270,274,156,82,205
ADR1_1123_1186,268,280,340,144,76,205
ADR1_1134_1197,22,66,135,188,18,172
ADR1_1145_1208,243,113,206,138,44,38
ADR1_1156_1219,124,22,95,29,7,13
ADR1_1167_1230,166,82,106,164,24,77
ADR1_1178_1241,284,175,136,13,39,77
ADR1_1189_1252,589,280,536,191,141,303
ADR1_1200_1263,381,585,1414,1366,340,770
ADR1_1211_1274,115,146,415,54,175,329
ADR1_1222_1285,184,625,1090,653,364,546
ADR1_1233_1296,328,180,426,490,248,289
ADR1_1244_1307,104,198,383,50,60,95
ADR1_1255_1318,84,3,32,20,14,2
ADR1_1260_1323,284,110,142,104,12,54
AFT1_1_64,325,267,832,647,447,377
AFT1_12_75,405,366,906,580,273,466
AFT1_23_86,265,300,948,829,362,443
AFT1_34_97,112,218,584,551,283,250
AFT1_45_108,1211,1793,3531,1498,1538,1581
AFT1_56_119,589,405,555,283,130,330
AFT1_67_130,946,603,1742,597,725,801
AFT1_78_141,68,88,160,85,93,112
AFT1_89_152,60,347,558,91,114,240
AFT1_100_163,233,145,300,309,104,136
AFT1_111_174,187,185,637,613,223,349
AFT1_122_185,328,96,383,172,106,198
AFT1_133_196,115,206,495,523,159,320
AFT1_144_207,346,110,704,364,144,294
AFT1_155_218,3,7,58,9,18,19
AFT1_166_229,836,454,1145,454,310,632
AFT1_177_240,89,104,208,123,154,174
AFT1_188_251,31,35,167,36,11,103
AFT1_199_262,6,34,4,41,6,5
AFT1_210_273,107,61,255,7,55,155
AFT1_221_284,0,0,10,2,4,3
AFT1_232_295,371,475,1574,921,255,441
AFT1_243_306,460,294,895,397,81,395
AFT1_254_317,32,64,141,547,57,118
AFT1_265_328,241,829,791,650,347,338
AFT1_276_339,1384,903,3192,2203,1017,1520
AFT1_287_350,594,606,922,936,389,502
AFT1_298_361,355,270,558,347,239,297
AFT1_309_372,270,126,462,344,213,186
AFT1_320_383,72,56,279,209,65,184
AFT1_331_394,15,1,8,18,23,0
AFT1_342_405,48,270,173,390,146,131
AFT1_353_416,220,153,511,49,170,124
AFT1_364_427,315,104,474,200,156,284
AFT1_375_438,1125,1033,2045,847,609,923
AFT1_386_449,562,612,936,475,318,503
AFT1_397_460,589,695,1366,365,352,602
AFT1_408_471,40,138,379,100,153,136
AFT1_419_482,451,825,1314,502,220,567
AFT1_430_493,570,767,1367,341,317,565
AFT1_441_504,704,958,1910,1066,482,1091
AFT1_452_515,309,364,686,564,202,336
AFT1_463_526,400,381,650,395,94,328
AFT1_474_537,326,529,876,590,218,437
AFT1_485_548,1100,941,2599,1902,432,1319
AFT1_496_559,732,350,452,284,143,340
AFT1_507_570,232,352,906,378,133,329
AFT1_518_581,382,352,891,345,147,312
AFT1_529_592,547,647,874,900,211,543
AFT1_540_603,407,759,1354,732,433,690
AFT1_551_614,448,733,1240,538,375,691
AFT1_562_625,581,619,1178,462,328,705
AFT1_573_636,458,382,799,774,323,400
AFT1_584_647,499,953,2190,1411,747,1091
AFT1_595_658,537,697,2498,568,675,920
AFT1_606_669,42,216,374,312,178,260
AFT1_617_680,233,34,424,42,164,158
AFT1_628_691,163,55,123,361,55,60
AFT1_627_690,89,138,820,494,307,459
AFT2_1_64,47,57,233,247,77,113
AFT2_12_75,62,97,350,317,142,69
AFT2_23_86,137,124,327,71,81,139
AFT2_34_97,343,162,365,266,131,213
AFT2_45_108,217,290,346,208,96,158
AFT2_56_119,141,188,192,473,37,215
AFT2_67_130,504,573,1076,1151,400,447
AFT2_78_141,93,160,176,18,72,64
AFT2_89_152,27,160,132,7,56,143
AFT2_100_163,90,121,735,177,164,195
AFT2_111_174,11,27,122,139,19,62
AFT2_122_185,20,3,11,5,2,0
AFT2_133_196,53,114,166,351,24,51
AFT2_144_207,97,193,595,450,89,243
AFT2_155_218,1078,649,1322,748,160,638
AFT2_166_229,338,704,1201,729,161,492
AFT2_177_240,373,63,660,254,38,235
AFT2_188_251,81,107,375,106,37,112
AFT2_199_262,341,98,305,295,29,114
AFT2_210_273,461,69,132,503,13,124
AFT2_221_284,14,175,335,248,101,129
AFT2_232_295,68,21,306,394,66,88
AFT2_243_306,161,257,555,488,169,456
AFT2_254_317,108,63,177,105,42,152
AFT2_265_328,37,31,194,92,57,39
AFT2_276_339,276,203,465,289,87,243
AFT2_287_350,242,298,933,303,284,432
AFT2_298_361,133,199,398,173,95,193
AFT2_309_372,172,143,416,436,138,177
AFT2_320_383,237,78,403,109,107,238
AFT2_331_394,146,71,344,421,168,131
AFT2_342_405,222,176,624,400,155,117
AFT2_353_416,190,407,684,101,219,371
ARG56_1_64,1261,1107,2612,1452,784,1241
ARG56_12_75,919,1188,1442,1549,513,806
ARG56_23_86,1185,1429,2384,1332,1097,1284
ARG56_34_97,6,19,347,159,106,143
ARG56_45_108,67,70,93,126,28,55
ARG56_56_119,150,99,234,102,74,169
ARG56_67_130,298,232,257,69,119,97
ARG56_78_141,403,300,491,891,104,161
ARG56_89_152,1294,1285,1801,1396,986,800
ARG56_100_163,406,462,659,562,219,337
ARG56_111_174,191,169,342,92,151,196
ARG56_122_185,124,301,364,96,74,106
ARG56_133_196,26,52,214,179,115,80
ARG56_144_207,61,67,601,518,285,282
ARG56_155_218,18,50,125,140,36,32
ARG56_166_229,7,28,26,95,26,100
ARG56_177_240,103,94,314,150,145,228
ARG56_188_251,12,181,134,138,52,124
ARG56_199_262,129,85,172,83,64,37
ARG56_210_273,718,679,2827,989,679,1258
ARG56_221_284,922,1049,3277,990,1216,1362
ARG56_232_295,363,331,1941,296,499,689
ARG56_243_306,27,2,91,24,87,44
ARG56_254_317,122,121,81,7,76,108
ARG56_265_328,14,36,19,13,18,50
ARG56_276_339,17,85,61,5,21,46
ARG56_287_350,8,115,137,22,56,77
ARG56_298_361,16,21,23,2,4,23
ARG56_309_372,143,63,227,25,41,47
ARG56_320_383,136,161,429,427,150,307
ARG56_331_394,46,7,14,25,6,3
ARG56_342_405,97,102,151,299,70,78
ARG56_353_416,461,367,742,54,172,315
ARG56_364_427,288,266,1064,241,145,456
ARG56_375_438,315,250,408,61,111,199
ARG56_386_449,280,242,592,347,80,267
ARG56_397_460,260,430,289,793,115,202
ARG56_408_471,473,462,673,1192,321,445
ARG56_419_482,535,213,726,339,281,329
ARG56_430_493,50,39,7,43,66,39
ARG56_441_504,285,37,267,253,75,109
ARG56_452_515,199,338,388,503,118,109
ARG56_463_526,76,189,83,301,76,120
ARG56_474_537,346,326,500,570,161,280
ARG56_485_548,441,284,1488,487,327,500
ARG56_496_559,335,693,1208,1013,391,648
ARG56_507_570,604,924,2018,1566,583,1013
ARG56_518_581,171,269,373,409,200,248
ARG56_529_592,10,163,143,95,15,70
ARG56_540_603,145,41,179,324,51,123
ARG56_551_614,6,39,235,79,33,11
ARG56_562_625,10,100,132,141,12,44
ARG56_573_636,69,18,47,6,10,30
ARG56_584_647,10,6,9,19,3,0
ARG56_595_658,338,286,351,144,225,193
ARG56_606_669,728,327,1148,402,361,336
ARG56_617_680,573,779,1255,872,467,844
ARG56_628_691,295,558,1115,566,372,361
ARG56_639_702,956,680,1106,631,348,577
ARG56_650_713,166,299,463,415,127,249
ARG56_661_724,966,1343,2186,1880,648,1046
ARG56_672_735,1055,632,1114,994,480,570
ARG56_683_746,416,449,639,313,189,362
ARG56_694_757,817,684,1404,1095,601,654
ARG56_705_768,353,818,974,1059,400,558
ARG56_716_779,300,513,657,218,159,361
ARG56_727_790,608,657,1813,845,541,660
ARG56_738_801,478,385,848,966,243,280
ARG56_749_812,183,182,622,187,107,224
ARG56_760_823,254,295,477,514,194,228
ARG56_771_834,453,485,698,866,151,373
ARG56_782_845,137,125,419,233,157,183
ARG56_793_856,936,667,1870,726,705,612
ARG56_800_863,244,76,418,178,160,222
ARG80_1_64,336,192,641,626,152,254
ARG80_12_75,363,518,935,536,338,649
ARG80_23_86,191,222,525,217,289,361
ARG80_34_97,216,181,342,393,203,276
ARG80_45_108,261,491,1309,651,222,478
ARG80_56_119,365,490,1962,1373,544,1011
ARG80_67_130,1607,2070,4418,1525,2005,2309
ARG80_78_141,441,116,839,433,428,354
ARG80_89_152,573,617,745,651,366,545
ARG80_100_163,397,325,692,794,312,505
ARG80_111_174,1133,948,2362,2323,1544,1015
ARG80_114_177,353,348,1155,194,393,345
ARR1_1_64,4,1,50,6,36,88
ARR1_12_75,291,336,638,204,162,347
ARR1_23_86,175,180,443,352,74,166
ARR1_34_97,55,41,164,180,15,65
ARR1_45_108,136,278,411,194,142,182
ARR1_56_119,199,186,450,307,102,256
ARR1_67_130,1672,1408,2730,1137,1162,1371
ARR1_78_141,1641,1958,4173,2524,1728,1763
ARR1_89_152,591,589,852,391,365,624
ARR1_100_163,629,564,1105,1513,428,433
ARR1_111_174,430,406,638,402,280,509
ARR1_122_185,707,1047,1930,1057,756,1023
ARR1_133_196,740,746,1635,887,657,811
ARR1_144_207,423,365,724,344,207,324
ARR1_155_218,276,380,804,430,210,326
ARR1_166_229,317,650,1053,1219,218,532
ARR1_177_240,359,264,336,306,216,220
ARR1_188_251,211,262,452,503,211,78
ARR1_199_262,26,7,8,15,11,17
ARR1_210_273,88,37,464,321,153,174
ARR1_221_284,226,352,410,211,204,216
ARR1_232_295,511,241,440,495,74,199
ARR1_231_294,134,60,311,155,89,168
ASG1_1_64,5,30,76,20,32,21
ASG1_12_75,152,9,191,218,70,81
ASG1_23_86,175,367,434,271,146,231
ASG1_34_97,327,696,827,594,249,621
ASG1_45_108,90,174,405,45,83,208
ASG1_56_119,88,180,405,389,167,148
ASG1_67_130,216,226,396,265,110,190
ASG1_78_141,209,228,266,349,96,165
ASG1_89_152,624,262,924,1065,198,431
ASG1_100_163,433,495,647,673,192,402
ASG1_111_174,81,23,239,491,86,57
ASG1_122_185,427,381,880,961,194,466
ASG1_133_196,404,604,597,373,189,270
ASG1_144_207,735,639,840,858,238,372
ASG1_155_218,571,372,755,758,95,447
ASG1_166_229,255,205,224,181,74,178
ASG1_177_240,76,113,414,306,92,164
ASG1_188_251,175,208,420,286,59,140
ASG1_199_262,108,75,271,420,137,37
ASG1_210_273,452,692,933,581,336,439
ASG1_221_284,897,309,516,792,115,272
ASG1_232_295,458,399,1439,450,173,476
ASG1_243_306,599,1045,1495,703,649,830
ASG1_254_317,783,1132,1694,925,994,1210
ASG1_265_328,515,967,1308,1276,770,815
ASG1_276_339,734,1045,1666,1770,773,739
ASG1_287_350,723,651,1709,1519,648,844
ASG1_298_361,278,336,619,317,220,319
ASG1_309_372,614,475,679,1433,267,565
ASG1_320_383,199,155,394,578,132,270
ASG1_331_394,90,189,208,183,64,199
ASG1_342_405,743,552,793,802,205,400
ASG1_353_416,173,194,291,454,169,286
ASG1_364_427,373,268,668,495,105,296
ASG1_375_438,1106,1119,1944,1616,558,1171
ASG1_386_449,547,487,855,918,111,478
ASG1_397_460,594,417,850,934,182,756
ASG1_408_471,1000,587,1385,460,324,604
ASG1_419_482,663,872,2085,1702,460,946
ASG1_430_493,428,533,656,524,146,257
ASG1_441_504,134,308,203,209,79,197
ASG1_452_515,24,74,91,212,7,88
ASG1_463_526,32,79,102,153,16,77
ASG1_474_537,363,331,264,609,48,214
ASG1_485_548,326,238,670,496,220,265
ASG1_496_559,84,274,803,62,102,290
ASG1_507_570,332,343,694,114,98,320
ASG1_518_581,249,86,310,71,36,75
ASG1_529_592,313,167,418,432,43,316
ASG1_540_603,889,909,1789,1521,373,695
ASG1_551_614,62,140,204,131,77,144
ASG1_562_625,95,493,382,435,46,240
ASG1_573_636,364,595,1362,950,146,674
ASG1_584_647,78,110,134,37,25,128
ASG1_595_658,223,172,425,320,71,159
ASG1_606_669,275,75,169,132,43,105
ASG1_617_680,65,12,158,176,34,70
ASG1_628_691,115,97,184,53,56,99
ASG1_639_702,11,57,130,80,14,106
ASG1_650_713,279,196,684,248,47,205
ASG1_661_724,255,199,596,153,209,269
ASG1_672_735,720,761,1719,1480,349,1057
ASG1_683_746,174,385,1050,308,186,413
ASG1_694_757,215,70,218,282,46,210
ASG1_705_768,69,74,230,268,16,64
ASG1_716_779,127,76,104,164,39,71
ASG1_727_790,288,210,210,99,45,93
ASG1_738_801,120,156,185,80,27,82
ASG1_749_812,305,174,209,374,153,302
ASG1_760_823,166,352,587,87,75,171
ASG1_771_834,399,502,1399,425,411,572
ASG1_782_845,168,306,270,471,50,137
ASG1_793_856,212,122,351,233,99,176
ASG1_804_867,4,0,0,0,0,0
ASG1_815_878,0,0,0,0,1,0
ASG1_826_889,1,0,35,0,1,0
ASG1_837_900,1,2,92,0,44,18
ASG1_848_911,0,0,0,0,0,0
ASG1_859_922,0,0,0,0,0,0
ASG1_870_933,187,115,79,187,1,60
ASG1_881_944,5,242,104,127,18,76
ASG1_892_955,350,33,146,117,93,154
ASG1_901_964,250,332,295,107,118,206
ASH1_1_64,792,620,1178,770,435,623
ASH1_12_75,358,368,761,499,191,299
ASH1_23_86,527,490,499,780,257,404
ASH1_34_97,742,367,1411,583,247,707
ASH1_45_108,930,322,1308,808,139,445
ASH1_56_119,1144,534,2358,691,501,992
ASH1_67_130,548,598,1170,343,297,574
ASH1_78_141,534,251,517,176,150,310
ASH1_89_152,507,780,1668,1178,542,766
ASH1_100_163,666,582,1435,1469,421,702
ASH1_111_174,822,816,1340,851,533,691
ASH1_122_185,736,709,1273,796,724,888
ASH1_133_196,837,569,1916,827,393,949
ASH1_144_207,135,442,1031,682,386,545
ASH1_155_218,445,290,1044,468,232,340
ASH1_166_229,391,137,537,484,183,228
ASH1_177_240,204,261,1354,461,217,529
ASH1_188_251,17,245,323,250,57,81
ASH1_199_262,163,251,327,297,36,117
ASH1_210_273,299,328,872,377,239,579
ASH1_221_284,423,393,726,417,111,524
ASH1_232_295,516,397,944,547,400,473
ASH1_243_306,676,456,1150,520,372,576
ASH1_254_317,756,559,1072,819,451,717
ASH1_265_328,751,707,1353,859,592,745
ASH1_276_339,145,611,779,313,257,370
ASH1_287_350,659,266,862,272,196,472
ASH1_298_361,16,9,125,97,39,74
ASH1_309_372,144,41,26,4,4,3
ASH1_320_383,68,42,383,128,19,103
ASH1_331_394,133,105,224,238,52,106
ASH1_342_405,18,12,148,11,44,34
ASH1_353_416,105,126,235,263,51,90
ASH1_364_427,99,135,376,167,94,174
ASH1_375_438,556,481,861,559,151,635
ASH1_386_449,184,138,363,157,84,151
ASH1_397_460,673,394,915,534,413,722
ASH1_408_471,1315,667,2784,1566,578,1147
ASH1_419_482,607,667,2392,1348,753,1092
ASH1_430_493,423,277,1502,471,447,782
ASH1_441_504,443,517,1976,1065,625,875
ASH1_452_515,567,417,1719,480,446,1177
ASH1_463_526,1184,620,2337,852,780,1148
ASH1_474_537,299,35,208,138,74,139
ASH1_485_548,630,562,1837,634,579,575
ASH1_496_559,7,79,6,71,80,28
ASH1_507_570,67,36,95,11,16,22
ASH1_518_581,26,124,66,8,28,36
ASH1_525_588,85,73,311,242,46,173
AZF1_1_64,788,759,2389,847,669,1305
AZF1_12_75,17,276,538,296,106,328
AZF1_23_86,173,354,601,826,218,302
AZF1_34_97,512,252,792,370,208,361
AZF1_45_108,257,160,617,529,149,324
AZF1_56_119,569,398,1733,842,272,763
AZF1_67_130,71,245,1043,763,356,747
AZF1_78_141,520,407,1166,1074,305,552
AZF1_89_152,720,809,1228,403,756,657
AZF1_100_163,285,562,622,672,522,638
AZF1_111_174,1386,1300,2425,1999,1278,1654
AZF1_122_185,251,301,892,637,340,355
AZF1_133_196,257,373,963,797,261,430
AZF1_144_207,799,581,1449,669,368,814
AZF1_155_218,315,539,574,464,133,334
AZF1_166_229,155,143,275,97,74,127
AZF1_177_240,67,273,278,162,57,119
