,1_0_1,1_0_2
ACE2_221_284,186,288
ACE2_232_295,177,358
ACE2_243_306,197,379
ACE2_254_317,171,289
ACE2_265_328,219,433
ACE2_276_339,212,313
ACE2_287_350,227,348
ACE2_298_361,143,284
ACE2_309_372,122,193
ACE2_320_383,74,147
ACE2_331_394,132,253
ACE2_342_405,154,218
ACE2_353_416,173,281
ACE2_364_427,157,294
ACE2_375_438,194,341
ACE2_386_449,235,391
ACE2_397_460,173,358
ACE2_408_471,179,369
ACE2_419_482,264,522
ACE2_430_493,274,466
ACE2_441_504,200,353
ACE2_452_515,202,339
ACE2_463_526,182,355
ACE2_474_537,122,228
ACE2_485_548,160,235
ACE2_496_559,159,313
ACE2_507_570,235,441
ACE2_518_581,161,281
ACE2_529_592,160,334
ACE2_540_603,245,380
ACE2_551_614,221,408
ACE2_562_625,148,309
ACE2_573_636,167,317
ACE2_584_647,206,432
ACE2_595_658,285,471
ACE2_606_669,140,248
ACE2_617_680,110,205
ACE2_628_691,274,355
ACE2_639_702,182,312
ACE2_650_713,119,253
ACE2_661_724,168,266
ACE2_672_735,166,277
ACE2_683_746,122,253
ACE2_694_757,140,256
ACE2_705_768,222,387
ACE2_707_770,215,373
ADR1_1_64,241,416
ADR1_12_75,156,222
ADR1_23_86,155,245
ADR1_34_97,196,368
ADR1_45_108,157,283
ADR1_56_119,109,206
ADR1_67_130,165,287
ADR1_78_141,133,254
ADR1_89_152,146,282
ADR1_100_163,113,203
ADR1_111_174,158,281
ADR1_122_185,168,309
ADR1_133_196,188,292
ADR1_144_207,209,387
ADR1_155_218,167,281
ADR1_166_229,174,333
ADR1_177_240,225,348
ADR1_188_251,231,401
ADR1_199_262,168,298
ADR1_210_273,284,466
ADR1_221_284,246,370
ADR1_232_295,300,505
ADR1_243_306,319,551
ADR1_254_317,198,376
ADR1_265_328,260,478
ADR1_276_339,180,347
ADR1_287_350,188,333
ADR1_298_361,213,417
ADR1_309_372,250,441
ADR1_320_383,186,349
ADR1_331_394,274,431
ADR1_342_405,179,339
ADR1_353_416,206,341
ADR1_364_427,167,290
ADR1_375_438,174,319
ADR1_386_449,155,273
ADR1_397_460,202,413
ADR1_408_471,187,366
ADR1_419_482,240,440
ADR1_430_493,106,226
ADR1_441_504,188,345
ADR1_452_515,160,337
ADR1_463_526,213,438
ADR1_474_537,190,308
ADR1_485_548,184,349
ADR1_496_559,82,198
ADR1_507_570,172,281
ADR1_518_581,149,270
ADR1_529_592,184,290
ADR1_540_603,131,245
ADR1_551_614,167,257
ADR1_562_625,157,323
ADR1_573_636,221,310
ADR1_584_647,189,300
ADR1_595_658,357,595
ADR1_606_669,260,493
ADR1_617_680,304,485
ADR1_628_691,177,320
ADR1_639_702,159,332
ADR1_650_713,290,442
ADR1_661_724,238,413
ADR1_672_735,265,429
ADR1_683_746,212,330
ADR1_694_757,172,339
ADR1_705_768,208,366
ADR1_716_779,266,533
ADR1_727_790,259,440
ADR1_738_801,192,505
ADR1_749_812,275,519
ADR1_760_823,208,346
ADR1_771_834,238,403
ADR1_782_845,224,387
ADR1_793_856,262,460
ADR1_804_867,229,448
ADR1_815_878,281,435
ADR1_826_889,242,375
ADR1_837_900,187,310
ADR1_848_911,133,277
ADR1_859_922,128,275
ADR1_870_933,206,319
ADR1_881_944,151,272
ADR1_892_955,197,282
ADR1_903_966,87,152
ADR1_914_977,114,191
ADR1_925_988,90,155
ADR1_936_999,139,200
ADR1_947_1010,125,190
ADR1_958_1021,177,290
ADR1_969_1032,99,233
ADR1_980_1043,142,312
ADR1_991_1054,206,349
ADR1_1002_1065,292,464
ADR1_1013_1076,183,288
ADR1_1024_1087,200,393
ADR1_1035_1098,231,359
ADR1_1046_1109,219,407
ADR1_1057_1120,181,304
ADR1_1068_1131,265,363
ADR1_1079_1142,175,284
ADR1_1090_1153,101,246
ADR1_1101_1164,205,342
ADR1_1112_1175,192,431
ADR1_1123_1186,255,414
ADR1_1134_1197,193,437
ADR1_1145_1208,117,274
ADR1_1156_1219,229,414
ADR1_1167_1230,396,593
ADR1_1178_1241,268,445
ADR1_1189_1252,257,432
ADR1_1200_1263,297,528
ADR1_1211_1274,199,344
ADR1_1222_1285,214,279
ADR1_1233_1296,285,492
ADR1_1244_1307,259,402
ADR1_1255_1318,210,367
ADR1_1260_1323,171,287
AFT1_1_64,301,489
AFT1_12_75,346,586
AFT1_23_86,240,400
AFT1_34_97,142,313
AFT1_45_108,224,401
AFT1_56_119,180,324
AFT1_67_130,215,357
AFT1_78_141,212,400
AFT1_89_152,169,251
AFT1_100_163,129,216
AFT1_111_174,100,199
AFT1_122_185,90,183
AFT1_133_196,189,293
AFT1_144_207,125,199
AFT1_155_218,128,246
AFT1_166_229,129,218
AFT1_177_240,183,361
AFT1_188_251,171,270
AFT1_199_262,134,239
AFT1_210_273,110,189
AFT1_221_284,137,212
AFT1_232_295,148,254
AFT1_243_306,167,280
AFT1_254_317,204,398
AFT1_265_328,315,582
AFT1_276_339,359,605
AFT1_287_350,293,497
AFT1_298_361,175,299
AFT1_309_372,146,284
AFT1_320_383,168,304
AFT1_331_394,211,319
AFT1_342_405,231,362
AFT1_353_416,294,561
AFT1_364_427,263,516
AFT1_375_438,251,419
AFT1_386_449,239,494
AFT1_397_460,279,394
AFT1_408_471,206,404
AFT1_419_482,280,417
AFT1_430_493,258,509
AFT1_441_504,332,598
AFT1_452_515,258,479
AFT1_463_526,170,290
AFT1_474_537,157,288
AFT1_485_548,182,308
AFT1_496_559,236,358
AFT1_507_570,242,400
AFT1_518_581,189,376
AFT1_529_592,158,305
AFT1_540_603,214,409
AFT1_551_614,219,384
AFT1_562_625,134,201
AFT1_573_636,229,449
AFT1_584_647,221,400
AFT1_595_658,176,335
AFT1_606_669,149,210
AFT1_617_680,138,232
AFT1_628_691,110,196
AFT1_627_690,120,253
AFT2_1_64,183,312
AFT2_12_75,219,312
AFT2_23_86,135,274
AFT2_34_97,163,267
AFT2_45_108,213,347
AFT2_56_119,202,405
AFT2_67_130,216,359
AFT2_78_141,226,423
AFT2_89_152,167,303
AFT2_100_163,134,267
AFT2_111_174,90,201
AFT2_122_185,111,257
AFT2_133_196,144,247
AFT2_144_207,244,339
AFT2_155_218,191,327
AFT2_166_229,156,276
AFT2_177_240,134,230
AFT2_188_251,106,198
AFT2_199_262,89,149
AFT2_210_273,108,193
AFT2_221_284,138,269
AFT2_232_295,201,294
AFT2_243_306,196,339
AFT2_254_317,195,357
AFT2_265_328,275,594
AFT2_276_339,241,392
AFT2_287_350,204,432
AFT2_298_361,205,373
AFT2_309_372,195,286
AFT2_320_383,176,320
AFT2_331_394,152,235
AFT2_342_405,115,215
AFT2_353_416,328,589
ARG56_1_64,222,388
ARG56_12_75,193,314
ARG56_23_86,161,281
ARG56_34_97,167,299
ARG56_45_108,219,441
ARG56_56_119,179,317
ARG56_67_130,288,515
ARG56_78_141,299,477
ARG56_89_152,136,307
ARG56_100_163,262,432
ARG56_111_174,225,378
ARG56_122_185,123,248
ARG56_133_196,178,330
ARG56_144_207,273,445
ARG56_155_218,197,333
ARG56_166_229,184,372
ARG56_177_240,212,340
ARG56_188_251,261,452
ARG56_199_262,267,462
ARG56_210_273,254,406
ARG56_221_284,244,416
ARG56_232_295,218,361
ARG56_243_306,153,327
ARG56_254_317,137,228
ARG56_265_328,145,295
ARG56_276_339,174,348
ARG56_287_350,114,253
ARG56_298_361,204,295
ARG56_309_372,122,241
ARG56_320_383,207,389
ARG56_331_394,235,357
ARG56_342_405,229,402
ARG56_353_416,176,281
ARG56_364_427,310,476
ARG56_375_438,318,574
ARG56_386_449,356,593
ARG56_397_460,235,453
ARG56_408_471,307,531
ARG56_419_482,261,420
ARG56_430_493,149,297
ARG56_441_504,165,261
ARG56_452_515,227,340
ARG56_463_526,200,377
ARG56_474_537,258,484
ARG56_485_548,246,409
ARG56_496_559,222,400
ARG56_507_570,291,521
ARG56_518_581,242,366
ARG56_529_592,155,215
ARG56_540_603,133,231
ARG56_551_614,137,259
ARG56_562_625,220,321
ARG56_573_636,179,357
ARG56_584_647,165,281
ARG56_595_658,221,403
ARG56_606_669,229,400
ARG56_617_680,202,403
ARG56_628_691,282,434
ARG56_639_702,222,407
ARG56_650_713,331,680
ARG56_661_724,251,450
ARG56_672_735,258,472
ARG56_683_746,172,306
ARG56_694_757,265,463
ARG56_705_768,260,489
ARG56_716_779,271,427
ARG56_727_790,142,294
ARG56_738_801,197,327
ARG56_749_812,194,280
ARG56_760_823,176,260
ARG56_771_834,248,394
ARG56_782_845,184,346
ARG56_793_856,238,454
ARG56_800_863,219,365
ARG80_1_64,187,375
ARG80_12_75,172,287
ARG80_23_86,157,308
ARG80_34_97,182,299
ARG80_45_108,178,313
ARG80_56_119,193,369
ARG80_67_130,214,422
ARG80_78_141,249,484
ARG80_89_152,256,509
ARG80_100_163,235,475
ARG80_111_174,242,430
ARG80_114_177,238,450
ARR1_1_64,83,136
ARR1_12_75,123,200
ARR1_23_86,127,201
ARR1_34_97,208,342
ARR1_45_108,218,397
ARR1_56_119,228,424
ARR1_67_130,296,457
ARR1_78_141,274,572
ARR1_89_152,379,645
ARR1_100_163,315,590
ARR1_111_174,257,492
ARR1_122_185,242,428
ARR1_133_196,265,411
ARR1_144_207,165,298
ARR1_155_218,177,270
ARR1_166_229,117,224
ARR1_177_240,181,351
ARR1_188_251,186,317
ARR1_199_262,203,382
ARR1_210_273,222,405
ARR1_221_284,219,352
ARR1_232_295,185,321
ARR1_231_294,183,354
ASG1_1_64,123,199
ASG1_12_75,169,349
ASG1_23_86,241,412
ASG1_34_97,202,379
ASG1_45_108,128,257
ASG1_56_119,163,222
ASG1_67_130,131,250
ASG1_78_141,123,217
ASG1_89_152,150,217
ASG1_100_163,123,264
ASG1_111_174,196,330
ASG1_122_185,283,461
ASG1_133_196,295,471
ASG1_144_207,212,326
ASG1_155_218,179,307
ASG1_166_229,95,166
ASG1_177_240,130,209
ASG1_188_251,143,222
ASG1_199_262,180,336
ASG1_210_273,198,353
ASG1_221_284,179,270
ASG1_232_295,237,364
ASG1_243_306,208,398
ASG1_254_317,236,498
ASG1_265_328,275,454
ASG1_276_339,197,398
ASG1_287_350,242,394
ASG1_298_361,291,488
ASG1_309_372,232,499
ASG1_320_383,273,489
ASG1_331_394,364,648
ASG1_342_405,281,476
ASG1_353_416,135,298
ASG1_364_427,192,379
ASG1_375_438,242,411
ASG1_386_449,187,343
ASG1_397_460,209,354
ASG1_408_471,177,304
ASG1_419_482,204,312
ASG1_430_493,180,221
ASG1_441_504,141,205
ASG1_452_515,129,189
ASG1_463_526,98,184
ASG1_474_537,176,284
ASG1_485_548,91,245
ASG1_496_559,225,418
ASG1_507_570,236,398
ASG1_518_581,209,370
ASG1_529_592,128,264
ASG1_540_603,227,407
ASG1_551_614,229,417
ASG1_562_625,223,328
ASG1_573_636,234,387
ASG1_584_647,93,196
ASG1_595_658,177,250
ASG1_606_669,121,220
ASG1_617_680,155,259
ASG1_628_691,205,342
ASG1_639_702,221,418
ASG1_650_713,221,408
ASG1_661_724,227,420
ASG1_672_735,178,299
ASG1_683_746,186,313
ASG1_694_757,212,379
ASG1_705_768,129,241
ASG1_716_779,185,319
ASG1_727_790,191,283
ASG1_738_801,199,327
ASG1_749_812,229,453
ASG1_760_823,178,391
ASG1_771_834,151,255
ASG1_782_845,89,99
ASG1_793_856,81,107
ASG1_804_867,3,6
ASG1_815_878,7,9
ASG1_826_889,7,5
ASG1_837_900,4,6
ASG1_848_911,5,8
ASG1_859_922,5,3
ASG1_870_933,33,80
ASG1_881_944,71,150
ASG1_892_955,114,229
ASG1_901_964,186,343
ASH1_1_64,227,409
ASH1_12_75,321,553
ASH1_23_86,213,358
ASH1_34_97,222,450
ASH1_45_108,268,476
ASH1_56_119,245,451
ASH1_67_130,197,321
ASH1_78_141,183,374
ASH1_89_152,431,573
ASH1_100_163,176,285
ASH1_111_174,237,401
ASH1_122_185,248,473
ASH1_133_196,208,308
ASH1_144_207,126,193
ASH1_155_218,182,316
ASH1_166_229,161,337
ASH1_177_240,119,230
ASH1_188_251,156,249
ASH1_199_262,205,362
ASH1_210_273,183,327
ASH1_221_284,201,350
ASH1_232_295,204,395
ASH1_243_306,266,436
ASH1_254_317,187,327
ASH1_265_328,173,313
ASH1_276_339,140,269
ASH1_287_350,93,197
ASH1_298_361,87,228
ASH1_309_372,108,209
ASH1_320_383,91,202
ASH1_331_394,104,132
ASH1_342_405,124,238
ASH1_353_416,193,382
ASH1_364_427,247,416
ASH1_375_438,212,358
ASH1_386_449,209,426
ASH1_397_460,248,404
ASH1_408_471,328,605
ASH1_419_482,195,314
ASH1_430_493,161,335
ASH1_441_504,182,310
ASH1_452_515,304,514
ASH1_463_526,218,409
ASH1_474_537,210,431
ASH1_485_548,179,329
ASH1_496_559,134,312
ASH1_507_570,89,201
ASH1_518_581,201,369
ASH1_525_588,152,282
AZF1_1_64,192,388
AZF1_12_75,276,371
AZF1_23_86,326,469
AZF1_34_97,290,430
AZF1_45_108,271,471
AZF1_56_119,244,393
AZF1_67_130,266,473
AZF1_78_141,272,458
AZF1_89_152,228,409
AZF1_100_163,250,451
AZF1_111_174,233,434
AZF1_122_185,232,420
AZF1_133_196,254,317
AZF1_144_207,188,396
AZF1_155_218,172,333
AZF1_166_229,201,338
AZF1_177_240,169,291
AZF1_188_251,211,387
AZF1_199_262,207,314
AZF1_210_273,156,276
AZF1_221_284,220,334
AZF1_232_295,207,333
AZF1_243_306,157,275
AZF1_254_317,176,267
AZF1_265_328,158,298
AZF1_276_339,238,442
AZF1_287_350,143,227
AZF1_298_361,187,326
AZF1_309_372,132,199
AZF1_320_383,101,164
AZF1_331_394,92,123
AZF1_342_405,119,211
AZF1_353_416,155,235
AZF1_364_427,126,221
AZF1_375_438,140,284
AZF1_386_449,130,200
AZF1_397_460,99,198
AZF1_408_471,156,216
AZF1_419_482,144,257
AZF1_430_493,161,357
AZF1_441_504,179,312
AZF1_452_515,178,319
AZF1_463_526,224,382
AZF1_474_537,182,361
AZF1_485_548,166,306
AZF1_496_559,107,218
AZF1_507_570,133,265
AZF1_518_581,129,277
AZF1_529_592,135,259
AZF1_540_603,157,206
AZF1_551_614,214,362
AZF1_562_625,251,427
AZF1_573_636,251,482
AZF1_584_647,216,369
AZF1_595_658,228,367
AZF1_606_669,167,291
AZF1_617_680,261,392
AZF1_628_691,149,282
AZF1_639_702,176,300
AZF1_650_713,171,272
AZF1_661_724,200,348
AZF1_672_735,150,314
AZF1_683_746,178,316
AZF1_694_757,137,232
AZF1_705_768,145,275
AZF1_716_779,109,232
AZF1_727_790,196,328
AZF1_738_801,88,220
AZF1_749_812,207,399
AZF1_760_823,204,354
AZF1_771_834,153,291
AZF1_782_845,141,266
AZF1_793_856,193,299
AZF1_804_867,138,275
AZF1_815_878,197,382
AZF1_826_889,164,271
AZF1_837_900,205,355
AZF1_848_911,161,284
AZF1_851_914,136,195
BAS1_1_64,103,204
BAS1_12_75,157,296
BAS1_23_86,158,290
BAS1_34_97,203,377
BAS1_45_108,185,309
BAS1_56_119,139,304
BAS1_67_130,137,225
BAS1_78_141,149,260
BAS1_89_152,199,347
BAS1_100_163,179,290
BAS1_111_174,180,363
BAS1_122_185,132,311
BAS1_133_196,118,202
BAS1_144_207,132,260
BAS1_155_218,103,173
BAS1_166_229,119,211
BAS1_177_240,137,227
BAS1_188_251,139,261
BAS1_199_262,140,227
BAS1_210_273,155,279
BAS1_221_284,163,281
BAS1_232_295,110,230
BAS1_243_306,121,238
BAS1_254_317,174,287
BAS1_265_328,134,198
BAS1_276_339,141,190
BAS1_287_350,215,429
BAS1_298_361,183,343
BAS1_309_372,205,340
BAS1_320_383,176,289
BAS1_331_394,225,418
BAS1_342_405,237,424
BAS1_353_416,162,335
BAS1_364_427,209,336
BAS1_375_438,169,296
BAS1_386_449,120,320
BAS1_397_460,153,300
BAS1_408_471,189,325
BAS1_419_482,146,217
BAS1_430_493,146,258
BAS1_441_504,150,244
BAS1_452_515,182,333
BAS1_463_526,253,369
BAS1_474_537,169,317
BAS1_485_548,216,421
BAS1_496_559,179,318
BAS1_507_570,230,443
BAS1_518_581,165,323
BAS1_529_592,161,343
BAS1_540_603,199,389
BAS1_551_614,143,236
BAS1_562_625,147,267
BAS1_573_636,242,418
BAS1_584_647,248,455
BAS1_595_658,245,492
BAS1_606_669,160,277
BAS1_617_680,118,251
BAS1_628_691,115,212
BAS1_639_702,162,230
BAS1_650_713,113,197
BAS1_661_724,222,362
BAS1_672_735,153,394
BAS1_683_746,180,346
BAS1_694_757,168,314
BAS1_705_768,155,336
BAS1_716_779,183,379
BAS1_727_790,174,336
BAS1_738_801,169,291
BAS1_749_812,195,355
BAS1_748_811,182,281
CAD1_1_64,123,273
CAD1_12_75,101,185
CAD1_23_86,100,163
CAD1_34_97,161,263
CAD1_45_108,104,244
CAD1_56_119,111,193
CAD1_67_130,91,165
CAD1_78_141,126,197
CAD1_89_152,180,324
CAD1_100_163,165,266
CAD1_111_174,165,222
CAD1_122_185,171,364
CAD1_133_196,162,330
CAD1_144_207,214,469
CAD1_155_218,187,371
CAD1_166_229,260,453
CAD1_177_240,246,459
CAD1_188_251,255,369
CAD1_199_262,186,390
CAD1_210_273,203,334
CAD1_221_284,191,364
CAD1_232_295,219,395
CAD1_243_306,225,377
CAD1_254_317,190,366
CAD1_265_328,205,305
CAD1_276_339,176,353
CAD1_287_350,136,238
CAD1_298_361,230,468
CAD1_309_372,217,352
CAD1_320_383,197,349
CAD1_331_394,172,318
CAD1_342_405,139,244
CAD1_346_409,181,368
CBF1_1_64,157,219
CBF1_12_75,176,301
CBF1_23_86,163,291
CBF1_34_97,236,421
CBF1_45_108,222,371
CBF1_56_119,258,434
CBF1_67_130,188,338
CBF1_78_141,173,325
CBF1_89_152,166,281
CBF1_100_163,162,316
CBF1_111_174,183,287
CBF1_122_185,190,383
CBF1_133_196,176,348
CBF1_144_207,183,354
CBF1_155_218,172,293
CBF1_166_229,120,264
CBF1_177_240,133,294
CBF1_188_251,143,278
CBF1_199_262,178,395
CBF1_210_273,206,381
CBF1_221_284,123,182
CBF1_232_295,131,255
CBF1_243_306,156,290
CBF1_254_317,123,208
CBF1_265_328,90,128
CBF1_276_339,133,227
CBF1_287_350,98,176
CBF1_288_351,127,253
CIN5_1_64,150,294
CIN5_12_75,133,311
CIN5_23_86,204,357
CIN5_34_97,259,360
CIN5_45_108,177,383
CIN5_56_119,204,361
CIN5_67_130,236,354
CIN5_78_141,218,361
CIN5_89_152,244,354
CIN5_100_163,210,445
CIN5_111_174,372,595
CIN5_122_185,323,535
CIN5_133_196,199,368
CIN5_144_207,233,414
CIN5_155_218,276,480
CIN5_166_229,203,390
CIN5_177_240,175,341
CIN5_188_251,172,294
CIN5_199_262,217,349
CIN5_210_273,154,217
CIN5_221_284,110,197
CIN5_232_295,164,324
CMR3_1_64,77,204
CMR3_12_75,140,239
CMR3_23_86,234,369
CMR3_34_97,159,276
CMR3_45_108,224,351
CMR3_56_119,117,167
CMR3_67_130,109,212
CMR3_78_141,158,260
CMR3_89_152,240,458
CMR3_100_163,301,474
CMR3_111_174,229,402
CMR3_122_185,271,459
CMR3_133_196,239,421
CMR3_144_207,240,385
CMR3_155_218,164,334
CMR3_166_229,267,427
CMR3_177_240,173,309
CMR3_188_251,173,335
CMR3_199_262,215,377
CMR3_210_273,203,332
CMR3_221_284,218,452
CMR3_232_295,207,345
CMR3_243_306,263,501
CMR3_254_317,302,499
COM2_1_64,162,267
COM2_12_75,132,273
COM2_23_86,93,206
COM2_34_97,203,336
COM2_45_108,165,296
COM2_56_119,140,292
COM2_67_130,155,337
COM2_78_141,158,264
COM2_89_152,145,230
COM2_100_163,181,398
COM2_111_174,190,360
COM2_122_185,150,268
COM2_133_196,184,366
COM2_144_207,118,252
COM2_155_218,130,240
COM2_166_229,84,190
COM2_177_240,143,230
COM2_188_251,163,241
COM2_199_262,100,224
COM2_210_273,151,255
COM2_221_284,141,255
COM2_232_295,132,236
COM2_243_306,165,242
COM2_254_317,153,247
COM2_265_328,174,305
COM2_276_339,160,294
COM2_287_350,302,519
COM2_298_361,325,530
COM2_309_372,351,562
COM2_320_383,312,555
COM2_331_394,284,609
COM2_342_405,189,279
COM2_353_416,223,348
COM2_364_427,199,324
COM2_375_438,148,306
COM2_380_443,163,286
CRZ1_1_64,192,337
CRZ1_12_75,188,352
CRZ1_23_86,233,362
CRZ1_34_97,253,403
CRZ1_45_108,319,512
CRZ1_56_119,228,421
CRZ1_67_130,205,361
CRZ1_78_141,124,256
CRZ1_89_152,106,217
CRZ1_100_163,154,265
CRZ1_111_174,185,347
CRZ1_122_185,177,262
CRZ1_133_196,207,365
CRZ1_144_207,165,273
CRZ1_155_218,288,528
CRZ1_166_229,264,509
CRZ1_177_240,213,399
CRZ1_188_251,290,509
CRZ1_199_262,245,524
CRZ1_210_273,128,367
CRZ1_221_284,163,406
CRZ1_232_295,138,256
CRZ1_243_306,118,204
CRZ1_254_317,122,195
CRZ1_265_328,218,424
CRZ1_276_339,265,424
CRZ1_287_350,207,336
CRZ1_298_361,253,415
CRZ1_309_372,133,262
CRZ1_320_383,182,300
CRZ1_331_394,196,351
CRZ1_342_405,172,266
CRZ1_353_416,147,213
CRZ1_364_427,143,235
CRZ1_375_438,100,189
CRZ1_386_449,108,197
CRZ1_397_460,154,259
CRZ1_408_471,134,250
CRZ1_419_482,155,248
CRZ1_430_493,152,304
CRZ1_441_504,116,247
CRZ1_452_515,157,219
CRZ1_463_526,128,209
CRZ1_474_537,171,297
CRZ1_485_548,95,241
CRZ1_496_559,143,247
CRZ1_507_570,151,266
CRZ1_518_581,139,273
CRZ1_529_592,190,300
CRZ1_540_603,187,283
CRZ1_551_614,212,355
CRZ1_562_625,139,298
CRZ1_573_636,209,306
CRZ1_584_647,193,334
CRZ1_595_658,157,339
CRZ1_606_669,188,326
CRZ1_615_678,161,259
CST6_1_64,140,276
CST6_12_75,132,266
CST6_23_86,252,473
CST6_34_97,161,328
CST6_45_108,201,377
CST6_56_119,200,332
CST6_67_130,201,380
CST6_78_141,200,389
CST6_89_152,161,301
CST6_100_163,243,411
CST6_111_174,224,449
CST6_122_185,260,464
CST6_133_196,382,693
CST6_144_207,255,494
CST6_155_218,224,397
CST6_166_229,257,528
CST6_177_240,330,668
CST6_188_251,320,588
CST6_199_262,270,467
CST6_210_273,189,373
CST6_221_284,243,454
CST6_232_295,213,341
CST6_243_306,143,236
CST6_254_317,176,340
CST6_265_328,139,250
CST6_276_339,150,259
CST6_287_350,147,310
CST6_298_361,131,298
CST6_309_372,135,231
CST6_320_383,149,271
CST6_331_394,170,271
CST6_342_405,191,366
CST6_353_416,181,324
CST6_364_427,148,309
CST6_375_438,162,273
CST6_386_449,117,284
CST6_397_460,138,255
CST6_408_471,80,154
CST6_419_482,109,154
CST6_430_493,74,125
CST6_441_504,92,151
CST6_452_515,76,102
CST6_463_526,66,137
CST6_474_537,75,175
CST6_485_548,193,352
CST6_496_559,142,278
CST6_507_570,162,348
CST6_518_581,186,336
CST6_524_587,124,227
CTH1_1_64,158,262
CTH1_12_75,128,218
CTH1_23_86,119,178
CTH1_34_97,200,309
CTH1_45_108,119,252
CTH1_56_119,172,278
CTH1_67_130,151,305
CTH1_78_141,164,301
CTH1_89_152,185,338
CTH1_100_163,137,229
CTH1_111_174,165,340
CTH1_122_185,180,319
CTH1_133_196,252,493
CTH1_144_207,148,266
CTH1_155_218,156,235
CTH1_166_229,194,290
CTH1_177_240,131,254
CTH1_188_251,140,207
CTH1_199_262,121,238
CTH1_210_273,180,297
CTH1_221_284,118,235
CTH1_232_295,173,343
CTH1_243_306,125,236
CTH1_254_317,196,341
CTH1_262_325,158,294
CUP2_1_64,246,443
CUP2_12_75,245,408
CUP2_23_86,197,426
CUP2_34_97,178,453
CUP2_45_108,177,282
CUP2_56_119,137,251
CUP2_67_130,150,429
CUP2_78_141,282,539
CUP2_89_152,260,520
CUP2_100_163,245,449
CUP2_111_174,261,468
CUP2_122_185,206,460
CUP2_133_196,148,318
CUP2_144_207,256,389
CUP2_155_218,211,341
CUP2_162_225,145,302
CUP9_1_64,165,298
CUP9_12_75,200,424
CUP9_23_86,313,520
CUP9_34_97,313,608
