,1_0_1,1_0_2,1_60_1,1_60_2,2_0_1,2_0_2,2_60_1,2_60_2
ABF1_419_482,181,1167,356,1128,936,52,287,226
ABF1_430_493,456,269,436,466,295,49,315,571
ABF1_441_504,922,137,222,275,567,83,62,423
ABF1_452_515,320,90,3,108,286,2,186,301
ABF1_463_526,275,9,193,204,238,31,194,225
ABF1_474_537,62,4,155,212,0,102,51,309
ABF1_485_548,123,457,84,136,404,22,146,383
ABF1_496_559,822,451,212,257,578,104,232,318
ABF1_507_570,616,728,635,877,1613,89,661,1337
ABF1_518_581,712,716,369,688,1576,119,445,534
ABF1_529_592,99,395,929,1243,892,149,341,1082
ABF1_540_603,86,462,383,561,596,130,469,786
ABF1_551_614,657,402,373,431,678,92,327,654
ABF1_562_625,499,257,584,519,667,35,186,136
ABF1_573_636,74,9,82,791,130,217,208,238
ABF1_584_647,206,50,188,213,149,42,303,459
ABF1_595_658,387,248,433,508,130,87,147,247
ABF1_606_669,546,84,457,519,37,66,51,371
ABF1_617_680,156,135,476,510,410,235,354,389
ABF1_628_691,354,20,104,226,0,195,347,330
ABF1_639_702,475,103,496,425,554,52,233,285
ABF1_650_713,351,189,160,108,90,77,253,547
ABF1_661_724,903,128,202,114,138,5,91,872
ABF1_668_731,231,153,25,207,3,0,272,514
ABF2_1_64,292,605,399,519,577,62,126,397
ABF2_12_75,652,639,620,388,380,75,296,616
ABF2_23_86,177,294,401,539,402,23,163,365
ABF2_34_97,38,282,227,86,241,30,144,8
ABF2_45_108,196,255,149,125,836,37,152,229
ABF2_56_119,185,182,381,396,571,90,222,339
ABF2_67_130,98,160,97,501,266,71,303,124
ABF2_78_141,71,192,235,338,41,5,186,116
ABF2_89_152,101,452,285,311,459,25,185,664
ABF2_100_163,1651,418,590,409,1421,201,408,551
ABF2_111_174,485,198,86,398,440,48,8,142
ABF2_120_183,414,428,250,324,95,256,96,325
ACA1_1_64,294,705,556,350,416,41,94,39
ACA1_12_75,26,492,477,221,406,176,47,433
ACA1_23_86,225,192,210,550,558,78,186,415
ACA1_34_97,1177,39,468,293,772,342,361,831
ACA1_45_108,1524,424,646,552,882,334,273,544
ACA1_56_119,1104,421,398,593,622,324,212,484
ACA1_67_130,786,471,331,363,488,87,102,480
ACA1_78_141,168,781,515,471,4,413,554,326
ACA1_89_152,690,154,238,559,857,282,211,291
ACA1_100_163,957,227,229,205,281,185,84,446
ACA1_111_174,619,1053,510,373,637,262,327,849
ACA1_122_185,374,8,220,596,860,209,630,434
ACA1_133_196,1116,228,439,589,766,205,302,610
ACA1_144_207,1302,133,514,1016,10,123,517,571
ACA1_155_218,814,124,638,793,949,176,411,733
ACA1_166_229,1443,520,952,1077,1219,388,929,1898
ACA1_177_240,464,902,502,615,725,29,222,858
ACA1_188_251,479,258,634,455,893,498,257,538
ACA1_199_262,1087,316,616,1188,1058,675,466,605
ACA1_210_273,1993,1444,402,772,1010,479,280,251
ACA1_221_284,1536,579,938,797,1198,418,683,1085
ACA1_232_295,956,1575,1136,1252,1901,499,989,2779
ACA1_243_306,1165,679,894,746,410,18,263,609
ACA1_254_317,226,447,475,404,206,247,736,503
ACA1_265_328,197,370,87,181,876,124,155,537
ACA1_276_339,223,611,530,413,521,97,162,564
ACA1_287_350,321,2,446,417,135,230,226,341
ACA1_298_361,327,366,422,667,258,140,234,330
ACA1_309_372,291,234,106,393,648,45,171,306
ACA1_320_383,370,31,197,178,205,15,203,0
ACA1_331_394,515,347,536,418,358,38,429,592
ACA1_342_405,513,401,93,314,931,42,327,318
ACA1_353_416,555,813,340,280,324,43,211,692
ACA1_364_427,509,332,273,301,204,10,203,732
ACA1_375_438,163,164,103,0,0,2,36,266
ACA1_386_449,251,188,62,346,166,1,53,30
ACA1_397_460,55,338,96,237,704,5,158,377
ACA1_408_471,80,569,201,496,43,204,227,934
ACA1_419_482,499,205,299,549,774,21,469,926
ACA1_426_489,167,451,726,612,745,30,416,1109
ACE2_1_64,16,155,82,410,467,93,286,446
ACE2_12_75,607,59,73,160,127,62,165,325
ACE2_23_86,435,432,336,351,582,151,301,278
ACE2_34_97,385,104,126,242,294,10,163,523
ACE2_45_108,663,322,156,133,202,159,321,296
ACE2_56_119,163,8,156,451,153,2,142,160
ACE2_67_130,187,310,76,199,679,15,119,403
ACE2_78_141,151,219,330,376,250,3,335,448
ACE2_89_152,385,1173,295,502,900,141,273,956
ACE2_100_163,611,898,787,672,743,98,309,498
ACE2_111_174,79,481,626,532,824,140,134,624
ACE2_122_185,94,455,204,506,96,99,70,731
ACE2_133_196,391,434,489,1220,364,67,347,899
ACE2_144_207,195,407,469,389,231,96,402,594
ACE2_155_218,294,416,458,1003,273,42,277,679
ACE2_166_229,160,500,328,111,277,49,169,251
ACE2_177_240,552,68,216,172,211,0,5,269
ACE2_188_251,307,435,442,698,794,50,551,728
ACE2_199_262,669,576,570,493,585,108,614,840
ACE2_210_273,677,552,1122,805,810,208,700,1750
ACE2_221_284,684,902,890,872,800,98,619,1384
ACE2_232_295,148,28,677,860,645,140,284,980
ACE2_243_306,835,413,530,702,254,99,284,517
ACE2_254_317,609,346,479,360,1089,49,184,1063
ACE2_265_328,799,696,612,731,808,73,476,917
ACE2_276_339,367,322,445,735,105,59,96,619
ACE2_287_350,280,231,206,247,320,92,243,861
ACE2_298_361,247,228,203,251,447,38,219,199
ACE2_309_372,218,172,282,201,251,48,206,268
ACE2_320_383,68,5,47,208,95,3,158,265
ACE2_331_394,59,1,161,413,218,16,120,234
ACE2_342_405,1,560,475,324,368,11,162,263
ACE2_353_416,56,424,345,195,927,13,173,169
ACE2_364_427,198,38,52,383,288,28,100,96
ACE2_375_438,1203,778,554,675,779,131,174,810
ACE2_386_449,993,465,66,313,582,129,265,609
ACE2_397_460,690,491,222,333,354,588,242,379
ACE2_408_471,639,332,171,340,816,67,237,332
ACE2_419_482,970,667,602,773,1034,263,422,1095
ACE2_430_493,477,486,397,885,719,116,285,631
ACE2_441_504,1258,144,395,378,151,256,407,602
ACE2_452_515,850,560,585,558,619,222,219,765
ACE2_463_526,313,466,238,661,915,83,130,959
ACE2_474_537,125,426,183,333,518,101,303,414
ACE2_485_548,274,5,326,358,678,117,48,372
ACE2_496_559,484,321,172,204,47,172,152,300
ACE2_507_570,345,182,225,376,1259,236,292,608
ACE2_518_581,255,591,118,537,425,78,90,414
ACE2_529_592,741,286,508,281,867,226,269,501
ACE2_540_603,117,322,318,508,628,247,310,389
ACE2_551_614,757,779,558,367,932,132,610,572
ACE2_562_625,199,316,340,132,211,73,200,456
ACE2_573_636,2165,622,1058,1186,1806,272,579,2485
ACE2_584_647,764,603,250,466,181,361,358,381
ACE2_595_658,239,198,309,818,583,441,523,524
ACE2_606_669,253,447,247,320,390,155,285,724
ACE2_617_680,291,177,453,237,813,145,113,283
ACE2_628_691,684,514,359,460,697,58,264,737
ACE2_639_702,167,297,309,495,452,78,196,145
ACE2_650_713,302,434,90,213,397,48,101,79
ACE2_661_724,274,671,113,222,267,24,40,108
ACE2_672_735,250,30,451,278,50,81,136,103
ACE2_683_746,97,480,393,645,505,230,252,739
ACE2_694_757,786,270,150,451,919,46,95,496
ACE2_705_768,715,425,252,221,313,179,210,770
ACE2_707_770,419,480,323,249,563,510,119,378
ADR1_1_64,852,474,757,631,992,73,231,728
ADR1_12_75,427,411,196,175,235,18,390,192
ADR1_23_86,0,182,343,83,237,19,208,280
ADR1_34_97,370,658,573,381,960,33,109,884
ADR1_45_108,187,191,374,645,782,112,198,557
ADR1_56_119,159,380,269,120,242,37,176,243
ADR1_67_130,154,230,465,465,786,24,298,633
ADR1_78_141,742,317,593,749,472,394,540,643
ADR1_89_152,743,282,314,346,443,114,294,336
ADR1_100_163,3,178,98,127,435,48,120,410
ADR1_111_174,217,574,291,176,184,21,82,416
ADR1_122_185,198,288,256,513,515,43,124,419
ADR1_133_196,376,242,181,425,167,30,293,1053
ADR1_144_207,183,890,372,591,240,70,422,422
ADR1_155_218,451,417,718,262,594,38,145,305
ADR1_166_229,158,67,189,138,661,40,2,61
ADR1_177_240,322,742,222,764,354,194,212,918
ADR1_188_251,381,471,358,331,252,171,177,562
ADR1_199_262,346,373,525,728,676,91,698,551
ADR1_210_273,996,552,598,204,996,410,147,283
ADR1_221_284,627,404,586,562,840,264,522,1100
ADR1_232_295,180,194,291,573,480,124,637,441
ADR1_243_306,365,791,1054,626,979,115,395,638
ADR1_254_317,823,323,453,893,1085,94,618,859
ADR1_265_328,178,493,638,1034,1013,40,643,1152
ADR1_276_339,227,321,146,400,232,91,397,271
ADR1_287_350,441,485,887,1130,714,73,753,1679
ADR1_298_361,195,679,292,583,427,72,260,149
ADR1_309_372,810,371,743,496,343,282,335,690
ADR1_320_383,585,196,475,573,547,128,245,539
ADR1_331_394,363,102,267,62,593,57,206,656
ADR1_342_405,293,312,168,887,940,150,567,830
ADR1_353_416,453,223,257,652,556,21,188,449
ADR1_364_427,109,613,351,397,690,74,267,686
ADR1_375_438,89,267,344,83,47,66,486,235
ADR1_386_449,372,407,185,351,601,54,194,132
ADR1_397_460,412,769,347,329,542,62,250,699
ADR1_408_471,547,476,206,401,938,26,247,532
ADR1_419_482,771,701,357,369,718,110,316,525
ADR1_430_493,141,365,97,440,671,71,158,82
ADR1_441_504,130,93,778,454,1226,34,62,335
ADR1_452_515,166,155,280,557,493,271,208,486
ADR1_463_526,130,461,473,331,346,54,390,568
ADR1_474_537,93,526,275,360,259,7,229,220
ADR1_485_548,708,339,291,363,287,226,327,278
ADR1_496_559,125,204,59,68,414,70,174,250
ADR1_507_570,311,492,143,257,355,22,230,435
ADR1_518_581,186,31,33,259,248,89,44,335
ADR1_529_592,252,611,0,377,557,16,283,562
ADR1_540_603,379,815,536,435,988,101,269,798
ADR1_551_614,237,592,32,638,96,73,236,83
ADR1_562_625,887,409,457,262,414,112,186,480
ADR1_573_636,1,137,595,432,356,4,356,367
ADR1_584_647,400,377,271,529,364,59,121,299
ADR1_595_658,875,1273,641,1030,1434,245,538,864
ADR1_606_669,740,505,786,320,804,164,450,658
ADR1_617_680,499,229,315,627,1549,358,288,588
ADR1_628_691,239,560,460,210,538,138,114,707
ADR1_639_702,257,281,527,263,55,20,174,7
ADR1_650_713,501,694,921,271,746,214,490,433
ADR1_661_724,444,398,211,500,445,265,428,851
ADR1_672_735,347,451,147,254,602,130,62,837
ADR1_683_746,86,827,345,649,1046,125,243,464
ADR1_694_757,348,143,170,368,579,105,104,298
ADR1_705_768,452,273,272,776,727,68,576,888
ADR1_716_779,378,224,163,268,440,117,139,125
ADR1_727_790,135,1056,374,705,1150,44,513,507
ADR1_738_801,308,286,321,385,332,232,287,706
ADR1_749_812,562,519,471,350,24,149,329,626
ADR1_760_823,456,899,571,546,308,109,415,291
ADR1_771_834,508,488,295,432,270,194,156,277
ADR1_782_845,587,698,633,631,137,90,291,540
ADR1_793_856,3,1001,294,447,295,164,573,314
ADR1_804_867,534,502,136,228,579,113,95,259
ADR1_815_878,331,362,73,585,931,79,327,322
ADR1_826_889,145,464,270,312,221,101,109,288
ADR1_837_900,213,377,334,533,428,113,183,250
ADR1_848_911,269,262,157,434,194,14,33,240
ADR1_859_922,74,288,192,271,440,4,194,278
ADR1_870_933,132,195,200,370,147,84,306,404
ADR1_881_944,1,519,218,351,642,4,79,454
ADR1_892_955,33,64,342,355,746,22,152,319
ADR1_903_966,226,1,326,318,304,4,138,184
ADR1_914_977,288,41,381,367,462,29,244,355
ADR1_925_988,380,298,262,367,489,19,386,281
ADR1_936_999,322,5,273,195,496,13,48,473
ADR1_947_1010,10,356,258,288,198,3,180,448
ADR1_958_1021,89,229,157,382,143,69,215,326
ADR1_969_1032,76,146,375,182,718,53,268,466
ADR1_980_1043,293,1177,159,498,597,15,474,450
ADR1_991_1054,597,398,124,436,314,109,233,481
ADR1_1002_1065,162,936,862,1226,1640,38,274,1325
ADR1_1013_1076,311,409,870,710,534,124,368,971
ADR1_1024_1087,493,1042,1259,1349,1707,128,654,1251
ADR1_1035_1098,454,570,635,787,1095,71,548,1082
ADR1_1046_1109,439,648,275,428,844,146,137,227
ADR1_1057_1120,167,354,404,546,463,52,220,83
ADR1_1068_1131,157,904,112,431,449,58,81,659
ADR1_1079_1142,235,700,317,513,247,79,244,177
ADR1_1090_1153,49,474,235,582,70,38,71,439
ADR1_1101_1164,85,587,626,358,365,79,422,425
ADR1_1112_1175,254,286,108,465,496,2,232,474
ADR1_1123_1186,1,1021,200,278,582,29,193,548
ADR1_1134_1197,157,178,266,287,400,70,260,452
ADR1_1145_1208,365,385,191,296,315,48,87,272
ADR1_1156_1219,758,885,539,288,314,88,322,103
ADR1_1167_1230,312,514,764,916,643,136,485,751
ADR1_1178_1241,238,264,615,709,1734,201,551,955
ADR1_1189_1252,481,657,625,799,611,189,597,685
ADR1_1200_1263,802,880,438,690,1031,109,334,883
ADR1_1211_1274,607,251,452,266,885,79,530,393
ADR1_1222_1285,433,210,360,267,655,50,142,358
ADR1_1233_1296,488,120,60,489,750,20,70,203
ADR1_1244_1307,398,548,371,270,598,34,253,242
ADR1_1255_1318,742,593,301,359,890,131,783,1235
ADR1_1260_1323,526,796,333,319,829,45,243,279
AFT1_1_64,440,693,316,525,1112,99,116,499
AFT1_12_75,673,243,467,624,763,120,360,467
AFT1_23_86,188,473,302,288,1,170,322,272
AFT1_34_97,221,668,227,297,951,323,370,523
AFT1_45_108,698,764,291,613,689,327,233,399
AFT1_56_119,768,473,522,463,951,308,400,693
AFT1_67_130,334,535,356,613,616,94,310,299
AFT1_78_141,637,37,660,424,908,88,313,384
AFT1_89_152,254,261,204,383,145,34,83,324
AFT1_100_163,274,68,201,232,181,29,145,416
AFT1_111_174,539,470,261,106,6,33,114,51
AFT1_122_185,5,99,91,150,329,184,131,599
AFT1_133_196,565,746,332,345,475,332,291,102
AFT1_144_207,314,116,85,344,455,152,135,107
AFT1_155_218,235,217,147,372,278,53,187,442
AFT1_166_229,73,317,519,280,135,151,142,155
AFT1_177_240,371,396,84,370,254,45,227,256
AFT1_188_251,166,795,283,994,179,82,103,1020
AFT1_199_262,3,361,50,320,492,24,160,322
AFT1_210_273,370,256,241,326,487,10,271,277
AFT1_221_284,229,235,379,401,299,75,178,304
AFT1_232_295,187,36,114,325,490,94,122,337
AFT1_243_306,138,188,204,138,703,60,168,248
AFT1_254_317,317,362,359,285,232,29,202,316
AFT1_265_328,1169,1038,465,776,504,216,310,244
AFT1_276_339,1510,850,507,540,1263,256,407,794
AFT1_287_350,1021,558,761,1098,649,148,174,574
AFT1_298_361,779,85,352,428,327,82,269,401
AFT1_309_372,835,261,366,304,393,237,106,728
AFT1_320_383,441,374,493,207,516,14,273,337
AFT1_331_394,527,326,464,244,497,30,150,283
AFT1_342_405,29,575,741,1258,902,366,710,1713
AFT1_353_416,392,1164,1501,1629,1735,351,512,1690
AFT1_364_427,757,1366,1103,1138,808,525,679,1973
AFT1_375_438,764,1001,587,473,876,81,193,964
AFT1_386_449,231,864,452,538,695,129,397,739
AFT1_397_460,215,259,239,236,364,5,196,607
AFT1_408_471,336,816,166,230,1240,244,218,828
AFT1_419_482,500,167,273,452,1598,200,556,555
AFT1_430_493,602,718,655,1115,676,302,380,1146
AFT1_441_504,171,1216,456,727,607,497,371,1029
AFT1_452_515,424,95,366,554,754,75,529,393
AFT1_463_526,77,518,431,389,666,193,252,547
AFT1_474_537,112,229,315,81,784,227,252,328
AFT1_485_548,234,279,197,254,1088,109,193,527
AFT1_496_559,717,898,338,420,601,132,258,793
AFT1_507_570,49,616,600,816,614,81,369,372
AFT1_518_581,402,241,206,206,414,20,134,593
AFT1_529_592,220,927,208,259,799,28,230,498
AFT1_540_603,206,606,227,491,964,26,176,699
AFT1_551_614,640,323,316,332,714,293,144,567
AFT1_562_625,196,10,54,139,797,109,88,510
AFT1_573_636,304,563,288,526,970,182,234,437
AFT1_584_647,1098,402,442,455,859,158,94,423
AFT1_595_658,455,555,236,301,206,321,42,474
AFT1_606_669,829,494,207,169,773,87,261,473
AFT1_617_680,488,259,388,397,409,307,225,566
AFT1_628_691,364,595,144,193,236,47,224,84
AFT1_627_690,307,235,24,464,818,294,359,359
AFT2_1_64,363,682,287,467,1324,374,526,1700
AFT2_12_75,143,771,644,503,390,127,362,1025
AFT2_23_86,544,553,374,576,1346,87,166,436
AFT2_34_97,516,390,113,129,860,47,61,223
AFT2_45_108,652,524,267,478,223,62,238,316
AFT2_56_119,280,162,297,520,216,63,187,364
AFT2_67_130,448,114,327,513,796,206,309,516
AFT2_78_141,422,332,236,349,361,170,38,349
AFT2_89_152,83,355,147,193,363,48,166,357
AFT2_100_163,265,228,300,333,366,86,176,186
AFT2_111_174,183,251,99,95,420,0,90,102
AFT2_122_185,425,330,269,375,843,98,484,621
AFT2_133_196,130,95,360,276,663,68,98,85
AFT2_144_207,58,396,164,89,547,17,466,364
AFT2_155_218,180,502,253,210,674,41,230,636
AFT2_166_229,12,7,23,249,105,12,212,514
AFT2_177_240,281,206,412,738,251,172,286,582
AFT2_188_251,60,181,230,255,399,1,318,389
AFT2_199_262,263,257,63,409,688,112,358,509
AFT2_210_273,262,1132,394,660,402,21,212,249
AFT2_221_284,447,422,865,372,973,92,250,1363
AFT2_232_295,491,377,766,1255,912,113,355,1323
AFT2_243_306,666,607,545,719,1146,256,524,1474
AFT2_254_317,523,1153,938,1757,806,198,459,1968
AFT2_265_328,1089,1189,1086,1303,1510,327,991,2779
AFT2_276_339,1208,981,1097,1706,1290,406,1530,2104
AFT2_287_350,525,954,548,1067,540,342,725,1442
AFT2_298_361,721,560,583,651,993,102,379,725
AFT2_309_372,360,228,656,512,722,227,296,986
AFT2_320_383,362,470,256,274,686,76,222,502
AFT2_331_394,870,160,507,1056,678,94,542,759
AFT2_342_405,300,234,128,460,355,93,140,590
AFT2_353_416,1148,1271,1979,2144,2569,431,897,2848
ARG56_1_64,499,769,365,1003,538,117,347,790
ARG56_12_75,442,526,400,259,511,166,145,370
ARG56_23_86,3,296,227,321,1057,130,212,410
ARG56_34_97,534,300,296,448,908,314,98,456
ARG56_45_108,135,396,549,432,397,195,139,404
ARG56_56_119,964,425,137,482,317,104,475,243
ARG56_67_130,717,806,747,874,762,167,152,623
ARG56_78_141,217,256,427,484,1475,224,484,753
ARG56_89_152,845,658,242,683,734,447,506,283
ARG56_100_163,1183,132,466,630,562,316,510,440
ARG56_111_174,439,6,179,734,299,358,476,547
ARG56_122_185,448,17,146,156,609,157,214,216
ARG56_133_196,971,196,152,478,928,4,102,220
ARG56_144_207,386,205,562,598,340,238,199,565
ARG56_155_218,364,194,162,376,663,116,218,248
ARG56_166_229,336,405,177,99,209,1,236,339
ARG56_177_240,500,271,594,265,807,277,540,891
ARG56_188_251,804,516,572,408,86,107,517,329
ARG56_199_262,736,364,748,1267,1284,349,225,1012
ARG56_210_273,1083,1032,599,761,887,201,333,925
ARG56_221_284,580,769,405,278,909,50,194,634
ARG56_232_295,394,71,259,659,858,476,176,578
ARG56_243_306,794,541,246,202,330,305,256,810
ARG56_254_317,201,229,60,79,184,13,10,521
ARG56_265_328,130,532,47,273,768,87,49,583
ARG56_276_339,116,175,288,549,290,33,242,560
ARG56_287_350,73,281,318,305,134,20,188,266
ARG56_298_361,96,135,153,481,612,21,196,216
ARG56_309_372,482,687,821,835,842,137,376,845
ARG56_320_383,522,200,959,457,434,153,256,805
ARG56_331_394,384,622,584,592,504,92,424,841
ARG56_342_405,672,588,244,632,651,128,472,772
ARG56_353_416,523,351,270,319,339,157,208,432
ARG56_364_427,274,472,359,567,328,162,300,538
ARG56_375_438,359,323,306,574,710,262,402,922
ARG56_386_449,471,822,657,906,1435,79,402,609
ARG56_397_460,453,319,253,491,1121,342,118,632
ARG56_408_471,431,504,575,478,526,232,164,590
ARG56_419_482,806,853,422,407,507,232,184,343
ARG56_430_493,520,755,131,299,334,359,202,161
ARG56_441_504,188,705,37,149,815,134,270,390
ARG56_452_515,358,446,508,125,220,66,2,957
ARG56_463_526,419,231,297,412,269,24,162,206
ARG56_474_537,289,989,123,323,386,0,309,866
ARG56_485_548,552,707,311,458,358,51,279,229
ARG56_496_559,915,149,198,435,131,263,247,832
ARG56_507_570,814,721,379,662,999,510,219,307
ARG56_518_581,85,471,508,480,1165,284,244,1735
ARG56_529_592,805,110,305,366,450,153,214,259
ARG56_540_603,52,172,139,340,118,69,136,68
ARG56_551_614,3,12,356,342,157,72,221,280
ARG56_562_625,32,342,425,265,292,70,109,73
ARG56_573_636,337,280,364,684,759,133,111,524
ARG56_584_647,154,495,506,305,849,28,7,285
ARG56_595_658,760,544,579,490,556,85,94,440
ARG56_606_669,448,243,123,317,869,171,330,1080
ARG56_617_680,305,299,209,513,473,106,170,820
ARG56_628_691,240,360,192,575,1048,170,495,300
ARG56_639_702,216,348,129,255,536,282,107,829
ARG56_650_713,906,275,579,730,1060,226,212,519
ARG56_661_724,566,310,225,795,326,82,181,1040
ARG56_672_735,159,346,468,482,618,85,233,173
ARG56_683_746,207,304,278,406,626,218,163,601
ARG56_694_757,340,363,453,244,724,126,291,287
ARG56_705_768,840,160,49,327,1222,60,447,315
ARG56_716_779,660,506,158,540,1080,115,354,734
ARG56_727_790,719,541,277,144,509,113,213,239
ARG56_738_801,667,234,430,204,1080,56,409,619
ARG56_749_812,273,468,102,208,299,51,170,498
ARG56_760_823,339,268,347,194,249,30,95,323
ARG56_771_834,249,443,315,336,314,94,375,657
ARG56_782_845,687,449,550,414,405,15,284,198
ARG56_793_856,659,724,465,303,518,52,317,1037
ARG56_800_863,501,730,746,406,741,48,234,404
ARG80_1_64,607,245,242,505,350,253,227,1060
ARG80_12_75,579,480,175,184,334,190,174,260
ARG80_23_86,263,183,27,288,69,109,116,880
ARG80_34_97,1039,26,289,667,0,156,318,456
ARG80_45_108,437,474,181,392,582,141,89,566
ARG80_56_119,421,243,175,566,639,142,201,937
ARG80_67_130,970,619,264,259,465,413,268,1232
ARG80_78_141,1194,751,135,485,756,446,235,1088
ARG80_89_152,838,814,481,375,148,349,476,610
ARG80_100_163,1192,571,315,341,732,247,402,317
ARG80_111_174,283,712,426,540,1382,503,239,1133
ARG80_114_177,1129,587,468,620,736,133,326,365
ARR1_1_64,3,94,2,129,123,0,77,97
ARR1_12_75,1,3,183,179,14,194,121,201
ARR1_23_86,395,359,79,415,1011,2,54,595
ARR1_34_97,584,52,230,330,678,9,284,245
ARR1_45_108,191,328,109,79,230,47,62,484
ARR1_56_119,239,662,807,254,937,39,131,727
ARR1_67_130,869,377,550,871,591,120,806,551
ARR1_78_141,1852,528,481,472,821,253,166,520
ARR1_89_152,1041,346,648,683,588,184,491,938
ARR1_100_163,1150,229,594,524,343,286,294,719
ARR1_111_174,269,296,221,748,1345,210,270,880
ARR1_122_185,678,715,418,559,378,171,353,938
ARR1_133_196,278,573,343,472,856,8,114,485
ARR1_144_207,263,366,151,196,284,117,181,1010
ARR1_155_218,37,336,346,383,747,143,27,158
ARR1_166_229,283,224,264,365,138,48,82,435
ARR1_177_240,562,676,383,243,61,135,334,557
ARR1_188_251,181,267,232,252,377,195,338,261
ARR1_199_262,332,826,444,381,464,47,291,442
ARR1_210_273,739,746,661,948,805,424,392,577
ARR1_221_284,680,682,470,612,1077,95,355,501
ARR1_232_295,48,198,172,206,172,8,269,394
ARR1_231_294,591,348,314,431,649,60,115,409
ASG1_1_64,416,211,202,588,520,209,337,532
ASG1_12_75,174,391,367,345,338,118,302,805
ASG1_23_86,185,185,87,375,338,63,110,309
ASG1_34_97,98,373,328,553,305,22,141,432
ASG1_45_108,250,419,141,318,998,33,148,675
ASG1_56_119,496,289,179,271,774,41,90,372
ASG1_67_130,507,352,137,438,393,80,203,558
ASG1_78_141,241,414,205,561,168,81,125,257
ASG1_89_152,314,309,564,365,516,100,260,866
ASG1_100_163,263,292,137,206,672,79,75,617
ASG1_111_174,352,372,160,354,46,106,219,642
ASG1_122_185,161,986,369,461,1033,181,280,501
ASG1_133_196,641,625,528,294,628,204,251,596
ASG1_144_207,413,499,545,513,734,25,132,197
ASG1_155_218,259,220,266,482,734,70,523,674
ASG1_166_229,131,81,129,204,105,20,92,52
ASG1_177_240,310,309,307,363,211,36,218,689
ASG1_188_251,50,120,617,405,451,90,481,975
ASG1_199_262,324,364,660,378,941,123,141,1148
ASG1_210_273,367,696,271,546,1041,303,470,522
ASG1_221_284,106,352,193,501,594,1,72,21
ASG1_232_295,457,600,505,405,710,20,450,475
ASG1_243_306,742,707,625,590,970,327,320,499
ASG1_254_317,900,355,468,406,642,272,170,812
ASG1_265_328,483,1134,89,258,1025,208,212,509
ASG1_276_339,70,158,293,131,95,99,296,600
ASG1_287_350,647,638,555,373,781,240,166,805
ASG1_298_361,1310,273,204,315,374,30,298,619
ASG1_309_372,218,1359,540,441,712,127,351,434
ASG1_320_383,380,200,322,241,11,133,463,857
ASG1_331_394,881,600,262,755,435,216,464,531
ASG1_342_405,727,436,854,806,232,150,474,542
ASG1_353_416,285,249,341,299,427,78,359,355
ASG1_364_427,429,672,381,419,1206,80,158,543
ASG1_375_438,337,332,404,313,843,219,474,403
ASG1_386_449,334,271,275,700,772,88,266,592
ASG1_397_460,370,385,732,858,1151,168,501,965
ASG1_408_471,117,133,658,406,363,90,433,580
ASG1_419_482,852,540,405,402,972,37,237,488
ASG1_430_493,63,284,296,219,2,7,243,173
ASG1_441_504,75,198,351,157,389,86,194,191
ASG1_452_515,23,120,130,113,199,30,163,78
ASG1_463_526,64,568,441,403,163,11,202,115
ASG1_474_537,178,299,211,121,445,8,203,87
ASG1_485_548,86,391,135,313,213,8,78,393
ASG1_496_559,406,623,311,428,755,115,225,424
ASG1_507_570,267,744,299,542,1247,121,230,369
ASG1_518_581,246,182,422,354,233,55,112,98
