,1_0_1,1_0_2
ACA1_23_86,155,149
ACA1_34_97,211,276
ACA1_45_108,252,340
ACA1_56_119,254,289
ACA1_67_130,254,280
ACA1_78_141,224,264
ACA1_89_152,159,198
ACA1_100_163,173,222
ACA1_111_174,120,167
ACA1_122_185,155,193
ACA1_133_196,187,237
ACA1_144_207,162,197
ACA1_155_218,291,366
ACA1_166_229,317,352
ACA1_177_240,225,275
ACA1_188_251,203,255
ACA1_199_262,271,332
ACA1_210_273,267,371
ACA1_221_284,293,324
ACA1_232_295,367,414
ACA1_243_306,292,351
ACA1_254_317,237,341
ACA1_265_328,171,203
ACA1_276_339,186,221
ACA1_287_350,147,208
ACA1_298_361,217,226
ACA1_309_372,101,112
ACA1_320_383,97,124
ACA1_331_394,142,150
ACA1_342_405,143,158
ACA1_353_416,137,160
ACA1_364_427,88,103
ACA1_375_438,89,93
ACA1_386_449,100,96
ACA1_397_460,73,99
ACA1_408_471,96,143
ACA1_419_482,102,136
ACA1_426_489,127,145
ACE2_1_64,131,168
ACE2_12_75,64,78
ACE2_23_86,131,146
ACE2_34_97,111,142
ACE2_45_108,170,140
ACE2_56_119,137,154
ACE2_67_130,195,203
ACE2_78_141,192,266
ACE2_89_152,149,235
ACE2_100_163,168,218
ACE2_111_174,98,140
ACE2_122_185,108,134
ACE2_133_196,114,119
ACE2_144_207,112,126
ACE2_155_218,109,145
ACE2_166_229,103,134
ACE2_177_240,86,133
ACE2_188_251,108,143
ACE2_199_262,107,148
ACE2_210_273,92,148
ACE2_221_284,127,163
ACE2_232_295,234,269
ACE2_243_306,181,221
ACE2_254_317,148,203
ACE2_265_328,215,230
ACE2_276_339,237,239
ACE2_287_350,155,193
ACE2_298_361,144,195
ACE2_309_372,113,131
ACE2_320_383,107,109
ACE2_331_394,113,133
ACE2_342_405,164,193
ACE2_353_416,133,183
ACE2_364_427,132,168
ACE2_375_438,181,243
ACE2_386_449,200,223
ACE2_397_460,171,198
ACE2_408_471,222,254
ACE2_419_482,270,381
ACE2_430_493,236,244
ACE2_441_504,234,275
ACE2_452_515,226,244
ACE2_463_526,178,206
ACE2_474_537,169,176
ACE2_485_548,135,176
ACE2_496_559,159,205
ACE2_507_570,247,303
ACE2_518_581,136,207
ACE2_529_592,146,188
ACE2_540_603,176,236
ACE2_551_614,210,214
ACE2_562_625,151,173
ACE2_573_636,189,205
ACE2_584_647,167,216
ACE2_595_658,194,224
ACE2_606_669,121,182
ACE2_617_680,133,158
ACE2_628_691,178,188
ACE2_639_702,179,235
ACE2_650_713,105,167
ACE2_661_724,89,111
ACE2_672_735,124,134
ACE2_683_746,165,151
ACE2_694_757,125,158
ACE2_705_768,171,234
ACE2_707_770,199,273
ADR1_1_64,197,216
ADR1_12_75,154,203
ADR1_23_86,124,149
ADR1_34_97,155,185
ADR1_45_108,129,175
ADR1_56_119,141,148
ADR1_67_130,84,142
ADR1_78_141,127,173
ADR1_89_152,112,153
ADR1_100_163,114,143
ADR1_111_174,133,161
ADR1_122_185,148,203
ADR1_133_196,132,192
ADR1_144_207,162,204
ADR1_155_218,185,206
ADR1_166_229,128,113
ADR1_177_240,184,197
ADR1_188_251,214,272
ADR1_199_262,156,238
ADR1_210_273,268,369
ADR1_221_284,225,279
ADR1_232_295,247,256
ADR1_243_306,245,261
ADR1_254_317,249,238
ADR1_265_328,200,218
ADR1_276_339,183,232
ADR1_287_350,143,208
ADR1_298_361,205,235
ADR1_309_372,177,250
ADR1_320_383,188,197
ADR1_331_394,224,227
ADR1_342_405,181,217
ADR1_353_416,149,183
ADR1_364_427,181,197
ADR1_375_438,126,177
ADR1_386_449,124,164
ADR1_397_460,242,268
ADR1_408_471,215,186
ADR1_419_482,254,277
ADR1_430_493,120,198
ADR1_441_504,193,247
ADR1_452_515,176,192
ADR1_463_526,219,302
ADR1_474_537,128,164
ADR1_485_548,113,146
ADR1_496_559,71,108
ADR1_507_570,173,206
ADR1_518_581,131,190
ADR1_529_592,165,201
ADR1_540_603,136,176
ADR1_551_614,179,184
ADR1_562_625,184,165
ADR1_573_636,187,205
ADR1_584_647,212,227
ADR1_595_658,292,329
ADR1_606_669,237,277
ADR1_617_680,272,349
ADR1_628_691,168,199
ADR1_639_702,147,216
ADR1_650_713,264,283
ADR1_661_724,193,330
ADR1_672_735,241,252
ADR1_683_746,236,257
ADR1_694_757,189,211
ADR1_705_768,176,204
ADR1_716_779,220,273
ADR1_727_790,238,298
ADR1_738_801,218,258
ADR1_749_812,295,362
ADR1_760_823,159,211
ADR1_771_834,153,228
ADR1_782_845,161,216
ADR1_793_856,296,337
ADR1_804_867,207,265
ADR1_815_878,208,245
ADR1_826_889,219,205
ADR1_837_900,178,186
ADR1_848_911,137,167
ADR1_859_922,80,107
ADR1_870_933,143,215
ADR1_881_944,160,228
ADR1_892_955,187,204
ADR1_903_966,102,104
ADR1_914_977,105,146
ADR1_925_988,108,127
ADR1_936_999,120,129
ADR1_947_1010,105,147
ADR1_958_1021,106,149
ADR1_969_1032,115,178
ADR1_980_1043,142,162
ADR1_991_1054,198,203
ADR1_1002_1065,194,233
ADR1_1013_1076,171,201
ADR1_1024_1087,122,257
ADR1_1035_1098,212,268
ADR1_1046_1109,204,210
ADR1_1057_1120,142,214
ADR1_1068_1131,226,242
ADR1_1079_1142,183,222
ADR1_1090_1153,119,118
ADR1_1101_1164,159,192
ADR1_1112_1175,214,219
ADR1_1123_1186,185,211
ADR1_1134_1197,180,208
ADR1_1145_1208,120,151
ADR1_1156_1219,189,250
ADR1_1167_1230,254,332
ADR1_1178_1241,243,261
ADR1_1189_1252,218,247
ADR1_1200_1263,213,266
ADR1_1211_1274,181,243
ADR1_1222_1285,199,220
ADR1_1233_1296,234,291
ADR1_1244_1307,236,263
ADR1_1255_1318,194,231
ADR1_1260_1323,164,173
AFT1_1_64,232,323
AFT1_12_75,316,310
AFT1_23_86,204,243
AFT1_34_97,229,257
AFT1_45_108,246,306
AFT1_56_119,216,181
AFT1_67_130,218,219
AFT1_78_141,195,245
AFT1_89_152,139,180
AFT1_100_163,107,157
AFT1_111_174,99,116
AFT1_122_185,116,138
AFT1_133_196,123,180
AFT1_144_207,112,137
AFT1_155_218,109,109
AFT1_166_229,121,158
AFT1_177_240,155,211
AFT1_188_251,221,223
AFT1_199_262,131,154
AFT1_210_273,109,119
AFT1_221_284,135,167
AFT1_232_295,144,202
AFT1_243_306,134,162
AFT1_254_317,189,248
AFT1_265_328,310,425
AFT1_276_339,345,372
AFT1_287_350,340,350
AFT1_298_361,145,188
AFT1_309_372,135,198
AFT1_320_383,159,168
AFT1_331_394,192,178
AFT1_342_405,179,276
AFT1_353_416,240,310
AFT1_364_427,253,278
AFT1_375_438,236,302
AFT1_386_449,259,265
AFT1_397_460,227,306
AFT1_408_471,199,313
AFT1_419_482,233,307
AFT1_430_493,208,259
AFT1_441_504,273,353
AFT1_452_515,247,224
AFT1_463_526,153,171
AFT1_474_537,171,226
AFT1_485_548,143,200
AFT1_496_559,196,218
AFT1_507_570,203,275
AFT1_518_581,185,217
AFT1_529_592,172,235
AFT1_540_603,241,242
AFT1_551_614,214,259
AFT1_562_625,192,233
AFT1_573_636,225,267
AFT1_584_647,201,236
AFT1_595_658,175,198
AFT1_606_669,124,138
AFT1_617_680,138,154
AFT1_628_691,145,196
AFT1_627_690,130,158
AFT2_1_64,193,209
AFT2_12_75,174,230
AFT2_23_86,142,186
AFT2_34_97,122,185
AFT2_45_108,176,214
AFT2_56_119,243,235
AFT2_67_130,180,170
AFT2_78_141,225,256
AFT2_89_152,142,205
AFT2_100_163,104,135
AFT2_111_174,81,147
AFT2_122_185,162,167
AFT2_133_196,156,164
AFT2_144_207,168,185
AFT2_155_218,207,259
AFT2_166_229,106,155
AFT2_177_240,110,146
AFT2_188_251,105,173
AFT2_199_262,62,84
AFT2_210_273,108,164
AFT2_221_284,108,186
AFT2_232_295,157,205
AFT2_243_306,173,197
AFT2_254_317,144,188
AFT2_265_328,294,341
AFT2_276_339,242,291
AFT2_287_350,191,219
AFT2_298_361,175,220
AFT2_309_372,164,172
AFT2_320_383,116,163
AFT2_331_394,144,163
AFT2_342_405,155,190
AFT2_353_416,321,376
ARG56_1_64,183,204
ARG56_12_75,192,253
ARG56_23_86,118,173
ARG56_34_97,175,191
ARG56_45_108,196,252
ARG56_56_119,200,254
ARG56_67_130,264,283
ARG56_78_141,276,310
ARG56_89_152,166,213
ARG56_100_163,231,282
ARG56_111_174,204,248
ARG56_122_185,116,143
ARG56_133_196,156,229
ARG56_144_207,243,281
ARG56_155_218,198,269
ARG56_166_229,134,196
ARG56_177_240,151,198
ARG56_188_251,275,292
ARG56_199_262,241,259
ARG56_210_273,283,363
ARG56_221_284,234,271
ARG56_232_295,217,235
ARG56_243_306,171,244
ARG56_254_317,107,143
ARG56_265_328,127,144
ARG56_276_339,156,213
ARG56_287_350,123,165
ARG56_298_361,180,228
ARG56_309_372,127,145
ARG56_320_383,183,253
ARG56_331_394,181,245
ARG56_342_405,219,276
ARG56_353_416,167,197
ARG56_364_427,278,326
ARG56_375_438,270,345
ARG56_386_449,281,377
ARG56_397_460,206,266
ARG56_408_471,306,414
ARG56_419_482,248,309
ARG56_430_493,180,207
ARG56_441_504,127,179
ARG56_452_515,230,245
ARG56_463_526,192,237
ARG56_474_537,243,281
ARG56_485_548,176,216
ARG56_496_559,157,191
ARG56_507_570,268,301
ARG56_518_581,289,302
ARG56_529_592,189,200
ARG56_540_603,122,167
ARG56_551_614,125,187
ARG56_562_625,180,194
ARG56_573_636,149,209
ARG56_584_647,135,155
ARG56_595_658,217,253
ARG56_606_669,199,248
ARG56_617_680,246,249
ARG56_628_691,236,287
ARG56_639_702,259,318
ARG56_650_713,332,409
ARG56_661_724,254,266
ARG56_672_735,208,241
ARG56_683_746,194,218
ARG56_694_757,223,265
ARG56_705_768,251,334
ARG56_716_779,231,264
ARG56_727_790,175,199
ARG56_738_801,188,247
ARG56_749_812,170,177
ARG56_760_823,163,218
ARG56_771_834,181,230
ARG56_782_845,171,231
ARG56_793_856,201,244
ARG56_800_863,216,284
ARG80_1_64,184,231
ARG80_12_75,177,213
ARG80_23_86,147,164
ARG80_34_97,219,219
ARG80_45_108,130,167
ARG80_56_119,179,241
ARG80_67_130,268,282
ARG80_78_141,251,333
ARG80_89_152,237,250
ARG80_100_163,229,271
ARG80_111_174,232,284
ARG80_114_177,263,282
ARR1_1_64,92,109
ARR1_12_75,102,113
ARR1_23_86,141,222
ARR1_34_97,154,207
ARR1_45_108,190,222
ARR1_56_119,217,269
ARR1_67_130,218,279
ARR1_78_141,297,310
ARR1_89_152,326,439
ARR1_100_163,251,314
ARR1_111_174,253,247
ARR1_122_185,238,279
ARR1_133_196,279,284
ARR1_144_207,158,162
ARR1_155_218,168,225
ARR1_166_229,99,109
ARR1_177_240,155,191
ARR1_188_251,167,209
ARR1_199_262,213,288
ARR1_210_273,203,273
ARR1_221_284,198,220
ARR1_232_295,212,219
ARR1_231_294,223,237
ASG1_1_64,108,152
ASG1_12_75,195,213
ASG1_23_86,255,220
ASG1_34_97,205,197
ASG1_45_108,125,133
ASG1_56_119,186,207
ASG1_67_130,124,158
ASG1_78_141,145,164
ASG1_89_152,126,146
ASG1_100_163,132,160
ASG1_111_174,165,230
ASG1_122_185,236,336
ASG1_133_196,230,280
ASG1_144_207,185,251
ASG1_155_218,193,231
ASG1_166_229,70,90
ASG1_177_240,111,116
ASG1_188_251,138,127
ASG1_199_262,189,209
ASG1_210_273,185,270
ASG1_221_284,193,240
ASG1_232_295,187,233
ASG1_243_306,250,297
ASG1_254_317,250,267
ASG1_265_328,302,337
ASG1_276_339,189,235
ASG1_287_350,201,239
ASG1_298_361,238,250
ASG1_309_372,235,301
ASG1_320_383,243,269
ASG1_331_394,309,373
ASG1_342_405,248,251
ASG1_353_416,147,176
ASG1_364_427,201,256
ASG1_375_438,200,279
ASG1_386_449,201,251
ASG1_397_460,185,198
ASG1_408_471,159,204
ASG1_419_482,233,261
ASG1_430_493,142,164
ASG1_441_504,135,145
ASG1_452_515,126,127
ASG1_463_526,141,132
ASG1_474_537,115,182
ASG1_485_548,135,165
ASG1_496_559,211,214
ASG1_507_570,245,255
ASG1_518_581,173,177
ASG1_529_592,122,162
ASG1_540_603,176,260
ASG1_551_614,233,278
ASG1_562_625,239,296
ASG1_573_636,175,204
ASG1_584_647,97,105
ASG1_595_658,95,157
ASG1_606_669,119,153
ASG1_617_680,145,170
ASG1_628_691,197,224
ASG1_639_702,180,270
ASG1_650_713,219,228
ASG1_661_724,245,250
ASG1_672_735,179,243
ASG1_683_746,142,227
ASG1_694_757,204,225
ASG1_705_768,119,114
ASG1_716_779,123,159
ASG1_727_790,186,221
ASG1_738_801,167,183
ASG1_749_812,230,284
ASG1_760_823,208,217
ASG1_771_834,130,181
ASG1_782_845,52,93
ASG1_793_856,77,97
ASG1_804_867,5,2
ASG1_815_878,13,8
ASG1_826_889,9,2
ASG1_837_900,2,1
ASG1_848_911,4,6
ASG1_859_922,1,2
ASG1_870_933,42,38
ASG1_881_944,58,94
ASG1_892_955,125,143
ASG1_901_964,199,246
ASH1_1_64,224,267
ASH1_12_75,220,270
ASH1_23_86,243,302
ASH1_34_97,179,214
ASH1_45_108,234,293
ASH1_56_119,267,305
ASH1_67_130,192,218
ASH1_78_141,281,293
ASH1_89_152,313,384
ASH1_100_163,154,186
ASH1_111_174,226,280
ASH1_122_185,291,258
ASH1_133_196,122,166
ASH1_144_207,135,177
ASH1_155_218,179,171
ASH1_166_229,179,203
ASH1_177_240,133,147
ASH1_188_251,140,214
ASH1_199_262,193,205
ASH1_210_273,139,230
ASH1_221_284,172,219
ASH1_232_295,202,241
ASH1_243_306,261,281
ASH1_254_317,146,196
ASH1_265_328,140,191
ASH1_276_339,109,163
ASH1_287_350,119,147
ASH1_298_361,118,154
ASH1_309_372,122,159
ASH1_320_383,131,141
ASH1_331_394,95,91
ASH1_342_405,108,131
ASH1_353_416,172,185
ASH1_364_427,203,238
ASH1_375_438,214,253
ASH1_386_449,170,250
ASH1_397_460,211,286
ASH1_408_471,321,333
ASH1_419_482,185,210
ASH1_430_493,128,175
ASH1_441_504,152,154
ASH1_452_515,322,334
ASH1_463_526,210,252
ASH1_474_537,206,247
ASH1_485_548,223,239
ASH1_496_559,119,137
ASH1_507_570,83,100
ASH1_518_581,184,214
ASH1_525_588,148,167
AZF1_1_64,243,227
AZF1_12_75,159,205
AZF1_23_86,231,254
AZF1_34_97,254,236
AZF1_45_108,260,283
AZF1_56_119,279,365
AZF1_67_130,215,273
AZF1_78_141,246,289
AZF1_89_152,222,201
AZF1_100_163,197,284
AZF1_111_174,163,228
AZF1_122_185,213,260
AZF1_133_196,202,186
AZF1_144_207,145,204
AZF1_155_218,174,215
AZF1_166_229,200,248
AZF1_177_240,138,187
AZF1_188_251,202,251
AZF1_199_262,181,197
AZF1_210_273,146,184
AZF1_221_284,146,166
AZF1_232_295,170,218
AZF1_243_306,171,184
AZF1_254_317,168,191
AZF1_265_328,150,144
AZF1_276_339,216,236
AZF1_287_350,128,137
AZF1_298_361,147,178
AZF1_309_372,113,126
AZF1_320_383,94,107
AZF1_331_394,87,90
AZF1_342_405,138,141
AZF1_353_416,115,157
AZF1_364_427,88,130
AZF1_375_438,113,138
AZF1_386_449,94,127
AZF1_397_460,96,140
AZF1_408_471,93,105
AZF1_419_482,119,149
AZF1_430_493,156,182
AZF1_441_504,183,208
AZF1_452_515,198,251
AZF1_463_526,180,249
AZF1_474_537,182,217
AZF1_485_548,150,167
AZF1_496_559,112,142
AZF1_507_570,111,149
AZF1_518_581,112,144
AZF1_529_592,159,192
AZF1_540_603,145,180
AZF1_551_614,158,217
AZF1_562_625,259,284
AZF1_573_636,259,273
AZF1_584_647,193,240
AZF1_595_658,177,178
AZF1_606_669,206,263
AZF1_617_680,203,241
AZF1_628_691,141,216
AZF1_639_702,158,127
AZF1_650_713,128,160
AZF1_661_724,174,246
AZF1_672_735,155,193
AZF1_683_746,170,213
AZF1_694_757,147,143
AZF1_705_768,101,135
AZF1_716_779,114,152
AZF1_727_790,179,199
AZF1_738_801,132,140
AZF1_749_812,157,182
AZF1_760_823,185,229
AZF1_771_834,166,194
AZF1_782_845,136,220
AZF1_793_856,163,198
AZF1_804_867,183,197
AZF1_815_878,156,243
AZF1_826_889,141,162
AZF1_837_900,198,198
AZF1_848_911,145,170
AZF1_851_914,144,154
BAS1_1_64,118,155
BAS1_12_75,139,164
BAS1_23_86,116,203
BAS1_34_97,195,207
BAS1_45_108,136,170
BAS1_56_119,154,192
BAS1_67_130,175,162
BAS1_78_141,133,195
BAS1_89_152,186,210
BAS1_100_163,156,192
BAS1_111_174,185,214
BAS1_122_185,195,171
BAS1_133_196,157,168
BAS1_144_207,157,159
BAS1_155_218,125,143
BAS1_166_229,124,158
BAS1_177_240,110,151
BAS1_188_251,106,119
BAS1_199_262,128,170
BAS1_210_273,151,190
BAS1_221_284,145,214
BAS1_232_295,127,154
BAS1_243_306,114,133
BAS1_254_317,125,150
BAS1_265_328,120,182
BAS1_276_339,126,154
BAS1_287_350,193,273
BAS1_298_361,222,223
BAS1_309_372,215,246
BAS1_320_383,259,284
BAS1_331_394,231,316
BAS1_342_405,197,219
BAS1_353_416,203,210
BAS1_364_427,165,203
BAS1_375_438,139,171
BAS1_386_449,129,172
BAS1_397_460,207,209
BAS1_408_471,153,204
BAS1_419_482,159,198
BAS1_430_493,150,183
BAS1_441_504,124,155
BAS1_452_515,162,198
BAS1_463_526,216,283
BAS1_474_537,129,135
BAS1_485_548,197,262
BAS1_496_559,156,189
BAS1_507_570,174,263
BAS1_518_581,198,235
BAS1_529_592,172,169
BAS1_540_603,228,160
BAS1_551_614,150,154
BAS1_562_625,114,152
BAS1_573_636,186,243
BAS1_584_647,228,288
BAS1_595_658,243,301
BAS1_606_669,180,208
BAS1_617_680,120,123
BAS1_628_691,124,170
BAS1_639_702,130,177
BAS1_650_713,96,148
BAS1_661_724,178,183
BAS1_672_735,189,197
BAS1_683_746,202,260
BAS1_694_757,160,193
BAS1_705_768,162,175
BAS1_716_779,204,197
BAS1_727_790,145,146
BAS1_738_801,144,198
BAS1_749_812,166,181
BAS1_748_811,147,222
CAD1_1_64,108,176
CAD1_12_75,82,86
CAD1_23_86,108,86
CAD1_34_97,135,118
CAD1_45_108,107,95
CAD1_56_119,102,121
CAD1_67_130,97,124
CAD1_78_141,114,132
CAD1_89_152,134,136
CAD1_100_163,124,184
CAD1_111_174,110,128
CAD1_122_185,181,231
CAD1_133_196,252,282
CAD1_144_207,204,276
CAD1_155_218,226,258
CAD1_166_229,234,269
CAD1_177_240,234,272
CAD1_188_251,218,258
CAD1_199_262,267,258
CAD1_210_273,193,213
CAD1_221_284,203,238
CAD1_232_295,209,290
CAD1_243_306,177,220
CAD1_254_317,188,214
CAD1_265_328,157,199
CAD1_276_339,225,247
CAD1_287_350,158,185
CAD1_298_361,230,272
CAD1_309_372,182,230
CAD1_320_383,191,252
CAD1_331_394,172,198
CAD1_342_405,141,176
CAD1_346_409,163,171
CBF1_1_64,123,150
CBF1_12_75,142,167
CBF1_23_86,177,177
CBF1_34_97,213,227
CBF1_45_108,224,264
CBF1_56_119,181,244
CBF1_67_130,209,223
CBF1_78_141,175,193
CBF1_89_152,136,134
CBF1_100_163,149,209
CBF1_111_174,128,172
CBF1_122_185,200,206
CBF1_133_196,176,200
CBF1_144_207,204,254
CBF1_155_218,135,175
CBF1_166_229,122,165
CBF1_177_240,88,124
CBF1_188_251,134,179
CBF1_199_262,155,222
CBF1_210_273,150,190
CBF1_221_284,102,114
CBF1_232_295,145,215
CBF1_243_306,119,142
CBF1_254_317,148,186
CBF1_265_328,90,125
CBF1_276_339,118,147
CBF1_287_350,83,117
CBF1_288_351,94,139
CIN5_1_64,183,247
CIN5_12_75,131,189
CIN5_23_86,223,241
CIN5_34_97,185,253
CIN5_45_108,180,226
CIN5_56_119,184,254
CIN5_67_130,215,244
CIN5_78_141,179,258
CIN5_89_152,171,259
CIN5_100_163,188,266
CIN5_111_174,281,310
CIN5_122_185,304,442
CIN5_133_196,231,281
CIN5_144_207,209,248
CIN5_155_218,264,296
CIN5_166_229,138,201
CIN5_177_240,150,195
CIN5_188_251,160,200
CIN5_199_262,103,143
CIN5_210_273,117,143
CIN5_221_284,98,114
CIN5_232_295,169,181
CMR3_1_64,81,144
CMR3_12_75,127,166
CMR3_23_86,214,222
CMR3_34_97,146,193
CMR3_45_108,172,239
CMR3_56_119,105,209
CMR3_67_130,94,206
CMR3_78_141,95,194
CMR3_89_152,244,315
CMR3_100_163,251,279
CMR3_111_174,211,285
CMR3_122_185,242,335
CMR3_133_196,245,328
CMR3_144_207,154,195
CMR3_155_218,176,222
CMR3_166_229,225,253
CMR3_177_240,242,231
CMR3_188_251,201,200
CMR3_199_262,201,242
CMR3_210_273,175,212
CMR3_221_284,264,347
CMR3_232_295,197,271
CMR3_243_306,213,242
CMR3_254_317,241,320
COM2_1_64,116,155
COM2_12_75,158,180
COM2_23_86,116,190
COM2_34_97,184,225
COM2_45_108,169,205
COM2_56_119,160,204
COM2_67_130,137,182
COM2_78_141,140,165
COM2_89_152,146,164
COM2_100_163,185,222
COM2_111_174,170,205
COM2_122_185,147,166
COM2_133_196,139,175
COM2_144_207,119,131
COM2_155_218,137,170
COM2_166_229,86,127
COM2_177_240,113,177
COM2_188_251,139,153
COM2_199_262,91,131
COM2_210_273,157,199
COM2_221_284,149,181
COM2_232_295,174,169
COM2_243_306,137,168
COM2_254_317,138,198
COM2_265_328,132,137
COM2_276_339,208,230
COM2_287_350,227,293
COM2_298_361,321,388
COM2_309_372,286,325
COM2_320_383,273,340
COM2_331_394,248,310
COM2_342_405,132,167
COM2_353_416,152,188
COM2_364_427,205,269
COM2_375_438,183,224
COM2_380_443,192,232
CRZ1_1_64,135,182
CRZ1_12_75,144,185
CRZ1_23_86,207,254
CRZ1_34_97,206,227
CRZ1_45_108,253,301
CRZ1_56_119,208,252
CRZ1_67_130,156,204
CRZ1_78_141,114,137
CRZ1_89_152,121,168
CRZ1_100_163,180,243
CRZ1_111_174,184,181
CRZ1_122_185,178,221
CRZ1_133_196,188,249
CRZ1_144_207,220,304
CRZ1_155_218,316,340
CRZ1_166_229,306,353
CRZ1_177_240,179,232
CRZ1_188_251,284,304
CRZ1_199_262,235,278
CRZ1_210_273,181,197
CRZ1_221_284,200,182
CRZ1_232_295,193,192
CRZ1_243_306,98,152
CRZ1_254_317,113,156
CRZ1_265_328,265,261
CRZ1_276_339,263,279
CRZ1_287_350,185,240
CRZ1_298_361,194,219
CRZ1_309_372,139,206
CRZ1_320_383,147,183
CRZ1_331_394,217,243
CRZ1_342_405,217,213
CRZ1_353_416,125,175
CRZ1_364_427,109,128
CRZ1_375_438,101,113
CRZ1_386_449,111,130
CRZ1_397_460,129,162
CRZ1_408_471,103,154
CRZ1_419_482,136,134
CRZ1_430_493,150,161
CRZ1_441_504,89,144
CRZ1_452_515,139,144
CRZ1_463_526,100,102
CRZ1_474_537,130,201
CRZ1_485_548,110,158
CRZ1_496_559,133,153
CRZ1_507_570,140,147
CRZ1_518_581,139,210
CRZ1_529_592,132,156
CRZ1_540_603,96,164
CRZ1_551_614,245,238
CRZ1_562_625,122,185
CRZ1_573_636,192,217
CRZ1_584_647,153,178
CRZ1_595_658,188,179
CRZ1_606_669,172,186
CRZ1_615_678,166,193
CST6_1_64,154,224
CST6_12_75,152,203
CST6_23_86,212,296
CST6_34_97,183,234
CST6_45_108,206,254
CST6_56_119,156,236
CST6_67_130,144,155
CST6_78_141,253,296
CST6_89_152,108,162
CST6_100_163,197,225
CST6_111_174,212,260
CST6_122_185,230,270
CST6_133_196,356,371
CST6_144_207,264,304
CST6_155_218,212,294
CST6_166_229,223,264
CST6_177_240,272,291
CST6_188_251,246,271
CST6_199_262,285,321
CST6_210_273,218,216
CST6_221_284,275,304
CST6_232_295,174,256
CST6_243_306,182,212
CST6_254_317,167,201
CST6_265_328,122,177
CST6_276_339,136,161
CST6_287_350,200,229
CST6_298_361,98,151
CST6_309_372,129,143
CST6_320_383,164,175
CST6_331_394,111,176
CST6_342_405,198,252
CST6_353_416,172,196
CST6_364_427,106,191
CST6_375_438,103,145
CST6_386_449,153,187
CST6_397_460,134,199
CST6_408_471,106,116
CST6_419_482,130,148
CST6_430_493,76,96
CST6_441_504,58,80
CST6_452_515,71,69
CST6_463_526,102,104
CST6_474_537,60,56
CST6_485_548,116,179
CST6_496_559,139,157
CST6_507_570,149,198
CST6_518_581,191,231
CST6_524_587,132,177
CTH1_1_64,139,150
CTH1_12_75,124,138
CTH1_23_86,123,155
CTH1_34_97,140,164
CTH1_45_108,69,124
CTH1_56_119,113,136
CTH1_67_130,170,194
CTH1_78_141,196,226
CTH1_89_152,185,203
CTH1_100_163,167,234
CTH1_111_174,180,208
CTH1_122_185,200,208
CTH1_133_196,256,259
CTH1_144_207,120,159
CTH1_155_218,153,174
CTH1_166_229,170,203
CTH1_177_240,122,143
CTH1_188_251,110,151
CTH1_199_262,144,181
CTH1_210_273,143,161
CTH1_221_284,104,124
CTH1_232_295,187,169
CTH1_243_306,132,181
CTH1_254_317,194,219
CTH1_262_325,201,201
CUP2_1_64,233,248
CUP2_12_75,207,233
CUP2_23_86,203,223
CUP2_34_97,239,258
CUP2_45_108,180,213
CUP2_56_119,132,178
CUP2_67_130,220,286
CUP2_78_141,260,290
CUP2_89_152,234,264
CUP2_100_163,311,303
CUP2_111_174,290,265
CUP2_122_185,170,243
CUP2_133_196,120,220
CUP2_144_207,218,275
CUP2_155_218,134,185
CUP2_162_225,146,190
CUP9_1_64,163,187
CUP9_12_75,225,271
CUP9_23_86,251,297
CUP9_34_97,327,343
