,1_1_1,1_1_2,1_2_1,1_2_2,1_3_1,1_3_2,1_4_1,1_4_2,1_5_1,1_5_2,1_6_1,1_6_2,1_7_1,1_7_2,1_8_1,1_8_2
ABF1_408_471,0,0,0,0,1,0,656,0,104,0,0,0,0,0,1,0
ABF1_419_482,421,93,664,1,455,17,0,1,0,0,0,0,0,0,0,0
ABF1_430_493,340,573,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABF1_441_504,1,0,0,0,433,1,0,0,457,391,291,1,0,1,0,0
ABF1_452_515,0,0,0,1,0,312,746,0,66,0,0,0,0,1,0,0
ABF1_463_526,0,1,0,0,0,0,0,331,0,0,19,0,573,0,0,0
ABF1_474_537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF1_485_548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF1_496_559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ABF1_507_570,593,477,1467,203,214,0,2,0,0,1,392,0,1,1,0,1
ABF1_518_581,141,90,0,452,713,0,1,0,0,0,0,0,0,0,0,0
ABF1_529_592,163,1209,832,590,202,140,1,0,1,0,1,2,0,0,1,0
ABF1_540_603,278,608,0,809,0,636,273,0,0,1,1,1,2,0,0,0
ABF1_551_614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF1_562_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF1_573_636,0,0,0,1,918,0,0,0,1,50,0,0,1,0,0,0
ABF1_584_647,0,0,0,263,0,557,2,0,0,0,0,0,0,1,1,0
ABF1_595_658,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF1_606_669,19,766,0,1,2,62,1,0,0,0,0,0,0,1,0,0
ABF1_617_680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF1_628_691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF1_639_702,41,0,395,0,0,0,0,0,0,0,0,0,0,0,1,0
ABF1_650_713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF1_661_724,0,0,0,0,513,0,0,0,0,0,0,0,1,0,0,0
ABF1_668_731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF2_1_64,0,51,415,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF2_12_75,0,0,38,0,0,898,787,0,0,30,0,0,1,0,0,1
ABF2_23_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF2_34_97,0,0,0,0,0,0,0,0,0,0,161,0,1,337,0,0
ABF2_45_108,6,3,181,1,1793,23,339,577,4,811,1,422,4,6,14,7
ABF2_56_119,424,1238,0,323,0,1,0,54,0,257,1,0,0,0,2,0
ABF2_67_130,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0
ABF2_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF2_89_152,1,33,0,93,0,0,0,0,0,0,0,0,0,0,0,0
ABF2_100_163,25,71,201,0,143,75,0,0,1,0,0,0,20,0,0,0
ABF2_111_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF2_120_183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_1_64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_12_75,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_23_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_34_97,60,0,3,275,292,99,665,548,1,1202,1,68,0,0,0,0
ACA1_45_108,39,1,0,0,1,2,1,0,1,1,0,2103,0,0,0,1
ACA1_56_119,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
ACA1_67_130,0,0,0,0,1,0,0,2,0,3231,0,0,0,0,0,0
ACA1_78_141,2,0,0,140,2,0,1,107,3,0,0,1014,0,1,4,3981
ACA1_89_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_100_163,0,0,0,0,0,0,1,18,108,261,0,0,0,0,0,0
ACA1_111_174,189,195,150,160,765,391,1,0,0,0,0,1,0,0,0,0
ACA1_122_185,320,156,50,37,112,2,1,0,0,0,0,0,0,0,0,0
ACA1_133_196,6,0,679,1,0,0,0,683,0,0,0,1,1,1,0,1
ACA1_144_207,1221,9,445,186,2854,272,2,682,49,288,1,0,0,0,0,0
ACA1_155_218,1,0,368,1,0,1146,383,0,1,5,206,1,0,0,0,0
ACA1_166_229,0,49,0,0,0,0,0,930,0,0,0,0,2,0,0,0
ACA1_177_240,1,0,1,0,0,4,1,0,0,4380,0,0,396,2,0,1
ACA1_188_251,0,0,0,0,0,2,295,0,0,86,2,311,0,1,1,1
ACA1_199_262,0,0,67,0,211,0,358,0,179,60,0,0,0,0,0,0
ACA1_210_273,425,711,335,11,118,2,951,8,1,0,0,0,0,0,1,0
ACA1_221_284,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
ACA1_232_295,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ACA1_243_306,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0
ACA1_254_317,100,1,1,1456,597,1359,1036,439,1,2,2,2,1,0,0,1
ACA1_265_328,0,0,0,0,0,459,1,2027,1,1,0,0,0,1,0,1
ACA1_276_339,0,0,0,0,0,0,0,0,331,838,0,0,0,1,0,0
ACA1_287_350,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_298_361,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
ACA1_309_372,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0
ACA1_320_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_331_394,0,0,0,0,1,0,213,85,1503,1,0,1,0,0,0,0
ACA1_342_405,1,0,0,0,0,0,0,0,1,903,0,817,1,58,1,0
ACA1_353_416,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0
ACA1_364_427,319,164,132,514,0,257,0,0,0,57,0,0,0,0,1,0
ACA1_375_438,0,0,839,521,0,0,1,0,0,245,0,0,0,0,0,0
ACA1_386_449,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_397_460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_408_471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_419_482,0,87,114,0,0,0,0,0,0,0,0,0,0,0,0,0
ACA1_426_489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_1_64,0,0,0,0,0,0,87,0,0,61,0,0,0,0,0,0
ACE2_12_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_23_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_34_97,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_45_108,0,0,0,0,0,0,0,0,0,218,0,0,1,0,1,0
ACE2_56_119,0,0,0,657,1,0,370,0,0,0,2,0,1,0,0,0
ACE2_67_130,26,203,297,304,30,56,0,0,97,1,0,0,0,0,0,0
ACE2_78_141,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0
ACE2_89_152,0,0,298,0,46,0,0,0,0,0,0,377,0,0,1,0
ACE2_100_163,1,0,0,0,889,129,160,307,0,1,285,64,0,0,0,1
ACE2_111_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_122_185,1,1,0,430,0,44,12,0,0,0,0,0,0,1,0,0
ACE2_133_196,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_144_207,25,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_155_218,307,134,0,0,0,0,0,1,1,0,0,0,1,0,0,0
ACE2_166_229,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
ACE2_177_240,0,0,1,0,0,0,0,0,597,1,9,0,0,0,0,0
ACE2_188_251,1,1176,11,1595,1,1,2,0,1,1,1,0,2,2,1,0
ACE2_199_262,963,10,0,30,295,0,0,245,0,0,0,0,0,0,0,0
ACE2_210_273,701,21,40,0,0,1,0,0,0,0,0,0,0,0,0,0
ACE2_221_284,0,0,0,0,0,98,29,0,0,0,0,0,0,0,0,0
ACE2_232_295,0,501,0,2,294,91,0,194,3,0,150,0,0,1,0,0
ACE2_243_306,0,142,77,133,0,0,0,96,0,0,0,0,0,1,0,1
ACE2_254_317,161,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_265_328,0,0,3,96,0,0,0,0,0,0,0,0,0,0,1,0
ACE2_276_339,46,1,0,0,0,0,1,0,607,1627,0,999,1,0,0,0
ACE2_287_350,0,0,0,0,493,293,0,0,6,346,30,79,486,0,2,0
ACE2_298_361,0,2,0,259,2,0,1,3,696,1,991,1,1579,248,567,1047
ACE2_309_372,0,0,0,0,0,0,0,0,0,0,1108,0,1,1,0,0
ACE2_320_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_331_394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_342_405,0,0,0,0,68,0,0,444,0,0,0,112,0,70,0,2
ACE2_353_416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_364_427,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
ACE2_375_438,202,108,0,95,371,74,266,217,0,8,0,0,0,0,1,0
ACE2_386_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_397_460,1,2,0,1,352,2,0,793,1148,0,1,0,0,1,3,1
ACE2_408_471,0,0,0,3,0,1417,0,665,159,1,0,1,0,0,2,1
ACE2_419_482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_430_493,99,1732,350,961,1683,296,1,145,0,1,0,1,2,3,0,1
ACE2_441_504,0,0,0,0,143,0,0,120,0,92,0,0,0,0,0,0
ACE2_452_515,735,0,328,0,1,0,0,1,0,0,189,0,0,1,1,0
ACE2_463_526,621,0,94,1,33,302,798,1512,1,2,1,0,0,2,4,0
ACE2_474_537,0,0,1,0,2,1,0,608,215,0,0,187,1,0,0,1
ACE2_485_548,391,145,687,210,3354,346,3,1192,2,1,1,0,2,0,0,0
ACE2_496_559,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0
ACE2_507_570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_518_581,0,0,0,0,0,80,0,1,613,1,0,0,0,0,0,1
ACE2_529_592,816,166,127,0,417,177,0,0,0,0,1,0,0,0,0,0
ACE2_540_603,0,0,0,0,0,0,160,0,0,0,0,0,1,0,0,0
ACE2_551_614,33,0,0,1,0,429,0,0,0,0,0,0,0,0,0,2
ACE2_562_625,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0
ACE2_573_636,229,557,0,167,0,17,0,0,0,0,0,0,0,0,0,0
ACE2_584_647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_595_658,0,2,0,1,198,1,0,114,0,0,0,1090,1109,0,1,0
ACE2_606_669,1,0,0,9,2,1,1,0,788,60,194,0,612,692,1,0
ACE2_617_680,0,0,0,0,788,0,1,1,0,1,0,21,819,0,0,0
ACE2_628_691,1,0,3,0,1399,0,319,0,1112,113,1016,1,1,0,0,1
ACE2_639_702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_650_713,0,1,1,0,0,1,0,0,0,1,147,440,482,319,0,0
ACE2_661_724,0,0,0,0,0,0,0,0,110,0,0,0,0,54,0,0
ACE2_672_735,1,0,0,0,0,0,0,1279,0,0,1,0,0,24,1,0
ACE2_683_746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_694_757,0,0,0,2,729,0,0,0,0,0,0,10,0,0,0,0
ACE2_705_768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2_707_770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_1_64,0,247,0,318,799,1,0,0,192,1,266,179,0,0,0,0
ADR1_12_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_23_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_34_97,1,0,299,0,0,237,0,218,0,0,0,0,0,0,0,0
ADR1_45_108,106,0,260,502,546,454,2,0,0,1,0,1,0,0,0,2
ADR1_56_119,1,0,324,1,0,857,0,1,275,0,690,596,0,1,0,1
ADR1_67_130,231,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_78_141,63,6,0,109,0,0,224,0,1297,4,477,1168,1,1,2,0
ADR1_89_152,2,2,45,2,6,6,1005,2,2203,3,823,192,1215,6990,7,8259
ADR1_100_163,11,5,21,5,95,30,2,85,169,2,5,4,3,8,7,2
ADR1_111_174,1,0,0,0,0,0,110,0,0,0,0,0,0,14,0,0
ADR1_122_185,2,1129,1859,1813,639,273,833,1226,92,909,0,206,0,1,1,5
ADR1_133_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_144_207,3,2,1,0,1158,1537,407,11,1,646,243,1,1358,2,0,1
ADR1_155_218,1378,366,0,497,670,0,0,0,0,0,3,0,1,1,0,1
ADR1_166_229,0,0,0,0,0,0,0,1,200,0,0,0,0,0,1,0
ADR1_177_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_188_251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ADR1_199_262,1432,2799,305,665,179,3,1,0,8,725,0,3,1,0,3,0
ADR1_210_273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_221_284,1492,349,2,2359,184,319,0,0,0,2,0,0,0,1,1,2
ADR1_232_295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_243_306,347,1032,427,298,349,0,186,0,1,0,0,2,1,1,4,0
ADR1_254_317,582,563,275,59,274,0,1,1,2,0,0,0,0,0,1,0
ADR1_265_328,0,0,184,0,0,0,0,0,0,0,1,0,0,0,0,0
ADR1_276_339,0,0,0,0,1,0,16,865,1815,465,1,1,28,0,0,1
ADR1_287_350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_298_361,2,0,104,8,1,1,651,275,186,0,1,559,0,0,0,0
ADR1_309_372,0,0,0,1,1,0,1,1,2310,481,379,945,0,1247,1,0
ADR1_320_383,150,498,930,1221,0,542,350,182,560,608,0,0,0,1,0,1
ADR1_331_394,0,0,0,0,0,261,0,0,0,0,0,0,0,880,1,0
ADR1_342_405,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ADR1_353_416,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0
ADR1_364_427,0,450,0,514,373,90,119,572,344,2,0,0,0,0,0,0
ADR1_375_438,791,4,892,345,211,2,0,1,1,0,2,0,0,1,2,0
ADR1_386_449,0,24,65,0,0,115,0,0,0,0,0,0,0,0,0,0
ADR1_397_460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_408_471,0,1,117,1,0,0,0,37,116,280,0,0,0,0,1,0
ADR1_419_482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_430_493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_441_504,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_452_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_463_526,0,0,0,0,0,1,0,153,134,0,0,404,0,0,0,0
ADR1_474_537,0,1,0,0,471,322,1,1739,714,0,0,0,0,1,0,0
ADR1_485_548,0,0,0,0,0,0,51,0,0,0,0,0,147,0,0,0
ADR1_496_559,0,121,324,0,0,3,1,1,0,104,312,0,0,0,0,1
ADR1_507_570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_518_581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_529_592,0,0,0,0,0,83,486,0,321,8,0,1,0,0,0,0
ADR1_540_603,125,301,736,251,1,0,0,1,925,38,45,649,2,1,3,0
ADR1_551_614,0,0,0,1,0,0,0,0,0,0,0,531,0,0,1,0
ADR1_562_625,0,71,0,0,794,0,396,239,0,0,0,0,1,0,0,0
ADR1_573_636,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
ADR1_584_647,86,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0
ADR1_595_658,1,0,3,2,0,2,1,3,985,207,24,422,377,2227,770,0
ADR1_606_669,1,1,0,0,1,0,1,905,290,1,11,0,2426,1192,2,0
ADR1_617_680,6,8,6,9,9,33,12,16,728,52,469,1148,5071,3165,10774,22482
ADR1_628_691,27,1,312,1268,1,847,807,159,1331,620,2,1,0,10,4,0
ADR1_639_702,0,905,303,526,495,473,28,500,193,0,0,0,1,0,0,0
ADR1_650_713,0,1,1,2,0,4,97,1,1,0,3,1335,3923,4,3,1
ADR1_661_724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_672_735,0,0,1,4,0,2,0,0,0,0,242,1,1043,0,26,584
ADR1_683_746,0,0,0,0,0,5,0,1,1,1,329,1,1671,1,0,0
ADR1_694_757,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0
ADR1_705_768,211,71,1739,68,0,0,0,298,291,230,0,0,1,1,0,0
ADR1_716_779,4,2,3,4,7,9,3,2,2,5,194,1075,9437,2003,5475,2070
ADR1_727_790,0,102,350,125,304,918,1,1,106,339,168,0,0,0,1,0
ADR1_738_801,4,0,1,0,4,1,5,789,5,4,3,3342,2338,3046,4,2442
ADR1_749_812,1,0,33,8,1,0,400,1,36,516,2276,823,430,1880,1,8
ADR1_760_823,0,3,268,543,375,507,431,138,0,45,0,27,0,0,0,1
ADR1_771_834,0,2,0,9,1,0,306,2595,699,1575,0,18,2,2,1,0
ADR1_782_845,0,0,0,0,0,0,1,0,1,0,0,953,1,0,1,0
ADR1_793_856,0,1,2,0,1,7,0,1,578,0,4,896,0,1644,3121,34
ADR1_804_867,0,5,1,3,3,0,4,2,3,20,6,5,8372,238,3,612
ADR1_815_878,5,3,0,1,2,3,8,542,1,772,282,1865,447,8437,1,1
ADR1_826_889,0,0,0,0,0,1,158,2,0,0,3,1,0,2391,1,7
ADR1_837_900,0,0,0,2,1,0,1,0,0,1,2,2485,972,0,2,1
ADR1_848_911,0,1,0,1,1,0,2,0,1,3,0,1,1,0,2,12
ADR1_859_922,1,8,0,0,0,0,0,0,0,0,125,39,0,0,0,0
ADR1_870_933,2,0,2,0,1,0,0,1,1,0,0,0,0,387,4,4670
ADR1_881_944,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
ADR1_892_955,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
ADR1_903_966,0,0,1,0,0,0,0,259,0,1,0,0,0,0,0,0
ADR1_914_977,0,0,0,0,0,0,1,0,71,0,0,0,0,0,0,0
ADR1_925_988,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_936_999,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_947_1010,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0
ADR1_958_1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_969_1032,0,0,0,98,0,0,0,0,0,40,64,430,1,0,0,0
ADR1_980_1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_991_1054,1,1,1,1,717,0,276,0,807,2901,175,1,34,0,1,3
ADR1_1002_1065,0,559,0,418,0,0,0,284,2,0,0,0,0,0,0,1
ADR1_1013_1076,0,88,0,0,0,3,0,0,0,1,0,0,0,0,0,0
ADR1_1024_1087,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_1035_1098,2,0,1,5,1,4,251,6,2,2044,2,1,3212,3035,262,5293
ADR1_1046_1109,12,8,14,12,12,28,8,3,7,28,11,8,452,8384,28293,16305
ADR1_1057_1120,0,6,0,0,1,9,1,0,538,2,249,387,52,1110,2556,1637
ADR1_1068_1131,203,1,2,6,4,2,214,116,697,1269,3163,65,3,4,2,7612
ADR1_1079_1142,0,0,1,3,417,423,2,0,546,25,1409,677,1,1,0,0
ADR1_1090_1153,2,2,1,3,2,0,0,2,1073,125,1030,5288,1263,2,1487,3
ADR1_1101_1164,0,1,0,2,1737,3247,1,302,536,2316,14,1363,811,0,2,0
ADR1_1112_1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_1123_1186,0,1,1,1,1849,0,0,1,803,147,0,607,1,0,2,23
ADR1_1134_1197,0,0,0,0,0,0,0,0,0,0,945,0,1,0,0,0
ADR1_1145_1208,1,2,195,2,5,0,0,0,2,2,161,112,3548,5251,4,5
ADR1_1156_1219,0,0,1,0,959,1,0,0,0,271,1,0,1,2,0,0
ADR1_1167_1230,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0
ADR1_1178_1241,299,189,15,694,0,0,83,3,0,0,1,1,2,0,0,0
ADR1_1189_1252,124,1,1,1,0,30,98,597,0,2,0,3,0,1,2,0
ADR1_1200_1263,95,56,83,0,1,67,0,0,0,0,0,0,0,0,0,1
ADR1_1211_1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_1222_1285,2,0,1,0,0,2,2,358,2,1103,803,2044,0,0,1,0
ADR1_1233_1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_1244_1307,0,0,2,3,253,3,2,0,0,406,1310,102,3556,1,0,3
ADR1_1255_1318,0,1,0,1,766,63,2,10,391,74,413,2122,223,747,4,0
ADR1_1260_1323,0,0,0,0,0,202,0,0,2,190,332,539,0,0,0,0
AFT1_1_64,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_12_75,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
AFT1_23_86,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0
AFT1_34_97,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
AFT1_45_108,2,0,1,358,1306,329,497,52,2934,2654,515,614,0,1271,2,1
AFT1_56_119,312,0,130,0,710,0,0,0,402,0,0,1,0,0,0,0
AFT1_67_130,1,0,0,0,1,0,1,41,1,1,2252,111,0,21,0,1
AFT1_78_141,0,469,0,0,0,3,0,0,0,0,0,326,0,0,0,0
AFT1_89_152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AFT1_100_163,5,3,1,2,2,11,2,1,0,0,1,0,1947,0,5585,1
AFT1_111_174,6,2,2,5,3,6,3,6,2,10,3,4,3178,4532,8524,10
AFT1_122_185,0,0,0,0,2,0,1,0,0,0,0,0,899,153,0,0
AFT1_133_196,0,0,0,1,0,481,0,52,0,0,0,0,0,1,0,0
AFT1_144_207,0,4,1,0,0,745,0,0,0,1,0,0,1,0,0,0
AFT1_155_218,0,0,0,0,164,555,0,0,1524,988,9,0,2,0,0,0
AFT1_166_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_177_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_188_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_199_262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_210_273,4,2,0,1,10,7,2,6,3,3,160,1539,1223,2,5083,1
AFT1_221_284,153,1,3,0,3,24,2,1261,240,1723,506,986,0,2,0,4
AFT1_232_295,1,475,1331,822,1,1,1295,1,40,803,2,1,1,0,3,1
AFT1_243_306,1,11,279,2671,255,12,1,1,396,832,1,2,509,0,0,1
AFT1_254_317,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
AFT1_265_328,0,0,1,0,0,0,0,479,868,0,0,0,0,3,0,0
AFT1_276_339,2,349,349,257,803,0,792,3,0,1,0,0,1,1,1,0
AFT1_287_350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_298_361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AFT1_309_372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_320_383,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0
AFT1_331_394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_342_405,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_353_416,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_364_427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_375_438,0,0,647,0,1,0,0,0,465,1696,59,280,0,1,0,0
