,1_0_1,1_0_2
ACE2_177_240,195,216
ACE2_188_251,174,199
ACE2_199_262,192,201
ACE2_210_273,194,250
ACE2_221_284,226,310
ACE2_232_295,304,397
ACE2_243_306,291,361
ACE2_254_317,228,297
ACE2_265_328,327,431
ACE2_276_339,271,406
ACE2_287_350,227,269
ACE2_298_361,226,285
ACE2_309_372,189,173
ACE2_320_383,175,172
ACE2_331_394,212,245
ACE2_342_405,239,221
ACE2_353_416,227,276
ACE2_364_427,212,272
ACE2_375_438,421,537
ACE2_386_449,316,396
ACE2_397_460,305,438
ACE2_408_471,278,360
ACE2_419_482,433,556
ACE2_430_493,309,372
ACE2_441_504,309,425
ACE2_452_515,314,393
ACE2_463_526,250,329
ACE2_474_537,233,246
ACE2_485_548,280,364
ACE2_496_559,271,390
ACE2_507_570,358,398
ACE2_518_581,228,248
ACE2_529_592,230,310
ACE2_540_603,323,356
ACE2_551_614,351,371
ACE2_562_625,251,275
ACE2_573_636,284,344
ACE2_584_647,329,410
ACE2_595_658,368,498
ACE2_606_669,245,251
ACE2_617_680,228,259
ACE2_628_691,305,323
ACE2_639_702,266,310
ACE2_650_713,205,263
ACE2_661_724,167,194
ACE2_672_735,180,214
ACE2_683_746,181,250
ACE2_694_757,218,250
ACE2_705_768,339,447
ACE2_707_770,263,403
ADR1_1_64,319,396
ADR1_12_75,220,225
ADR1_23_86,209,211
ADR1_34_97,304,328
ADR1_45_108,232,231
ADR1_56_119,204,261
ADR1_67_130,178,218
ADR1_78_141,200,358
ADR1_89_152,238,376
ADR1_100_163,186,258
ADR1_111_174,257,303
ADR1_122_185,299,352
ADR1_133_196,287,294
ADR1_144_207,280,355
ADR1_155_218,279,356
ADR1_166_229,268,330
ADR1_177_240,256,299
ADR1_188_251,316,433
ADR1_199_262,312,442
ADR1_210_273,372,476
ADR1_221_284,353,407
ADR1_232_295,371,474
ADR1_243_306,390,407
ADR1_254_317,315,400
ADR1_265_328,347,447
ADR1_276_339,321,368
ADR1_287_350,297,382
ADR1_298_361,266,270
ADR1_309_372,387,422
ADR1_320_383,295,351
ADR1_331_394,352,382
ADR1_342_405,325,417
ADR1_353_416,273,313
ADR1_364_427,333,374
ADR1_375_438,295,340
ADR1_386_449,223,328
ADR1_397_460,326,345
ADR1_408_471,296,442
ADR1_419_482,390,444
ADR1_430_493,233,259
ADR1_441_504,307,345
ADR1_452_515,239,308
ADR1_463_526,338,407
ADR1_474_537,224,284
ADR1_485_548,224,320
ADR1_496_559,158,232
ADR1_507_570,251,286
ADR1_518_581,244,292
ADR1_529_592,246,298
ADR1_540_603,231,306
ADR1_551_614,255,266
ADR1_562_625,238,304
ADR1_573_636,380,415
ADR1_584_647,288,361
ADR1_595_658,397,552
ADR1_606_669,386,591
ADR1_617_680,412,505
ADR1_628_691,246,369
ADR1_639_702,314,376
ADR1_650_713,412,540
ADR1_661_724,334,415
ADR1_672_735,380,496
ADR1_683_746,372,419
ADR1_694_757,289,328
ADR1_705_768,271,321
ADR1_716_779,375,537
ADR1_727_790,327,369
ADR1_738_801,387,474
ADR1_749_812,415,629
ADR1_760_823,229,310
ADR1_771_834,359,455
ADR1_782_845,283,333
ADR1_793_856,491,550
ADR1_804_867,320,343
ADR1_815_878,365,357
ADR1_826_889,300,430
ADR1_837_900,324,310
ADR1_848_911,198,232
ADR1_859_922,191,199
ADR1_870_933,241,255
ADR1_881_944,242,247
ADR1_892_955,294,334
ADR1_903_966,122,143
ADR1_914_977,181,189
ADR1_925_988,139,205
ADR1_936_999,203,291
ADR1_947_1010,179,225
ADR1_958_1021,219,261
ADR1_969_1032,199,317
ADR1_980_1043,280,337
ADR1_991_1054,283,310
ADR1_1002_1065,339,461
ADR1_1013_1076,287,321
ADR1_1024_1087,245,367
ADR1_1035_1098,349,389
ADR1_1046_1109,244,258
ADR1_1057_1120,284,269
ADR1_1068_1131,305,346
ADR1_1079_1142,242,282
ADR1_1090_1153,170,236
ADR1_1101_1164,243,299
ADR1_1112_1175,302,384
ADR1_1123_1186,269,298
ADR1_1134_1197,272,336
ADR1_1145_1208,201,249
ADR1_1156_1219,332,400
ADR1_1167_1230,432,483
ADR1_1178_1241,356,473
ADR1_1189_1252,313,464
ADR1_1200_1263,436,572
ADR1_1211_1274,335,452
ADR1_1222_1285,387,423
ADR1_1233_1296,335,379
ADR1_1244_1307,306,412
ADR1_1255_1318,324,404
ADR1_1260_1323,267,304
AFT1_1_64,401,633
AFT1_12_75,514,749
AFT1_23_86,273,375
AFT1_34_97,348,462
AFT1_45_108,334,501
AFT1_56_119,314,411
AFT1_67_130,294,370
AFT1_78_141,362,458
AFT1_89_152,252,312
AFT1_100_163,174,257
AFT1_111_174,197,205
AFT1_122_185,177,227
AFT1_133_196,267,376
AFT1_144_207,150,237
AFT1_155_218,196,248
AFT1_166_229,249,280
AFT1_177_240,272,341
AFT1_188_251,297,367
AFT1_199_262,158,226
AFT1_210_273,132,193
AFT1_221_284,182,232
AFT1_232_295,265,321
AFT1_243_306,224,281
AFT1_254_317,274,310
AFT1_265_328,508,574
AFT1_276_339,505,655
AFT1_287_350,423,470
AFT1_298_361,256,288
AFT1_309_372,313,360
AFT1_320_383,231,301
AFT1_331_394,248,310
AFT1_342_405,319,382
AFT1_353_416,339,470
AFT1_364_427,412,504
AFT1_375_438,324,419
AFT1_386_449,403,544
AFT1_397_460,397,353
AFT1_408_471,374,426
AFT1_419_482,353,348
AFT1_430_493,410,517
AFT1_441_504,474,571
AFT1_452_515,290,333
AFT1_463_526,244,332
AFT1_474_537,226,279
AFT1_485_548,238,330
AFT1_496_559,286,366
AFT1_507_570,337,408
AFT1_518_581,351,426
AFT1_529_592,289,361
AFT1_540_603,286,331
AFT1_551_614,339,380
AFT1_562_625,269,334
AFT1_573_636,327,457
AFT1_584_647,375,469
AFT1_595_658,275,443
AFT1_606_669,266,300
AFT1_617_680,159,246
AFT1_628_691,181,259
AFT1_627_690,193,260
AFT2_1_64,267,364
AFT2_12_75,291,338
AFT2_23_86,234,260
AFT2_34_97,224,272
AFT2_45_108,279,349
AFT2_56_119,320,342
AFT2_67_130,394,453
AFT2_78_141,377,449
AFT2_89_152,308,302
AFT2_100_163,251,300
AFT2_111_174,187,227
AFT2_122_185,158,203
AFT2_133_196,236,229
AFT2_144_207,323,366
AFT2_155_218,255,299
AFT2_166_229,159,154
AFT2_177_240,174,180
AFT2_188_251,175,169
AFT2_199_262,118,151
AFT2_210_273,185,166
AFT2_221_284,202,235
AFT2_232_295,357,412
AFT2_243_306,287,311
AFT2_254_317,277,356
AFT2_265_328,443,495
AFT2_276_339,342,445
AFT2_287_350,283,319
AFT2_298_361,290,300
AFT2_309_372,228,297
AFT2_320_383,224,206
AFT2_331_394,207,240
AFT2_342_405,229,266
AFT2_353_416,464,454
ARG56_1_64,342,430
ARG56_12_75,295,403
ARG56_23_86,264,348
ARG56_34_97,272,320
ARG56_45_108,288,357
ARG56_56_119,287,423
ARG56_67_130,373,463
ARG56_78_141,383,462
ARG56_89_152,307,452
ARG56_100_163,373,545
ARG56_111_174,365,400
ARG56_122_185,197,282
ARG56_133_196,286,349
ARG56_144_207,344,486
ARG56_155_218,238,349
ARG56_166_229,248,364
ARG56_177_240,291,473
ARG56_188_251,415,477
ARG56_199_262,298,451
ARG56_210_273,401,561
ARG56_221_284,378,465
ARG56_232_295,348,464
ARG56_243_306,283,427
ARG56_254_317,178,198
ARG56_265_328,232,269
ARG56_276_339,207,287
ARG56_287_350,166,256
ARG56_298_361,234,293
ARG56_309_372,195,291
ARG56_320_383,264,302
ARG56_331_394,301,345
ARG56_342_405,323,402
ARG56_353_416,257,361
ARG56_364_427,396,431
ARG56_375_438,354,418
ARG56_386_449,456,535
ARG56_397_460,379,540
ARG56_408_471,386,555
ARG56_419_482,438,592
ARG56_430_493,295,311
ARG56_441_504,295,380
ARG56_452_515,356,477
ARG56_463_526,387,428
ARG56_474_537,363,459
ARG56_485_548,402,563
ARG56_496_559,282,366
ARG56_507_570,469,639
ARG56_518_581,406,541
ARG56_529_592,237,229
ARG56_540_603,169,209
ARG56_551_614,172,211
ARG56_562_625,271,282
ARG56_573_636,272,290
ARG56_584_647,255,305
ARG56_595_658,327,357
ARG56_606_669,279,340
ARG56_617_680,339,454
ARG56_628_691,363,443
ARG56_639_702,380,461
ARG56_650_713,511,572
ARG56_661_724,383,497
ARG56_672_735,324,397
ARG56_683_746,282,395
ARG56_694_757,356,459
ARG56_705_768,394,446
ARG56_716_779,347,419
ARG56_727_790,258,327
ARG56_738_801,271,373
ARG56_749_812,347,361
ARG56_760_823,275,331
ARG56_771_834,297,422
ARG56_782_845,271,360
ARG56_793_856,420,480
ARG56_800_863,348,479
ARG80_1_64,392,532
ARG80_12_75,306,471
ARG80_23_86,187,253
ARG80_34_97,255,395
ARG80_45_108,236,336
ARG80_56_119,305,383
ARG80_67_130,360,484
ARG80_78_141,439,624
ARG80_89_152,325,566
ARG80_100_163,385,399
ARG80_111_174,422,541
ARG80_114_177,378,569
ARR1_1_64,112,112
ARR1_12_75,132,168
ARR1_23_86,211,267
ARR1_34_97,243,298
ARR1_45_108,321,372
ARR1_56_119,418,425
ARR1_67_130,412,496
ARR1_78_141,451,536
ARR1_89_152,617,818
ARR1_100_163,463,617
ARR1_111_174,396,430
ARR1_122_185,395,604
ARR1_133_196,451,529
ARR1_144_207,226,352
ARR1_155_218,291,350
ARR1_166_229,196,292
ARR1_177_240,257,327
ARR1_188_251,268,272
ARR1_199_262,368,394
ARR1_210_273,342,433
ARR1_221_284,276,326
ARR1_232_295,318,322
ARR1_231_294,287,357
ASG1_1_64,142,193
ASG1_12_75,280,375
ASG1_23_86,342,439
ASG1_34_97,384,353
ASG1_45_108,238,300
ASG1_56_119,241,296
ASG1_67_130,195,208
ASG1_78_141,219,262
ASG1_89_152,215,250
ASG1_100_163,234,303
ASG1_111_174,297,319
ASG1_122_185,434,459
ASG1_133_196,409,451
ASG1_144_207,308,390
ASG1_155_218,243,268
ASG1_166_229,135,168
ASG1_177_240,171,204
ASG1_188_251,183,220
ASG1_199_262,281,307
ASG1_210_273,332,409
ASG1_221_284,305,355
ASG1_232_295,403,466
ASG1_243_306,461,575
ASG1_254_317,474,553
ASG1_265_328,380,436
ASG1_276_339,252,366
ASG1_287_350,318,396
ASG1_298_361,380,455
ASG1_309_372,339,412
ASG1_320_383,374,434
ASG1_331_394,461,537
ASG1_342_405,392,449
ASG1_353_416,168,305
ASG1_364_427,233,348
ASG1_375_438,328,418
ASG1_386_449,301,278
ASG1_397_460,261,277
ASG1_408_471,282,317
ASG1_419_482,325,379
ASG1_430_493,172,218
ASG1_441_504,185,236
ASG1_452_515,250,259
ASG1_463_526,227,182
ASG1_474_537,236,253
ASG1_485_548,160,196
ASG1_496_559,285,392
ASG1_507_570,351,418
ASG1_518_581,244,314
ASG1_529_592,192,230
ASG1_540_603,369,423
ASG1_551_614,392,475
ASG1_562_625,346,376
ASG1_573_636,245,304
ASG1_584_647,162,190
ASG1_595_658,195,252
ASG1_606_669,181,217
ASG1_617_680,239,260
ASG1_628_691,247,365
ASG1_639_702,332,362
ASG1_650_713,333,375
ASG1_661_724,385,441
ASG1_672_735,270,293
ASG1_683_746,278,320
ASG1_694_757,240,302
ASG1_705_768,160,247
ASG1_716_779,273,299
ASG1_727_790,299,301
ASG1_738_801,286,347
ASG1_749_812,341,462
ASG1_760_823,250,307
ASG1_771_834,211,279
ASG1_782_845,75,106
ASG1_793_856,137,149
ASG1_804_867,1,5
ASG1_815_878,6,11
ASG1_826_889,4,5
ASG1_837_900,3,11
ASG1_848_911,0,6
ASG1_859_922,2,1
ASG1_870_933,52,43
ASG1_881_944,141,173
ASG1_892_955,191,207
ASG1_901_964,331,362
ASH1_1_64,394,509
ASH1_12_75,389,459
ASH1_23_86,394,402
ASH1_34_97,288,331
ASH1_45_108,373,441
ASH1_56_119,346,459
ASH1_67_130,276,345
ASH1_78_141,384,402
ASH1_89_152,460,487
ASH1_100_163,224,259
ASH1_111_174,356,370
ASH1_122_185,334,420
ASH1_133_196,235,296
ASH1_144_207,259,269
ASH1_155_218,286,281
ASH1_166_229,238,313
ASH1_177_240,154,244
ASH1_188_251,198,227
ASH1_199_262,263,289
ASH1_210_273,260,286
ASH1_221_284,259,270
ASH1_232_295,349,477
ASH1_243_306,384,542
ASH1_254_317,245,304
ASH1_265_328,304,366
ASH1_276_339,234,286
ASH1_287_350,200,227
ASH1_298_361,173,229
ASH1_309_372,178,231
ASH1_320_383,218,237
ASH1_331_394,195,233
ASH1_342_405,251,290
ASH1_353_416,217,277
ASH1_364_427,357,446
ASH1_375_438,290,371
ASH1_386_449,319,423
ASH1_397_460,379,489
ASH1_408_471,435,649
ASH1_419_482,293,417
ASH1_430_493,260,362
ASH1_441_504,270,354
ASH1_452_515,387,506
ASH1_463_526,407,543
ASH1_474_537,364,438
ASH1_485_548,409,493
ASH1_496_559,228,260
ASH1_507_570,191,282
ASH1_518_581,270,318
ASH1_525_588,257,284
AZF1_1_64,296,285
AZF1_12_75,276,364
AZF1_23_86,352,448
AZF1_34_97,289,339
AZF1_45_108,446,553
AZF1_56_119,400,481
AZF1_67_130,393,505
AZF1_78_141,346,516
AZF1_89_152,322,479
AZF1_100_163,448,547
AZF1_111_174,268,380
AZF1_122_185,328,445
AZF1_133_196,282,327
AZF1_144_207,307,411
AZF1_155_218,311,358
AZF1_166_229,299,340
AZF1_177_240,276,395
AZF1_188_251,303,310
AZF1_199_262,330,418
AZF1_210_273,214,317
AZF1_221_284,260,330
AZF1_232_295,292,320
AZF1_243_306,273,267
AZF1_254_317,247,266
AZF1_265_328,225,275
AZF1_276_339,324,362
AZF1_287_350,195,238
AZF1_298_361,230,273
AZF1_309_372,204,266
AZF1_320_383,105,134
AZF1_331_394,140,163
AZF1_342_405,175,214
AZF1_353_416,216,259
AZF1_364_427,157,208
AZF1_375_438,181,201
AZF1_386_449,192,275
AZF1_397_460,223,244
AZF1_408_471,174,181
AZF1_419_482,222,287
AZF1_430_493,220,237
AZF1_441_504,239,304
AZF1_452_515,244,296
AZF1_463_526,286,359
AZF1_474_537,240,360
AZF1_485_548,230,251
AZF1_496_559,187,246
AZF1_507_570,147,199
AZF1_518_581,194,216
AZF1_529_592,253,293
AZF1_540_603,215,259
AZF1_551_614,275,343
AZF1_562_625,312,385
AZF1_573_636,384,569
AZF1_584_647,278,333
AZF1_595_658,245,274
AZF1_606_669,338,432
AZF1_617_680,353,373
AZF1_628_691,235,297
AZF1_639_702,273,282
AZF1_650_713,208,208
AZF1_661_724,279,354
AZF1_672_735,281,360
AZF1_683_746,213,245
AZF1_694_757,210,214
AZF1_705_768,197,234
AZF1_716_779,211,293
AZF1_727_790,208,282
AZF1_738_801,165,246
AZF1_749_812,250,338
AZF1_760_823,310,362
AZF1_771_834,243,299
AZF1_782_845,205,294
AZF1_793_856,252,320
AZF1_804_867,193,250
AZF1_815_878,310,359
AZF1_826_889,300,450
AZF1_837_900,316,350
AZF1_848_911,243,228
AZF1_851_914,194,256
BAS1_1_64,263,286
BAS1_12_75,269,272
BAS1_23_86,241,304
BAS1_34_97,300,393
BAS1_45_108,217,275
BAS1_56_119,274,271
BAS1_67_130,223,283
BAS1_78_141,265,330
BAS1_89_152,277,317
BAS1_100_163,278,432
BAS1_111_174,253,324
BAS1_122_185,317,403
BAS1_133_196,279,365
BAS1_144_207,239,329
BAS1_155_218,204,268
BAS1_166_229,145,214
BAS1_177_240,170,284
BAS1_188_251,180,244
BAS1_199_262,173,205
BAS1_210_273,252,297
BAS1_221_284,225,234
BAS1_232_295,205,247
BAS1_243_306,170,195
BAS1_254_317,220,273
BAS1_265_328,195,265
BAS1_276_339,176,231
BAS1_287_350,354,414
BAS1_298_361,278,302
BAS1_309_372,335,435
BAS1_320_383,354,425
BAS1_331_394,335,400
BAS1_342_405,375,423
BAS1_353_416,301,354
BAS1_364_427,338,417
BAS1_375_438,186,260
BAS1_386_449,252,311
BAS1_397_460,315,328
BAS1_408_471,267,288
BAS1_419_482,201,227
BAS1_430_493,217,295
BAS1_441_504,260,293
BAS1_452_515,287,323
BAS1_463_526,341,394
BAS1_474_537,177,217
BAS1_485_548,349,439
BAS1_496_559,256,355
BAS1_507_570,298,333
BAS1_518_581,227,271
BAS1_529_592,228,266
BAS1_540_603,228,328
BAS1_551_614,238,283
BAS1_562_625,192,237
BAS1_573_636,291,354
BAS1_584_647,390,505
BAS1_595_658,369,516
BAS1_606_669,303,397
BAS1_617_680,187,214
BAS1_628_691,195,230
BAS1_639_702,209,261
BAS1_650_713,150,211
BAS1_661_724,260,304
BAS1_672_735,305,367
BAS1_683_746,274,342
BAS1_694_757,285,366
BAS1_705_768,242,377
BAS1_716_779,367,425
BAS1_727_790,249,311
BAS1_738_801,275,383
BAS1_749_812,302,362
BAS1_748_811,207,260
CAD1_1_64,218,256
CAD1_12_75,132,186
CAD1_23_86,147,186
CAD1_34_97,203,169
CAD1_45_108,204,270
CAD1_56_119,224,224
CAD1_67_130,163,221
CAD1_78_141,158,155
CAD1_89_152,257,264
CAD1_100_163,247,242
CAD1_111_174,169,212
CAD1_122_185,291,404
CAD1_133_196,322,490
CAD1_144_207,430,486
CAD1_155_218,295,362
CAD1_166_229,376,394
CAD1_177_240,416,496
CAD1_188_251,323,356
CAD1_199_262,346,433
CAD1_210_273,281,409
CAD1_221_284,301,359
CAD1_232_295,347,407
CAD1_243_306,321,395
CAD1_254_317,271,321
CAD1_265_328,209,303
CAD1_276_339,369,424
CAD1_287_350,267,383
CAD1_298_361,318,430
CAD1_309_372,380,448
CAD1_320_383,307,360
CAD1_331_394,238,295
CAD1_342_405,265,331
CAD1_346_409,283,305
CBF1_1_64,232,265
CBF1_12_75,208,253
CBF1_23_86,225,322
CBF1_34_97,329,412
CBF1_45_108,387,509
CBF1_56_119,341,461
CBF1_67_130,274,344
CBF1_78_141,295,395
CBF1_89_152,243,312
CBF1_100_163,248,319
CBF1_111_174,317,401
CBF1_122_185,296,363
CBF1_133_196,340,456
CBF1_144_207,264,382
CBF1_155_218,244,363
CBF1_166_229,170,212
CBF1_177_240,212,215
CBF1_188_251,235,306
CBF1_199_262,241,427
CBF1_210_273,248,325
CBF1_221_284,205,250
CBF1_232_295,195,263
CBF1_243_306,171,254
CBF1_254_317,170,240
CBF1_265_328,155,174
CBF1_276_339,121,190
CBF1_287_350,145,190
CBF1_288_351,179,194
CIN5_1_64,273,336
CIN5_12_75,265,372
CIN5_23_86,293,388
CIN5_34_97,310,381
CIN5_45_108,352,429
CIN5_56_119,320,352
CIN5_67_130,324,419
CIN5_78_141,317,372
CIN5_89_152,280,370
CIN5_100_163,288,439
CIN5_111_174,447,526
CIN5_122_185,482,637
CIN5_133_196,411,407
CIN5_144_207,335,383
CIN5_155_218,437,477
CIN5_166_229,285,360
CIN5_177_240,224,250
CIN5_188_251,213,262
CIN5_199_262,208,304
CIN5_210_273,178,173
CIN5_221_284,168,169
CIN5_232_295,291,279
CMR3_1_64,169,240
CMR3_12_75,238,259
CMR3_23_86,281,261
CMR3_34_97,230,223
CMR3_45_108,409,398
CMR3_56_119,143,132
CMR3_67_130,152,168
CMR3_78_141,190,282
CMR3_89_152,255,345
CMR3_100_163,320,439
CMR3_111_174,280,365
CMR3_122_185,420,518
CMR3_133_196,401,514
CMR3_144_207,304,417
CMR3_155_218,306,396
CMR3_166_229,250,409
CMR3_177_240,334,518
CMR3_188_251,280,407
CMR3_199_262,298,389
CMR3_210_273,304,403
CMR3_221_284,344,458
CMR3_232_295,329,374
CMR3_243_306,307,364
CMR3_254_317,427,480
COM2_1_64,222,280
COM2_12_75,196,231
COM2_23_86,165,221
COM2_34_97,309,368
COM2_45_108,308,326
COM2_56_119,235,350
COM2_67_130,237,245
COM2_78_141,196,277
COM2_89_152,283,317
COM2_100_163,386,501
COM2_111_174,360,347
COM2_122_185,257,289
COM2_133_196,268,357
COM2_144_207,174,196
COM2_155_218,229,199
COM2_166_229,189,186
COM2_177_240,238,340
COM2_188_251,235,263
COM2_199_262,200,284
COM2_210_273,247,273
COM2_221_284,210,305
COM2_232_295,228,285
COM2_243_306,249,279
COM2_254_317,199,247
COM2_265_328,212,281
COM2_276_339,321,361
COM2_287_350,378,445
COM2_298_361,434,633
COM2_309_372,422,587
COM2_320_383,471,662
COM2_331_394,409,564
COM2_342_405,275,317
COM2_353_416,304,317
COM2_364_427,320,374
COM2_375_438,298,309
COM2_380_443,250,273
CRZ1_1_64,268,250
CRZ1_12_75,277,339
CRZ1_23_86,320,370
CRZ1_34_97,330,438
CRZ1_45_108,418,497
CRZ1_56_119,362,418
CRZ1_67_130,255,328
CRZ1_78_141,244,327
CRZ1_89_152,225,263
CRZ1_100_163,230,275
CRZ1_111_174,250,308
CRZ1_122_185,238,285
CRZ1_133_196,347,410
CRZ1_144_207,278,402
CRZ1_155_218,566,698
CRZ1_166_229,529,608
CRZ1_177_240,340,377
CRZ1_188_251,399,431
CRZ1_199_262,484,567
CRZ1_210_273,320,411
CRZ1_221_284,311,364
CRZ1_232_295,275,264
CRZ1_243_306,206,275
CRZ1_254_317,230,268
CRZ1_265_328,353,472
CRZ1_276_339,278,402
CRZ1_287_350,307,377
CRZ1_298_361,337,408
CRZ1_309_372,316,350
CRZ1_320_383,250,327
CRZ1_331_394,291,341
CRZ1_342_405,258,299
CRZ1_353_416,165,216
CRZ1_364_427,198,235
CRZ1_375_438,196,222
CRZ1_386_449,173,214
CRZ1_397_460,192,186
CRZ1_408_471,157,195
CRZ1_419_482,207,243
CRZ1_430_493,183,230
CRZ1_441_504,183,160
CRZ1_452_515,188,206
CRZ1_463_526,151,202
CRZ1_474_537,197,244
CRZ1_485_548,145,191
CRZ1_496_559,234,215
CRZ1_507_570,222,239
CRZ1_518_581,250,250
CRZ1_529_592,259,265
CRZ1_540_603,254,237
CRZ1_551_614,297,340
CRZ1_562_625,220,263
CRZ1_573_636,270,343
CRZ1_584_647,291,316
CRZ1_595_658,232,323
CRZ1_606_669,259,345
CRZ1_615_678,312,379
CST6_1_64,243,229
CST6_12_75,250,325
CST6_23_86,373,548
CST6_34_97,282,377
CST6_45_108,292,418
CST6_56_119,295,364
CST6_67_130,279,367
CST6_78_141,321,380
CST6_89_152,251,326
CST6_100_163,337,476
CST6_111_174,336,403
CST6_122_185,437,482
CST6_133_196,508,606
CST6_144_207,391,496
CST6_155_218,365,491
CST6_166_229,357,462
CST6_177_240,425,518
CST6_188_251,478,519
CST6_199_262,492,562
CST6_210_273,294,357
CST6_221_284,327,408
CST6_232_295,293,324
CST6_243_306,216,277
CST6_254_317,297,340
CST6_265_328,190,250
CST6_276_339,216,249
CST6_287_350,257,268
CST6_298_361,184,301
CST6_309_372,245,313
CST6_320_383,247,304
CST6_331_394,227,290
CST6_342_405,339,438
CST6_353_416,239,307
CST6_364_427,276,402
CST6_375_438,199,289
CST6_386_449,277,303
CST6_397_460,216,250
CST6_408_471,168,213
CST6_419_482,157,177
CST6_430_493,114,126
CST6_441_504,107,104
CST6_452_515,86,78
CST6_463_526,135,147
CST6_474_537,137,160
CST6_485_548,222,256
CST6_496_559,237,263
CST6_507_570,245,314
CST6_518_581,233,282
CST6_524_587,259,308
CTH1_1_64,156,197
CTH1_12_75,138,153
CTH1_23_86,176,165
CTH1_34_97,200,209
CTH1_45_108,167,267
CTH1_56_119,217,285
CTH1_67_130,242,345
CTH1_78_141,244,308
CTH1_89_152,196,260
CTH1_100_163,218,313
CTH1_111_174,269,347
CTH1_122_185,334,401
CTH1_133_196,317,365
CTH1_144_207,225,248
CTH1_155_218,219,253
CTH1_166_229,280,329
CTH1_177_240,201,230
CTH1_188_251,173,166
CTH1_199_262,235,304
CTH1_210_273,244,295
CTH1_221_284,229,239
CTH1_232_295,286,322
CTH1_243_306,217,293
CTH1_254_317,281,382
CTH1_262_325,255,321
CUP2_1_64,370,576
CUP2_12_75,358,527
CUP2_23_86,345,536
CUP2_34_97,440,558
CUP2_45_108,258,366
CUP2_56_119,205,365
CUP2_67_130,293,432
CUP2_78_141,433,655
CUP2_89_152,403,586
CUP2_100_163,435,652
CUP2_111_174,314,508
CUP2_122_185,378,387
CUP2_133_196,271,393
CUP2_144_207,361,437
CUP2_155_218,240,296
CUP2_162_225,276,365
CUP9_1_64,254,351
CUP9_12_75,337,503
CUP9_23_86,394,524
CUP9_34_97,538,707
