,1_0_1,1_0_2,1_60_1,1_60_2,2_0_1,2_0_2,2_60_1,2_60_2
ABF1_540_603,348,423,217,280,477,542,669,441
ABF1_551_614,253,278,182,205,223,420,228,141
ABF1_562_625,259,346,144,183,321,359,292,229
ABF1_573_636,287,252,187,198,103,130,189,161
ABF1_584_647,200,155,179,183,187,323,376,193
ABF1_595_658,247,233,157,251,224,226,196,169
ABF1_606_669,376,364,201,268,353,375,480,314
ABF1_617_680,105,68,40,79,152,72,116,84
ABF1_628_691,172,184,98,109,104,112,73,45
ABF1_639_702,213,244,143,147,127,130,150,76
ABF1_650_713,145,102,25,92,98,140,137,72
ABF1_661_724,121,54,28,48,115,116,106,45
ABF1_668_731,123,117,63,54,28,71,62,28
ABF2_1_64,678,667,249,304,487,369,423,212
ABF2_12_75,175,185,88,119,243,176,185,140
ABF2_23_86,168,152,78,89,36,74,81,45
ABF2_34_97,246,169,57,107,41,55,75,38
ABF2_45_108,319,161,133,116,160,118,274,156
ABF2_56_119,193,257,105,154,82,77,171,136
ABF2_67_130,199,216,108,120,83,81,127,69
ABF2_78_141,102,118,53,56,109,77,109,117
ABF2_89_152,495,493,346,370,178,192,439,334
ABF2_100_163,258,217,169,209,206,173,284,205
ABF2_111_174,218,91,65,100,174,159,119,89
ABF2_120_183,273,126,124,148,200,174,191,125
ACA1_1_64,330,295,101,122,161,211,257,154
ACA1_12_75,321,430,166,157,186,185,179,112
ACA1_23_86,366,394,169,187,181,245,329,208
ACA1_34_97,386,377,239,229,223,313,244,145
ACA1_45_108,507,564,198,352,108,176,150,115
ACA1_56_119,267,279,105,160,221,284,281,139
ACA1_67_130,196,246,180,172,261,245,224,156
ACA1_78_141,386,240,168,201,318,279,303,180
ACA1_89_152,341,463,255,269,186,364,228,154
ACA1_100_163,216,169,137,148,243,184,255,148
ACA1_111_174,297,450,242,275,234,224,334,233
ACA1_122_185,372,328,174,295,107,224,167,149
ACA1_133_196,330,206,187,213,354,392,341,286
ACA1_144_207,482,337,310,525,546,895,593,434
ACA1_155_218,273,210,148,212,455,295,289,165
ACA1_166_229,1200,1061,942,1203,1332,1560,1705,1268
ACA1_177_240,329,333,187,125,419,431,458,303
ACA1_188_251,288,256,178,229,351,254,328,229
ACA1_199_262,942,1023,635,761,1245,1244,1275,827
ACA1_210_273,410,452,277,344,581,797,639,348
ACA1_221_284,902,799,615,738,733,687,924,705
ACA1_232_295,1065,1244,622,1103,1450,1469,1918,1449
ACA1_243_306,287,381,183,185,326,325,305,148
ACA1_254_317,317,360,201,177,410,413,470,268
ACA1_265_328,152,378,137,157,149,158,163,83
ACA1_276_339,165,187,119,134,170,260,178,106
ACA1_287_350,142,124,77,135,87,74,127,93
ACA1_298_361,258,241,197,239,297,250,196,148
ACA1_309_372,124,113,73,114,73,163,120,115
ACA1_320_383,73,105,45,48,68,62,50,48
ACA1_331_394,205,196,106,147,163,155,240,136
ACA1_342_405,214,267,164,167,152,230,302,176
ACA1_353_416,292,282,152,129,62,158,141,54
ACA1_364_427,418,287,313,352,98,174,171,166
ACA1_375_438,139,155,85,109,228,174,208,157
ACA1_386_449,405,225,245,210,272,277,439,212
ACA1_397_460,117,291,118,99,99,201,196,135
ACA1_408_471,678,687,599,687,576,337,1122,692
ACA1_419_482,1199,1243,757,803,722,778,1723,1064
ACA1_426_489,1198,1390,992,975,480,552,1352,840
ACE2_1_64,189,152,65,169,163,140,235,143
ACE2_12_75,111,106,67,65,68,44,72,43
ACE2_23_86,206,128,86,99,226,169,231,111
ACE2_34_97,109,39,38,66,82,38,131,54
ACE2_45_108,144,198,144,111,65,76,179,99
ACE2_56_119,252,168,172,144,211,208,361,166
ACE2_67_130,251,226,191,143,149,195,189,102
ACE2_78_141,345,335,213,285,118,110,130,73
ACE2_89_152,498,610,352,412,258,259,424,289
ACE2_100_163,464,617,274,340,342,507,437,336
ACE2_111_174,872,847,640,782,552,594,1033,675
ACE2_122_185,373,503,261,407,307,304,639,380
ACE2_133_196,1379,1193,908,1296,801,729,1438,1152
ACE2_144_207,531,684,609,590,510,499,1234,822
ACE2_155_218,476,514,308,425,107,116,301,216
ACE2_166_229,208,213,138,200,145,109,174,70
ACE2_177_240,92,77,85,122,116,117,141,117
ACE2_188_251,200,267,141,168,296,395,353,281
ACE2_199_262,497,396,420,396,438,393,744,538
ACE2_210_273,1548,1578,1173,1559,1512,1524,2710,1937
ACE2_221_284,1062,1323,934,1140,688,668,1353,848
ACE2_232_295,408,332,160,216,296,352,388,233
ACE2_243_306,533,565,405,530,368,522,625,358
ACE2_254_317,1262,1597,826,1096,664,647,1215,805
ACE2_265_328,840,757,453,651,691,527,986,696
ACE2_276_339,210,172,120,99,261,222,222,157
ACE2_287_350,205,116,111,117,140,143,222,89
ACE2_298_361,162,179,53,96,85,102,112,47
ACE2_309_372,120,113,57,34,57,83,133,92
ACE2_320_383,177,60,22,29,18,14,46,15
ACE2_331_394,164,112,66,92,63,63,110,69
ACE2_342_405,146,182,127,58,91,67,169,74
ACE2_353_416,286,421,144,136,69,110,199,88
ACE2_364_427,347,309,135,106,136,109,172,100
ACE2_375_438,364,228,156,181,215,458,304,177
ACE2_386_449,275,131,142,194,173,257,294,150
ACE2_397_460,357,434,205,262,133,208,165,104
ACE2_408_471,458,247,222,338,419,353,505,247
ACE2_419_482,323,270,173,194,236,173,154,103
ACE2_430_493,317,232,138,280,340,248,480,323
ACE2_441_504,300,357,188,161,177,289,279,157
ACE2_452_515,395,409,249,385,364,497,577,360
ACE2_463_526,154,97,82,92,128,91,179,104
ACE2_474_537,158,156,79,139,141,147,245,67
ACE2_485_548,433,519,178,345,217,135,264,137
ACE2_496_559,239,350,154,179,242,185,230,178
ACE2_507_570,304,357,134,138,258,367,299,252
ACE2_518_581,187,130,160,132,153,212,161,141
ACE2_529_592,155,269,220,230,374,376,380,252
ACE2_540_603,196,291,176,201,250,183,249,140
ACE2_551_614,482,475,122,168,326,284,385,232
ACE2_562_625,312,332,176,227,166,201,244,174
ACE2_573_636,1941,1849,763,1211,1191,1797,1744,1382
ACE2_584_647,182,282,204,151,167,188,178,120
ACE2_595_658,366,455,209,296,283,365,278,204
ACE2_606_669,315,285,149,168,224,207,223,184
ACE2_617_680,383,447,247,265,173,176,237,128
ACE2_628_691,272,167,142,173,339,198,301,122
ACE2_639_702,213,240,67,144,205,248,174,143
ACE2_650_713,147,208,72,83,89,104,188,115
ACE2_661_724,129,40,39,50,33,55,72,51
ACE2_672_735,233,135,69,110,107,100,140,111
ACE2_683_746,527,404,304,418,389,322,608,413
ACE2_694_757,186,239,134,120,134,212,146,94
ACE2_705_768,229,272,128,168,241,223,243,159
ACE2_707_770,360,351,234,258,350,373,272,191
ADR1_1_64,178,208,149,140,208,165,273,150
ADR1_12_75,178,181,108,102,222,189,206,127
ADR1_23_86,161,138,68,101,79,70,126,84
ADR1_34_97,526,551,427,402,498,391,718,610
ADR1_45_108,507,525,308,369,291,262,617,400
ADR1_56_119,45,59,42,49,95,100,149,64
ADR1_67_130,967,1061,663,679,841,688,1458,1228
ADR1_78_141,336,427,209,241,301,361,425,339
ADR1_89_152,323,406,225,190,188,132,205,166
ADR1_100_163,226,156,89,106,126,163,175,128
ADR1_111_174,256,142,88,102,232,244,180,140
ADR1_122_185,279,308,119,153,128,45,188,108
ADR1_133_196,190,160,133,170,142,149,137,71
ADR1_144_207,195,196,107,150,96,254,183,150
ADR1_155_218,278,410,148,147,204,160,340,247
ADR1_166_229,183,165,122,131,96,223,132,49
ADR1_177_240,247,285,131,184,101,69,118,61
ADR1_188_251,254,230,130,173,134,132,198,146
ADR1_199_262,469,533,325,388,237,327,414,276
ADR1_210_273,459,643,260,320,288,111,241,184
ADR1_221_284,417,374,331,455,227,204,286,210
ADR1_232_295,363,297,223,212,136,288,202,129
ADR1_243_306,727,749,405,506,474,543,740,505
ADR1_254_317,627,554,396,436,396,404,678,392
ADR1_265_328,1198,1112,1035,1038,727,860,1764,875
ADR1_276_339,216,236,160,147,155,150,321,245
ADR1_287_350,1378,1248,1264,1504,1091,877,2294,1720
ADR1_298_361,223,263,164,139,193,185,244,119
ADR1_309_372,427,420,232,279,306,415,375,201
ADR1_320_383,302,258,163,200,191,230,237,101
ADR1_331_394,285,198,110,169,301,222,301,200
ADR1_342_405,198,245,114,112,175,189,269,186
ADR1_353_416,271,301,126,198,111,125,164,108
ADR1_364_427,293,382,131,187,138,245,241,135
ADR1_375_438,432,353,200,165,199,241,252,154
ADR1_386_449,195,206,130,86,200,154,283,186
ADR1_397_460,221,167,76,108,206,160,255,97
ADR1_408_471,162,134,77,132,155,134,158,98
ADR1_419_482,271,270,147,126,161,127,202,148
ADR1_430_493,171,118,126,105,139,68,122,71
ADR1_441_504,203,165,107,114,121,116,239,125
ADR1_452_515,265,156,90,139,115,115,131,88
ADR1_463_526,317,273,129,116,169,215,175,135
ADR1_474_537,402,368,165,184,73,64,202,60
ADR1_485_548,185,179,122,108,144,198,169,149
ADR1_496_559,213,169,82,115,148,87,156,95
ADR1_507_570,97,151,62,90,104,143,143,94
ADR1_518_581,154,247,78,74,101,98,87,59
ADR1_529_592,183,172,104,95,103,140,138,139
ADR1_540_603,455,407,256,309,271,425,394,271
ADR1_551_614,441,372,171,241,104,198,239,139
ADR1_562_625,779,707,366,442,665,827,894,550
ADR1_573_636,266,324,133,240,282,350,428,282
ADR1_584_647,873,1083,446,487,645,822,795,465
ADR1_595_658,1626,2082,600,854,1331,1630,1179,810
ADR1_606_669,579,452,241,291,191,164,177,148
ADR1_617_680,713,509,227,304,200,411,244,154
ADR1_628_691,540,535,179,261,257,186,356,214
ADR1_639_702,396,340,176,187,126,192,178,95
ADR1_650_713,388,286,185,260,182,139,164,135
ADR1_661_724,183,232,149,168,346,318,270,171
ADR1_672_735,228,266,134,183,147,257,160,154
ADR1_683_746,264,172,153,161,351,302,421,237
ADR1_694_757,362,367,196,236,133,233,203,130
ADR1_705_768,690,708,353,373,387,379,633,415
ADR1_716_779,348,279,198,218,279,203,262,177
ADR1_727_790,869,1087,396,452,516,755,802,460
ADR1_738_801,309,331,195,138,137,211,204,108
ADR1_749_812,466,476,189,224,280,208,290,194
ADR1_760_823,1172,1229,427,542,953,878,880,488
ADR1_771_834,468,702,212,295,351,271,392,257
ADR1_782_845,177,240,109,148,305,242,280,210
ADR1_793_856,399,349,169,216,221,192,251,155
ADR1_804_867,375,394,196,202,184,143,191,121
ADR1_815_878,249,282,117,108,140,122,204,106
ADR1_826_889,257,182,132,157,251,226,274,158
ADR1_837_900,268,291,158,130,124,168,137,101
ADR1_848_911,216,268,124,73,60,78,73,66
ADR1_859_922,129,162,103,67,41,9,51,10
ADR1_870_933,174,190,77,107,78,87,97,87
ADR1_881_944,119,167,25,61,69,57,102,22
ADR1_892_955,371,372,210,228,128,111,247,129
ADR1_903_966,135,182,109,109,61,49,124,44
ADR1_914_977,595,679,267,366,372,224,461,308
ADR1_925_988,784,742,416,424,431,336,753,450
ADR1_936_999,201,293,70,109,49,29,100,33
ADR1_947_1010,191,158,137,112,115,50,92,91
ADR1_958_1021,224,206,80,89,66,71,160,56
ADR1_969_1032,295,327,171,154,168,81,305,141
ADR1_980_1043,1233,1612,646,565,684,577,980,629
ADR1_991_1054,113,103,47,78,216,192,296,194
ADR1_1002_1065,686,696,554,650,401,350,832,606
ADR1_1013_1076,999,872,646,625,742,660,1172,811
ADR1_1024_1087,2096,2300,1133,1289,1176,1164,1840,1132
ADR1_1035_1098,1155,1500,536,492,838,902,858,442
ADR1_1046_1109,580,543,259,280,342,255,354,247
ADR1_1057_1120,636,643,238,251,262,243,323,187
ADR1_1068_1131,330,410,220,221,203,264,311,169
ADR1_1079_1142,230,290,177,169,101,82,163,95
ADR1_1090_1153,220,215,100,98,145,120,382,211
ADR1_1101_1164,200,283,105,120,328,416,560,408
ADR1_1112_1175,283,371,165,138,260,153,320,245
ADR1_1123_1186,242,289,161,105,136,79,113,121
ADR1_1134_1197,257,184,69,131,139,116,235,102
ADR1_1145_1208,232,266,132,123,155,227,178,120
ADR1_1156_1219,471,568,249,293,259,329,361,197
ADR1_1167_1230,358,304,191,212,487,498,571,382
ADR1_1178_1241,1354,1405,796,834,1026,840,1535,986
ADR1_1189_1252,971,921,717,610,599,581,807,514
ADR1_1200_1263,796,753,435,582,843,874,1036,657
ADR1_1211_1274,199,186,103,149,284,284,223,196
ADR1_1222_1285,477,404,162,226,168,68,160,106
ADR1_1233_1296,218,206,154,142,166,241,205,128
ADR1_1244_1307,339,425,206,204,187,162,314,249
ADR1_1255_1318,578,624,251,320,535,578,435,336
ADR1_1260_1323,318,314,187,144,173,115,230,150
AFT1_1_64,585,463,191,342,416,514,499,229
AFT1_12_75,289,426,146,252,356,442,464,256
AFT1_23_86,198,212,93,110,159,333,206,59
AFT1_34_97,318,391,243,318,177,135,246,109
AFT1_45_108,504,436,309,509,317,503,391,224
AFT1_56_119,1069,985,612,807,1227,1020,1312,851
AFT1_67_130,263,304,144,232,165,197,216,111
AFT1_78_141,309,339,120,184,133,84,147,68
AFT1_89_152,147,158,97,97,171,278,215,141
AFT1_100_163,103,112,55,76,159,68,121,106
AFT1_111_174,246,201,108,138,170,107,188,107
AFT1_122_185,157,158,64,117,97,103,112,104
AFT1_133_196,227,272,159,250,111,221,234,120
AFT1_144_207,182,103,65,66,155,74,150,116
AFT1_155_218,173,139,95,98,60,47,108,49
AFT1_166_229,222,143,126,120,102,180,186,127
AFT1_177_240,112,169,94,72,131,209,171,94
AFT1_188_251,115,194,80,122,209,130,134,103
AFT1_199_262,125,212,92,67,148,115,167,97
AFT1_210_273,196,180,75,120,117,61,166,115
AFT1_221_284,211,177,127,157,101,91,173,118
AFT1_232_295,273,319,217,231,142,109,189,158
AFT1_243_306,88,141,115,65,164,294,188,122
AFT1_254_317,99,243,100,102,63,43,114,62
AFT1_265_328,323,335,189,268,418,659,542,268
AFT1_276_339,464,605,199,315,486,603,430,272
AFT1_287_350,392,294,123,166,195,176,240,156
AFT1_298_361,450,267,164,242,365,228,300,184
AFT1_309_372,371,185,134,204,338,140,264,172
AFT1_320_383,174,131,51,93,149,140,164,102
AFT1_331_394,102,140,55,69,103,86,132,46
AFT1_342_405,1896,2029,1697,1964,1458,1542,2457,1950
AFT1_353_416,2247,2027,1715,2119,1932,1717,3350,2492
AFT1_364_427,2900,2569,2216,3021,1825,1978,3062,2350
AFT1_375_438,209,298,123,122,273,496,413,220
AFT1_386_449,366,473,235,269,154,206,233,137
AFT1_397_460,388,336,209,281,248,261,215,175
AFT1_408_471,355,273,198,183,299,251,268,122
AFT1_419_482,573,552,388,467,506,474,482,266
AFT1_430_493,879,809,589,622,750,769,884,603
AFT1_441_504,441,476,271,226,276,248,268,217
AFT1_452_515,262,229,113,160,229,214,298,169
AFT1_463_526,279,412,242,307,392,282,523,329
AFT1_474_537,261,309,161,132,294,218,293,194
AFT1_485_548,282,225,211,369,197,303,205,172
AFT1_496_559,192,236,182,228,109,66,89,62
AFT1_507_570,284,353,186,294,144,262,264,174
AFT1_518_581,253,282,157,192,257,313,277,215
AFT1_529_592,285,374,204,241,243,247,356,207
AFT1_540_603,190,218,116,160,167,198,187,137
AFT1_551_614,390,303,197,267,498,484,562,313
AFT1_562_625,252,262,88,133,235,286,260,204
AFT1_573_636,306,257,216,249,350,312,404,198
AFT1_584_647,360,431,194,277,361,350,367,224
AFT1_595_658,236,232,123,204,326,437,370,192
AFT1_606_669,236,350,132,189,204,219,266,132
AFT1_617_680,238,292,112,168,98,183,173,97
AFT1_628_691,254,136,104,102,98,98,83,33
AFT1_627_690,342,272,190,286,354,317,363,250
AFT2_1_64,1695,1734,1109,1272,753,896,1211,750
AFT2_12_75,1383,1135,760,917,749,870,1125,712
AFT2_23_86,1308,1266,839,871,799,805,1220,719
AFT2_34_97,527,601,181,319,289,209,369,246
AFT2_45_108,254,253,128,177,178,135,169,112
AFT2_56_119,205,227,106,130,95,77,195,118
AFT2_67_130,397,379,128,176,229,185,163,121
AFT2_78_141,295,411,192,210,340,236,342,234
AFT2_89_152,192,177,89,111,165,140,154,94
AFT2_100_163,194,183,154,153,146,162,148,135
AFT2_111_174,174,235,134,181,66,169,184,85
AFT2_122_185,154,124,104,124,161,165,170,147
AFT2_133_196,177,198,91,90,215,103,172,120
AFT2_144_207,350,458,250,219,376,470,480,381
AFT2_155_218,128,66,78,86,127,90,181,70
AFT2_166_229,92,109,37,81,23,19,109,52
AFT2_177_240,507,530,325,366,533,287,804,535
AFT2_188_251,187,170,119,72,139,91,181,122
AFT2_199_262,483,389,332,358,321,261,684,462
AFT2_210_273,398,576,332,320,341,270,579,429
AFT2_221_284,628,597,522,498,300,315,590,431
AFT2_232_295,911,1153,621,890,921,783,1319,944
AFT2_243_306,627,682,511,612,621,539,847,665
AFT2_254_317,2021,2210,1711,1975,1534,1198,2814,1840
AFT2_265_328,2489,2601,1677,1929,1678,1629,3265,1974
AFT2_276_339,2550,2843,2196,2773,2554,2540,4689,3456
AFT2_287_350,949,1192,888,955,550,482,911,603
AFT2_298_361,754,868,565,544,685,794,1192,762
AFT2_309_372,488,510,374,418,301,364,587,406
AFT2_320_383,388,545,304,346,404,313,369,352
AFT2_331_394,871,837,680,781,405,459,845,683
AFT2_342_405,510,271,316,323,272,382,507,372
AFT2_353_416,2450,2275,1585,2035,2071,2260,3819,2371
ARG56_1_64,532,629,284,316,437,386,368,196
ARG56_12_75,231,257,166,176,243,289,342,239
ARG56_23_86,532,396,241,304,429,377,386,223
ARG56_34_97,173,123,90,111,141,100,169,96
ARG56_45_108,239,261,135,191,190,183,200,138
ARG56_56_119,290,286,97,147,136,130,181,100
ARG56_67_130,329,378,174,203,264,235,300,180
ARG56_78_141,448,456,238,288,230,124,209,123
ARG56_89_152,647,503,292,411,372,411,329,206
ARG56_100_163,294,383,198,254,64,120,91,50
ARG56_111_174,338,384,224,212,201,196,155,117
ARG56_122_185,109,98,73,98,143,72,123,79
ARG56_133_196,107,163,68,82,119,167,170,101
ARG56_144_207,246,362,136,234,315,215,401,195
ARG56_155_218,339,351,149,215,133,193,160,96
ARG56_166_229,132,119,78,88,98,85,123,76
ARG56_177_240,343,105,113,146,398,348,385,230
ARG56_188_251,205,236,101,152,306,408,424,354
ARG56_199_262,415,370,193,348,180,330,440,224
ARG56_210_273,988,1117,650,792,710,848,1030,567
ARG56_221_284,464,368,260,323,410,384,444,288
ARG56_232_295,731,713,470,532,903,797,767,484
ARG56_243_306,331,251,143,193,324,376,347,214
ARG56_254_317,239,133,94,112,102,114,139,127
ARG56_265_328,142,92,86,82,122,145,246,120
ARG56_276_339,104,123,58,110,121,20,127,106
ARG56_287_350,250,188,80,115,68,85,85,51
ARG56_298_361,258,204,118,110,91,65,149,132
ARG56_309_372,1312,1412,1252,1284,775,533,1423,1106
ARG56_320_383,599,609,443,484,425,528,530,307
ARG56_331_394,585,578,410,385,447,484,521,334
ARG56_342_405,339,359,199,216,183,269,221,133
ARG56_353_416,223,287,156,185,170,165,198,152
ARG56_364_427,269,293,138,209,235,333,355,218
ARG56_375_438,279,310,147,154,132,122,195,145
ARG56_386_449,383,417,213,211,152,172,257,108
ARG56_397_460,359,252,130,231,214,184,239,169
ARG56_408_471,319,194,148,167,173,123,204,135
ARG56_419_482,473,296,238,188,355,463,325,205
ARG56_430_493,185,116,91,108,185,168,173,144
ARG56_441_504,181,178,67,99,94,88,139,54
ARG56_452_515,428,435,202,255,188,286,253,132
ARG56_463_526,271,135,121,158,137,108,189,123
ARG56_474_537,269,235,144,149,171,105,149,109
ARG56_485_548,322,347,179,172,153,111,199,99
ARG56_496_559,425,334,141,234,159,313,205,127
ARG56_507_570,577,424,265,432,399,370,477,312
ARG56_518_581,854,843,742,869,642,776,808,575
ARG56_529_592,230,325,148,140,69,210,140,83
ARG56_540_603,52,64,51,61,103,67,125,83
ARG56_551_614,213,286,98,109,169,79,227,182
ARG56_562_625,149,190,109,68,93,35,65,53
ARG56_573_636,371,414,165,168,382,225,485,269
ARG56_584_647,387,373,222,155,108,187,246,118
ARG56_595_658,426,325,227,298,266,168,325,154
ARG56_606_669,285,292,119,178,324,181,256,143
ARG56_617_680,139,168,91,119,240,246,191,219
ARG56_628_691,476,440,183,254,243,183,173,135
ARG56_639_702,255,286,98,179,237,310,261,166
ARG56_650_713,321,201,105,168,233,296,268,133
ARG56_661_724,462,507,177,281,261,429,289,225
ARG56_672_735,256,312,141,169,178,264,263,159
ARG56_683_746,296,426,153,204,276,258,292,250
ARG56_694_757,406,357,185,250,136,242,193,129
ARG56_705_768,399,480,235,251,254,406,298,162
ARG56_716_779,577,476,262,323,361,510,281,190
ARG56_727_790,311,279,79,159,296,231,345,180
ARG56_738_801,205,225,106,151,227,318,279,183
ARG56_749_812,309,273,131,155,112,68,148,108
ARG56_760_823,236,202,97,102,107,121,173,145
ARG56_771_834,320,249,132,171,85,68,134,86
ARG56_782_845,396,238,137,222,275,185,277,127
ARG56_793_856,190,154,121,192,143,315,209,134
ARG56_800_863,250,260,110,147,301,176,258,172
ARG80_1_64,360,342,159,298,281,295,225,85
ARG80_12_75,310,169,265,234,327,608,474,269
ARG80_23_86,126,117,82,98,238,228,231,132
ARG80_34_97,340,423,212,258,118,298,202,142
ARG80_45_108,200,199,113,127,110,222,116,87
ARG80_56_119,343,454,237,269,320,304,364,238
ARG80_67_130,561,540,210,395,396,562,410,302
ARG80_78_141,284,359,135,235,527,518,405,265
ARG80_89_152,428,499,222,375,272,260,239,165
ARG80_100_163,488,496,298,285,402,184,399,319
ARG80_111_174,296,220,189,202,286,441,331,200
ARG80_114_177,354,294,105,179,309,341,289,190
ARR1_1_64,79,99,50,50,89,22,37,27
ARR1_12_75,176,96,100,82,6,23,74,36
ARR1_23_86,289,287,152,169,92,150,132,92
ARR1_34_97,184,206,108,112,90,165,199,89
ARR1_45_108,236,243,137,162,148,139,202,82
ARR1_56_119,390,461,235,241,141,242,247,158
ARR1_67_130,935,916,532,603,465,603,565,304
ARR1_78_141,594,552,324,397,520,458,402,257
ARR1_89_152,378,584,193,247,328,468,479,357
ARR1_100_163,375,417,134,206,333,232,209,167
ARR1_111_174,422,448,170,221,321,355,486,309
ARR1_122_185,406,260,113,237,422,475,421,257
ARR1_133_196,465,582,231,253,354,346,363,210
ARR1_144_207,186,160,115,130,186,114,194,99
ARR1_155_218,286,338,166,172,237,315,247,208
ARR1_166_229,291,252,94,146,167,195,229,239
ARR1_177_240,192,149,95,131,148,94,136,47
ARR1_188_251,254,220,111,126,142,99,111,53
ARR1_199_262,386,363,192,270,192,244,197,181
ARR1_210_273,699,583,370,323,557,670,602,440
ARR1_221_284,307,394,169,132,310,258,260,221
ARR1_232_295,198,224,93,82,190,140,193,68
ARR1_231_294,332,302,152,190,156,175,236,113
ASG1_1_64,146,167,75,120,138,42,166,129
ASG1_12_75,418,448,220,295,310,358,371,165
ASG1_23_86,159,220,77,132,207,148,298,179
ASG1_34_97,257,356,122,139,129,149,174,110
ASG1_45_108,121,105,43,37,36,49,99,51
ASG1_56_119,199,158,83,112,106,115,129,85
ASG1_67_130,206,126,58,46,68,149,106,41
ASG1_78_141,129,212,142,156,85,41,113,73
ASG1_89_152,367,294,251,276,271,245,258,141
ASG1_100_163,159,167,128,88,140,224,180,103
ASG1_111_174,324,310,176,226,180,132,234,214
ASG1_122_185,374,451,232,258,172,265,206,122
ASG1_133_196,293,321,160,164,285,358,227,156
ASG1_144_207,266,436,124,130,195,136,191,141
ASG1_155_218,233,351,199,175,250,285,358,221
ASG1_166_229,190,177,77,125,55,43,78,71
ASG1_177_240,289,380,192,166,129,98,177,101
ASG1_188_251,550,681,366,450,327,301,603,389
ASG1_199_262,870,722,471,677,742,572,1245,757
ASG1_210_273,235,303,112,134,241,373,391,192
ASG1_221_284,295,356,168,208,227,233,215,133
ASG1_232_295,430,333,198,238,141,143,311,150
ASG1_243_306,546,470,325,398,238,390,270,161
ASG1_254_317,506,392,211,266,283,348,394,215
ASG1_265_328,484,392,264,276,234,178,221,154
ASG1_276_339,484,441,268,236,518,722,606,340
ASG1_287_350,341,371,196,221,381,465,331,310
ASG1_298_361,379,279,208,198,165,276,272,168
ASG1_309_372,386,337,154,183,183,231,190,101
ASG1_320_383,283,259,124,197,287,356,315,206
ASG1_331_394,501,622,253,310,292,349,317,207
ASG1_342_405,519,282,247,240,315,338,303,155
ASG1_353_416,471,386,220,201,243,181,233,136
ASG1_364_427,176,233,88,133,172,198,169,74
ASG1_375_438,305,367,175,198,231,192,362,183
ASG1_386_449,392,404,171,264,173,122,324,138
ASG1_397_460,997,888,502,606,634,740,1113,612
ASG1_408_471,993,1034,611,747,486,741,726,575
ASG1_419_482,273,277,225,196,400,495,448,231
ASG1_430_493,39,82,37,48,192,111,117,91
ASG1_441_504,171,150,85,102,30,69,87,67
ASG1_452_515,175,133,90,89,63,41,87,49
ASG1_463_526,115,193,89,42,34,18,70,48
ASG1_474_537,200,197,85,115,88,84,146,84
ASG1_485_548,123,196,69,70,69,89,131,76
ASG1_496_559,525,535,297,318,340,264,360,180
ASG1_507_570,321,513,195,210,160,152,275,167
ASG1_518_581,197,157,124,77,113,162,186,104
