,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
ACA1_56_119,251,1033,819,315,947,614
ACA1_67_130,202,607,1798,417,1589,498
ACA1_78_141,236,1343,1640,419,976,719
ACA1_89_152,242,547,601,158,398,424
ACA1_100_163,179,287,123,86,109,265
ACA1_111_174,182,424,1269,274,510,430
ACA1_122_185,63,105,77,11,80,64
ACA1_133_196,663,1188,2000,545,2358,945
ACA1_144_207,474,1212,583,280,929,915
ACA1_155_218,492,1580,2725,402,2015,1220
ACA1_166_229,253,555,1013,201,799,396
ACA1_177_240,370,898,1205,430,1329,867
ACA1_188_251,492,608,2605,396,1709,535
ACA1_199_262,272,842,409,86,422,722
ACA1_210_273,270,307,469,166,370,533
ACA1_221_284,99,356,455,61,296,196
ACA1_232_295,255,809,916,316,478,453
ACA1_243_306,301,976,1334,332,569,530
ACA1_254_317,606,1432,1634,398,727,1137
ACA1_265_328,156,538,1014,319,222,301
ACA1_276_339,428,817,1354,404,1136,741
ACA1_287_350,68,45,314,101,225,59
ACA1_298_361,123,564,738,110,467,300
ACA1_309_372,80,74,256,24,89,114
ACA1_320_383,11,36,138,30,71,37
ACA1_331_394,76,377,376,104,53,228
ACA1_342_405,82,255,1452,217,1286,243
ACA1_353_416,357,1653,519,119,287,755
ACA1_364_427,4,27,17,27,15,16
ACA1_375_438,8,5,8,10,1,2
ACA1_386_449,2,6,1,3,1,13
ACA1_397_460,2,7,1,18,3,5
ACA1_408_471,71,9,21,7,24,4
ACA1_419_482,0,7,0,0,1,8
ACA1_426_489,3,3,29,12,9,1
ACE2_1_64,314,629,746,131,355,641
ACE2_12_75,30,30,18,9,71,82
ACE2_23_86,6,47,176,46,73,37
ACE2_34_97,45,112,54,4,63,104
ACE2_45_108,62,207,74,22,54,157
ACE2_56_119,126,307,350,167,177,185
ACE2_67_130,103,361,233,89,35,211
ACE2_78_141,60,143,420,120,87,83
ACE2_89_152,82,557,435,77,34,171
ACE2_100_163,187,580,2181,367,795,374
ACE2_111_174,41,212,57,20,8,83
ACE2_122_185,44,241,422,108,312,53
ACE2_133_196,40,330,56,81,64,77
ACE2_144_207,19,113,151,46,4,30
ACE2_155_218,7,5,53,3,1,5
ACE2_166_229,3,24,83,16,54,12
ACE2_177_240,2,4,37,3,9,11
ACE2_188_251,1,7,62,27,0,15
ACE2_199_262,104,76,681,89,129,59
ACE2_210_273,6,14,1,21,9,18
ACE2_221_284,25,52,30,42,11,36
ACE2_232_295,68,132,631,217,136,249
ACE2_243_306,130,588,535,194,279,179
ACE2_254_317,111,334,414,43,157,322
ACE2_265_328,102,801,741,125,209,268
ACE2_276_339,195,507,876,237,410,485
ACE2_287_350,225,452,1070,303,254,296
ACE2_298_361,130,375,866,205,150,245
ACE2_309_372,94,202,448,155,66,88
ACE2_320_383,60,172,142,53,43,133
ACE2_331_394,60,270,387,44,14,115
ACE2_342_405,117,534,1072,250,54,139
ACE2_353_416,67,371,851,167,335,173
ACE2_364_427,48,137,274,33,11,42
ACE2_375_438,341,1109,1912,256,1012,818
ACE2_386_449,116,233,335,67,183,283
ACE2_397_460,309,295,1696,334,1828,392
ACE2_408_471,183,634,946,258,950,264
ACE2_419_482,257,462,753,97,615,342
ACE2_430_493,204,204,738,172,402,273
ACE2_441_504,216,369,1243,284,963,469
ACE2_452_515,301,1225,781,174,813,646
ACE2_463_526,382,992,1134,382,930,431
ACE2_474_537,270,551,866,234,313,431
ACE2_485_548,49,84,203,38,137,81
ACE2_496_559,292,602,865,212,428,372
ACE2_507_570,184,561,481,351,415,406
ACE2_518_581,125,450,269,64,47,307
ACE2_529_592,11,25,446,154,876,17
ACE2_540_603,46,108,244,55,66,87
ACE2_551_614,38,59,83,55,122,75
ACE2_562_625,37,77,53,12,31,59
ACE2_573_636,16,72,17,2,3,23
ACE2_584_647,236,942,1672,267,1340,544
ACE2_595_658,239,880,509,254,242,557
ACE2_606_669,407,1553,1460,364,800,828
ACE2_617_680,169,322,277,47,37,324
ACE2_628_691,107,293,395,146,164,209
ACE2_639_702,74,380,595,107,88,121
ACE2_650_713,87,259,584,83,254,141
ACE2_661_724,95,552,447,91,131,234
ACE2_672_735,48,482,183,110,71,253
ACE2_683_746,69,156,216,44,36,150
ACE2_694_757,279,965,608,173,292,702
ACE2_705_768,115,159,97,55,82,77
ACE2_707_770,65,86,292,44,62,98
ADR1_1_64,66,182,255,57,76,193
ADR1_12_75,52,338,208,61,77,175
ADR1_23_86,31,96,327,47,274,79
ADR1_34_97,3,55,629,165,112,42
ADR1_45_108,30,92,262,36,21,69
ADR1_56_119,62,121,41,52,29,31
ADR1_67_130,19,97,165,23,16,36
ADR1_78_141,81,212,271,145,47,135
ADR1_89_152,100,229,667,202,215,231
ADR1_100_163,117,1080,425,333,328,203
ADR1_111_174,104,118,635,61,923,68
ADR1_122_185,79,87,105,97,84,81
ADR1_133_196,79,101,231,74,174,82
ADR1_144_207,275,1086,906,190,188,536
ADR1_155_218,105,324,272,92,87,160
ADR1_166_229,108,252,226,38,58,128
ADR1_177_240,246,1010,249,62,220,437
ADR1_188_251,170,252,908,268,729,112
ADR1_199_262,77,229,609,153,292,157
ADR1_210_273,86,327,124,39,153,163
ADR1_221_284,198,640,637,136,391,393
ADR1_232_295,341,1801,1138,235,453,913
ADR1_243_306,276,1139,1996,397,659,621
ADR1_254_317,313,1692,708,179,157,1065
ADR1_265_328,66,189,455,174,139,85
ADR1_276_339,153,369,537,194,63,232
ADR1_287_350,99,270,190,49,78,172
ADR1_298_361,151,360,480,132,190,166
ADR1_309_372,400,1226,1658,440,480,762
ADR1_320_383,370,1024,218,72,155,627
ADR1_331_394,50,109,368,112,205,66
ADR1_342_405,64,209,260,30,69,92
ADR1_353_416,50,174,170,40,43,105
ADR1_364_427,222,776,538,90,151,383
ADR1_375_438,182,874,505,129,166,642
ADR1_386_449,178,400,345,150,379,236
ADR1_397_460,47,148,249,56,47,123
ADR1_408_471,92,413,157,139,77,257
ADR1_419_482,31,194,392,69,135,89
ADR1_430_493,35,57,125,40,22,38
ADR1_441_504,71,184,378,103,63,127
ADR1_452_515,28,38,206,15,29,82
ADR1_463_526,79,459,331,110,39,190
ADR1_474_537,84,425,561,63,42,298
ADR1_485_548,18,88,85,4,39,78
ADR1_496_559,79,131,1145,241,413,203
ADR1_507_570,22,82,267,95,65,47
ADR1_518_581,96,284,587,170,216,202
ADR1_529_592,119,423,399,100,279,257
ADR1_540_603,149,575,1554,282,411,348
ADR1_551_614,159,608,455,119,72,374
ADR1_562_625,139,615,455,109,228,249
ADR1_573_636,174,406,512,180,467,301
ADR1_584_647,71,454,1710,179,338,181
ADR1_595_658,501,1525,1670,276,399,753
ADR1_606_669,386,1048,1476,340,488,684
ADR1_617_680,420,850,1610,487,534,521
ADR1_628_691,341,1241,1528,453,271,458
ADR1_639_702,289,1315,1617,446,415,607
ADR1_650_713,313,1141,1459,273,1207,491
ADR1_661_724,96,427,371,250,326,204
ADR1_672_735,46,157,493,94,214,116
ADR1_683_746,126,496,1061,148,284,171
ADR1_694_757,132,399,898,228,307,203
ADR1_705_768,206,586,1119,239,318,354
ADR1_716_779,381,1005,1238,471,566,690
ADR1_727_790,226,1003,2104,540,577,498
ADR1_738_801,68,185,612,151,208,125
ADR1_749_812,229,621,572,178,673,493
ADR1_760_823,113,289,436,41,171,234
ADR1_771_834,320,1518,1831,396,876,822
ADR1_782_845,282,1038,724,205,199,555
ADR1_793_856,428,1108,1656,318,447,600
ADR1_804_867,282,1458,1767,415,494,619
ADR1_815_878,272,1343,1481,470,239,446
ADR1_826_889,280,1006,1434,365,570,536
ADR1_837_900,156,373,571,175,80,220
ADR1_848_911,45,177,254,30,12,66
ADR1_859_922,53,250,401,87,44,118
ADR1_870_933,35,116,105,23,24,71
ADR1_881_944,20,115,209,82,17,42
ADR1_892_955,35,133,134,41,5,55
ADR1_903_966,16,0,35,8,0,14
ADR1_914_977,29,200,2,2,2,38
ADR1_925_988,1,8,19,5,7,3
ADR1_936_999,182,918,197,67,91,475
ADR1_947_1010,4,37,3,0,0,14
ADR1_958_1021,159,451,640,130,78,183
ADR1_969_1032,86,342,438,90,153,109
ADR1_980_1043,13,56,12,2,2,22
ADR1_991_1054,46,166,374,103,63,74
ADR1_1002_1065,163,773,1532,351,108,285
ADR1_1013_1076,10,85,240,103,29,41
ADR1_1024_1087,125,788,442,104,84,194
ADR1_1035_1098,564,1865,1961,577,551,1021
ADR1_1046_1109,206,833,1296,403,229,330
ADR1_1057_1120,138,575,1415,369,107,255
ADR1_1068_1131,271,1367,2934,585,177,506
ADR1_1079_1142,103,560,813,174,46,232
ADR1_1090_1153,79,588,750,212,45,180
ADR1_1101_1164,133,270,637,169,58,199
ADR1_1112_1175,69,381,192,54,27,156
ADR1_1123_1186,134,567,436,112,104,192
ADR1_1134_1197,28,182,130,27,8,80
ADR1_1145_1208,53,57,258,93,125,50
ADR1_1156_1219,58,248,211,64,412,97
ADR1_1167_1230,38,118,37,1,22,99
ADR1_1178_1241,95,493,143,99,163,226
ADR1_1189_1252,28,106,195,50,51,99
ADR1_1200_1263,176,696,672,132,427,408
ADR1_1211_1274,205,331,420,150,175,191
ADR1_1222_1285,301,820,1685,486,769,561
ADR1_1233_1296,319,1133,693,206,347,542
ADR1_1244_1307,68,254,407,132,157,102
ADR1_1255_1318,31,46,67,17,74,108
ADR1_1260_1323,34,59,337,84,126,63
AFT1_1_64,369,576,1060,381,1274,734
AFT1_12_75,369,1595,990,231,658,735
AFT1_23_86,241,190,458,102,230,306
AFT1_34_97,191,722,169,76,150,413
AFT1_45_108,640,1575,3411,899,2518,1334
AFT1_56_119,111,414,989,287,868,354
AFT1_67_130,512,1632,2766,557,1725,1046
AFT1_78_141,192,538,653,128,197,312
AFT1_89_152,110,288,478,220,261,164
AFT1_100_163,51,238,580,195,428,100
AFT1_111_174,88,175,517,138,157,223
AFT1_122_185,185,555,585,102,200,449
AFT1_133_196,165,483,606,124,446,351
AFT1_144_207,40,105,255,169,198,97
AFT1_155_218,70,133,267,97,73,173
AFT1_166_229,57,193,288,91,79,149
AFT1_177_240,69,441,158,5,118,164
AFT1_188_251,17,13,107,0,41,23
AFT1_199_262,43,39,78,30,14,52
AFT1_210_273,114,284,58,13,11,136
AFT1_221_284,15,14,1,2,0,36
AFT1_232_295,66,267,963,239,357,95
AFT1_243_306,77,501,289,156,32,152
AFT1_254_317,41,99,597,122,91,87
AFT1_265_328,199,724,1276,329,1463,452
AFT1_276_339,253,721,987,241,832,537
AFT1_287_350,130,417,656,211,208,224
AFT1_298_361,120,549,328,98,141,176
AFT1_309_372,250,503,411,91,209,270
AFT1_320_383,185,309,220,79,189,245
AFT1_331_394,100,42,189,74,100,75
AFT1_342_405,28,210,306,21,126,205
AFT1_353_416,113,267,231,105,60,343
AFT1_364_427,139,924,332,86,316,346
AFT1_375_438,324,679,1010,426,790,614
AFT1_386_449,306,628,1837,446,509,529
AFT1_397_460,412,1510,672,140,210,617
AFT1_408_471,145,437,407,127,334,312
AFT1_419_482,80,147,324,88,79,127
AFT1_430_493,246,372,996,117,429,286
AFT1_441_504,257,492,1392,299,638,384
AFT1_452_515,319,1350,662,114,226,742
AFT1_463_526,215,747,642,128,114,254
AFT1_474_537,165,450,497,154,296,229
AFT1_485_548,311,1122,1524,242,426,571
AFT1_496_559,139,264,534,198,208,183
AFT1_507_570,98,225,837,77,137,111
AFT1_518_581,208,593,630,235,351,417
AFT1_529_592,385,980,2395,502,688,562
AFT1_540_603,272,631,836,368,435,558
AFT1_551_614,264,935,1005,174,357,526
AFT1_562_625,117,88,633,94,277,151
AFT1_573_636,307,917,1909,428,1046,586
AFT1_584_647,308,1167,1030,289,556,670
AFT1_595_658,231,608,1047,298,673,267
AFT1_606_669,157,395,350,63,1175,254
AFT1_617_680,93,130,295,24,147,165
AFT1_628_691,16,177,227,29,277,130
AFT1_627_690,58,18,30,8,54,25
AFT2_1_64,74,266,299,79,82,87
AFT2_12_75,35,228,146,82,65,63
AFT2_23_86,121,685,676,132,141,278
AFT2_34_97,235,1082,2601,525,551,487
AFT2_45_108,308,899,1220,277,470,529
AFT2_56_119,103,359,626,185,319,216
AFT2_67_130,162,863,600,156,323,312
AFT2_78_141,151,715,884,111,347,427
AFT2_89_152,27,272,148,88,82,130
AFT2_100_163,20,41,73,27,286,97
AFT2_111_174,74,268,650,117,286,149
AFT2_122_185,46,173,112,27,42,83
AFT2_133_196,38,73,484,38,61,95
AFT2_144_207,99,216,552,113,86,147
AFT2_155_218,157,709,1034,177,110,343
AFT2_166_229,154,527,389,142,35,232
AFT2_177_240,159,362,479,202,74,186
AFT2_188_251,96,272,1141,276,113,109
AFT2_199_262,187,377,247,72,142,205
AFT2_210_273,243,761,242,49,20,276
AFT2_221_284,28,43,228,61,109,39
AFT2_232_295,19,163,115,70,39,56
AFT2_243_306,19,22,22,7,35,25
AFT2_254_317,55,307,247,23,40,170
AFT2_265_328,40,115,166,5,37,91
AFT2_276_339,69,282,272,78,256,137
AFT2_287_350,217,549,493,68,267,343
AFT2_298_361,157,637,171,38,48,340
AFT2_309_372,89,212,422,120,323,220
AFT2_320_383,83,62,153,56,209,122
AFT2_331_394,17,73,322,21,161,42
AFT2_342_405,63,303,261,53,122,96
AFT2_353_416,90,531,329,65,42,314
ARG56_1_64,493,1662,4023,884,1497,947
ARG56_12_75,389,1434,2089,536,895,1018
ARG56_23_86,342,1284,1571,348,1199,679
ARG56_34_97,38,34,169,40,38,76
ARG56_45_108,103,260,177,37,93,118
ARG56_56_119,60,62,132,1,20,61
ARG56_67_130,147,186,402,59,132,220
ARG56_78_141,45,226,396,112,153,142
ARG56_89_152,504,1685,2852,590,2763,1291
ARG56_100_163,111,250,678,142,542,251
ARG56_111_174,120,242,300,42,136,186
ARG56_122_185,44,155,384,32,194,109
ARG56_133_196,37,152,191,29,44,45
ARG56_144_207,206,646,1075,180,488,272
ARG56_155_218,2,25,102,9,14,43
ARG56_166_229,46,154,220,65,119,19
ARG56_177_240,76,70,62,13,33,87
ARG56_188_251,106,275,592,106,388,120
ARG56_199_262,112,172,406,133,337,132
ARG56_210_273,333,985,1186,320,580,639
ARG56_221_284,399,1719,1324,391,1357,994
ARG56_232_295,295,1013,1623,256,1346,606
ARG56_243_306,75,510,191,50,99,232
ARG56_254_317,173,366,619,86,164,135
ARG56_265_328,64,113,93,69,152,63
ARG56_276_339,21,152,118,45,9,50
ARG56_287_350,56,137,630,160,123,126
ARG56_298_361,43,64,83,27,7,61
ARG56_309_372,37,26,2,17,38,39
ARG56_320_383,107,307,379,119,169,189
ARG56_331_394,68,185,108,49,126,122
ARG56_342_405,47,87,60,5,16,71
ARG56_353_416,80,148,647,134,163,97
ARG56_364_427,195,843,549,141,113,380
ARG56_375_438,80,253,299,110,62,128
ARG56_386_449,61,255,654,112,123,82
ARG56_397_460,181,579,1008,184,861,418
ARG56_408_471,182,259,509,124,384,412
ARG56_419_482,147,758,1188,246,946,417
ARG56_430_493,71,300,229,85,78,150
ARG56_441_504,70,186,85,5,13,51
ARG56_452_515,19,118,236,50,98,87
ARG56_463_526,33,160,406,112,109,94
ARG56_474_537,141,337,642,215,255,156
ARG56_485_548,110,414,682,109,264,287
ARG56_496_559,466,1278,2210,428,1909,855
ARG56_507_570,563,1638,2504,412,1396,986
ARG56_518_581,219,241,222,84,176,245
ARG56_529_592,14,82,833,74,217,44
ARG56_540_603,26,12,94,0,135,25
ARG56_551_614,33,57,36,15,9,79
ARG56_562_625,52,149,178,18,23,80
ARG56_573_636,41,42,97,48,18,68
ARG56_584_647,21,234,479,133,43,98
ARG56_595_658,119,655,409,127,375,269
ARG56_606_669,313,1252,523,184,929,569
ARG56_617_680,240,619,761,284,312,349
ARG56_628_691,328,813,939,336,407,403
ARG56_639_702,433,1151,1209,229,972,828
ARG56_650_713,161,621,907,237,571,302
ARG56_661_724,523,1093,1816,468,1058,791
ARG56_672_735,153,557,849,256,398,302
ARG56_683_746,123,435,761,242,349,302
ARG56_694_757,318,709,1397,489,731,525
ARG56_705_768,149,479,1101,265,337,243
ARG56_716_779,290,1072,1389,371,447,401
ARG56_727_790,252,572,2393,579,1404,605
ARG56_738_801,125,494,641,135,164,226
ARG56_749_812,124,213,321,98,230,172
ARG56_760_823,74,371,863,191,180,182
ARG56_771_834,91,551,541,155,137,358
ARG56_782_845,224,728,972,179,948,348
ARG56_793_856,119,454,556,143,467,295
ARG56_800_863,126,226,489,133,400,196
ARG80_1_64,76,340,388,87,262,242
ARG80_12_75,217,803,386,227,201,738
ARG80_23_86,140,181,405,112,728,143
ARG80_34_97,260,588,230,89,162,593
ARG80_45_108,116,314,451,76,317,471
ARG80_56_119,327,718,1405,278,1252,644
ARG80_67_130,304,1438,1800,314,1799,968
ARG80_78_141,361,1168,969,192,1165,755
ARG80_89_152,283,846,1277,418,1699,689
ARG80_100_163,568,2511,3274,624,3260,1508
ARG80_111_174,178,687,1743,396,1581,716
ARG80_114_177,307,1161,830,136,897,881
ARR1_1_64,26,64,89,75,45,20
ARR1_12_75,236,775,821,214,518,407
ARR1_23_86,55,113,111,61,100,129
ARR1_34_97,31,180,135,76,39,85
ARR1_45_108,129,588,775,138,315,355
ARR1_56_119,349,688,2695,548,401,347
ARR1_67_130,747,3572,5311,910,4417,1930
ARR1_78_141,524,1108,1402,224,939,812
ARR1_89_152,500,1110,1489,452,999,706
ARR1_100_163,612,1506,2243,757,1406,1126
ARR1_111_174,393,938,1035,252,606,563
ARR1_122_185,652,2263,3300,782,1882,1193
ARR1_133_196,472,1327,2132,574,1106,862
ARR1_144_207,477,1568,1227,288,490,894
ARR1_155_218,181,508,606,115,209,238
ARR1_166_229,226,885,413,154,140,521
ARR1_177_240,79,203,293,48,98,130
ARR1_188_251,88,326,187,59,99,127
ARR1_199_262,87,119,432,53,51,59
ARR1_210_273,13,32,15,1,4,27
ARR1_221_284,275,887,722,261,282,434
ARR1_232_295,51,531,280,56,63,244
ARR1_231_294,165,76,46,24,32,115
ASG1_1_64,89,40,211,95,21,91
ASG1_12_75,86,262,151,83,31,105
ASG1_23_86,48,287,650,208,286,156
ASG1_34_97,152,597,1089,200,272,331
ASG1_45_108,102,444,362,89,40,267
ASG1_56_119,124,370,412,109,341,177
ASG1_67_130,221,707,717,174,491,283
ASG1_78_141,53,246,388,98,170,110
ASG1_89_152,117,320,526,144,135,130
ASG1_100_163,203,488,1225,413,449,393
ASG1_111_174,202,630,905,218,247,334
ASG1_122_185,217,613,1209,341,363,291
ASG1_133_196,256,735,1595,445,579,435
ASG1_144_207,299,975,960,225,171,543
ASG1_155_218,290,976,1015,358,216,307
ASG1_166_229,21,34,85,31,37,28
ASG1_177_240,31,85,379,165,221,66
ASG1_188_251,15,47,40,17,3,53
ASG1_199_262,116,231,292,123,133,227
ASG1_210_273,277,1077,1513,236,465,488
ASG1_221_284,338,1057,1377,336,908,633
ASG1_232_295,200,1029,915,208,249,542
ASG1_243_306,453,1526,2731,517,1991,958
ASG1_254_317,257,703,1464,320,556,485
ASG1_265_328,470,1554,2523,684,1387,1041
ASG1_276_339,305,704,1573,425,844,598
ASG1_287_350,596,2324,2969,624,1833,1103
ASG1_298_361,127,521,807,165,894,289
ASG1_309_372,177,417,655,282,277,237
ASG1_320_383,78,333,387,57,173,142
ASG1_331_394,119,138,105,51,38,182
ASG1_342_405,92,542,1059,243,246,298
ASG1_353_416,66,303,313,126,62,222
ASG1_364_427,101,494,312,133,122,226
ASG1_375_438,119,536,624,157,110,209
ASG1_386_449,205,1051,1043,248,176,358
ASG1_397_460,230,628,424,78,75,258
ASG1_408_471,190,1028,1142,308,528,516
ASG1_419_482,470,1175,2168,684,507,619
ASG1_430_493,218,564,678,307,173,314
ASG1_441_504,48,95,216,23,18,37
ASG1_452_515,52,215,339,174,54,91
ASG1_463_526,86,386,102,26,6,148
ASG1_474_537,146,984,1078,261,91,355
ASG1_485_548,115,634,920,148,130,245
ASG1_496_559,111,301,1315,225,171,138
ASG1_507_570,234,580,1226,290,203,257
ASG1_518_581,37,110,104,90,39,54
ASG1_529_592,6,190,316,93,22,59
ASG1_540_603,275,1404,936,237,130,523
ASG1_551_614,358,1066,1296,416,250,448
ASG1_562_625,28,133,204,55,41,63
ASG1_573_636,54,392,325,134,74,119
ASG1_584_647,48,335,706,229,48,148
ASG1_595_658,129,104,603,98,114,93
ASG1_606_669,14,92,100,48,182,63
ASG1_617_680,10,36,317,59,24,53
ASG1_628_691,151,629,206,90,481,363
ASG1_639_702,18,70,224,35,22,64
ASG1_650_713,107,719,607,178,46,297
ASG1_661_724,57,136,684,139,246,144
ASG1_672_735,341,1833,1085,244,466,1075
ASG1_683_746,163,1094,974,288,525,731
ASG1_694_757,72,153,175,25,194,70
ASG1_705_768,93,330,291,94,54,178
ASG1_716_779,136,489,142,34,29,216
ASG1_727_790,45,128,142,41,41,62
ASG1_738_801,89,95,46,6,17,86
ASG1_749_812,35,59,42,29,31,110
ASG1_760_823,73,309,345,83,76,77
ASG1_771_834,253,562,589,203,212,268
ASG1_782_845,20,89,315,86,45,50
ASG1_793_856,102,279,325,60,57,315
ASG1_804_867,21,63,1,1,0,9
ASG1_815_878,0,0,1,0,1,1
ASG1_826_889,0,1,0,0,0,1
ASG1_837_900,28,0,56,3,4,7
ASG1_848_911,1,0,0,0,1,0
ASG1_859_922,0,1,0,0,0,0
ASG1_870_933,2,6,55,9,2,4
ASG1_881_944,30,138,205,24,14,50
ASG1_892_955,3,50,117,7,8,14
ASG1_901_964,68,195,270,40,53,131
ASH1_1_64,740,2922,4025,1134,1849,1494
ASH1_12_75,176,716,748,144,294,218
ASH1_23_86,275,1040,1009,299,351,656
ASH1_34_97,422,1153,2094,567,562,832
ASH1_45_108,211,1097,733,184,287,597
ASH1_56_119,479,1387,1445,511,615,877
ASH1_67_130,238,758,901,275,330,473
ASH1_78_141,119,515,431,87,67,214
ASH1_89_152,582,1323,2762,675,1641,862
ASH1_100_163,360,1526,1421,370,473,733
ASH1_111_174,367,1434,1616,546,615,786
ASH1_122_185,162,660,816,337,335,407
ASH1_133_196,178,385,1218,292,751,251
ASH1_144_207,167,643,674,191,409,426
ASH1_155_218,103,392,510,139,213,173
ASH1_166_229,132,882,578,136,676,275
ASH1_177_240,111,308,1153,200,226,167
ASH1_188_251,21,58,28,59,18,65
ASH1_199_262,36,59,218,33,146,23
ASH1_210_273,93,366,801,134,169,206
ASH1_221_284,54,309,459,163,48,151
ASH1_232_295,221,1071,1359,351,593,548
ASH1_243_306,207,607,1284,295,476,514
ASH1_254_317,408,1707,1133,183,626,997
ASH1_265_328,223,1152,1489,311,510,637
ASH1_276_339,177,452,550,121,462,366
ASH1_287_350,104,458,202,68,66,333
ASH1_298_361,2,36,87,16,11,12
ASH1_309_372,16,183,93,7,10,53
ASH1_320_383,8,13,135,83,34,6
ASH1_331_394,27,43,36,11,6,30
ASH1_342_405,10,44,176,129,115,15
ASH1_353_416,82,103,147,32,67,101
ASH1_364_427,309,745,549,117,240,311
ASH1_375_438,72,228,449,55,165,169
ASH1_386_449,38,91,135,39,184,89
ASH1_397_460,310,424,1384,235,1260,477
ASH1_408_471,574,1818,1611,374,1420,1581
ASH1_419_482,318,621,1270,408,777,669
ASH1_430_493,209,366,653,159,830,333
ASH1_441_504,435,1153,1321,242,975,1052
ASH1_452_515,563,879,1257,353,703,831
ASH1_463_526,409,600,1197,458,1095,791
ASH1_474_537,92,77,493,104,448,69
ASH1_485_548,166,393,1161,314,832,259
ASH1_496_559,83,135,243,175,501,121
ASH1_507_570,8,71,33,0,4,5
ASH1_518_581,39,201,101,12,50,145
ASH1_525_588,19,34,281,96,135,48
AZF1_1_64,330,1155,805,259,820,636
AZF1_12_75,65,284,267,161,191,96
AZF1_23_86,229,751,1530,327,426,379
AZF1_34_97,192,1007,420,134,168,483
AZF1_45_108,107,338,260,78,49,145
AZF1_56_119,133,391,1356,358,314,195
AZF1_67_130,382,886,2100,459,1111,655
AZF1_78_141,211,976,1682,293,1164,470
AZF1_89_152,299,773,1762,264,2116,541
AZF1_100_163,243,603,523,116,419,594
AZF1_111_174,381,916,1032,283,904,696
AZF1_122_185,111,527,594,157,417,357
AZF1_133_196,332,1018,549,238,205,489
AZF1_144_207,272,668,1148,336,485,349
AZF1_155_218,57,317,1456,267,319,163
