,1_0_1,1_0_2,1_60_1,1_60_2,2_0_1,2_0_2,2_60_1,2_60_2
ACA1_133_196,378,138,155,645,783,256,380,491
ACA1_144_207,469,186,310,1059,139,143,251,76
ACA1_155_218,1034,417,86,785,445,329,75,340
ACA1_166_229,158,317,890,892,1676,684,890,1049
ACA1_177_240,698,413,204,536,625,162,77,402
ACA1_188_251,598,1,223,408,783,11,90,335
ACA1_199_262,581,20,574,796,998,423,184,1014
ACA1_210_273,1034,140,341,502,796,191,27,229
ACA1_221_284,984,204,784,1116,1063,312,1043,627
ACA1_232_295,524,240,1099,898,1084,411,650,754
ACA1_243_306,11,6,80,555,290,128,181,198
ACA1_254_317,254,152,289,274,213,136,3,140
ACA1_265_328,358,10,348,353,186,7,50,259
ACA1_276_339,439,213,171,192,152,155,268,57
ACA1_287_350,351,101,82,212,509,149,219,99
ACA1_298_361,662,17,100,485,5,134,207,65
ACA1_309_372,678,3,54,191,118,36,100,22
ACA1_320_383,289,40,136,111,121,4,101,24
ACA1_331_394,570,190,283,541,342,185,207,30
ACA1_342_405,232,58,430,148,286,109,0,159
ACA1_353_416,230,0,160,280,214,133,0,102
ACA1_364_427,3,21,548,195,100,96,102,198
ACA1_375_438,1,167,156,263,2,2,69,90
ACA1_386_449,290,307,215,242,151,91,150,102
ACA1_397_460,2,36,0,168,407,78,37,131
ACA1_408_471,378,0,339,589,821,25,11,85
ACA1_419_482,421,7,301,611,205,117,385,103
ACA1_426_489,74,19,371,497,739,28,657,242
ACE2_1_64,342,147,123,275,392,183,235,2
ACE2_12_75,3,139,0,185,119,102,4,6
ACE2_23_86,629,5,157,525,507,7,170,103
ACE2_34_97,381,70,43,158,286,20,85,41
ACE2_45_108,0,158,0,229,470,5,161,66
ACE2_56_119,215,6,121,327,92,72,129,172
ACE2_67_130,184,180,136,314,141,72,199,23
ACE2_78_141,40,4,115,197,471,98,410,43
ACE2_89_152,317,11,36,438,479,170,216,233
ACE2_100_163,765,40,92,339,314,77,222,440
ACE2_111_174,932,2,137,335,478,143,294,257
ACE2_122_185,3,181,300,337,375,65,159,88
ACE2_133_196,19,233,137,526,371,90,326,299
ACE2_144_207,402,30,259,223,2,69,155,254
ACE2_155_218,388,127,109,534,197,11,341,271
ACE2_166_229,341,2,117,120,229,8,131,2
ACE2_177_240,4,2,59,97,142,2,83,53
ACE2_188_251,175,65,31,93,63,3,1,66
ACE2_199_262,1207,51,249,565,483,4,273,152
ACE2_210_273,569,185,512,687,573,103,142,321
ACE2_221_284,515,267,290,888,463,227,332,582
ACE2_232_295,383,425,511,822,91,245,620,356
ACE2_243_306,240,1,517,394,206,220,109,320
ACE2_254_317,799,289,364,519,959,284,266,355
ACE2_265_328,638,249,475,828,201,201,484,351
ACE2_276_339,179,360,222,322,129,92,138,192
ACE2_287_350,882,4,90,399,163,56,348,142
ACE2_298_361,115,3,63,76,516,52,44,112
ACE2_309_372,4,22,5,122,218,10,213,56
ACE2_320_383,147,66,114,1,205,18,170,24
ACE2_331_394,333,39,242,337,125,33,1,23
ACE2_342_405,509,33,253,281,234,78,129,33
ACE2_353_416,651,5,216,105,193,8,18,19
ACE2_364_427,419,86,351,140,471,14,217,106
ACE2_375_438,216,238,69,191,189,297,242,517
ACE2_386_449,127,50,74,269,6,185,203,50
ACE2_397_460,665,169,75,720,219,222,207,33
ACE2_408_471,312,150,306,246,474,170,66,386
ACE2_419_482,56,28,71,271,382,81,68,443
ACE2_430_493,47,225,224,372,18,128,3,384
ACE2_441_504,69,202,133,305,534,98,54,562
ACE2_452_515,244,154,312,55,356,374,331,339
ACE2_463_526,779,3,217,395,78,79,187,44
ACE2_474_537,447,107,230,120,2,2,4,202
ACE2_485_548,132,325,96,375,321,11,365,12
ACE2_496_559,379,195,123,208,401,19,114,158
ACE2_507_570,9,85,463,398,116,21,325,109
ACE2_518_581,109,75,152,198,554,36,57,70
ACE2_529_592,770,339,469,550,641,195,100,95
ACE2_540_603,806,95,119,416,580,125,25,184
ACE2_551_614,605,3,236,197,338,54,365,446
ACE2_562_625,493,166,200,417,2,95,125,146
ACE2_573_636,223,128,160,542,1277,457,50,231
ACE2_584_647,372,2,38,311,261,84,242,291
ACE2_595_658,1233,120,131,257,91,104,41,761
ACE2_606_669,698,44,150,34,22,147,242,243
ACE2_617_680,704,116,139,421,22,4,4,168
ACE2_628_691,4,97,254,440,268,5,283,369
ACE2_639_702,139,192,74,161,2,45,247,85
ACE2_650_713,28,3,120,375,36,3,361,78
ACE2_661_724,3,8,107,148,258,52,54,107
ACE2_672_735,36,79,80,0,347,0,0,207
ACE2_683_746,361,60,56,414,764,154,371,277
ACE2_694_757,489,133,42,234,406,9,135,66
ACE2_705_768,5,77,53,71,144,114,1,97
ACE2_707_770,372,135,15,418,212,242,19,301
ADR1_1_64,1002,39,426,376,582,130,222,166
ADR1_12_75,92,72,36,305,290,4,210,189
ADR1_23_86,507,5,269,252,118,1,203,29
ADR1_34_97,6,404,640,601,763,213,258,100
ADR1_45_108,415,74,346,543,421,132,150,167
ADR1_56_119,665,64,399,330,2,2,107,19
ADR1_67_130,435,134,484,700,327,34,570,162
ADR1_78_141,818,142,220,580,440,1,174,307
ADR1_89_152,4,126,90,282,735,271,131,208
ADR1_100_163,4,283,52,276,4,36,8,97
ADR1_111_174,22,211,67,347,48,91,230,180
ADR1_122_185,541,122,163,365,288,95,219,145
ADR1_133_196,7,70,192,10,56,65,1,93
ADR1_144_207,448,73,257,366,476,115,264,179
ADR1_155_218,595,6,288,326,475,18,64,164
ADR1_166_229,4,52,67,253,58,238,1,221
ADR1_177_240,9,1,98,31,491,8,61,241
ADR1_188_251,182,3,0,335,210,166,325,379
ADR1_199_262,360,77,266,619,55,378,175,233
ADR1_210_273,602,276,70,911,508,188,317,311
ADR1_221_284,609,183,228,605,1080,337,604,727
ADR1_232_295,676,36,302,176,346,269,325,357
ADR1_243_306,876,464,172,968,398,212,287,676
ADR1_254_317,246,333,420,585,513,64,408,209
ADR1_265_328,201,146,368,458,723,47,290,83
ADR1_276_339,197,128,462,407,192,50,233,108
ADR1_287_350,635,76,188,453,375,242,76,329
ADR1_298_361,212,241,187,431,415,94,252,318
ADR1_309_372,818,7,72,300,41,5,265,202
ADR1_320_383,645,169,450,39,9,30,28,111
ADR1_331_394,984,245,315,205,343,148,1,82
ADR1_342_405,11,125,193,829,323,132,49,270
ADR1_353_416,339,146,75,67,514,74,30,157
ADR1_364_427,535,3,166,390,482,128,171,81
ADR1_375_438,538,188,80,309,28,106,185,157
ADR1_386_449,264,195,484,398,13,28,104,157
ADR1_397_460,233,155,41,405,452,4,11,59
ADR1_408_471,573,74,280,225,88,181,28,162
ADR1_419_482,8,141,302,387,35,111,67,50
ADR1_430_493,196,120,180,207,204,63,161,71
ADR1_441_504,210,253,324,339,434,39,131,89
ADR1_452_515,905,5,117,148,343,38,100,20
ADR1_463_526,461,13,365,314,390,12,166,102
ADR1_474_537,266,55,136,77,104,46,251,1
ADR1_485_548,522,3,134,355,393,3,189,135
ADR1_496_559,200,59,72,332,237,0,221,27
ADR1_507_570,11,108,68,92,54,27,79,134
ADR1_518_581,414,2,0,272,228,0,393,105
ADR1_529_592,9,67,371,338,3,251,103,164
ADR1_540_603,82,38,319,251,649,133,96,241
ADR1_551_614,392,71,0,171,131,105,468,241
ADR1_562_625,684,242,483,394,909,103,255,258
ADR1_573_636,539,163,214,254,16,164,247,116
ADR1_584_647,1213,175,372,854,481,298,275,152
ADR1_595_658,1774,290,599,914,651,386,1125,795
ADR1_606_669,1026,57,257,467,225,9,595,300
ADR1_617_680,288,309,52,338,320,633,209,317
ADR1_628_691,639,2,208,431,767,92,189,0
ADR1_639_702,290,17,210,194,148,169,148,114
ADR1_650_713,685,241,107,350,674,307,131,470
ADR1_661_724,193,237,287,393,179,253,122,74
ADR1_672_735,767,195,184,146,42,462,116,207
ADR1_683_746,173,263,336,446,10,91,225,56
ADR1_694_757,349,174,167,392,799,113,176,113
ADR1_705_768,418,277,403,585,102,106,363,181
ADR1_716_779,669,239,219,336,106,64,175,46
ADR1_727_790,1624,23,130,410,319,64,304,187
ADR1_738_801,301,64,478,208,311,36,275,143
ADR1_749_812,758,459,400,252,520,397,87,117
ADR1_760_823,167,116,72,588,447,76,456,385
ADR1_771_834,3,99,195,430,338,40,1,242
ADR1_782_845,588,145,495,165,258,38,168,393
ADR1_793_856,672,389,483,584,348,206,247,150
ADR1_804_867,101,3,292,315,139,93,202,27
ADR1_815_878,1266,115,300,403,184,47,129,23
ADR1_826_889,447,334,382,379,184,298,206,3
ADR1_837_900,502,117,49,267,62,208,295,163
ADR1_848_911,17,55,154,432,2,130,62,20
ADR1_859_922,771,26,242,196,4,25,158,2
ADR1_870_933,165,0,204,262,170,46,51,122
ADR1_881_944,572,23,60,145,81,59,207,39
ADR1_892_955,140,69,467,84,420,13,257,64
ADR1_903_966,498,0,82,132,1,69,53,140
ADR1_914_977,3,74,236,167,419,56,256,26
ADR1_925_988,345,62,236,11,787,39,224,128
ADR1_936_999,9,96,259,180,2,2,136,0
ADR1_947_1010,37,85,181,217,247,0,178,80
ADR1_958_1021,388,15,197,204,355,30,238,232
ADR1_969_1032,413,214,305,126,132,25,103,102
ADR1_980_1043,1250,184,271,547,350,84,431,151
ADR1_991_1054,3,85,258,240,394,60,3,75
ADR1_1002_1065,478,113,141,504,838,51,174,170
ADR1_1013_1076,519,172,522,591,508,123,206,168
ADR1_1024_1087,1571,278,541,577,917,186,744,490
ADR1_1035_1098,1398,142,267,1023,540,272,190,156
ADR1_1046_1109,707,109,218,293,146,74,218,44
ADR1_1057_1120,641,49,97,99,576,72,1,54
ADR1_1068_1131,456,106,64,437,248,44,135,219
ADR1_1079_1142,606,150,189,659,330,125,201,109
ADR1_1090_1153,465,30,214,165,196,15,148,65
ADR1_1101_1164,513,33,197,281,150,41,39,112
ADR1_1112_1175,245,30,367,408,535,77,42,50
ADR1_1123_1186,169,43,126,305,516,14,5,76
ADR1_1134_1197,1553,129,236,317,558,16,199,103
ADR1_1145_1208,324,119,104,225,322,4,1,177
ADR1_1156_1219,330,262,495,435,368,214,120,248
ADR1_1167_1230,1125,71,140,280,480,369,529,342
ADR1_1178_1241,926,367,251,964,575,9,734,414
ADR1_1189_1252,862,306,637,651,296,198,553,207
ADR1_1200_1263,467,601,348,520,325,302,206,246
ADR1_1211_1274,4,0,165,141,602,179,1,143
ADR1_1222_1285,820,135,98,275,635,4,52,170
ADR1_1233_1296,241,110,195,414,218,76,216,208
ADR1_1244_1307,492,58,176,1085,280,90,87,405
ADR1_1255_1318,10,75,216,775,693,139,388,137
ADR1_1260_1323,298,69,570,209,103,26,127,128
AFT1_1_64,679,321,350,512,444,195,67,249
AFT1_12_75,232,19,171,725,182,531,150,263
AFT1_23_86,554,219,422,200,211,164,2,230
AFT1_34_97,755,25,0,223,10,184,248,232
AFT1_45_108,172,770,268,485,314,28,249,722
AFT1_56_119,411,231,225,800,319,220,95,427
AFT1_67_130,218,58,199,150,533,185,293,25
AFT1_78_141,307,254,180,391,468,181,116,60
AFT1_89_152,2,66,160,58,455,116,22,81
AFT1_100_163,628,141,69,67,174,65,129,100
AFT1_111_174,24,222,302,257,1047,44,3,104
AFT1_122_185,21,82,206,192,10,72,127,194
AFT1_133_196,603,0,177,310,155,23,43,227
AFT1_144_207,22,98,0,67,328,22,59,66
AFT1_155_218,1263,106,160,128,230,85,71,85
AFT1_166_229,647,1,146,293,2,33,83,48
AFT1_177_240,710,109,461,303,772,189,2,123
AFT1_188_251,357,52,187,441,348,89,161,307
AFT1_199_262,152,14,25,122,61,1,114,12
AFT1_210_273,309,0,129,169,0,152,82,1
AFT1_221_284,845,30,176,213,131,2,9,24
AFT1_232_295,381,37,236,87,121,42,188,143
AFT1_243_306,1,53,26,232,152,1,180,44
AFT1_254_317,734,79,371,309,206,43,74,64
AFT1_265_328,692,168,813,283,814,135,254,484
AFT1_276_339,1363,445,283,834,629,55,85,424
AFT1_287_350,430,265,167,277,22,54,76,136
AFT1_298_361,7,129,42,126,463,1,86,226
AFT1_309_372,53,176,105,446,71,3,217,271
AFT1_320_383,695,131,86,468,52,14,285,124
AFT1_331_394,280,1,65,740,54,56,147,62
AFT1_342_405,1017,17,275,864,652,184,380,665
AFT1_353_416,1884,25,646,1227,1095,308,438,806
AFT1_364_427,1295,189,541,744,2097,460,509,928
AFT1_375_438,510,288,205,681,139,63,434,442
AFT1_386_449,1619,230,152,703,38,78,260,474
AFT1_397_460,683,113,194,238,308,35,100,292
AFT1_408_471,775,277,263,230,798,54,79,204
AFT1_419_482,128,90,168,492,409,39,315,137
AFT1_430_493,717,350,449,572,680,113,354,464
AFT1_441_504,6,266,203,647,672,391,290,408
AFT1_452_515,16,309,479,4,146,296,233,153
AFT1_463_526,5,1,177,425,307,41,168,145
AFT1_474_537,346,96,288,214,500,177,384,223
AFT1_485_548,271,64,150,257,13,224,120,359
AFT1_496_559,367,384,129,217,477,47,59,251
AFT1_507_570,218,116,116,134,541,123,504,240
AFT1_518_581,5,37,136,687,164,99,135,19
AFT1_529_592,734,89,69,132,509,210,209,170
AFT1_540_603,7,282,267,178,41,196,118,26
AFT1_551_614,152,156,177,253,407,175,305,183
AFT1_562_625,2,2,118,178,224,87,46,144
AFT1_573_636,598,88,122,334,499,130,26,44
AFT1_584_647,798,187,279,376,218,143,245,455
AFT1_595_658,646,401,136,265,431,4,374,79
AFT1_606_669,3,2,91,305,432,168,0,0
AFT1_617_680,651,317,80,341,265,7,19,257
AFT1_628_691,750,0,53,159,263,473,122,82
AFT1_627_690,378,160,130,243,347,174,296,255
AFT2_1_64,482,279,313,1145,1152,25,436,292
AFT2_12_75,551,17,599,842,349,180,313,225
AFT2_23_86,948,48,282,547,725,210,349,231
AFT2_34_97,4,2,402,175,112,36,244,122
AFT2_45_108,714,162,244,361,323,46,308,201
AFT2_56_119,535,49,443,151,466,128,83,70
AFT2_67_130,503,246,1,322,315,133,293,147
AFT2_78_141,713,261,387,223,453,185,320,132
AFT2_89_152,0,210,254,284,226,43,216,184
AFT2_100_163,104,3,0,113,146,131,100,57
AFT2_111_174,4,49,64,173,183,24,67,13
AFT2_122_185,143,45,192,278,473,101,167,47
AFT2_133_196,744,0,192,162,5,9,0,48
AFT2_144_207,190,23,25,220,367,40,152,121
AFT2_155_218,247,37,249,33,635,2,81,101
AFT2_166_229,425,42,127,249,49,6,70,5
AFT2_177_240,637,16,156,201,674,173,259,137
AFT2_188_251,511,1,285,170,193,2,129,51
AFT2_199_262,396,30,273,435,365,2,616,82
AFT2_210_273,362,5,162,108,187,40,289,76
AFT2_221_284,583,40,137,298,406,58,182,244
AFT2_232_295,12,244,131,512,712,104,291,356
AFT2_243_306,554,216,185,923,389,95,425,279
AFT2_254_317,2907,180,386,805,572,338,389,484
AFT2_265_328,1434,147,652,1109,930,82,757,440
AFT2_276_339,1017,605,1015,1504,1053,212,1063,507
AFT2_287_350,974,163,292,331,317,363,416,198
AFT2_298_361,214,501,128,536,479,196,243,228
AFT2_309_372,997,212,315,307,416,122,146,321
AFT2_320_383,388,339,296,550,326,422,3,414
AFT2_331_394,350,307,87,776,72,307,404,183
AFT2_342_405,117,7,362,591,396,256,357,82
AFT2_353_416,1404,321,818,1297,631,342,523,687
ARG56_1_64,1261,190,225,391,380,336,515,229
ARG56_12_75,503,145,337,600,551,91,155,352
ARG56_23_86,641,140,99,244,376,101,416,237
ARG56_34_97,10,7,162,310,6,300,430,237
ARG56_45_108,1455,49,499,413,923,548,125,305
ARG56_56_119,1523,278,148,354,155,219,327,133
ARG56_67_130,7,9,491,103,454,15,438,453
ARG56_78_141,266,158,101,335,222,318,117,249
ARG56_89_152,422,228,133,413,46,335,451,262
ARG56_100_163,166,9,2,223,556,7,458,33
ARG56_111_174,293,286,205,133,439,31,191,69
ARG56_122_185,231,56,161,154,396,8,145,10
ARG56_133_196,183,323,160,226,123,170,65,239
ARG56_144_207,973,165,187,636,203,203,458,338
ARG56_155_218,5,8,89,338,293,54,65,154
ARG56_166_229,347,54,95,224,16,31,84,172
ARG56_177_240,231,1,237,387,6,104,111,260
ARG56_188_251,208,129,284,675,564,218,281,308
ARG56_199_262,643,398,241,459,274,104,367,463
ARG56_210_273,375,474,274,597,566,417,211,149
ARG56_221_284,417,488,433,423,519,1,146,238
ARG56_232_295,617,93,237,599,315,603,548,285
ARG56_243_306,327,7,160,247,6,96,239,245
ARG56_254_317,21,61,0,64,168,33,135,23
ARG56_265_328,318,6,0,290,167,5,20,229
ARG56_276_339,7,96,18,269,393,2,65,64
ARG56_287_350,1,130,60,310,492,27,158,75
ARG56_298_361,22,88,539,217,153,3,109,127
ARG56_309_372,946,10,437,382,518,80,345,170
ARG56_320_383,578,91,368,412,232,336,61,290
ARG56_331_394,1773,87,231,455,371,85,201,220
ARG56_342_405,483,204,89,706,561,39,278,188
ARG56_353_416,401,245,361,460,183,47,74,99
ARG56_364_427,1057,203,231,537,307,62,2,364
ARG56_375_438,360,89,224,325,435,28,2,199
ARG56_386_449,592,152,299,669,909,10,462,66
ARG56_397_460,672,96,112,361,124,182,302,225
ARG56_408_471,5,55,82,93,166,369,337,178
ARG56_419_482,519,62,115,308,609,198,293,219
ARG56_430_493,408,161,312,380,9,2,101,202
ARG56_441_504,8,54,90,239,429,288,217,353
ARG56_452_515,1062,19,405,254,545,153,90,140
ARG56_463_526,158,147,156,49,345,41,189,46
ARG56_474_537,919,114,69,419,235,194,119,123
ARG56_485_548,187,21,122,626,153,194,415,172
ARG56_496_559,734,111,128,556,489,134,149,125
ARG56_507_570,15,15,419,537,466,217,567,447
ARG56_518_581,769,145,217,495,582,147,85,960
ARG56_529_592,282,1,16,162,388,59,228,128
ARG56_540_603,218,33,1,69,272,118,1,71
ARG56_551_614,4,14,105,230,20,30,238,122
ARG56_562_625,623,30,0,275,218,16,95,62
ARG56_573_636,112,34,0,361,363,103,176,26
ARG56_584_647,202,19,157,425,811,16,35,35
ARG56_595_658,698,110,110,366,761,183,261,214
ARG56_606_669,627,4,192,185,475,247,241,62
ARG56_617_680,256,144,144,835,433,277,185,104
ARG56_628_691,157,10,282,412,104,104,149,232
ARG56_639_702,672,3,726,288,11,120,302,221
ARG56_650_713,690,226,226,840,269,227,190,1
ARG56_661_724,896,4,281,220,139,295,244,542
ARG56_672_735,6,23,99,496,375,43,206,28
ARG56_683_746,1034,132,179,201,456,106,192,132
ARG56_694_757,62,144,168,396,70,192,92,379
ARG56_705_768,127,69,33,516,652,102,474,342
ARG56_716_779,124,30,64,346,513,163,223,169
ARG56_727_790,4,34,199,321,545,165,229,138
ARG56_738_801,745,118,111,94,428,130,98,114
ARG56_749_812,86,0,35,84,685,68,0,108
ARG56_760_823,0,37,453,145,613,1,21,180
ARG56_771_834,652,45,126,116,524,79,120,102
ARG56_782_845,887,183,235,80,4,27,129,241
ARG56_793_856,788,156,373,261,638,62,301,325
ARG56_800_863,293,88,0,233,231,164,49,124
ARG80_1_64,123,159,79,156,635,124,130,68
ARG80_12_75,293,166,244,410,31,52,113,364
ARG80_23_86,496,229,517,186,221,61,193,102
ARG80_34_97,288,17,171,281,516,2,243,3
ARG80_45_108,1017,257,158,160,93,213,148,433
ARG80_56_119,535,338,70,322,375,5,181,34
ARG80_67_130,292,270,147,244,561,280,238,81
ARG80_78_141,853,25,348,462,173,394,273,642
ARG80_89_152,1203,270,56,799,203,507,552,169
ARG80_100_163,237,268,531,875,332,70,166,124
ARG80_111_174,928,238,54,506,868,211,144,376
ARG80_114_177,597,213,259,229,494,336,99,456
ARR1_1_64,388,1,151,1,367,1,0,33
ARR1_12_75,368,14,96,24,148,1,117,172
ARR1_23_86,481,37,135,195,86,3,232,50
ARR1_34_97,626,9,214,237,289,86,126,103
ARR1_45_108,407,2,66,195,137,118,154,247
ARR1_56_119,222,7,615,226,213,23,243,207
ARR1_67_130,600,257,401,473,418,450,813,445
ARR1_78_141,885,332,300,437,673,121,244,344
ARR1_89_152,323,264,471,266,540,288,296,365
ARR1_100_163,882,256,348,527,435,317,650,307
ARR1_111_174,1076,68,294,491,52,24,372,248
ARR1_122_185,322,305,343,488,315,214,145,160
ARR1_133_196,1338,81,296,173,510,159,296,485
ARR1_144_207,630,91,414,222,334,16,61,103
ARR1_155_218,305,39,268,20,504,258,258,3
ARR1_166_229,460,283,149,195,191,141,218,122
ARR1_177_240,195,92,125,580,66,140,207,81
ARR1_188_251,208,5,274,51,179,1,0,75
ARR1_199_262,832,61,168,283,258,183,94,113
ARR1_210_273,1261,206,387,498,499,335,69,165
ARR1_221_284,350,17,320,189,453,66,248,114
ARR1_232_295,1148,4,238,218,282,110,56,170
ARR1_231_294,647,100,259,313,218,4,72,149
ASG1_1_64,22,64,273,230,151,106,103,232
ASG1_12_75,359,2,280,765,525,176,213,232
ASG1_23_86,297,56,18,207,209,8,242,137
ASG1_34_97,285,1,211,245,164,29,4,26
ASG1_45_108,2,1,83,110,263,53,174,58
ASG1_56_119,52,153,528,371,173,112,138,78
ASG1_67_130,332,49,126,188,115,198,135,278
ASG1_78_141,6,54,27,154,194,85,185,102
ASG1_89_152,157,117,64,466,127,64,197,120
ASG1_100_163,265,60,4,185,5,87,171,166
ASG1_111_174,352,277,298,483,6,74,200,104
ASG1_122_185,1155,2,66,321,968,269,181,126
ASG1_133_196,621,77,206,202,407,156,32,161
ASG1_144_207,441,166,119,196,2,3,244,59
ASG1_155_218,79,185,137,339,407,71,329,0
ASG1_166_229,18,11,44,218,88,0,0,63
ASG1_177_240,237,34,330,528,284,37,42,95
ASG1_188_251,367,50,312,513,47,50,295,162
ASG1_199_262,10,196,221,115,661,89,472,195
ASG1_210_273,345,190,332,498,33,245,309,281
ASG1_221_284,115,4,174,107,487,141,259,83
ASG1_232_295,565,20,484,195,26,3,361,102
ASG1_243_306,1441,292,227,592,445,92,91,172
ASG1_254_317,166,81,313,863,5,73,481,469
ASG1_265_328,773,169,650,561,819,110,3,606
ASG1_276_339,1214,109,410,502,654,335,346,416
ASG1_287_350,1193,4,368,476,702,247,177,106
ASG1_298_361,565,136,395,778,993,390,447,99
ASG1_309_372,1372,383,186,857,312,172,263,249
ASG1_320_383,449,244,80,238,5,23,248,127
ASG1_331_394,901,19,467,406,619,81,317,165
ASG1_342_405,641,264,277,695,638,252,269,121
ASG1_353_416,208,53,63,376,167,70,1,88
ASG1_364_427,330,86,372,140,213,63,78,183
ASG1_375_438,930,75,147,256,137,80,206,131
ASG1_386_449,480,202,475,632,193,94,285,112
ASG1_397_460,503,119,93,572,753,70,608,300
ASG1_408_471,241,258,491,884,484,48,150,54
ASG1_419_482,765,151,104,295,3,207,6,186
ASG1_430_493,452,3,55,130,337,166,178,48
ASG1_441_504,647,267,23,63,387,2,267,1
ASG1_452_515,25,0,88,176,511,0,126,16
ASG1_463_526,206,23,184,235,312,7,139,51
ASG1_474_537,1,3,107,184,54,3,167,27
ASG1_485_548,380,85,57,95,98,157,95,17
ASG1_496_559,439,147,370,260,349,108,80,188
ASG1_507_570,589,185,178,636,132,62,177,33
ASG1_518_581,309,4,41,228,105,23,98,80
ASG1_529_592,503,132,272,806,776,140,263,148
ASG1_540_603,620,172,323,405,408,98,383,208
ASG1_551_614,779,195,101,500,122,125,187,326
ASG1_562_625,516,219,324,246,118,7,115,120
ASG1_573_636,650,118,59,206,498,234,100,11
