,1_0_1,1_0_2,1_60_1,1_60_2,2_0_1,2_0_2,2_60_1,2_60_2
ADR1_1090_1153,124,2,178,219,2,144,436,90
ADR1_1101_1164,466,434,55,84,294,275,93,74
ADR1_1112_1175,170,8,528,197,289,49,131,205
ADR1_1123_1186,64,5,200,151,297,235,93,125
ADR1_1134_1197,185,822,494,147,51,223,118,276
ADR1_1145_1208,248,378,175,353,177,156,164,531
ADR1_1156_1219,212,409,279,388,131,1244,205,193
ADR1_1167_1230,783,977,374,408,297,379,259,533
ADR1_1178_1241,806,1833,904,712,780,533,445,437
ADR1_1189_1252,890,229,671,247,467,359,662,327
ADR1_1200_1263,342,595,1044,666,597,974,473,308
ADR1_1211_1274,163,8,404,329,297,601,181,197
ADR1_1222_1285,489,188,274,547,13,345,154,525
ADR1_1233_1296,187,703,190,482,347,656,124,278
ADR1_1244_1307,299,11,782,319,200,573,525,348
ADR1_1255_1318,377,343,630,221,703,466,530,287
ADR1_1260_1323,333,56,292,347,3,38,8,450
AFT1_1_64,455,719,214,95,579,650,205,169
AFT1_12_75,399,901,195,502,383,479,122,246
AFT1_23_86,466,35,500,170,4,2,97,167
AFT1_34_97,29,1279,139,546,539,388,78,335
AFT1_45_108,586,350,469,522,6,447,411,320
AFT1_56_119,1050,71,403,341,549,769,312,813
AFT1_67_130,437,8,168,185,699,543,260,172
AFT1_78_141,359,378,738,110,535,136,43,303
AFT1_89_152,167,155,189,199,98,432,248,377
AFT1_100_163,15,1,77,151,5,149,42,119
AFT1_111_174,41,90,19,403,256,440,465,197
AFT1_122_185,239,876,352,460,489,1,22,214
AFT1_133_196,138,193,290,373,21,185,14,187
AFT1_144_207,445,128,318,190,1,409,54,76
AFT1_155_218,116,375,230,86,165,109,103,322
AFT1_166_229,102,88,396,184,3,13,17,196
AFT1_177_240,238,69,153,270,158,681,224,350
AFT1_188_251,696,1,776,81,271,92,94,259
AFT1_199_262,1,0,168,111,252,303,125,112
AFT1_210_273,21,198,34,89,67,32,159,336
AFT1_221_284,277,4,0,186,47,364,92,73
AFT1_232_295,118,159,109,387,5,412,46,102
AFT1_243_306,384,611,474,196,120,146,218,83
AFT1_254_317,47,255,191,195,119,137,197,221
AFT1_265_328,1009,916,311,499,357,538,462,353
AFT1_276_339,734,647,145,159,711,537,322,234
AFT1_287_350,740,1500,216,201,5,889,146,159
AFT1_298_361,193,166,206,123,4,338,149,100
AFT1_309_372,112,1129,95,347,109,427,182,570
AFT1_320_383,622,721,136,69,2,333,204,317
AFT1_331_394,132,421,97,309,5,293,290,198
AFT1_342_405,763,858,650,474,851,1173,556,695
AFT1_353_416,856,1807,1143,1265,918,731,1380,642
AFT1_364_427,606,1705,1225,1546,696,2083,930,1120
AFT1_375_438,396,5,820,50,255,253,126,356
AFT1_386_449,198,345,232,633,243,10,546,139
AFT1_397_460,831,1006,399,697,676,611,136,683
AFT1_408_471,368,1318,421,311,131,47,500,325
AFT1_419_482,533,211,274,232,644,321,296,479
AFT1_430_493,752,104,696,537,267,440,879,351
AFT1_441_504,180,182,163,224,539,521,412,498
AFT1_452_515,316,123,151,112,221,144,280,247
AFT1_463_526,573,585,274,270,276,714,231,306
AFT1_474_537,29,1,114,218,159,6,131,307
AFT1_485_548,423,451,497,290,191,9,151,231
AFT1_496_559,582,314,495,265,82,395,299,436
AFT1_507_570,484,526,216,333,305,558,88,272
AFT1_518_581,609,530,152,202,296,244,312,103
AFT1_529_592,260,3,241,302,20,30,195,242
AFT1_540_603,173,171,256,178,197,3,298,109
AFT1_551_614,173,583,918,895,586,85,321,262
AFT1_562_625,352,244,261,351,52,297,110,144
AFT1_573_636,532,5,274,261,501,110,361,165
AFT1_584_647,2,970,390,271,227,242,194,389
AFT1_595_658,458,391,293,265,194,539,245,326
AFT1_606_669,6,375,295,280,366,393,510,236
AFT1_617_680,503,376,78,149,11,77,1,60
AFT1_628_691,75,2,0,216,339,354,51,50
AFT1_627_690,405,5,123,490,454,156,201,157
AFT2_1_64,831,590,868,1189,646,724,537,389
AFT2_12_75,568,716,819,591,88,172,555,765
AFT2_23_86,204,137,581,222,282,17,322,287
AFT2_34_97,142,270,59,390,147,358,101,91
AFT2_45_108,173,853,207,318,114,744,268,72
AFT2_56_119,302,40,75,453,60,148,33,345
AFT2_67_130,149,585,196,475,323,1074,73,438
AFT2_78_141,862,640,237,418,586,443,364,454
AFT2_89_152,423,416,126,217,54,1,68,57
AFT2_100_163,328,204,209,380,345,68,168,265
AFT2_111_174,403,247,392,367,564,6,198,121
AFT2_122_185,314,5,17,312,128,87,280,234
AFT2_133_196,309,1,215,90,152,109,128,25
AFT2_144_207,313,337,376,160,63,305,260,96
AFT2_155_218,403,400,316,459,487,201,296,72
AFT2_166_229,30,214,34,84,49,26,52,0
AFT2_177_240,203,443,246,285,229,310,344,286
AFT2_188_251,207,324,120,315,68,146,319,227
AFT2_199_262,4,248,88,237,261,301,130,557
AFT2_210_273,245,121,827,577,204,82,513,493
AFT2_221_284,424,142,321,248,280,369,339,388
AFT2_232_295,417,808,747,733,177,848,375,1307
AFT2_243_306,1151,13,894,604,613,481,469,775
AFT2_254_317,1028,820,559,1091,153,1118,992,655
AFT2_265_328,706,2027,1417,920,529,742,1038,906
AFT2_276_339,907,220,722,1597,1019,692,960,732
AFT2_287_350,562,965,723,722,276,398,432,1156
AFT2_298_361,125,1058,593,434,781,771,850,795
AFT2_309_372,430,789,617,541,570,154,580,173
AFT2_320_383,293,185,328,478,83,587,405,424
AFT2_331_394,193,38,429,415,278,82,222,749
AFT2_342_405,448,204,410,515,101,177,284,126
AFT2_353_416,2161,2474,1773,1665,266,1314,1140,1026
ARG56_1_64,564,922,314,238,154,219,265,468
ARG56_12_75,236,131,143,122,131,548,190,510
ARG56_23_86,354,1094,493,307,106,266,190,405
ARG56_34_97,209,5,218,226,4,319,148,130
ARG56_45_108,782,155,382,174,130,526,261,158
ARG56_56_119,763,29,271,186,155,153,105,166
ARG56_67_130,586,597,452,227,444,62,165,136
ARG56_78_141,97,817,363,444,10,528,333,953
ARG56_89_152,645,187,441,223,793,577,137,198
ARG56_100_163,497,715,107,610,497,606,182,439
ARG56_111_174,351,191,142,218,270,826,54,266
ARG56_122_185,170,237,142,199,90,270,126,165
ARG56_133_196,197,617,202,332,222,320,305,197
ARG56_144_207,887,445,816,239,158,595,268,308
ARG56_155_218,86,274,117,249,868,1117,12,113
ARG56_166_229,564,1124,181,190,62,152,11,202
ARG56_177_240,320,649,216,205,951,219,164,415
ARG56_188_251,584,566,334,550,259,698,201,173
ARG56_199_262,250,571,169,420,8,821,284,237
ARG56_210_273,582,318,701,993,362,1088,568,407
ARG56_221_284,393,662,119,334,147,342,325,42
ARG56_232_295,464,446,359,314,108,375,617,655
ARG56_243_306,682,576,315,451,92,664,276,396
ARG56_254_317,463,4,142,205,2,145,23,381
ARG56_265_328,404,404,303,363,308,344,126,219
ARG56_276_339,214,141,122,49,101,96,296,215
ARG56_287_350,73,6,10,245,3,214,180,73
ARG56_298_361,506,167,236,303,310,2,210,247
ARG56_309_372,169,1047,652,855,56,163,562,264
ARG56_320_383,410,1459,514,466,947,102,156,255
ARG56_331_394,117,547,738,469,327,537,98,610
ARG56_342_405,224,452,259,167,162,261,192,152
ARG56_353_416,154,411,230,530,132,72,134,363
ARG56_364_427,635,1191,311,284,121,350,323,92
ARG56_375_438,8,567,362,219,105,14,120,400
ARG56_386_449,651,838,363,641,147,845,287,332
ARG56_397_460,925,620,491,209,944,891,309,471
ARG56_408_471,361,1049,167,534,118,368,293,36
ARG56_419_482,24,5,104,117,259,168,279,225
ARG56_430_493,195,125,217,207,385,313,26,104
ARG56_441_504,148,330,209,204,115,105,214,227
ARG56_452_515,28,826,84,371,4,141,225,404
ARG56_463_526,206,2,473,371,165,601,33,260
ARG56_474_537,210,471,130,296,6,19,157,252
ARG56_485_548,562,335,110,527,27,759,98,390
ARG56_496_559,220,260,547,86,602,282,97,85
ARG56_507_570,503,621,242,484,495,366,82,237
ARG56_518_581,542,261,598,731,1048,813,629,389
ARG56_529_592,0,1239,124,399,5,488,152,2
ARG56_540_603,239,3,79,78,47,29,1,136
ARG56_551_614,331,1,118,73,3,4,116,353
ARG56_562_625,231,199,21,240,22,109,230,282
ARG56_573_636,10,606,567,359,39,386,227,326
ARG56_584_647,238,594,580,91,322,11,199,396
ARG56_595_658,360,344,340,302,244,380,191,264
ARG56_606_669,50,305,175,366,446,143,174,234
ARG56_617_680,135,689,448,142,248,269,144,412
ARG56_628_691,427,513,365,220,107,816,129,286
ARG56_639_702,206,422,146,136,305,273,350,296
ARG56_650_713,302,7,235,555,399,231,150,414
ARG56_661_724,538,1244,177,516,54,283,497,262
ARG56_672_735,966,170,155,70,592,109,443,389
ARG56_683_746,804,14,174,153,314,155,116,249
ARG56_694_757,520,518,236,83,127,947,375,360
ARG56_705_768,103,57,465,196,332,220,427,268
ARG56_716_779,812,448,261,121,157,411,544,467
ARG56_727_790,288,302,577,149,147,317,158,212
ARG56_738_801,356,987,136,364,7,262,179,118
ARG56_749_812,252,119,204,652,44,381,139,303
ARG56_760_823,74,4,109,126,87,405,205,344
ARG56_771_834,85,300,111,276,164,125,138,515
ARG56_782_845,619,147,275,139,493,183,399,494
ARG56_793_856,280,484,1,51,62,153,60,116
ARG56_800_863,54,223,64,343,580,652,62,218
ARG80_1_64,668,1033,520,355,372,5,276,401
ARG80_12_75,148,339,215,472,8,4,126,458
ARG80_23_86,211,171,356,1,74,542,122,96
ARG80_34_97,58,24,459,125,398,723,206,424
ARG80_45_108,452,1038,532,164,5,6,309,270
ARG80_56_119,418,707,257,425,372,440,273,623
ARG80_67_130,635,1316,447,419,469,423,198,22
ARG80_78_141,684,363,352,558,268,337,336,831
ARG80_89_152,539,661,382,400,33,600,277,236
ARG80_100_163,274,318,208,203,12,421,460,141
ARG80_111_174,156,537,622,309,937,119,89,357
ARG80_114_177,647,925,647,291,40,281,358,646
ARR1_1_64,180,186,125,41,279,187,1,48
ARR1_12_75,0,2,275,340,2,5,150,55
ARR1_23_86,194,5,368,233,174,203,179,87
ARR1_34_97,117,3,314,145,51,87,270,241
ARR1_45_108,737,336,269,739,85,157,436,177
ARR1_56_119,468,631,605,460,100,567,150,66
ARR1_67_130,1352,391,71,641,316,790,485,234
ARR1_78_141,313,937,496,349,593,460,437,277
ARR1_89_152,715,379,557,767,319,499,492,961
ARR1_100_163,253,347,360,343,937,186,89,824
ARR1_111_174,390,865,424,665,613,287,280,284
ARR1_122_185,176,117,522,579,195,771,310,764
ARR1_133_196,1083,286,607,293,716,660,287,141
ARR1_144_207,219,179,66,34,160,54,68,133
ARR1_155_218,201,4,330,234,228,626,126,54
ARR1_166_229,765,265,376,71,322,403,253,211
ARR1_177_240,348,34,443,795,4,80,63,113
ARR1_188_251,113,5,223,134,7,145,122,182
ARR1_199_262,250,846,71,342,7,848,157,232
ARR1_210_273,634,1161,269,556,237,614,84,512
ARR1_221_284,228,102,380,244,545,711,143,401
ARR1_232_295,391,724,187,67,578,342,136,120
ARR1_231_294,350,422,372,386,96,406,421,701
ASG1_1_64,136,220,224,151,68,319,224,126
ASG1_12_75,163,210,366,291,356,379,520,351
ASG1_23_86,297,536,26,184,363,725,362,213
ASG1_34_97,529,381,512,461,15,732,368,311
ASG1_45_108,145,80,217,153,284,279,116,186
ASG1_56_119,477,32,307,305,0,1,358,277
ASG1_67_130,2,182,229,189,1,831,110,63
ASG1_78_141,17,859,396,121,401,13,128,170
ASG1_89_152,120,564,201,140,451,559,304,132
ASG1_100_163,247,132,291,167,221,1,252,234
ASG1_111_174,574,623,96,565,73,284,297,382
ASG1_122_185,482,24,263,325,228,40,125,207
ASG1_133_196,592,141,354,270,348,99,106,223
ASG1_144_207,297,9,144,188,103,243,231,151
ASG1_155_218,549,587,500,213,261,262,333,443
ASG1_166_229,62,393,348,215,71,179,144,317
ASG1_177_240,162,3,143,231,269,676,126,196
ASG1_188_251,319,154,543,599,376,7,425,316
ASG1_199_262,820,353,656,405,831,443,607,575
ASG1_210_273,577,640,322,484,625,212,335,345
ASG1_221_284,254,823,170,448,229,542,243,195
ASG1_232_295,163,880,450,444,131,231,323,164
ASG1_243_306,650,561,486,263,388,722,341,483
ASG1_254_317,115,663,563,575,579,694,194,234
ASG1_265_328,202,519,537,343,67,253,326,222
ASG1_276_339,479,5,292,359,448,93,402,345
ASG1_287_350,456,627,776,308,308,242,521,425
ASG1_298_361,456,338,105,212,136,200,144,478
ASG1_309_372,139,232,462,490,27,47,116,158
ASG1_320_383,359,988,270,319,355,86,182,408
ASG1_331_394,659,550,452,252,169,644,383,158
ASG1_342_405,628,683,272,383,431,524,378,359
ASG1_353_416,568,896,156,635,20,440,82,287
ASG1_364_427,414,3,276,328,56,577,171,305
ASG1_375_438,517,476,501,295,738,595,180,279
ASG1_386_449,528,354,177,373,248,615,452,408
ASG1_397_460,577,93,712,543,66,427,684,566
ASG1_408_471,451,1168,436,486,652,537,779,620
ASG1_419_482,105,170,113,197,216,309,226,324
ASG1_430_493,33,153,91,139,281,351,123,283
ASG1_441_504,159,274,245,194,473,30,77,260
ASG1_452_515,360,137,6,187,82,93,51,139
ASG1_463_526,95,4,204,205,2,120,104,156
ASG1_474_537,347,663,478,288,66,97,129,173
ASG1_485_548,91,444,479,181,15,443,157,150
ASG1_496_559,199,564,168,511,734,213,535,274
ASG1_507_570,557,156,334,71,203,138,123,189
ASG1_518_581,280,0,339,617,405,356,199,200
ASG1_529_592,706,951,369,447,432,280,260,529
ASG1_540_603,501,564,418,242,76,233,592,316
ASG1_551_614,607,946,170,644,230,1223,402,422
ASG1_562_625,408,16,480,315,123,717,162,452
