,1_0_1,1_0_2,1_180_1,1_180_2,2_0_1,2_0_2,2_180_1,2_180_2
ABF2_56_119,922,562,601,592,387,191,410,492
ABF2_67_130,163,34,195,131,114,29,105,76
ABF2_78_141,534,487,1001,630,485,667,469,737
ABF2_89_152,87,0,122,170,2,7,37,37
ABF2_100_163,330,93,74,21,32,70,123,86
ABF2_111_174,492,167,457,342,235,168,165,215
ABF2_120_183,180,94,231,262,197,188,162,321
ACA1_1_64,125,94,333,241,108,44,307,263
ACA1_12_75,422,644,704,511,353,121,456,563
ACA1_23_86,1063,660,1706,1232,755,335,1076,1386
ACA1_34_97,3019,1773,3499,2721,2531,1812,2426,3636
ACA1_45_108,1612,792,1442,1120,853,1283,941,1374
ACA1_56_119,533,482,743,434,530,313,308,441
ACA1_67_130,933,809,1011,696,388,555,605,846
ACA1_78_141,1310,1468,2670,2210,934,945,1301,1680
ACA1_89_152,918,778,1368,1021,476,360,616,676
ACA1_100_163,67,64,134,196,101,141,188,410
ACA1_111_174,673,632,899,658,745,515,513,549
ACA1_122_185,111,60,111,54,299,282,212,260
ACA1_133_196,1811,1736,2461,2123,1346,2331,1045,1641
ACA1_144_207,2465,1659,2390,1784,1537,1761,1518,1493
ACA1_155_218,1373,983,1914,1489,1027,1572,1260,1450
ACA1_166_229,253,254,382,246,449,442,327,219
ACA1_177_240,779,593,1511,1275,832,601,1074,1409
ACA1_188_251,1377,1030,2586,2113,2081,1724,2610,3196
ACA1_199_262,1080,626,713,974,1010,1019,868,1058
ACA1_210_273,695,491,717,538,562,760,483,513
ACA1_221_284,266,186,286,245,274,240,230,154
ACA1_232_295,929,599,902,722,642,463,477,457
ACA1_243_306,1524,835,2032,1170,783,455,1125,1074
ACA1_254_317,2598,2338,3856,2974,1950,1465,1992,2365
ACA1_265_328,822,765,1145,967,640,294,875,1136
ACA1_276_339,1137,1232,1968,1567,1155,1085,1497,1756
ACA1_287_350,107,109,149,132,87,93,106,136
ACA1_298_361,187,274,427,337,217,107,303,271
ACA1_309_372,229,92,493,330,391,172,263,137
ACA1_320_383,97,90,143,186,82,43,76,221
ACA1_331_394,619,479,718,741,666,325,1083,1013
ACA1_342_405,848,605,782,734,531,650,716,601
ACA1_353_416,469,165,779,644,648,465,649,893
ACA1_364_427,2,26,0,9,43,54,52,39
ACA1_375_438,0,0,32,6,0,0,0,0
ACA1_386_449,0,0,0,0,0,0,0,1
ACA1_397_460,0,0,11,0,0,13,0,18
ACA1_408_471,1,0,8,14,2,6,0,0
ACA1_419_482,0,0,0,0,2,0,5,0
ACA1_426_489,0,0,0,0,24,20,13,25
ACE2_1_64,205,251,313,295,397,423,399,669
ACE2_12_75,25,0,4,20,0,0,7,27
ACE2_23_86,4,17,36,51,3,5,36,31
ACE2_34_97,28,18,57,30,21,8,10,4
ACE2_45_108,59,109,306,191,62,73,73,36
ACE2_56_119,603,421,464,495,706,353,421,621
ACE2_67_130,297,235,312,290,301,169,219,278
ACE2_78_141,142,108,365,275,186,9,200,240
ACE2_89_152,727,592,921,831,394,132,620,757
ACE2_100_163,964,601,1211,843,622,354,740,904
ACE2_111_174,81,72,205,193,79,57,125,109
ACE2_122_185,242,337,300,177,314,152,189,234
ACE2_133_196,199,32,17,18,65,8,21,40
ACE2_144_207,105,64,113,118,113,8,81,37
ACE2_155_218,87,49,32,31,40,7,43,8
ACE2_166_229,52,0,6,12,23,29,6,73
ACE2_177_240,0,0,0,0,0,0,0,0
ACE2_188_251,38,0,32,15,94,111,51,1
ACE2_199_262,366,305,354,204,519,146,300,251
ACE2_210_273,0,0,8,0,2,0,2,0
ACE2_221_284,4,44,7,11,55,50,83,45
ACE2_232_295,354,487,569,438,277,273,275,387
ACE2_243_306,407,324,594,316,141,101,186,235
ACE2_254_317,613,493,553,327,432,138,268,257
ACE2_265_328,620,722,850,672,627,389,629,684
ACE2_276_339,632,502,831,627,623,436,773,711
ACE2_287_350,663,770,1580,904,582,338,934,1278
ACE2_298_361,763,658,1264,797,269,165,493,687
ACE2_309_372,333,214,466,359,260,64,465,630
ACE2_320_383,120,113,108,115,22,30,123,93
ACE2_331_394,79,219,243,319,181,15,205,346
ACE2_342_405,1970,1394,2589,2029,1059,160,1429,1257
ACE2_353_416,361,42,407,403,217,34,405,535
ACE2_364_427,191,261,465,435,249,34,425,466
ACE2_375_438,1454,1290,1824,1815,1263,1190,1527,2372
ACE2_386_449,286,183,296,193,70,124,115,133
ACE2_397_460,477,700,1222,807,676,1109,967,1114
ACE2_408_471,561,230,590,542,797,768,510,574
ACE2_419_482,316,380,721,451,228,299,388,363
ACE2_430_493,1140,446,808,878,627,819,627,769
ACE2_441_504,829,519,804,527,433,476,533,587
ACE2_452_515,925,733,827,756,747,471,581,780
ACE2_463_526,1863,901,2385,1479,1136,923,1373,1270
ACE2_474_537,862,624,1567,1434,769,625,1340,1353
ACE2_485_548,45,70,198,200,86,74,211,417
ACE2_496_559,847,435,1037,870,410,615,906,703
ACE2_507_570,388,154,528,519,433,161,443,349
ACE2_518_581,248,294,272,367,335,148,361,260
ACE2_529_592,2,0,0,6,36,46,4,0
ACE2_540_603,74,22,41,113,55,64,27,78
ACE2_551_614,2,8,20,34,86,52,108,171
ACE2_562_625,5,3,5,6,5,23,34,89
ACE2_573_636,15,0,4,58,113,47,78,35
ACE2_584_647,339,561,786,337,352,506,538,477
ACE2_595_658,517,420,904,585,419,252,409,772
ACE2_606_669,1656,1066,2110,1760,1200,790,1289,1538
ACE2_617_680,729,267,555,514,111,179,239,156
ACE2_628_691,417,625,740,543,657,373,467,536
ACE2_639_702,50,0,137,106,77,139,103,187
ACE2_650_713,411,404,635,387,394,201,383,325
ACE2_661_724,141,281,116,136,226,55,200,314
ACE2_672_735,53,82,159,170,316,34,217,372
ACE2_683_746,65,54,123,119,214,73,287,379
ACE2_694_757,797,752,836,784,415,318,540,688
ACE2_705_768,41,40,115,64,54,37,40,26
ACE2_707_770,86,1,58,105,38,143,75,202
ADR1_1_64,551,61,300,212,135,109,128,255
ADR1_12_75,277,189,271,253,284,193,227,427
ADR1_23_86,7,1,23,67,33,0,33,76
ADR1_34_97,113,86,243,87,34,39,54,129
ADR1_45_108,284,178,159,115,108,60,176,85
ADR1_56_119,77,0,77,83,275,27,212,184
ADR1_67_130,2,37,151,58,22,7,32,62
ADR1_78_141,320,420,376,268,193,208,125,201
ADR1_89_152,892,461,1395,1052,789,450,956,1255
ADR1_100_163,315,220,337,505,323,270,199,373
ADR1_111_174,107,8,97,78,112,69,137,143
ADR1_122_185,478,506,270,262,371,182,118,258
ADR1_133_196,290,86,155,127,137,105,116,209
ADR1_144_207,739,470,1109,897,544,331,792,972
ADR1_155_218,872,476,428,304,289,240,147,284
ADR1_166_229,177,242,222,118,105,68,270,305
ADR1_177_240,581,175,484,249,158,112,281,354
ADR1_188_251,280,240,403,300,235,175,318,288
ADR1_199_262,794,589,383,290,631,906,221,178
ADR1_210_273,302,128,345,328,183,51,107,136
ADR1_221_284,811,946,723,629,432,265,364,428
ADR1_232_295,1022,764,1503,1203,842,445,935,1268
ADR1_243_306,2349,2065,1604,1439,1747,680,1220,1622
ADR1_254_317,1324,857,1067,649,1140,399,898,704
ADR1_265_328,230,391,444,302,193,24,164,360
ADR1_276_339,493,448,893,623,236,68,447,404
ADR1_287_350,257,170,482,403,248,90,328,501
ADR1_298_361,1062,807,758,692,561,354,603,636
ADR1_309_372,1500,1478,2866,1842,1876,1313,2159,3106
ADR1_320_383,790,838,1116,614,862,396,538,709
ADR1_331_394,135,109,418,211,115,40,193,144
ADR1_342_405,90,77,172,154,98,97,153,181
ADR1_353_416,266,221,516,302,242,90,192,215
ADR1_364_427,355,481,522,481,639,253,422,464
ADR1_375_438,968,354,613,555,674,392,616,791
ADR1_386_449,893,481,475,387,548,142,381,274
ADR1_397_460,308,174,425,462,138,87,187,156
ADR1_408_471,203,53,196,187,211,98,247,224
ADR1_419_482,19,35,64,64,106,49,138,171
ADR1_430_493,53,102,116,136,81,33,88,70
ADR1_441_504,207,286,215,167,271,88,376,583
ADR1_452_515,75,102,115,94,61,5,97,139
ADR1_463_526,969,532,1301,1207,286,79,565,711
ADR1_474_537,566,399,918,748,417,68,723,996
ADR1_485_548,0,29,104,17,22,0,24,33
ADR1_496_559,461,346,830,505,344,225,463,595
ADR1_507_570,259,153,391,355,299,189,451,245
ADR1_518_581,244,326,719,558,207,73,237,251
ADR1_529_592,528,199,614,374,230,198,229,297
ADR1_540_603,489,472,1155,976,1000,537,1018,1603
ADR1_551_614,459,492,845,516,378,150,393,534
ADR1_562_625,1226,565,1934,1230,683,563,1099,948
ADR1_573_636,266,290,540,377,307,262,418,491
ADR1_584_647,703,930,1769,1355,966,388,1020,1106
ADR1_595_658,3084,1782,3484,2563,2041,818,2062,2567
ADR1_606_669,2002,1746,2286,1734,1370,719,1546,1546
ADR1_617_680,2982,1590,3083,2105,2312,1018,2498,3637
ADR1_628_691,1536,1766,3121,2084,1610,681,2371,2901
ADR1_639_702,3161,2290,3609,3101,2266,770,2683,3062
ADR1_650_713,547,264,888,648,477,512,493,477
ADR1_661_724,248,182,364,265,277,360,309,548
ADR1_672_735,235,227,347,255,318,122,182,479
ADR1_683_746,357,592,918,741,333,258,545,809
ADR1_694_757,553,401,876,803,117,96,281,351
ADR1_705_768,1041,1046,1188,1078,722,445,790,961
ADR1_716_779,1059,1484,1587,1164,1186,527,1050,1428
ADR1_727_790,1899,1940,2434,1982,1895,727,1967,2383
ADR1_738_801,261,82,258,274,168,117,275,284
ADR1_749_812,1060,833,849,596,644,526,485,463
ADR1_760_823,709,450,720,582,481,352,524,748
ADR1_771_834,1856,1541,3420,2873,1553,1232,2250,2489
ADR1_782_845,699,437,1123,801,769,395,966,1206
ADR1_793_856,1434,1290,1775,1356,1025,549,962,1287
ADR1_804_867,1115,1095,1236,957,1023,323,876,800
ADR1_815_878,850,897,1288,749,836,350,975,1080
ADR1_826_889,1091,561,951,836,790,185,1115,1304
ADR1_837_900,267,215,403,211,124,68,200,257
ADR1_848_911,272,196,385,261,229,51,181,319
ADR1_859_922,150,97,201,155,246,18,81,302
ADR1_870_933,66,138,81,73,100,24,115,143
ADR1_881_944,38,26,35,24,42,13,29,49
ADR1_892_955,262,235,96,94,90,0,161,163
ADR1_903_966,34,7,64,37,14,34,59,56
ADR1_914_977,109,73,151,40,10,33,33,54
ADR1_925_988,1,0,7,0,1,0,0,0
ADR1_936_999,125,6,96,57,27,42,88,84
ADR1_947_1010,0,0,0,1,28,0,11,0
ADR1_958_1021,839,768,1515,971,793,167,1287,1626
ADR1_969_1032,719,391,975,660,321,62,412,452
ADR1_980_1043,93,147,72,58,23,34,39,83
ADR1_991_1054,129,174,378,349,230,27,212,150
ADR1_1002_1065,1042,1146,1358,1000,1321,225,731,888
ADR1_1013_1076,63,186,168,117,172,59,81,66
ADR1_1024_1087,1427,1152,2207,1504,1223,290,1037,1342
ADR1_1035_1098,2974,1809,3215,2138,1463,772,2064,2850
ADR1_1046_1109,1707,917,1243,1001,1011,362,1051,1582
ADR1_1057_1120,1474,1411,2286,1758,1213,362,1925,2130
ADR1_1068_1131,2183,2141,4688,2971,1628,481,3340,4474
ADR1_1079_1142,1114,1364,2811,1927,739,137,1095,1537
ADR1_1090_1153,853,651,1216,1059,561,105,794,1265
ADR1_1101_1164,1042,873,1489,1284,545,163,1233,1662
ADR1_1112_1175,310,183,245,250,178,106,298,488
ADR1_1123_1186,581,368,1136,903,318,141,636,1083
ADR1_1134_1197,178,196,179,106,151,44,98,83
ADR1_1145_1208,8,62,52,29,70,40,68,132
ADR1_1156_1219,92,5,54,83,64,40,78,34
ADR1_1167_1230,73,92,48,7,0,20,32,16
ADR1_1178_1241,107,126,278,284,101,85,119,225
ADR1_1189_1252,612,77,304,155,259,110,223,299
ADR1_1200_1263,553,547,812,582,322,218,561,865
ADR1_1211_1274,222,211,373,220,357,362,335,399
ADR1_1222_1285,757,1067,2028,1663,1168,744,1735,1998
ADR1_1233_1296,365,434,453,337,183,194,380,761
ADR1_1244_1307,321,273,437,357,186,208,147,287
ADR1_1255_1318,369,199,333,246,120,87,297,456
ADR1_1260_1323,76,21,50,68,16,68,152,183
AFT1_1_64,373,568,1006,813,385,537,354,553
AFT1_12_75,1114,454,1224,924,1051,1068,1143,1338
AFT1_23_86,570,525,719,694,618,552,593,727
AFT1_34_97,414,336,617,469,386,312,340,421
AFT1_45_108,3256,2918,5263,4052,2477,2187,2721,3907
AFT1_56_119,727,436,846,572,534,607,655,592
AFT1_67_130,1694,1389,2395,2056,1266,919,1526,2118
AFT1_78_141,356,356,390,300,343,120,244,194
AFT1_89_152,125,109,187,348,301,145,289,355
AFT1_100_163,610,575,502,384,204,206,297,355
AFT1_111_174,285,263,686,385,205,253,229,283
AFT1_122_185,542,202,754,598,223,192,313,585
AFT1_133_196,720,341,478,408,549,456,427,563
AFT1_144_207,428,396,241,214,117,70,93,63
AFT1_155_218,123,86,147,119,55,25,22,67
AFT1_166_229,231,302,684,419,237,306,336,483
AFT1_177_240,128,264,148,171,107,151,254,256
AFT1_188_251,55,78,102,85,72,27,61,107
AFT1_199_262,86,51,110,139,12,2,30,75
AFT1_210_273,1,0,0,8,57,35,81,50
AFT1_221_284,7,15,41,21,1,0,13,12
AFT1_232_295,648,324,536,458,389,124,451,507
AFT1_243_306,266,379,671,501,643,88,419,536
AFT1_254_317,69,16,255,147,97,33,153,170
AFT1_265_328,638,423,729,587,513,462,358,288
AFT1_276_339,1979,1252,2393,2260,2023,1008,1701,1937
AFT1_287_350,215,143,260,216,297,138,322,310
AFT1_298_361,256,165,257,250,196,294,237,289
AFT1_309_372,414,335,536,539,440,262,523,560
AFT1_320_383,265,143,337,257,207,187,226,499
AFT1_331_394,167,155,289,233,111,32,175,142
AFT1_342_405,98,112,186,71,38,113,80,84
AFT1_353_416,112,40,212,116,65,52,79,83
AFT1_364_427,241,85,231,137,426,340,279,376
AFT1_375_438,1653,1662,2395,2031,963,733,1387,1542
AFT1_386_449,1003,1089,1935,1431,1065,530,1307,1126
AFT1_397_460,378,332,955,575,540,320,681,617
AFT1_408_471,69,2,93,39,105,213,219,385
AFT1_419_482,714,318,680,589,578,318,608,550
AFT1_430_493,954,611,609,624,628,538,508,495
AFT1_441_504,527,394,869,641,558,431,679,942
AFT1_452_515,255,98,369,304,212,108,427,372
AFT1_463_526,1213,1208,884,724,632,225,402,564
AFT1_474_537,306,289,495,245,253,208,340,410
AFT1_485_548,1290,827,2018,1346,870,419,1223,1425
AFT1_496_559,471,360,681,609,336,138,485,513
AFT1_507_570,261,521,660,662,458,107,666,559
AFT1_518_581,470,179,870,320,210,104,446,665
AFT1_529_592,1325,1067,2157,1692,1283,713,1903,2265
AFT1_540_603,1009,828,1282,1024,824,515,845,902
AFT1_551_614,1179,1107,1456,1122,1079,616,1224,1096
AFT1_562_625,392,277,456,506,317,383,431,499
AFT1_573_636,841,501,867,770,611,476,767,862
AFT1_584_647,1449,732,1559,1160,690,581,1063,1113
AFT1_595_658,545,442,1275,1019,676,530,800,748
AFT1_606_669,357,134,405,262,150,210,203,209
AFT1_617_680,117,116,473,147,106,67,218,159
AFT1_628_691,125,202,219,79,43,106,67,184
AFT1_627_690,21,60,10,90,10,10,21,55
AFT2_1_64,357,600,652,445,204,218,256,261
AFT2_12_75,135,251,173,213,63,24,96,171
AFT2_23_86,660,504,757,614,535,223,754,735
AFT2_34_97,1276,830,2219,1490,1245,619,1611,2480
AFT2_45_108,1126,1000,1753,1151,588,525,1011,1279
AFT2_56_119,382,448,610,604,110,190,231,294
AFT2_67_130,639,521,1165,949,575,390,621,909
AFT2_78_141,274,432,1469,1162,433,502,1151,1459
AFT2_89_152,22,0,80,106,20,7,64,60
AFT2_100_163,143,37,92,54,5,28,37,72
AFT2_111_174,104,96,133,149,122,18,75,128
AFT2_122_185,135,235,225,188,274,67,219,352
AFT2_133_196,56,121,139,81,182,75,218,208
AFT2_144_207,222,195,407,314,251,56,303,254
AFT2_155_218,289,383,775,655,403,103,461,574
AFT2_166_229,616,601,1205,707,399,96,653,638
AFT2_177_240,1532,1220,1227,842,1319,566,567,1081
AFT2_188_251,1241,858,645,595,865,215,496,752
AFT2_199_262,481,422,317,213,232,140,123,275
AFT2_210_273,281,348,174,102,306,110,147,224
AFT2_221_284,139,116,170,84,130,31,128,142
AFT2_232_295,49,56,131,87,161,54,30,45
AFT2_243_306,91,24,65,65,183,30,85,75
AFT2_254_317,204,62,67,25,146,20,90,26
AFT2_265_328,2,15,122,82,75,0,51,127
AFT2_276_339,145,211,241,248,127,30,108,132
AFT2_287_350,788,365,663,903,238,565,561,282
AFT2_298_361,329,319,432,326,629,598,401,513
AFT2_309_372,553,465,511,430,223,155,218,493
AFT2_320_383,363,147,112,75,194,88,82,19
AFT2_331_394,106,122,202,102,165,119,133,151
AFT2_342_405,181,108,313,197,242,130,192,230
AFT2_353_416,328,302,503,489,205,20,125,163
ARG56_1_64,2724,1968,4329,3053,1860,1519,2920,3832
ARG56_12_75,2507,1614,2980,2741,2229,1248,2896,3076
ARG56_23_86,2034,1792,2921,2460,1633,1503,2279,3193
ARG56_34_97,342,89,79,179,47,44,98,71
ARG56_45_108,145,46,133,102,75,59,70,85
ARG56_56_119,95,0,76,34,102,5,52,75
ARG56_67_130,302,96,343,160,179,88,175,349
ARG56_78_141,348,499,292,294,483,405,430,683
ARG56_89_152,3697,3264,3851,2891,3008,2118,2544,2982
ARG56_100_163,808,712,635,543,287,343,317,420
ARG56_111_174,242,182,497,304,82,92,184,206
ARG56_122_185,49,36,154,108,139,110,130,220
ARG56_133_196,73,134,72,111,59,41,67,137
ARG56_144_207,858,535,1735,1132,1206,379,1456,1841
ARG56_155_218,67,0,190,170,0,7,19,10
ARG56_166_229,133,51,97,36,47,28,55,0
ARG56_177_240,68,55,131,125,23,81,50,87
ARG56_188_251,8,5,202,112,64,102,219,290
ARG56_199_262,335,185,481,516,441,365,427,726
ARG56_210_273,1954,1275,2044,1641,1834,1303,1787,1732
ARG56_221_284,1378,1276,2351,1788,1703,1960,1652,1988
ARG56_232_295,916,936,1531,1050,881,1209,1140,1165
ARG56_243_306,158,60,282,254,129,96,164,134
ARG56_254_317,146,145,246,168,91,38,36,36
ARG56_265_328,7,20,61,22,90,42,80,103
ARG56_276_339,36,77,139,105,56,30,80,123
ARG56_287_350,303,104,673,508,108,72,298,270
ARG56_298_361,80,188,253,266,200,25,188,234
ARG56_309_372,120,22,110,74,37,23,45,18
ARG56_320_383,805,771,892,580,352,313,389,653
ARG56_331_394,255,111,294,271,169,57,253,333
ARG56_342_405,55,77,62,146,18,20,42,90
ARG56_353_416,606,528,929,793,561,200,497,458
ARG56_364_427,236,97,425,407,380,292,382,458
ARG56_375_438,475,136,443,471,271,76,278,408
ARG56_386_449,202,247,499,232,80,48,175,260
ARG56_397_460,513,109,435,375,639,263,511,506
ARG56_408_471,518,194,507,490,219,259,241,216
ARG56_419_482,1083,493,677,576,603,423,500,625
ARG56_430_493,71,20,65,123,111,39,120,192
ARG56_441_504,71,11,79,87,33,0,9,53
ARG56_452_515,224,33,142,125,114,0,64,16
ARG56_463_526,273,176,457,236,155,52,268,160
ARG56_474_537,151,263,203,261,177,70,247,399
ARG56_485_548,590,365,580,437,509,335,353,809
ARG56_496_559,1264,1626,2933,2250,1347,1226,1496,1875
ARG56_507_570,2559,1936,3681,2706,2190,1834,2471,2973
ARG56_518_581,216,227,425,183,234,143,145,228
ARG56_529_592,68,95,85,42,62,0,35,30
ARG56_540_603,46,96,63,33,15,0,14,1
ARG56_551_614,73,158,315,200,62,31,60,136
ARG56_562_625,2,0,39,49,117,11,98,45
ARG56_573_636,188,173,225,194,78,17,111,258
ARG56_584_647,403,311,597,488,114,71,108,165
ARG56_595_658,816,492,491,492,337,159,247,588
ARG56_606_669,369,323,953,833,299,205,443,517
ARG56_617_680,924,551,1135,961,513,660,827,828
ARG56_628_691,722,640,697,698,658,279,754,580
ARG56_639_702,1089,662,750,1088,804,731,937,1361
ARG56_650_713,367,326,444,495,248,321,245,141
ARG56_661_724,2300,2019,4303,3389,2207,1502,2783,3648
ARG56_672_735,168,279,629,309,265,170,269,362
ARG56_683_746,732,428,902,637,667,485,876,1299
ARG56_694_757,1211,532,1221,1150,932,560,925,1204
ARG56_705_768,428,180,383,262,109,84,158,88
ARG56_716_779,706,503,788,738,726,266,306,316
ARG56_727_790,1796,1421,2152,2090,1608,1186,1637,2255
ARG56_738_801,508,418,629,426,259,154,228,258
ARG56_749_812,414,122,348,303,310,151,269,223
ARG56_760_823,220,327,338,340,253,78,243,206
ARG56_771_834,587,414,644,491,288,145,246,230
ARG56_782_845,780,958,1589,983,805,528,831,1179
ARG56_793_856,579,265,390,315,683,334,337,651
ARG56_800_863,224,317,416,395,302,75,207,315
ARG80_1_64,431,352,635,389,307,322,223,143
ARG80_12_75,448,231,368,400,245,303,239,469
ARG80_23_86,323,351,265,300,104,127,132,101
ARG80_34_97,316,58,258,204,221,141,188,287
ARG80_45_108,594,332,389,512,253,477,385,475
ARG80_56_119,839,616,788,571,684,917,624,512
ARG80_67_130,1707,1556,2880,2921,989,1265,2042,2034
ARG80_78_141,682,340,685,599,376,683,254,321
ARG80_89_152,1080,627,1167,900,735,916,650,952
ARG80_100_163,2237,1613,3562,3049,1429,2073,2204,3109
ARG80_111_174,1180,954,1328,1206,1113,1852,1434,1843
ARG80_114_177,556,625,754,623,318,448,389,394
ARR1_1_64,206,178,160,79,70,76,17,45
ARR1_12_75,504,295,785,652,544,291,552,794
ARR1_23_86,196,40,147,99,137,39,102,96
ARR1_34_97,40,0,97,34,143,102,168,257
ARR1_45_108,129,279,201,230,257,173,328,375
ARR1_56_119,2168,1776,3279,2226,1167,468,1265,1722
ARR1_67_130,3574,2721,6149,4899,2687,2798,4390,5526
ARR1_78_141,1584,1339,2413,1816,1172,999,1504,2181
ARR1_89_152,1015,673,656,514,775,655,695,1062
ARR1_100_163,2314,2320,2190,1754,1637,1762,1455,1855
ARR1_111_174,1661,1367,1788,1438,977,752,1204,1780
ARR1_122_185,2371,1926,3881,3443,1531,1413,2539,3123
ARR1_133_196,1518,1461,2436,1987,1428,965,1954,2137
ARR1_144_207,1232,1144,3023,2199,829,875,1259,2166
ARR1_155_218,321,139,556,474,252,115,401,453
ARR1_166_229,806,731,882,551,547,354,739,704
ARR1_177_240,345,51,331,304,129,58,184,222
ARR1_188_251,263,227,413,182,311,92,357,254
ARR1_199_262,60,50,93,56,36,10,92,66
ARR1_210_273,0,16,0,4,48,0,77,27
ARR1_221_284,1089,880,1288,1161,909,662,1176,1147
ARR1_232_295,131,120,129,26,194,70,146,125
ARR1_231_294,231,278,313,248,195,58,215,148
ASG1_1_64,215,399,63,43,309,222,81,77
ASG1_12_75,31,69,17,18,135,86,77,129
ASG1_23_86,173,130,440,318,177,105,320,230
ASG1_34_97,582,777,1059,777,461,128,594,654
ASG1_45_108,410,269,506,592,454,108,359,385
ASG1_56_119,433,76,291,199,133,121,189,385
ASG1_67_130,389,635,708,421,774,255,746,705
ASG1_78_141,99,18,70,67,75,90,179,198
ASG1_89_152,815,715,1248,969,677,369,761,1114
ASG1_100_163,560,874,988,752,765,352,774,1311
ASG1_111_174,573,348,781,559,431,220,434,589
ASG1_122_185,384,361,691,420,348,220,320,268
ASG1_133_196,701,671,1049,709,992,437,1246,1316
ASG1_144_207,699,776,1107,736,616,378,706,890
ASG1_155_218,1683,1768,1889,1384,1306,502,1332,1667
ASG1_166_229,55,23,171,109,49,17,44,21
ASG1_177_240,179,410,303,281,125,112,199,191
ASG1_188_251,109,127,105,78,103,46,107,86
ASG1_199_262,123,79,184,117,169,58,133,198
ASG1_210_273,925,890,2338,2134,1212,417,1620,1988
ASG1_221_284,1125,1019,1511,963,965,497,1143,1162
ASG1_232_295,644,359,1025,694,413,227,549,907
ASG1_243_306,2120,1693,3310,2713,1575,1441,2116,2821
ASG1_254_317,1385,1072,2368,1891,863,715,1447,1319
ASG1_265_328,1700,1048,2846,2209,1029,765,1846,2360
ASG1_276_339,1721,1160,2609,2338,1347,1027,1734,1533
ASG1_287_350,2351,1760,4082,3244,1614,1526,2394,3417
ASG1_298_361,469,361,457,389,474,391,381,413
