,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
FKH2_351_414,4634,1542,5677,5403,5358,5137
FKH2_97_160,6998,1642,10569,8468,9310,9205
FKH2_86_149,7397,2346,8707,8927,9332,6631
FKH2_353_416,3771,1318,5730,5412,5501,4325
FZF1_1_64,4335,2022,5282,3813,3853,4973
FZF1_52_115,6952,2301,7904,4623,3869,7690
FZF1_22_85,1764,2407,2238,3935,2285,1962
FZF1_51_114,6672,5496,7840,13698,12230,7582
FZF1_135_198,9626,8340,10890,14221,13155,11237
FZF1_228_291,12319,11681,11602,13798,12681,13898
FZF1_16_79,2993,4143,3031,3627,3751,3735
FZF1_45_108,4711,3180,4430,4299,6103,4847
GAT1_295_358,10154,10497,10940,11388,10665,10954
GAT1_40_103,13142,7661,13906,16014,15406,12658
GAT1_297_360,10334,10577,10155,13240,10669,10942
GAT1_300_363,12442,13060,11210,15236,14539,13323
GAT3_56_119,5983,2439,6346,7035,7199,7445
GAT3_62_125,5809,1125,7094,3205,5163,6246
GAT3_61_124,6411,3211,7193,12961,10954,7390
GAT4_46_109,7525,5452,7993,8325,7786,6834
GCN4_218_281,7937,6987,9355,9922,10279,9276
GCR1_643_706,9648,9545,10437,10628,9305,11982
GIS1_827_890,5035,1748,4706,6023,5153,5140
GLN3_291_354,7787,2131,8985,9184,9953,8635
GLN3_293_356,7334,1745,8854,9256,9436,7762
GLN3_296_359,5984,1356,7663,7189,8533,6567
GTS1_181_244,5053,5241,5285,9193,9358,5541
GTS1_182_245,7295,2122,6484,3463,4127,5547
GTS1_174_237,5345,3520,4368,4895,4959,4970
GZF3_116_179,6175,4165,7417,7435,6669,8566
GZF3_118_181,6988,4478,7355,9234,7520,7724
GZF3_123_186,5179,3563,5428,7209,7252,6358
HAA1_1_64,7004,5932,7554,8247,7823,7376
HAC1_26_89,6954,4912,6185,9480,7675,7504
HAP2_155_218,5513,4646,5523,6484,5420,6369
HAP3_41_104,10372,12192,11580,13769,11194,12501
HAP4_41_104,11097,6375,12981,13196,11425,12142
HCM1_119_182,6357,9154,8648,16752,15369,7095
HCM1_120_183,11491,6613,14610,11495,12644,13365
HCM1_121_184,7271,3050,7768,4733,4888,7872
HEL2_53_116,5765,3101,5704,7283,6873,7472
HEL2_202_265,7934,6921,10777,12207,11102,9857
HEL2_230_293,13062,7144,12754,16207,18003,13092
HEL2_261_324,8437,3153,10098,10617,9747,10436
HEL2_51_114,7705,3195,6905,7305,7866,6747
HMLALPHA2_130_193,3467,2216,5329,4539,4481,4298
HMLALPHA2_134_197,5099,1992,5693,4114,5629,4727
HMO1_111_174,7050,8771,8236,13329,11877,7313
HMO1_112_175,6880,2639,9535,3886,4464,6688
HMO1_107_170,8641,6627,9042,11650,9484,8088
HMS1_274_337,4403,823,5454,5568,5198,5470
HMS1_279_342,3794,1061,4622,5077,5386,4445
HMS1_286_349,8056,3964,8649,10949,8680,8089
HMS2_26_89,10593,4808,12317,7037,6582,12226
HMS2_25_88,8693,12712,10344,19349,17007,10086
HSF1_194_257,7066,2366,8464,8245,8322,6732
INO2_237_300,6867,3920,10835,9639,9623,7452
INO2_235_298,7852,4281,9172,10408,9549,7416
INO4_45_108,4881,1622,5598,4795,4314,4788
ITC1_417_480,8773,5351,10499,11187,11068,12007
ITC1_43_106,8479,5408,8736,9550,9168,8411
ITC1_421_484,8256,4374,9346,11162,9941,9483
IXR1_364_427,8105,4416,8626,12034,9627,9019
IXR1_436_499,4982,2826,5274,6874,6279,4756
IXR1_437_500,5785,1903,6577,3624,4034,5946
IXR1_366_429,6867,5256,10028,10538,9902,8981
IXR1_435_498,4670,4085,5018,8110,8004,4596
MAC1_1_64,8824,3663,9123,10681,10151,7352
MATALPHA1_81_144,8978,733,9094,7998,9640,9167
MBP1_25_88,5560,2828,6315,6422,7846,6020
MBP1_394_457,15207,10064,17309,17110,16434,16464
MBP1_377_440,16857,14283,15731,15763,15356,16039
MBP1_413_476,11161,6040,11312,11820,11775,9780
MBP1_495_558,5239,1054,6385,6525,7020,6628
MBP1_33_96,5530,3078,6549,7220,7021,5959
MCM1_17_80,8139,2738,8610,9845,10681,8068
MCM1_14_77,7492,2842,7828,7297,7591,7144
MCM1_28_91,6607,7097,7698,8208,6985,7141
MDS3_155_218,5374,3026,7728,7459,8107,7333
MET28_99_162,5999,3319,5787,8107,5547,5474
MET28_104_167,5677,2161,5232,3574,3363,5516
MET28_103_166,5421,5483,5667,10140,8638,5235
MET31_91_154,4298,5439,6142,6424,5982,6092
MET32_94_157,8506,5190,9293,10485,10025,8877
MGA2_534_597,19545,17738,18372,25533,20788,20766
MGA2_710_773,9121,2333,11245,10734,9807,9092
MGA2_702_765,5977,1173,6737,8188,7479,6841
MGA2_735_798,8644,2782,10100,10204,11714,9924
MGA2_546_609,11764,7171,13404,12094,12527,12981
MGA2_720_783,11187,3685,15044,16024,16367,12267
MIG1_35_98,10414,10174,11916,12793,11143,11792
MIG2_14_77,6494,5817,7182,7844,8590,6597
MIG3_12_75,6089,4441,7038,8049,8439,6879
MOT2_26_89,8942,2242,10127,8007,10375,8370
MOT2_152_215,3869,1959,5369,5888,5378,5220
MOT2_28_91,6987,3397,8745,9861,8806,8088
MOT3_340_403,5898,2647,6877,8021,8414,6817
MSN1_286_349,9589,5662,9791,12142,10344,8532
MSN2_641_704,7477,7258,7866,11155,9068,7653
MSN4_567_630,7769,3256,8108,9418,8520,8720
NFI1_29_92,4274,316,4492,2345,2202,4480
NFI1_326_389,13311,9681,14167,17108,14423,14500
NFI1_28_91,3843,889,4632,6429,6939,5663
NFI1_342_405,11175,5554,11570,11805,11584,10536
NHP6A_24_87,10039,7376,10786,15021,10441,9107
NHP6A_16_79,9838,7744,9449,11177,10283,9851
NHP6B_30_93,6700,4058,6923,7640,6111,6058
NHP6B_23_86,6430,5001,7180,7995,7609,7962
NRG1_168_231,6330,5448,7271,8521,8465,7859
NRG2_150_213,5968,3896,8651,9573,8497,8113
NSI1_346_409,4356,2420,3907,3822,3837,2691
NSI1_275_338,3967,1614,4468,5749,4751,4894
NSI1_336_399,5236,2932,6467,8396,7529,7054
NSI1_411_474,7915,4110,9050,8976,9568,8818
NSI1_489_552,13803,10847,13727,17138,12667,13332
NSI1_324_387,5650,606,6763,5788,6079,5858
OTU1_238_301,8392,10362,10241,11223,9797,9987
PDC2_73_136,10331,1619,11643,6348,7211,9549
PDC2_72_135,8924,4577,10318,17338,16776,9906
PHD1_199_262,12763,13963,12851,15954,14066,12995
PHD1_218_281,18209,15187,16848,22943,19535,18091
PHO2_74_137,4175,2671,4921,5545,5326,4501
PHO2_76_139,4547,3723,4984,5598,6087,5061
PHO2_68_131,7723,4073,7813,7300,7610,7489
PHO2_10_73,4475,3438,4438,5130,5135,4743
PHO4_247_310,9590,3907,8828,3847,6731,2842
PHO4_249_312,9144,3489,10692,3358,5819,2199
PLM2_95_158,8214,8025,8723,15637,13164,7822
PLM2_96_159,8791,2909,9284,5147,6252,10563
PLM2_86_149,5340,5008,5940,7687,7582,6134
PMD1_126_189,10349,5718,11661,12662,11765,10041
PZF1_87_150,12772,8861,13360,14598,16649,13742
PZF1_59_122,10573,6981,10912,12333,10252,11660
PZF1_345_408,1702,714,2274,3459,3063,2411
PZF1_143_206,6025,1567,6481,4490,4333,7211
PZF1_30_93,8457,6450,10181,11870,10277,10314
PZF1_115_178,12558,3945,14835,6619,7570,11726
PZF1_142_205,9107,4696,7345,13606,11022,8351
PZF1_175_238,5155,3021,6980,6067,7540,6776
PZF1_201_264,6096,2939,6873,8393,7501,7330
PZF1_233_296,7753,2749,7831,6232,9140,8130
PZF1_33_96,8228,7039,8702,9754,10006,8753
PZF1_68_131,14590,11647,15138,17815,18330,15009
PZF1_114_177,8337,8479,10396,16608,16150,7886
PZF1_158_221,8701,5229,10374,12337,9995,9578
RAP1_355_418,9320,2606,10375,5800,6511,9039
RAP1_752_815,9720,6796,10984,12130,12408,10443
RAP1_136_199,7348,3106,7598,6800,7466,6060
RAP1_130_193,11507,4702,11234,11415,14244,12696
RAP1_354_417,7215,6517,8005,13735,12365,7692
RAP1_369_432,6760,3928,6255,6903,6998,6578
REB1_476_539,3689,2468,4897,5366,4953,4090
REB1_405_468,4937,2066,5447,6637,6287,5029
REB1_466_529,6019,2818,6851,6958,7329,5905
REB1_720_783,4120,1171,4529,4453,4602,4215
REB1_456_519,5679,3553,7905,8554,7816,7713
REB1_677_740,8876,5340,8971,11499,9011,7557
REI1_182_245,11557,6646,12370,13078,12696,10207
REI1_1_64,11522,9847,13280,12478,11742,12699
REI1_143_206,9852,7599,9366,13093,10564,10887
REI1_195_258,6841,5437,9056,10712,8235,7877
REI1_176_239,11687,6977,15083,14249,13185,10702
RFX1_289_352,11068,5378,10516,15158,14594,11514
RFX1_291_354,14408,8987,15084,17366,14222,13109
RGM1_15_78,8151,5686,9367,12570,10726,9977
RIM101_192_255,7044,1575,7967,5206,4314,7789
RIM101_127_190,4092,2996,5332,5237,5241,4172
RIM101_162_225,10595,8441,12904,13848,12536,11640
RIM101_191_254,6763,5815,7653,14405,12886,7549
RIM101_129_192,3864,2193,3524,4966,4329,3772
RIM101_184_247,6507,3571,7256,8397,8194,6706
RLM1_1_64,10580,7060,14106,14256,14010,12084
RME1_156_219,8346,7270,9985,10066,10049,11236
RME1_188_251,5615,4509,5956,6896,7518,6613
RME1_237_300,5565,849,7163,6143,6768,6220
ROX1_16_79,4885,2650,5751,5172,6788,4950
ROX1_19_82,4329,3131,5395,7041,4506,5173
RPH1_702_765,7717,1883,8713,9151,7624,8076
RPN4_423_486,10741,5467,11131,11877,13066,11203
RSF2_145_208,11203,11179,10906,11874,11358,11818
RTG1_38_101,9165,3873,11393,11185,10866,10428
RTG1_24_87,9118,4069,9822,9879,9976,9962
RTG1_29_92,9052,3881,9570,9326,9112,9350
RTG3_283_346,3331,1327,3799,4273,4527,4011
RTG3_289_352,3110,522,3750,3292,3447,3028
RTG3_295_358,4699,508,5005,5450,6524,6417
SFL1_72_135,12160,11224,12958,15803,15139,10233
SFP1_606_669,7473,3690,8578,11009,9732,9162
SFP1_182_245,14717,5032,15075,16270,17970,14665
SFP1_579_642,5002,3721,5993,7303,6328,5674
SFP1_620_683,4175,2193,5077,6624,6064,5036
SIZ1_20_83,9573,4378,10455,6729,7731,11158
SIZ1_349_412,10232,3938,11911,11933,12433,9408
SIZ1_19_82,10524,13199,11449,19660,15730,10583
SIZ1_367_430,8113,1786,9299,9492,10504,8140
SKO1_421_484,3160,672,3662,3646,3839,3912
SKO1_1_64,18497,18732,20808,23123,21215,20394
SKO1_431_494,4174,468,5146,4928,5760,4703
SKO1_423_486,3453,539,3318,2959,4313,3476
SMP1_1_64,8570,2259,10100,8923,10224,9635
SOK2_446_509,6004,3595,6614,8084,8138,7762
SPT10_156_219,6296,3666,8586,10067,10096,6624
SPT10_338_401,6886,3532,9238,10818,10660,7465
SPT15_164_227,9698,3014,10986,5160,5557,9655
SPT15_75_138,6828,7412,7724,8407,7159,7886
SPT15_79_142,9745,8903,11994,13298,11456,10359
SPT15_163_226,8595,8931,8607,16127,15765,9151
SPT23_513_576,8882,10106,10601,12296,8976,9529
SPT23_702_765,11171,5608,12042,12985,12032,10889
SPT23_692_755,11375,2701,11916,14923,13692,11765
SPT23_725_788,8237,2854,9601,9506,10534,8872
SPT23_522_585,11754,10703,15608,17921,15420,11776
SPT23_710_773,6540,2377,9001,9692,9764,8834
SRD1_157_220,3716,2841,3703,4385,3726,4217
STB3_51_114,7536,3086,7902,9700,9213,9362
STP1_139_202,14058,13308,17282,18220,17011,15705
STP1_180_243,13377,10448,13230,12146,13035,11139
STP1_143_206,9966,8066,12265,11770,10276,10731
STP2_183_246,5154,4271,5979,7350,8161,6385
STP2_224_287,8526,5086,7937,7653,9244,7389
STP2_188_251,6075,2966,6056,7086,6927,6956
STP3_137_200,9963,6810,7674,10776,8794,9176
STP4_283_346,11304,9361,10569,11719,11662,10466
STP4_255_318,16905,10927,15217,16799,17091,13317
STP4_401_464,13490,8823,13081,15415,14022,12942
STP4_270_333,9876,8834,11966,12273,11364,11002
SWI4_59_122,4031,972,4214,4865,4700,5094
SWI4_503_566,7607,1049,8324,8285,8851,8017
SWI4_624_687,6343,2377,8504,8351,7093,8002
SWI4_70_133,6359,2015,7914,8143,5904,6553
SWI5_548_611,7923,3013,8061,6754,6393,7277
TBF1_405_468,5025,2371,6680,6735,6594,5083
TBF1_407_470,8352,3387,8560,7418,6837,7749
TDA9_57_120,11623,11468,13131,15411,12472,10686
TEC1_132_195,4814,1395,5191,6574,5408,5116
TEC1_127_190,3807,1413,4690,4839,4301,5479
TIS11_151_214,11612,6519,10893,13284,10673,9904
TIS11_189_252,15336,13815,16022,19125,16559,15860
TIS11_153_216,11589,6400,10906,12224,12767,10518
TOD6_66_129,10224,8559,9702,9986,11505,10939
TOD6_386_449,8580,2970,7867,10027,9069,8694
TOD6_69_132,10591,9787,11445,11788,11747,11060
TOS4_111_174,10473,12261,11576,20305,18268,11843
TOS4_112_175,12658,5024,14617,7156,9181,12947
TOS4_115_178,8605,5783,8349,11452,9460,7925
TOS8_200_263,6063,3809,6384,7618,5960,5961
TOS8_196_259,5217,2706,5649,6562,6654,4824
TOS8_186_249,7852,3784,7836,8678,8984,8162
TYE7_193_256,11247,8705,10445,14107,12675,11045
TYE7_198_261,9734,9748,11132,14367,10150,10550
USV1_39_102,10240,9315,10463,10328,10790,11123
VHR1_31_94,5008,3752,6434,7565,6158,6332
VHR2_37_100,5124,2015,4985,7444,6598,6399
YAP1_54_117,4304,3430,6094,5615,4705,4495
YAP1_63_126,4069,3939,5554,5654,5638,3815
YAP3_143_206,1753,2115,2006,2482,3052,2410
YAP5_57_120,4174,3585,3760,4215,3431,3791
YAP6_217_280,3151,1036,3814,2692,3471,3155
YAP7_125_188,3468,2011,5511,2562,2532,3882
YAP7_26_89,6358,5688,6090,8120,5897,6018
YAP7_124_187,3592,3755,4957,4937,4412,3849
YAP7_123_186,2586,6076,3755,6848,6238,3652
YHP1_170_233,5609,4614,6402,7125,7158,5344
YHP1_172_235,7620,5245,6980,9038,6750,6535
YOX1_173_236,5280,2359,6962,4226,3685,5901
YOX1_175_238,4269,3260,4161,4960,5278,4517
YOX1_172_235,8268,7943,10113,13429,13028,7903
YPL216W_369_432,11909,4446,13220,13354,12492,12875
YPL216W_44_107,6053,2616,8757,8830,6728,6978
YPL216W_373_436,6865,2652,7074,9931,8870,9006
ZAP1_688_751,10933,11252,11072,13735,11934,12592
ZAP1_598_661,9936,2963,9899,6396,4603,10498
ZAP1_747_810,5006,1921,5193,5207,7326,5026
ZAP1_775_838,6224,2845,7021,9132,7495,6814
ZAP1_804_867,5550,527,7924,2906,3840,5821
ZAP1_560_623,6261,1990,7126,7785,7530,7475
ZAP1_597_660,9800,10892,12391,18296,16825,12688
ZAP1_686_749,14704,13631,15000,17090,14643,17188
ZAP1_718_781,8888,5466,8341,11374,7031,7838
ZAP1_803_866,5264,1799,6369,8859,9202,5206
ZAP1_734_797,8880,5834,10282,11801,9820,9914
ZAP1_773_836,5679,2331,9031,6925,6800,6435
