,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
ABF1_606_669,179,270,674,316,400,276
ABF1_617_680,175,471,579,213,322,397
ABF1_628_691,147,92,295,191,111,212
ABF1_639_702,138,191,529,47,321,225
ABF1_650_713,262,148,359,119,522,77
ABF1_661_724,162,130,329,67,521,140
ABF1_668_731,134,99,176,234,232,154
ABF2_1_64,161,144,573,116,366,361
ABF2_12_75,340,452,607,329,1169,540
ABF2_23_86,414,149,483,319,481,258
ABF2_34_97,306,49,479,379,407,283
ABF2_45_108,338,121,676,360,908,282
ABF2_56_119,308,168,376,320,383,427
ABF2_67_130,172,20,113,5,59,126
ABF2_78_141,209,43,333,126,174,182
ABF2_89_152,213,42,395,112,345,218
ABF2_100_163,220,241,603,129,647,293
ABF2_111_174,471,244,493,786,447,360
ABF2_120_183,245,198,385,213,683,390
ACA1_1_64,271,158,442,258,537,361
ACA1_12_75,147,94,506,185,299,303
ACA1_23_86,197,102,742,321,805,441
ACA1_34_97,906,618,1253,793,1047,888
ACA1_45_108,947,728,1624,1560,1935,757
ACA1_56_119,389,610,731,533,590,513
ACA1_67_130,351,316,792,501,923,422
ACA1_78_141,205,447,775,692,1101,582
ACA1_89_152,197,537,790,992,808,447
ACA1_100_163,871,376,947,685,1419,639
ACA1_111_174,815,528,1231,462,899,1013
ACA1_122_185,393,676,777,709,608,569
ACA1_133_196,683,1082,1075,1265,615,545
ACA1_144_207,546,1076,1289,659,802,692
ACA1_155_218,1046,1342,1591,1233,839,1076
ACA1_166_229,518,1529,1678,1047,1408,1142
ACA1_177_240,386,572,924,724,809,808
ACA1_188_251,756,562,1355,681,1364,749
ACA1_199_262,1035,1276,1917,1714,1770,1116
ACA1_210_273,526,1108,1175,1240,1223,698
ACA1_221_284,605,653,1154,985,506,606
ACA1_232_295,906,827,1318,781,990,911
ACA1_243_306,426,500,966,447,1087,621
ACA1_254_317,635,306,992,838,1040,781
ACA1_265_328,514,197,610,607,1021,412
ACA1_276_339,609,452,806,982,821,719
ACA1_287_350,232,219,297,150,189,352
ACA1_298_361,537,550,541,257,405,355
ACA1_309_372,300,100,349,83,205,233
ACA1_320_383,139,105,302,234,349,205
ACA1_331_394,435,114,671,452,659,606
ACA1_342_405,269,309,591,648,495,581
ACA1_353_416,286,228,535,481,862,414
ACA1_364_427,157,270,398,63,342,354
ACA1_375_438,128,229,163,242,206,213
ACA1_386_449,254,93,309,70,142,95
ACA1_397_460,98,29,203,94,196,157
ACA1_408_471,87,50,126,113,385,68
ACA1_419_482,110,119,107,3,201,116
ACA1_426_489,48,14,132,130,124,102
ACE2_1_64,435,329,773,326,1004,455
ACE2_12_75,242,46,172,35,254,92
ACE2_23_86,158,41,213,99,142,64
ACE2_34_97,209,55,333,89,264,173
ACE2_45_108,234,210,413,264,601,460
ACE2_56_119,380,132,468,188,348,225
ACE2_67_130,398,235,558,217,826,597
ACE2_78_141,261,64,330,133,400,255
ACE2_89_152,427,78,619,469,505,441
ACE2_100_163,415,447,857,587,1257,515
ACE2_111_174,353,253,608,379,650,280
ACE2_122_185,260,132,387,113,301,343
ACE2_133_196,240,121,252,182,463,171
ACE2_144_207,46,66,245,253,546,212
ACE2_155_218,138,96,372,383,284,124
ACE2_166_229,292,163,379,170,639,185
ACE2_177_240,251,75,157,65,102,185
ACE2_188_251,49,88,383,28,392,130
ACE2_199_262,331,123,320,200,553,301
ACE2_210_273,288,210,291,501,377,280
ACE2_221_284,243,208,551,491,539,441
ACE2_232_295,620,500,1576,447,1140,502
ACE2_243_306,411,236,667,558,897,642
ACE2_254_317,397,287,1048,432,716,451
ACE2_265_328,472,341,1191,862,1132,567
ACE2_276_339,387,235,506,773,701,383
ACE2_287_350,281,75,611,192,493,475
ACE2_298_361,263,187,504,153,711,457
ACE2_309_372,160,60,250,115,307,129
ACE2_320_383,41,46,282,33,279,142
ACE2_331_394,206,123,225,33,179,210
ACE2_342_405,170,13,317,110,431,292
ACE2_353_416,192,103,437,76,405,264
ACE2_364_427,107,20,442,47,667,315
ACE2_375_438,781,816,1194,512,872,959
ACE2_386_449,207,385,750,249,448,496
ACE2_397_460,418,912,1187,804,434,560
ACE2_408_471,285,689,1288,347,1058,738
ACE2_419_482,337,789,736,548,647,418
ACE2_430_493,571,713,1243,748,998,868
ACE2_441_504,451,521,880,843,1014,610
ACE2_452_515,644,531,823,545,580,409
ACE2_463_526,433,497,614,1008,618,600
ACE2_474_537,733,197,675,400,630,422
ACE2_485_548,494,242,843,505,536,393
ACE2_496_559,561,367,696,327,805,375
ACE2_507_570,630,356,698,355,735,393
ACE2_518_581,250,109,321,416,574,287
ACE2_529_592,444,525,703,606,936,529
ACE2_540_603,444,552,838,344,530,580
ACE2_551_614,426,293,572,387,590,338
ACE2_562_625,191,173,500,109,235,179
ACE2_573_636,286,378,585,647,666,441
ACE2_584_647,411,375,899,564,551,689
ACE2_595_658,326,282,820,676,819,470
ACE2_606_669,321,257,872,473,628,219
ACE2_617_680,488,285,739,490,994,413
ACE2_628_691,363,399,551,443,992,444
ACE2_639_702,335,192,513,211,520,332
ACE2_650_713,474,202,645,213,512,344
ACE2_661_724,157,215,529,269,368,229
ACE2_672_735,252,301,424,447,595,227
ACE2_683_746,120,113,300,119,408,276
ACE2_694_757,477,226,565,301,700,331
ACE2_705_768,554,667,501,903,525,414
ACE2_707_770,328,237,919,597,580,273
ADR1_1_64,627,262,873,747,1004,507
ADR1_12_75,164,165,520,328,655,243
ADR1_23_86,200,91,430,259,329,222
ADR1_34_97,378,118,531,185,230,304
ADR1_45_108,133,63,387,119,582,279
ADR1_56_119,154,46,301,34,448,325
ADR1_67_130,108,57,328,145,436,285
ADR1_78_141,644,186,774,433,338,446
ADR1_89_152,452,342,687,696,583,396
ADR1_100_163,488,206,613,568,353,418
ADR1_111_174,268,222,534,264,733,271
ADR1_122_185,613,288,969,751,1003,505
ADR1_133_196,219,285,367,235,433,180
ADR1_144_207,384,173,665,291,710,429
ADR1_155_218,585,211,451,217,426,455
ADR1_166_229,321,154,501,490,301,526
ADR1_177_240,442,344,979,465,786,451
ADR1_188_251,537,312,735,727,1174,607
ADR1_199_262,633,287,671,512,1002,579
ADR1_210_273,381,248,901,534,522,272
ADR1_221_284,705,682,1031,417,1036,640
ADR1_232_295,570,406,1189,580,1049,512
ADR1_243_306,840,218,1318,428,1157,611
ADR1_254_317,768,206,859,298,927,695
ADR1_265_328,552,55,776,383,1282,425
ADR1_276_339,346,51,526,351,585,417
ADR1_287_350,519,79,581,354,712,304
ADR1_298_361,548,165,692,241,949,487
ADR1_309_372,486,314,1429,787,1309,682
ADR1_320_383,785,342,967,584,971,696
ADR1_331_394,380,358,429,579,745,484
ADR1_342_405,487,108,586,243,457,375
ADR1_353_416,496,142,316,193,614,407
ADR1_364_427,491,167,496,95,699,469
ADR1_375_438,271,88,565,243,455,433
ADR1_386_449,405,152,717,394,650,410
ADR1_397_460,300,87,700,335,540,478
ADR1_408_471,388,199,631,264,526,426
ADR1_419_482,288,226,620,136,367,379
ADR1_430_493,190,18,165,127,319,186
ADR1_441_504,143,95,449,188,548,341
ADR1_452_515,141,84,140,225,115,170
ADR1_463_526,324,83,406,82,940,390
ADR1_474_537,265,41,343,113,464,336
ADR1_485_548,315,227,508,288,612,229
ADR1_496_559,248,126,425,62,524,311
ADR1_507_570,198,95,429,169,310,258
ADR1_518_581,351,157,306,308,155,344
ADR1_529_592,273,196,674,341,1060,491
ADR1_540_603,578,284,691,239,814,775
ADR1_551_614,119,137,486,169,683,253
ADR1_562_625,715,390,684,368,895,497
ADR1_573_636,152,213,431,335,900,380
ADR1_584_647,530,151,879,598,999,571
ADR1_595_658,413,143,844,372,1101,580
ADR1_606_669,786,246,1070,256,1514,817
ADR1_617_680,621,241,1178,613,1120,851
ADR1_628_691,370,180,859,337,724,294
ADR1_639_702,203,87,733,327,943,453
ADR1_650_713,557,325,956,821,740,496
ADR1_661_724,430,374,564,594,436,440
ADR1_672_735,415,131,781,402,412,388
ADR1_683_746,605,190,837,447,935,501
ADR1_694_757,159,191,671,397,733,447
ADR1_705_768,375,210,1031,683,852,544
ADR1_716_779,389,192,669,585,608,470
ADR1_727_790,402,90,946,283,967,516
ADR1_738_801,528,214,866,541,878,678
ADR1_749_812,755,534,1163,863,700,840
ADR1_760_823,450,231,1034,657,807,772
ADR1_771_834,721,369,1128,456,737,477
ADR1_782_845,468,241,571,537,1019,501
ADR1_793_856,725,465,976,441,1111,668
ADR1_804_867,343,115,606,241,614,471
ADR1_815_878,454,123,693,212,787,439
ADR1_826_889,317,79,619,390,702,285
ADR1_837_900,282,93,489,245,614,346
ADR1_848_911,441,30,466,134,477,280
ADR1_859_922,380,29,299,235,429,268
ADR1_870_933,221,30,464,362,684,312
ADR1_881_944,147,15,254,154,299,107
ADR1_892_955,294,9,597,105,428,225
ADR1_903_966,174,73,207,62,33,90
ADR1_914_977,155,42,144,80,309,90
ADR1_925_988,309,44,207,58,204,202
ADR1_936_999,120,66,213,70,275,169
ADR1_947_1010,47,57,179,140,254,141
ADR1_958_1021,507,40,583,153,729,388
ADR1_969_1032,543,38,594,118,839,345
ADR1_980_1043,117,12,263,224,620,191
ADR1_991_1054,430,164,685,564,647,481
ADR1_1002_1065,564,102,889,201,794,719
ADR1_1013_1076,387,56,574,169,626,399
ADR1_1024_1087,448,122,776,128,679,518
ADR1_1035_1098,521,92,674,464,974,556
ADR1_1046_1109,494,111,725,239,975,483
ADR1_1057_1120,270,47,506,253,234,462
ADR1_1068_1131,555,46,641,329,758,521
ADR1_1079_1142,742,128,563,142,850,350
ADR1_1090_1153,360,24,397,98,808,364
ADR1_1101_1164,604,41,696,281,283,413
ADR1_1112_1175,243,121,638,257,378,413
ADR1_1123_1186,519,104,568,132,640,394
ADR1_1134_1197,213,28,419,261,613,336
ADR1_1145_1208,525,98,647,116,610,531
ADR1_1156_1219,555,167,818,686,476,424
ADR1_1167_1230,440,154,648,236,877,513
ADR1_1178_1241,448,133,488,273,1036,683
ADR1_1189_1252,568,263,772,458,911,746
ADR1_1200_1263,431,192,989,318,1036,548
ADR1_1211_1274,289,164,507,138,442,284
ADR1_1222_1285,572,328,1017,361,662,633
ADR1_1233_1296,207,179,755,437,893,385
ADR1_1244_1307,549,143,778,352,573,297
ADR1_1255_1318,750,231,823,849,668,684
ADR1_1260_1323,510,137,669,440,1085,520
AFT1_1_64,415,398,699,597,738,651
AFT1_12_75,468,762,1113,584,1007,640
AFT1_23_86,348,470,786,853,741,580
AFT1_34_97,454,584,656,561,403,384
AFT1_45_108,1091,1059,1176,818,750,837
AFT1_56_119,664,556,520,621,735,504
AFT1_67_130,507,354,1062,231,954,539
AFT1_78_141,277,170,501,282,364,352
AFT1_89_152,251,130,283,439,560,247
AFT1_100_163,511,162,559,379,323,386
AFT1_111_174,221,219,427,215,536,302
AFT1_122_185,132,321,428,527,527,374
AFT1_133_196,195,336,746,473,428,485
AFT1_144_207,358,283,499,364,293,319
AFT1_155_218,323,368,499,325,164,260
AFT1_166_229,426,143,471,203,250,404
AFT1_177_240,451,480,656,329,406,477
AFT1_188_251,327,349,545,227,493,411
AFT1_199_262,138,52,319,174,236,222
AFT1_210_273,222,59,336,180,225,179
AFT1_221_284,105,119,416,288,115,274
AFT1_232_295,221,105,441,131,425,269
AFT1_243_306,638,34,583,230,687,272
AFT1_254_317,169,52,377,121,190,345
AFT1_265_328,780,620,931,777,800,739
AFT1_276_339,946,1003,1266,1592,1363,1279
AFT1_287_350,387,472,802,326,946,638
AFT1_298_361,475,291,636,712,975,363
AFT1_309_372,468,533,618,609,782,385
AFT1_320_383,541,417,485,440,429,411
AFT1_331_394,490,418,567,146,784,400
AFT1_342_405,173,238,925,436,830,456
AFT1_353_416,572,165,913,205,953,522
AFT1_364_427,498,415,767,910,716,513
AFT1_375_438,749,180,1062,749,1383,698
AFT1_386_449,572,460,910,574,1087,580
AFT1_397_460,591,198,769,678,868,641
AFT1_408_471,296,257,423,540,325,348
AFT1_419_482,487,268,1054,689,1051,614
AFT1_430_493,646,467,1094,1171,1255,542
AFT1_441_504,307,292,1010,646,1532,629
AFT1_452_515,324,150,508,277,327,452
AFT1_463_526,299,130,467,208,994,375
AFT1_474_537,665,137,508,464,955,387
AFT1_485_548,811,144,957,311,1056,625
AFT1_496_559,312,86,665,385,1021,265
AFT1_507_570,610,138,585,285,1086,545
AFT1_518_581,335,187,772,292,462,640
AFT1_529_592,265,216,717,612,868,351
AFT1_540_603,272,384,576,431,506,521
AFT1_551_614,117,441,1140,469,1455,640
AFT1_562_625,376,225,825,490,452,255
AFT1_573_636,557,532,824,589,584,624
AFT1_584_647,773,620,1307,938,428,831
AFT1_595_658,458,502,759,728,434,519
AFT1_606_669,242,611,589,496,425,461
AFT1_617_680,98,464,583,146,672,476
AFT1_628_691,213,65,253,56,237,306
AFT1_627_690,559,453,563,631,619,577
AFT2_1_64,310,144,708,725,832,393
AFT2_12_75,297,144,466,158,558,215
AFT2_23_86,278,102,592,131,767,475
AFT2_34_97,302,66,628,241,1073,267
AFT2_45_108,391,226,578,284,459,445
AFT2_56_119,478,199,615,276,626,322
AFT2_67_130,505,229,715,163,802,487
AFT2_78_141,333,441,947,168,1059,536
AFT2_89_152,124,253,470,472,306,290
AFT2_100_163,465,134,371,185,340,244
AFT2_111_174,173,68,393,165,356,359
AFT2_122_185,220,129,661,208,757,396
AFT2_133_196,74,97,434,103,525,328
AFT2_144_207,389,89,505,76,579,305
AFT2_155_218,464,43,500,290,504,438
AFT2_166_229,366,30,446,176,465,399
AFT2_177_240,303,67,300,175,710,240
AFT2_188_251,293,107,508,127,551,433
AFT2_199_262,279,117,575,265,501,177
AFT2_210_273,141,20,379,116,607,268
AFT2_221_284,277,116,434,205,689,443
AFT2_232_295,641,192,533,220,843,430
AFT2_243_306,766,192,536,293,642,474
AFT2_254_317,473,174,922,348,1788,637
AFT2_265_328,294,262,515,393,988,588
AFT2_276_339,515,308,858,655,818,441
AFT2_287_350,384,369,802,673,1031,623
AFT2_298_361,348,290,956,617,710,502
AFT2_309_372,536,310,796,501,372,578
AFT2_320_383,279,332,902,440,351,484
AFT2_331_394,411,329,727,416,727,411
AFT2_342_405,388,193,808,433,1191,455
AFT2_353_416,695,515,1435,1193,1744,847
ARG56_1_64,634,475,1181,662,953,639
ARG56_12_75,528,294,1004,655,1177,670
ARG56_23_86,352,357,984,652,929,714
ARG56_34_97,342,380,652,536,338,436
ARG56_45_108,267,252,574,177,228,254
ARG56_56_119,389,380,744,551,596,564
ARG56_67_130,294,186,575,279,684,409
ARG56_78_141,579,247,774,453,1008,719
ARG56_89_152,850,696,1155,1255,1494,689
ARG56_100_163,401,426,586,447,848,471
ARG56_111_174,456,248,938,532,778,660
ARG56_122_185,391,121,540,166,492,263
ARG56_133_196,162,206,385,188,488,330
ARG56_144_207,457,357,951,304,1139,630
ARG56_155_218,299,350,621,202,670,374
ARG56_166_229,77,35,294,188,422,161
ARG56_177_240,797,534,1041,709,880,725
ARG56_188_251,351,310,1017,818,685,600
ARG56_199_262,707,425,711,563,918,678
ARG56_210_273,523,667,1264,590,884,833
ARG56_221_284,547,937,1217,1275,1255,660
ARG56_232_295,413,827,1317,1161,1301,770
ARG56_243_306,481,731,890,775,1229,626
ARG56_254_317,109,52,154,121,306,251
ARG56_265_328,269,92,453,228,326,224
ARG56_276_339,155,48,316,68,347,195
ARG56_287_350,170,37,365,272,536,277
ARG56_298_361,124,46,573,235,594,311
ARG56_309_372,473,95,429,351,876,372
ARG56_320_383,208,437,774,982,1123,580
ARG56_331_394,642,206,853,576,893,388
ARG56_342_405,526,211,374,258,692,234
ARG56_353_416,473,241,761,255,625,589
ARG56_364_427,491,162,846,180,766,604
ARG56_375_438,399,281,944,433,1109,503
ARG56_386_449,330,91,398,429,639,322
ARG56_397_460,183,718,873,341,724,600
ARG56_408_471,561,510,981,448,587,463
ARG56_419_482,608,407,957,197,974,559
ARG56_430_493,239,121,407,236,231,289
ARG56_441_504,270,196,463,276,326,276
ARG56_452_515,399,239,429,437,969,492
ARG56_463_526,376,229,339,113,658,351
ARG56_474_537,161,107,463,283,796,280
ARG56_485_548,488,304,989,439,1110,555
ARG56_496_559,571,419,1079,742,471,694
ARG56_507_570,598,575,1367,879,1029,1171
ARG56_518_581,509,738,1150,927,981,673
ARG56_529_592,51,202,675,395,223,261
ARG56_540_603,175,69,291,48,373,171
ARG56_551_614,239,23,428,141,284,313
ARG56_562_625,99,67,305,82,402,198
ARG56_573_636,142,45,286,61,272,182
ARG56_584_647,155,27,381,97,663,180
ARG56_595_658,556,434,728,490,905,587
ARG56_606_669,204,265,822,401,826,495
ARG56_617_680,324,203,868,523,823,561
ARG56_628_691,327,263,819,514,715,546
ARG56_639_702,516,402,817,834,920,662
ARG56_650_713,277,230,901,544,964,610
ARG56_661_724,709,303,1272,783,876,595
ARG56_672_735,674,223,677,419,711,432
ARG56_683_746,185,300,699,357,811,575
ARG56_694_757,329,352,869,504,968,406
ARG56_705_768,680,163,407,437,487,447
ARG56_716_779,415,118,819,459,626,504
ARG56_727_790,351,283,876,408,675,436
ARG56_738_801,215,182,649,116,590,501
ARG56_749_812,275,76,480,272,451,366
ARG56_760_823,331,64,502,101,540,289
ARG56_771_834,255,167,665,433,1013,343
ARG56_782_845,501,413,796,1029,1002,533
ARG56_793_856,375,407,784,661,1017,521
ARG56_800_863,581,273,562,177,368,331
ARG80_1_64,460,857,763,670,617,796
ARG80_12_75,359,525,875,1081,712,511
ARG80_23_86,384,929,407,232,783,654
ARG80_34_97,345,673,578,800,378,496
ARG80_45_108,80,433,681,180,480,436
ARG80_56_119,682,1107,1159,663,597,812
ARG80_67_130,672,777,1295,831,1484,715
ARG80_78_141,550,838,1000,758,715,696
ARG80_89_152,803,863,1187,980,636,691
ARG80_100_163,433,821,1275,1033,1231,926
ARG80_111_174,785,938,897,1169,699,914
ARG80_114_177,270,451,775,453,353,520
ARR1_1_64,189,97,279,95,232,165
ARR1_12_75,236,123,254,247,535,226
ARR1_23_86,110,262,558,225,701,388
ARR1_34_97,153,60,529,256,323,316
ARR1_45_108,219,145,296,431,707,360
ARR1_56_119,396,127,997,347,885,530
ARR1_67_130,692,834,1229,688,841,722
ARR1_78_141,892,1072,1597,1841,1478,1087
ARR1_89_152,795,598,1403,611,1047,806
ARR1_100_163,577,565,1723,1138,1934,962
ARR1_111_174,884,439,1183,555,1074,772
ARR1_122_185,622,696,1169,962,1287,797
ARR1_133_196,263,450,633,509,839,449
ARR1_144_207,424,346,729,550,746,530
ARR1_155_218,193,201,579,365,598,276
ARR1_166_229,296,209,727,440,557,458
ARR1_177_240,169,158,503,243,406,400
ARR1_188_251,406,75,468,114,267,329
ARR1_199_262,608,247,713,393,1000,453
ARR1_210_273,210,290,679,529,957,366
ARR1_221_284,621,189,746,597,564,487
ARR1_232_295,440,44,379,84,562,321
ARR1_231_294,545,166,656,655,657,388
ASG1_1_64,291,93,376,215,295,254
ASG1_12_75,297,179,564,372,836,371
ASG1_23_86,235,178,650,272,955,544
ASG1_34_97,716,74,498,175,428,378
ASG1_45_108,313,140,319,155,467,346
ASG1_56_119,167,182,549,216,343,346
ASG1_67_130,187,184,411,220,644,392
ASG1_78_141,171,152,173,31,389,183
ASG1_89_152,598,295,375,185,685,359
ASG1_100_163,322,143,345,182,391,265
ASG1_111_174,376,228,597,262,569,394
ASG1_122_185,490,178,598,298,1157,447
ASG1_133_196,701,331,844,483,952,578
ASG1_144_207,545,165,700,438,978,483
ASG1_155_218,305,114,717,307,649,462
ASG1_166_229,173,36,429,148,313,228
ASG1_177_240,374,109,681,447,999,526
ASG1_188_251,476,71,643,141,525,457
ASG1_199_262,444,275,961,528,737,449
ASG1_210_273,682,201,872,642,678,674
ASG1_221_284,516,159,844,513,889,750
ASG1_232_295,497,158,697,286,1048,353
ASG1_243_306,798,726,1203,404,902,890
ASG1_254_317,351,343,805,683,562,372
ASG1_265_328,603,543,1134,685,1054,632
ASG1_276_339,388,494,870,760,920,633
ASG1_287_350,525,349,704,533,864,497
ASG1_298_361,496,228,657,559,1057,474
ASG1_309_372,788,508,848,360,1354,689
ASG1_320_383,356,146,419,341,584,384
ASG1_331_394,490,126,593,186,846,346
ASG1_342_405,607,178,949,239,874,518
ASG1_353_416,326,152,629,437,763,567
ASG1_364_427,306,190,646,458,609,358
ASG1_375_438,491,303,1258,614,1374,737
ASG1_386_449,589,135,1155,415,1145,712
ASG1_397_460,500,184,1010,468,923,694
ASG1_408_471,751,288,765,403,1397,758
ASG1_419_482,498,244,835,546,917,622
ASG1_430_493,406,234,436,171,710,440
ASG1_441_504,197,56,257,125,432,177
ASG1_452_515,104,30,287,45,577,176
ASG1_463_526,250,43,339,59,220,229
ASG1_474_537,207,36,465,168,648,277
ASG1_485_548,187,110,415,154,690,288
ASG1_496_559,513,112,713,294,694,732
ASG1_507_570,618,133,783,362,407,357
ASG1_518_581,253,60,510,134,440,416
ASG1_529_592,408,42,432,131,848,257
ASG1_540_603,747,107,1024,138,660,501
ASG1_551_614,262,100,863,421,783,530
ASG1_562_625,260,44,466,53,585,282
ASG1_573_636,231,36,576,126,833,278
ASG1_584_647,399,58,358,108,628,314
ASG1_595_658,342,48,259,257,199,195
ASG1_606_669,369,39,508,136,538,362
ASG1_617_680,492,42,542,108,556,389
ASG1_628_691,190,164,782,321,1060,463
ASG1_639_702,504,84,591,233,870,365
ASG1_650_713,497,79,797,256,1063,609
ASG1_661_724,675,367,1011,407,807,826
ASG1_672_735,848,276,1011,558,1091,669
ASG1_683_746,678,228,897,418,844,546
ASG1_694_757,404,422,601,347,1098,480
ASG1_705_768,329,184,334,579,568,379
ASG1_716_779,370,92,473,265,571,370
ASG1_727_790,419,97,768,216,581,467
ASG1_738_801,465,188,586,307,403,439
ASG1_749_812,407,204,1045,413,940,492
ASG1_760_823,491,123,751,407,437,623
ASG1_771_834,593,269,467,488,428,463
ASG1_782_845,96,41,204,24,324,198
ASG1_793_856,20,82,335,63,198,120
ASG1_804_867,13,0,0,0,0,21
ASG1_815_878,0,31,67,0,0,9
ASG1_826_889,0,2,9,11,16,24
ASG1_837_900,0,3,1,0,0,15
ASG1_848_911,16,14,26,1,3,0
ASG1_859_922,0,0,0,0,44,0
ASG1_870_933,83,1,63,68,84,25
ASG1_881_944,107,22,336,69,384,219
ASG1_892_955,423,184,502,255,764,394
ASG1_901_964,598,160,713,346,693,516
ASH1_1_64,422,254,1058,359,830,755
ASH1_12_75,445,132,732,588,511,388
ASH1_23_86,771,115,655,403,711,324
ASH1_34_97,793,199,868,376,1175,762
ASH1_45_108,521,237,1026,435,1347,620
ASH1_56_119,507,259,1186,1037,1526,449
ASH1_67_130,631,169,854,315,788,378
ASH1_78_141,351,215,785,491,1268,504
ASH1_89_152,672,453,1378,558,992,654
ASH1_100_163,312,333,769,311,805,481
ASH1_111_174,659,221,1101,413,829,456
ASH1_122_185,386,340,917,687,858,468
ASH1_133_196,773,386,1004,536,597,692
ASH1_144_207,333,358,430,506,553,509
ASH1_155_218,79,202,487,361,615,279
ASH1_166_229,312,206,452,156,599,316
ASH1_177_240,188,87,518,249,593,270
ASH1_188_251,535,108,390,146,504,263
ASH1_199_262,174,92,198,127,171,275
ASH1_210_273,336,47,621,276,545,445
ASH1_221_284,470,28,368,153,932,307
ASH1_232_295,152,363,660,340,745,642
ASH1_243_306,463,357,1227,305,1086,611
ASH1_254_317,233,196,692,486,743,428
ASH1_265_328,602,341,692,502,511,487
ASH1_276_339,531,267,559,626,899,388
ASH1_287_350,391,178,428,466,652,225
ASH1_298_361,488,73,417,182,611,210
ASH1_309_372,207,101,187,142,239,291
ASH1_320_383,390,46,448,65,533,378
ASH1_331_394,270,69,341,93,508,310
ASH1_342_405,79,94,461,330,868,273
ASH1_353_416,645,173,479,312,608,311
ASH1_364_427,452,450,1193,271,1089,616
ASH1_375_438,583,217,629,510,710,566
ASH1_386_449,561,739,1432,697,806,755
ASH1_397_460,956,1152,992,1425,912,644
ASH1_408_471,1242,1426,1801,1487,2081,1505
ASH1_419_482,792,754,1071,833,679,502
ASH1_430_493,361,561,666,747,546,442
ASH1_441_504,516,580,1058,513,632,799
ASH1_452_515,389,697,1175,1089,687,798
ASH1_463_526,477,946,1010,909,800,779
ASH1_474_537,413,649,1133,744,712,739
ASH1_485_548,206,465,457,415,480,330
ASH1_496_559,414,335,691,337,116,351
ASH1_507_570,39,65,87,216,195,114
ASH1_518_581,189,172,462,94,728,627
ASH1_525_588,348,128,412,283,575,402
AZF1_1_64,255,411,429,329,462,299
AZF1_12_75,182,264,392,152,523,280
AZF1_23_86,732,251,771,268,752,594
AZF1_34_97,480,135,517,244,777,433
AZF1_45_108,527,188,848,314,804,477
AZF1_56_119,748,159,897,261,1026,562
AZF1_67_130,972,790,1429,1021,1610,1027
AZF1_78_141,833,692,1187,921,796,855
AZF1_89_152,571,924,707,533,489,563
AZF1_100_163,773,778,1007,656,892,781
AZF1_111_174,871,1387,879,851,881,636
AZF1_122_185,884,549,1031,594,431,581
AZF1_133_196,374,291,836,445,845,533
AZF1_144_207,406,365,920,374,663,416
AZF1_155_218,167,113,387,152,534,363
AZF1_166_229,543,125,441,406,879,365
AZF1_177_240,820,76,887,494,1008,489
AZF1_188_251,728,308,909,822,1332,402
AZF1_199_262,134,247,499,477,401,301
