,1_0_1,1_0_2,1_60_1,1_60_2,2_0_1,2_0_2,2_60_1,2_60_2
ACA1_353_416,156,293,198,242,251,240,145,222
ACA1_364_427,140,335,297,328,70,113,149,192
ACA1_375_438,92,132,97,157,167,142,121,245
ACA1_386_449,165,251,260,226,169,140,139,198
ACA1_397_460,156,263,158,237,301,254,155,266
ACA1_408_471,314,437,505,751,383,381,377,449
ACA1_419_482,316,418,457,707,636,470,415,574
ACA1_426_489,334,732,689,841,671,559,476,645
ACE2_1_64,149,237,148,248,158,264,165,169
ACE2_12_75,43,64,91,67,114,106,73,115
ACE2_23_86,104,155,175,162,254,164,123,173
ACE2_34_97,85,137,116,156,187,167,127,172
ACE2_45_108,138,173,195,217,227,118,181,215
ACE2_56_119,184,220,261,297,328,390,167,206
ACE2_67_130,128,258,192,273,198,139,161,159
ACE2_78_141,140,267,194,204,315,286,197,242
ACE2_89_152,241,457,314,404,313,289,301,352
ACE2_100_163,434,493,533,708,564,519,458,597
ACE2_111_174,418,781,650,763,522,578,546,673
ACE2_122_185,161,331,265,326,303,295,256,316
ACE2_133_196,393,734,585,806,851,615,604,906
ACE2_144_207,240,355,433,412,380,457,326,504
ACE2_155_218,238,453,371,456,430,338,266,410
ACE2_166_229,68,165,131,112,141,103,96,155
ACE2_177_240,82,177,147,141,128,67,84,79
ACE2_188_251,104,123,192,213,197,158,194,231
ACE2_199_262,227,381,409,469,448,376,356,578
ACE2_210_273,592,782,831,1150,797,728,891,1196
ACE2_221_284,416,593,617,673,800,763,693,1059
ACE2_232_295,218,442,383,437,321,319,289,315
ACE2_243_306,216,549,522,716,426,424,444,498
ACE2_254_317,376,687,513,718,535,525,608,780
ACE2_265_328,456,926,767,892,573,484,513,741
ACE2_276_339,183,345,302,330,266,192,241,247
ACE2_287_350,170,280,242,310,131,178,153,267
ACE2_298_361,99,283,160,201,266,181,150,247
ACE2_309_372,185,212,236,243,177,155,99,125
ACE2_320_383,81,83,112,97,111,153,81,101
ACE2_331_394,185,276,165,182,145,229,82,213
ACE2_342_405,126,175,205,197,142,112,98,140
ACE2_353_416,133,128,104,168,290,211,113,250
ACE2_364_427,173,298,182,226,209,173,109,185
ACE2_375_438,194,396,358,399,213,314,277,287
ACE2_386_449,180,251,232,265,358,244,322,327
ACE2_397_460,183,340,290,268,245,247,446,360
ACE2_408_471,226,401,426,321,239,240,261,341
ACE2_419_482,192,462,433,369,447,377,385,378
ACE2_430_493,344,740,577,619,316,345,355,371
ACE2_441_504,134,382,348,345,253,345,328,372
ACE2_452_515,241,422,457,502,454,447,425,501
ACE2_463_526,149,160,249,222,166,158,110,231
ACE2_474_537,171,340,319,378,183,94,138,176
ACE2_485_548,206,338,366,335,322,228,194,301
ACE2_496_559,173,275,270,271,212,216,226,238
ACE2_507_570,203,357,296,327,345,351,258,287
ACE2_518_581,132,329,256,299,229,226,185,313
ACE2_529_592,218,479,346,511,298,334,285,328
ACE2_540_603,91,171,192,235,238,172,190,269
ACE2_551_614,149,311,268,248,272,394,274,338
ACE2_562_625,132,248,221,260,150,197,150,185
ACE2_573_636,553,1071,1036,1048,595,820,643,812
ACE2_584_647,158,333,278,293,365,321,284,270
ACE2_595_658,261,259,354,373,351,209,255,337
ACE2_606_669,247,275,270,386,217,318,235,381
ACE2_617_680,193,300,276,228,401,323,276,370
ACE2_628_691,187,270,237,282,391,468,400,464
ACE2_639_702,122,284,195,216,270,148,160,252
ACE2_650_713,111,312,185,265,183,244,169,200
ACE2_661_724,98,193,152,260,231,251,167,271
ACE2_672_735,141,173,155,219,103,133,163,143
ACE2_683_746,260,438,454,458,437,552,603,727
ACE2_694_757,129,333,180,231,233,290,187,272
ACE2_705_768,299,453,329,371,275,352,404,352
ACE2_707_770,171,328,340,303,303,290,292,365
ADR1_1_64,155,322,319,364,361,330,284,374
ADR1_12_75,145,244,149,184,302,344,224,260
ADR1_23_86,67,63,126,107,135,135,109,132
ADR1_34_97,404,563,535,611,523,397,372,483
ADR1_45_108,307,461,466,536,527,510,401,624
ADR1_56_119,151,351,238,300,317,160,187,278
ADR1_67_130,449,707,591,854,610,594,448,922
ADR1_78_141,259,402,508,541,271,309,354,454
ADR1_89_152,169,261,270,255,256,308,303,303
ADR1_100_163,113,256,271,271,298,129,155,152
ADR1_111_174,208,430,280,309,317,300,229,298
ADR1_122_185,151,386,241,281,140,118,154,118
ADR1_133_196,133,284,191,249,265,215,191,255
ADR1_144_207,145,237,163,249,235,254,159,247
ADR1_155_218,218,465,398,371,226,189,220,189
ADR1_166_229,111,187,215,235,271,104,174,233
ADR1_177_240,151,322,211,215,364,374,191,307
ADR1_188_251,248,411,291,334,470,346,308,455
ADR1_199_262,299,469,517,507,467,522,385,482
ADR1_210_273,273,483,309,420,368,358,286,333
ADR1_221_284,271,423,460,483,351,198,347,357
ADR1_232_295,146,312,331,316,347,265,348,350
ADR1_243_306,443,671,549,811,778,591,630,865
ADR1_254_317,366,600,602,641,397,416,538,640
ADR1_265_328,412,854,686,905,850,923,787,978
ADR1_276_339,174,284,216,227,310,359,221,309
ADR1_287_350,483,788,761,872,797,707,653,832
ADR1_298_361,193,402,316,295,264,310,285,398
ADR1_309_372,286,394,343,382,318,265,298,349
ADR1_320_383,181,321,290,310,332,309,259,355
ADR1_331_394,141,348,262,266,238,262,151,296
ADR1_342_405,221,373,189,242,202,215,217,254
ADR1_353_416,150,302,247,221,234,202,117,172
ADR1_364_427,131,142,169,179,382,244,224,343
ADR1_375_438,141,301,265,281,357,294,176,280
ADR1_386_449,155,286,234,268,229,212,181,249
ADR1_397_460,177,323,242,303,226,259,199,292
ADR1_408_471,168,277,246,298,270,195,186,208
ADR1_419_482,104,286,223,257,362,319,331,339
ADR1_430_493,126,173,182,167,139,67,77,123
ADR1_441_504,191,363,237,278,251,285,214,263
ADR1_452_515,139,186,230,276,170,159,124,184
ADR1_463_526,323,375,274,400,302,421,232,308
ADR1_474_537,171,209,109,174,319,239,127,218
ADR1_485_548,84,217,208,239,212,267,227,277
ADR1_496_559,125,230,153,165,243,224,155,185
ADR1_507_570,122,177,135,156,111,215,134,176
ADR1_518_581,78,173,94,117,150,197,91,142
ADR1_529_592,197,268,225,277,280,333,240,349
ADR1_540_603,325,285,354,363,251,231,288,246
ADR1_551_614,135,338,209,257,274,269,189,231
ADR1_562_625,354,617,448,527,611,436,473,541
ADR1_573_636,225,589,320,400,371,328,275,402
ADR1_584_647,494,664,559,627,583,587,434,594
ADR1_595_658,831,1365,889,1011,1324,1114,720,807
ADR1_606_669,248,497,405,450,337,418,316,378
ADR1_617_680,306,780,461,519,253,292,267,248
ADR1_628_691,202,278,223,294,260,248,184,215
ADR1_639_702,150,332,204,281,314,245,173,259
ADR1_650_713,201,402,281,288,295,328,321,276
ADR1_661_724,182,246,266,280,249,251,185,327
ADR1_672_735,171,318,202,197,251,194,173,170
ADR1_683_746,184,311,328,314,379,336,327,487
ADR1_694_757,221,409,380,395,348,344,274,316
ADR1_705_768,265,400,416,442,444,542,435,506
ADR1_716_779,195,313,220,236,426,422,240,353
ADR1_727_790,458,781,397,632,569,670,340,501
ADR1_738_801,172,451,385,413,196,263,180,298
ADR1_749_812,328,606,530,438,527,554,460,567
ADR1_760_823,414,843,476,515,863,778,502,680
ADR1_771_834,212,443,282,462,262,377,297,332
ADR1_782_845,158,234,195,215,221,306,189,184
ADR1_793_856,282,471,340,469,336,330,274,375
ADR1_804_867,223,358,249,357,334,406,195,362
ADR1_815_878,236,331,193,288,393,285,147,309
ADR1_826_889,166,258,210,290,425,341,291,398
ADR1_837_900,175,230,187,286,368,348,171,273
ADR1_848_911,183,192,72,160,120,101,87,93
ADR1_859_922,75,128,98,113,105,100,96,152
ADR1_870_933,204,307,178,232,224,191,142,120
ADR1_881_944,168,180,124,162,187,218,80,127
ADR1_892_955,110,154,150,174,277,332,154,215
ADR1_903_966,84,84,121,134,148,134,95,91
ADR1_914_977,154,285,225,336,406,367,229,455
ADR1_925_988,167,294,196,326,496,380,251,404
ADR1_936_999,135,203,147,254,127,80,79,95
ADR1_947_1010,142,303,147,175,209,194,146,178
ADR1_958_1021,126,350,193,242,332,281,170,301
ADR1_969_1032,190,268,186,229,281,245,108,176
ADR1_980_1043,587,887,631,743,625,841,327,535
ADR1_991_1054,139,328,189,235,337,436,272,327
ADR1_1002_1065,288,534,529,516,357,546,370,482
ADR1_1013_1076,426,672,702,828,581,768,562,771
ADR1_1024_1087,722,1357,1029,1321,1640,1448,1018,1626
ADR1_1035_1098,639,1034,579,680,1111,985,545,863
ADR1_1046_1109,319,464,339,368,456,401,242,403
ADR1_1057_1120,319,509,339,420,603,645,294,412
ADR1_1068_1131,255,362,308,350,339,240,196,268
ADR1_1079_1142,273,428,322,462,365,224,143,242
ADR1_1090_1153,165,200,134,163,164,232,100,160
ADR1_1101_1164,102,187,170,138,202,231,130,278
ADR1_1112_1175,185,437,233,240,179,167,160,279
ADR1_1123_1186,253,323,207,322,256,297,138,245
ADR1_1134_1197,215,363,303,331,260,254,159,218
ADR1_1145_1208,206,240,216,322,326,231,219,327
ADR1_1156_1219,209,524,396,389,397,345,322,381
ADR1_1167_1230,302,523,403,505,395,476,419,411
ADR1_1178_1241,677,1232,913,1053,763,867,679,867
ADR1_1189_1252,464,791,606,653,467,490,430,634
ADR1_1200_1263,275,514,422,472,542,509,486,593
ADR1_1211_1274,76,190,173,178,308,308,249,226
ADR1_1222_1285,226,388,304,361,291,335,288,256
ADR1_1233_1296,101,257,179,229,300,187,202,206
ADR1_1244_1307,308,488,364,413,323,299,266,315
ADR1_1255_1318,390,742,541,735,376,363,235,362
ADR1_1260_1323,156,248,228,331,293,373,251,339
AFT1_1_64,242,539,356,443,258,283,309,338
AFT1_12_75,138,298,337,406,450,569,393,431
AFT1_23_86,205,439,312,330,327,356,367,377
AFT1_34_97,181,446,362,394,329,402,265,410
AFT1_45_108,293,682,526,571,453,574,484,526
AFT1_56_119,342,695,600,763,460,520,485,637
AFT1_67_130,206,378,275,316,317,170,140,160
AFT1_78_141,157,257,210,264,389,264,197,262
AFT1_89_152,147,224,148,268,195,123,128,174
AFT1_100_163,161,166,126,148,159,186,127,145
AFT1_111_174,111,284,198,197,185,77,76,147
AFT1_122_185,121,160,139,160,164,163,111,118
AFT1_133_196,92,183,225,191,162,154,140,208
AFT1_144_207,132,264,217,220,185,111,111,114
AFT1_155_218,87,167,138,138,193,157,156,121
AFT1_166_229,142,342,171,239,276,206,163,187
AFT1_177_240,154,314,247,151,200,322,300,248
AFT1_188_251,123,222,304,245,231,197,189,246
AFT1_199_262,100,93,110,132,130,169,116,146
AFT1_210_273,97,176,120,197,187,111,74,134
AFT1_221_284,118,218,123,207,167,181,140,136
AFT1_232_295,172,310,275,341,227,134,173,231
AFT1_243_306,161,274,322,306,133,154,108,171
AFT1_254_317,125,242,167,232,106,217,133,212
AFT1_265_328,336,571,526,540,580,512,378,469
AFT1_276_339,459,839,795,811,679,700,686,842
AFT1_287_350,200,290,266,250,343,255,363,289
AFT1_298_361,227,468,315,515,306,247,239,304
AFT1_309_372,165,371,251,258,217,204,231,231
AFT1_320_383,97,208,180,233,154,202,181,265
AFT1_331_394,182,285,284,295,438,305,309,329
AFT1_342_405,623,913,1071,1198,822,1022,787,1096
AFT1_353_416,694,1294,1358,1586,1173,1174,1305,1488
AFT1_364_427,924,1604,1710,1819,1176,1176,1351,1665
AFT1_375_438,288,499,503,423,247,263,216,320
AFT1_386_449,332,474,390,451,511,551,442,407
AFT1_397_460,205,331,205,286,351,379,337,493
AFT1_408_471,103,302,215,237,276,355,252,280
AFT1_419_482,314,581,447,578,694,649,619,729
AFT1_430_493,421,760,939,962,654,702,531,631
AFT1_441_504,174,439,406,462,335,221,246,289
AFT1_452_515,165,365,240,260,376,253,234,326
AFT1_463_526,147,420,278,331,314,350,271,376
AFT1_474_537,170,254,237,278,164,266,159,272
AFT1_485_548,172,272,309,319,217,157,223,259
AFT1_496_559,201,225,184,187,182,103,174,235
AFT1_507_570,199,362,259,358,268,368,281,381
AFT1_518_581,158,260,249,249,298,198,198,309
AFT1_529_592,244,394,243,356,225,319,237,290
AFT1_540_603,212,435,309,303,479,377,351,412
AFT1_551_614,347,384,443,509,292,374,336,508
AFT1_562_625,106,186,141,179,208,240,186,263
AFT1_573_636,161,351,280,271,357,332,400,362
AFT1_584_647,311,443,349,389,333,389,272,266
AFT1_595_658,129,362,303,346,244,200,244,340
AFT1_606_669,92,138,205,170,156,214,179,177
AFT1_617_680,116,253,273,239,202,252,218,225
AFT1_628_691,61,161,172,219,135,200,108,158
AFT1_627_690,231,319,465,458,288,296,279,283
AFT2_1_64,461,1023,776,1030,763,893,875,1147
AFT2_12_75,302,541,500,600,503,378,404,467
AFT2_23_86,306,426,386,531,387,304,263,470
AFT2_34_97,337,540,363,494,496,589,309,471
AFT2_45_108,99,234,196,270,231,267,180,291
AFT2_56_119,195,224,215,310,240,214,101,139
AFT2_67_130,154,337,184,280,492,531,345,420
AFT2_78_141,249,430,319,327,454,470,461,507
AFT2_89_152,158,242,180,242,251,204,177,175
AFT2_100_163,174,250,177,238,187,211,117,165
AFT2_111_174,109,256,214,213,121,145,84,183
AFT2_122_185,171,157,188,242,243,278,196,261
AFT2_133_196,57,118,107,179,110,180,104,163
AFT2_144_207,145,172,141,171,263,228,160,235
AFT2_155_218,142,249,141,179,216,194,159,171
AFT2_166_229,40,106,69,149,217,232,124,197
AFT2_177_240,220,457,356,465,293,403,281,509
AFT2_188_251,181,279,294,326,164,139,150,171
AFT2_199_262,198,315,368,485,345,303,301,429
AFT2_210_273,148,267,230,327,204,320,180,372
AFT2_221_284,303,376,459,508,414,385,323,521
AFT2_232_295,353,638,672,722,586,416,467,591
AFT2_243_306,266,683,535,773,544,403,510,684
AFT2_254_317,874,1390,1505,1724,1073,1088,1067,1307
AFT2_265_328,827,1425,1404,1811,1072,1006,875,1403
AFT2_276_339,1086,1687,1925,2157,1879,1425,1585,2122
AFT2_287_350,199,442,372,505,489,466,429,471
AFT2_298_361,397,664,677,821,457,431,535,646
AFT2_309_372,380,572,522,663,409,427,461,485
AFT2_320_383,224,421,434,433,272,206,296,350
AFT2_331_394,183,445,456,513,444,439,392,574
AFT2_342_405,239,325,425,455,352,284,269,400
AFT2_353_416,826,1581,1485,2052,1294,1363,1254,1533
ARG56_1_64,229,575,471,452,438,514,350,412
ARG56_12_75,220,436,376,472,299,249,246,301
ARG56_23_86,232,532,256,331,347,294,295,333
ARG56_34_97,145,313,214,227,188,190,198,221
ARG56_45_108,164,384,312,315,322,296,279,264
ARG56_56_119,139,257,277,314,245,227,280,204
ARG56_67_130,192,431,287,242,228,230,301,248
ARG56_78_141,190,371,307,309,409,330,203,286
ARG56_89_152,299,602,365,341,613,545,387,479
ARG56_100_163,233,457,353,380,407,513,487,511
ARG56_111_174,213,260,284,348,253,284,326,307
ARG56_122_185,120,277,164,154,354,233,209,252
ARG56_133_196,178,356,247,334,308,212,230,239
ARG56_144_207,196,370,451,478,342,489,314,555
ARG56_155_218,141,296,176,223,108,239,154,195
ARG56_166_229,152,250,168,182,87,262,132,163
ARG56_177_240,227,473,313,405,226,258,232,259
ARG56_188_251,223,291,307,374,392,435,357,416
ARG56_199_262,271,636,581,627,332,316,342,419
ARG56_210_273,432,604,611,733,501,505,540,612
ARG56_221_284,196,256,350,447,432,365,282,416
ARG56_232_295,223,672,612,684,386,295,479,476
ARG56_243_306,207,295,190,237,268,445,370,300
ARG56_254_317,79,119,92,128,225,167,126,216
ARG56_265_328,191,293,172,259,249,297,147,228
ARG56_276_339,162,405,219,294,185,142,152,236
ARG56_287_350,121,148,120,173,198,178,86,137
ARG56_298_361,136,184,152,216,257,218,128,288
ARG56_309_372,654,733,798,944,545,487,380,511
ARG56_320_383,333,650,598,739,653,517,600,681
ARG56_331_394,356,504,471,528,359,358,324,403
ARG56_342_405,187,354,262,326,379,491,213,304
ARG56_353_416,163,342,267,311,352,298,275,422
ARG56_364_427,259,408,374,428,244,257,190,352
ARG56_375_438,139,294,273,316,283,282,201,401
ARG56_386_449,128,307,242,265,439,357,280,397
ARG56_397_460,315,435,272,349,214,274,243,218
ARG56_408_471,216,325,318,360,303,402,311,414
ARG56_419_482,128,368,339,324,436,304,333,333
ARG56_430_493,148,428,298,354,193,263,233,338
ARG56_441_504,143,267,191,187,330,246,228,226
ARG56_452_515,257,370,353,380,235,356,246,335
ARG56_463_526,117,190,190,210,283,205,212,290
ARG56_474_537,240,384,271,375,389,364,295,399
ARG56_485_548,226,351,379,440,279,282,163,224
ARG56_496_559,185,475,323,358,272,218,295,341
ARG56_507_570,281,566,418,455,514,337,491,432
ARG56_518_581,545,1023,877,911,476,386,613,717
ARG56_529_592,140,304,170,256,191,128,131,178
ARG56_540_603,80,216,128,186,271,223,112,241
ARG56_551_614,96,236,149,202,159,192,147,180
ARG56_562_625,85,158,129,129,145,137,98,223
ARG56_573_636,222,374,258,354,272,266,169,290
ARG56_584_647,192,298,236,354,343,288,189,256
ARG56_595_658,328,446,397,491,416,277,305,387
ARG56_606_669,165,194,167,225,364,395,268,308
ARG56_617_680,166,241,253,293,251,438,259,398
ARG56_628_691,167,468,327,307,387,360,243,300
ARG56_639_702,191,318,254,233,443,337,273,402
ARG56_650_713,300,559,384,475,527,503,450,549
ARG56_661_724,144,312,199,344,346,198,289,451
ARG56_672_735,151,240,233,262,179,197,175,161
ARG56_683_746,199,365,251,254,282,178,222,243
ARG56_694_757,203,475,352,352,408,276,323,297
ARG56_705_768,166,355,300,315,368,329,312,350
ARG56_716_779,282,320,279,342,529,380,373,430
ARG56_727_790,350,537,375,408,343,213,242,247
ARG56_738_801,147,235,277,274,259,266,215,311
ARG56_749_812,116,317,220,222,405,340,257,304
ARG56_760_823,132,278,237,296,296,240,127,175
ARG56_771_834,189,318,231,289,268,325,164,282
ARG56_782_845,247,520,305,398,283,241,266,351
ARG56_793_856,242,433,273,293,199,263,212,360
ARG56_800_863,147,313,212,273,255,323,223,258
ARG80_1_64,212,311,361,310,181,119,144,172
ARG80_12_75,168,293,354,365,334,282,343,330
ARG80_23_86,188,359,277,293,136,210,169,206
ARG80_34_97,121,270,239,231,285,180,217,307
ARG80_45_108,97,213,190,141,187,133,190,164
ARG80_56_119,171,334,233,257,281,255,329,269
ARG80_67_130,223,451,315,434,418,442,381,449
ARG80_78_141,314,576,430,577,367,396,503,450
ARG80_89_152,211,642,389,426,263,184,234,230
ARG80_100_163,210,553,358,444,395,448,341,413
ARG80_111_174,272,489,408,371,349,215,328,338
ARG80_114_177,207,597,433,395,252,336,274,285
ARR1_1_64,52,53,94,107,76,127,55,56
ARR1_12_75,99,126,97,172,168,199,124,145
ARR1_23_86,104,97,119,161,164,161,197,198
ARR1_34_97,168,169,200,304,301,271,142,317
ARR1_45_108,151,225,282,268,256,174,164,243
ARR1_56_119,161,286,263,328,349,375,215,249
ARR1_67_130,250,588,485,464,526,673,416,646
ARR1_78_141,369,731,625,673,503,440,456,492
ARR1_89_152,369,702,516,569,581,636,517,612
ARR1_100_163,203,383,371,381,343,347,292,312
ARR1_111_174,208,359,280,317,381,371,333,365
ARR1_122_185,438,637,464,491,506,362,379,407
ARR1_133_196,253,578,441,456,383,344,318,297
ARR1_144_207,111,146,161,154,339,249,170,267
ARR1_155_218,154,146,175,195,144,143,161,182
ARR1_166_229,161,216,223,271,180,316,149,243
ARR1_177_240,222,282,277,297,315,233,240,313
ARR1_188_251,108,210,158,213,328,332,215,253
ARR1_199_262,224,407,332,349,425,277,158,381
ARR1_210_273,409,677,486,534,470,341,460,449
ARR1_221_284,258,444,338,323,306,290,220,309
ARR1_232_295,217,295,250,343,228,125,133,131
ARR1_231_294,155,232,160,256,169,205,159,154
ASG1_1_64,123,214,184,211,209,204,155,254
ASG1_12_75,192,387,260,394,268,219,215,308
ASG1_23_86,180,374,266,270,250,245,206,247
ASG1_34_97,162,320,225,288,318,309,208,313
ASG1_45_108,75,153,135,143,123,134,95,128
ASG1_56_119,137,316,277,343,215,261,216,285
ASG1_67_130,150,352,191,200,225,189,125,289
ASG1_78_141,88,124,164,133,167,103,121,231
ASG1_89_152,67,171,134,197,283,262,153,281
ASG1_100_163,87,180,166,90,195,169,128,181
ASG1_111_174,222,475,323,330,410,341,274,424
ASG1_122_185,199,450,329,383,309,265,310,323
ASG1_133_196,244,404,311,389,428,322,333,347
ASG1_144_207,181,230,205,251,314,231,144,249
ASG1_155_218,173,295,223,283,299,345,248,362
ASG1_166_229,72,102,64,86,111,74,51,61
ASG1_177_240,210,264,255,247,221,263,224,227
ASG1_188_251,317,489,516,535,546,548,446,704
ASG1_199_262,351,741,601,659,626,575,511,820
ASG1_210_273,218,560,337,406,291,311,256,368
ASG1_221_284,214,451,285,375,237,165,145,265
ASG1_232_295,159,290,185,320,308,174,173,288
ASG1_243_306,298,316,420,492,369,630,325,427
ASG1_254_317,287,465,342,429,322,434,404,427
ASG1_265_328,183,590,309,333,462,552,411,505
ASG1_276_339,334,614,498,613,520,574,459,579
ASG1_287_350,252,364,344,329,385,262,312,389
ASG1_298_361,216,548,356,344,408,340,268,397
ASG1_309_372,224,342,314,319,331,282,269,333
ASG1_320_383,238,310,290,354,451,387,361,330
ASG1_331_394,196,398,259,371,347,331,314,348
ASG1_342_405,260,380,277,320,500,522,333,456
ASG1_353_416,215,349,255,339,362,215,226,276
ASG1_364_427,172,370,224,298,289,316,220,205
ASG1_375_438,220,423,328,371,502,520,333,489
ASG1_386_449,272,607,462,519,546,504,386,516
ASG1_397_460,411,534,558,632,369,540,381,486
ASG1_408_471,302,506,467,565,597,695,502,679
ASG1_419_482,206,378,295,361,228,219,281,301
ASG1_430_493,120,252,132,201,153,188,120,166
ASG1_441_504,201,189,196,209,135,144,75,122
ASG1_452_515,51,93,53,105,145,141,93,177
ASG1_463_526,73,121,100,108,245,252,77,195
ASG1_474_537,127,149,138,205,209,162,70,185
ASG1_485_548,84,139,114,79,162,228,139,143
ASG1_496_559,296,525,424,522,531,430,450,538
ASG1_507_570,273,583,327,444,394,471,278,348
ASG1_518_581,128,167,197,239,257,266,154,278
ASG1_529_592,423,643,626,737,702,682,432,632
ASG1_540_603,527,591,419,510,633,662,362,580
ASG1_551_614,205,386,305,348,450,373,274,370
ASG1_562_625,111,123,106,144,296,168,164,244
ASG1_573_636,189,288,291,414,373,339,230,297
